Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Revision Date,Revision Reason,Comment,Project ID,Area of Change,Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","11/28/2012","Correction","Corrections to outyear project names and decriptions.  Updates to project cost actuals and projected dates.  Corrections to performance measures to accommodate a ITDB error.","6157,885,886,887,889,894,900,902,904,909,3241,4543,4545,4547,4555,4561,4569,4573,4575,4587","Projects, Activities","2009-2019","","","11/29/2012","14:05:13","11409"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","12/13/2012","Correction","Corrected eCPIC intrepretation errors in activity description due to ampersand being used.  Updated and corrected actual costs and projected dates.  Corrected operational performance errors in percent units to whole numbers both for targets and actuals.  Operational metric OMB ID 1446 is a FY12 measurement and is being retired from the IT Dashboard.","882,886,891,893,895,897,904,907,909,911,912,915,927,3195,3243,2905,2906,3157,6157,4559","Projects, Activities, Metrics","2009-2019","","","12/27/2012","12:27:28","11755"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","01/30/2013","Correction","For better efficiency and use of resources, combined the project scope and budget for  ITSM Integration for Asset Management  into  ITSM Asset Management  project.  The  FY13 Network and Telecomm Enhancements  project was split into two projects because scope, schedule and expertise were more conducive to be managed separately.  One obsolete operational metrics has been removed.Expanded projects to include lower level activities and added actuals.  Historical operational metric actuals were updated to reflect percentages as intended rather than decimals.","6297,6299,879,880,881,883,884,885,890,891,892,893,894,898,899,901,906,911,915,916,920,926,927,3195,3243,2906,2908,2909,6157,4537,4539,4541,4543,4545,4547,4549,4553,4557,4559,4565,4569,4573,4579,4581,4585,4589,4593,4597,4599,4627,4655","Projects, Activities, Metrics","2009-2019","","","01/31/2013","07:45:05","12063"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","02/21/2013","Replan - adding or modifying detail within the overall cost and schedule goals","The Website Redesign CMS Replacement project was moved to another investment for better alignment.  The FY13 Celerra and Clarion Replacements and FY13 DMX replacement projects were suspended and will be combined in the future.  Other projects that had not started yet were replanned due to refinement of scope and to account for dependencies. Several projects were renamed to clarify purpose.","880,882,885,886,887,890,891,892,893,894,895,896,897,899,900,901,902,903,904,905,906,907,908,909,911,912,915,916,920,921,926,927,2907,2908,2910,3157,6157,4535,4539,4541,4543,4547,4549,4553,4557,4559,4561,4563,4565,4567,4569,4571,4573,4575,4579,4581,4583,4585,4587,4591,4593,4597,4599,4601,6297,6299,4653,2905,4551,4555","Projects, Activities","2009-2019","","","02/28/2013","12:58:32","12333"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","03/26/2013","Replan - adding or modifying detail within the overall cost and schedule goals","Replan of the Infrastructure CM Improvement Support project due to completion of definition and planning activities.","4593","Projects, Activities","2009-2019","","","03/27/2013","13:12:20","12673"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","05/28/2013","Replan - adding or modifying detail within the overall cost and schedule goals","Due to agency financial obligations, numerous projects have been suspended. As funds become available, these projects will be re-baselined.","6863,6865,881,887,894,902,909,3241,3243,6157,4537,4539,4545,4549,4553,4557,4559,4561,4563,4567,4569,4571,4573,4575,4577,4579,4581,4583,4587,4593,4595,4597,4599,4601,6297,6299,4607,4647","Projects, Activities","2009-2019","","","05/29/2013","13:32:55","13543"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","06/24/2013","Replan - adding or modifying detail within the overall cost and schedule goals","Continued to make adjustments to projects and activities due to agency financial obligations and budget cuts.","7486,7487,891,894,904,908,909,3243,6865,4541,4547,4569,4579","Projects, Activities","2009-2019","","","06/27/2013","12:25:06","13799"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","07/30/2013","Correction","Corrected activity id 15273 because it was erroneously reported as Complete in a previous submission.Replanning:  Continued to make adjustments to projects and activities due to agency financial obligations and budget cuts.  Updated actuals and projected.","7514,907,916,3195,6865,2908,2909,4535,4541,4543,4547,4569,4579,4585,4589,6299,7486","Projects, Activities","2009-2019","","","07/31/2013","16:13:53","13968"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","09/01/2010","Correction","Minor changes for milestone wording","","","","","","12/28/2010","13:51:03","2561"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","01/26/2011","Rebaseline - other","Submitting monthly updates to the IT Dashboard results in error messages that are not detailed enough to allow us to diagnose the reason for the error messages.  Only normal monthly updates have been made, so there is no ready explanation for the errors that will allow us to resolve the problem quickly. For now, the Rebaseline - other option is selected to temporarily allow the submission to proceed successfully.  This is not a formal re-baseline.  In the meantime, we are working with OMB technical staff to resolve the error messages.","","","","312.13369","2016-09-30","01/26/2011","16:13:54","2669"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","02/07/2011","Rebaseline - change in funding strategy","This exhibit was re-baselined on February 14, 2011 to reflect adjustments to the USPTO budget for Information Technology made during internal reviews and pass backs from the U.S. Department of Commerce and the U.S. Office of Management and Budget.  One notable change was the reduction in costs for government personnel (FTE) caused by the decision to freeze pay at 2010 levels, which changed the amounts in the  Summary of Funding  table in part I.B and the estimated costs for all milestones in the  Cost and Schedule Performance Table  in part II.B.","","","","176.285332","2016-09-30","02/18/2011","08:51:46","2891"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","03/04/2011","Replan - planned change with minimal change in overall scope, cost or schedule objectives","The finish date of the Develop and evaluate vendor prototype solution software milestone was updated to reflect the planned successful completion date of March 2011. The start date of the Train team members in Agile - Phase I milestone was updated to March 2011 as this training is planned to coincide with the roll-out of the new USPTO System Development Life Cycle. The start date of the Build internal cloud environment - Phase I, Start Agile activities (e.g. sprints) for high value targets, and Start Agile activities (e.g. sprints) for IP5 initiatives - Phase I milestones were updated to reflect the intention to start work in May 2011 which will follow both the successful completion of the Develop and evaluate vendor prototype solution software milestone and additional progress on the Implement Architecture and Infrastructure 1.0 milestone. The start date of the Implement Architecture and Infrastructure 1.0 was updated to January 2011 to reflect the initial planning work by OCIO employees on this milestone. The start date of the Start Agile activities (e.g. sprints) for patent search capabilities - Phase I milestone was updated to Sept 2011 as this milestone is less time sensitive at this time compared to other milestones above which are more beneficial to the overall PE2E Program and Patent Corps in the next few months. The start date of the Support Program Management for Patents (FY11) was updated to April 2011 to reflect the planned start of planning activities that will lead to the start of other milestones updated above.","","","","176.285332","2016-09-30","03/31/2011","19:41:24","3906"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","06/30/2011","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Adjusting planned costs, planned start/end dates, percent complete due to FY11 cuts.","","","","144.788238","2016-09-30","07/25/2011","16:59:10","6691"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","01/18/2012","Rebaseline - other","Changes to this investment s funding were made to reflect the President s FY 2013 budget submission.","2891,2892,2893,2894,929,930,931,933,934,935,936,937,938,939,940,941,942,943,944,946,947,949,952,954,955,956,958,959,960,961,962,928,945,948,950,951,953,957","Projects, Activities","2011-2017","","","01/30/2012","16:42:06","7349"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","02/29/2012","Correction","This BCR is an addendum to the previous BCR, and updates various Planned Start / Completion dates that were missed in the previous BCR.","929,930,931,932,933,934,935,936,938,939,940,941,942,943,944,946,947,949,952,954,955,956,958,959,960,961,962,2892,2893,2894,937","Projects, Activities","2011-2017","","","02/29/2012","16:22:32","7702"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","03/29/2012","Correction","Three minor changes to provide correct Actual Start dates and to change the Planned End Date for an activity from Saturday to Friday.  These are administractive updates only, so impact is minimal.","3045,3047,3049,929,932,935,936,938,940,941,943,944,946,947,949,952,956,958,959,960,961,962,2892,2893,2894","Projects, Activities","2011-2017","","","03/29/2012","15:45:55","7863"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","04/27/2012","Correction","Typographical error -- activity end date was intended to be September 1012, but September 2013 was entered instead.","929,930,2891,931,932,933,934,936,940,941,943,946,949,952,955,956,961,962,2892,2893,2894,3045,3047,3049,935,944,954,958,959,960","Projects, Activities","2011-2017","","","04/27/2012","15:05:23","8073"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","05/29/2012","Correction","This portfolio was re-planned due to FY12 budget adjustments and in conjunction with April updates to the Summary of Funding table and the Exhibit 53 submission. Two planning projects (Cooperative Patent Classification (CPC) Classification in search systems- Frontend and Convert existing office action data to XML) were added. CPC Database project status has changed from planning to active.   The project duration has been extended and project cost was increased per detailed planning process and Process Resource Estimate Worksheet (PREW).The overall cost for PATI continuous capture of application data project has been decreased due to findings during the planning phase.","3159,3161,939,940,941,942,943,946,947,955,956,962","Projects, Activities","2011-2017","","","05/31/2012","09:34:16","8311"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","06/28/2012","Correction","This portfolio was re-planned due to FY12 budget adjustments and in conjunction with April updates to the Summary of Funding table and the Exhibit 53 submission. Two planning projects (Cooperative Patent Classification (CPC) Classification in search systems- Frontend and Convert existing office action data to XML) were added. CPC Database project status has changed from planning to active.   The project duration has been extended and project cost was increased per detailed planning process and Process Resource Estimate Worksheet (PREW).The overall cost for PATI continuous capture of application data project has been decreased due to findings during the planning phase.Summary of Funding:  The budget for PE2E was reduced by $12-13M in April because USPTO revenue projections were less than authorized budget, and cuts were taken so that spending would be equal or less than revenue.","3219,929,930,2891,931,932,933,934,940,941,956,3045,3047,3161,3049","Projects, Activities","2011-2017","","","06/29/2012","17:14:03","8605"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","07/27/2012","Correction","Correction: Activity was closed prematurely. Need to update the actual cost.Replan: The front-end project went from planning to active. Cost of back-end was negotiated to cost less.","3247,3249,929,941,942,947,949,952,956,3045,3047,3159,3161,939,955","Projects, Activities","2011-2017","","","07/30/2012","16:36:24","8787"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","08/13/2012","Rebaseline - change in funding strategy","The USPTO recently has determined that given prevailing trends in revenue for FY 2012, and uncertainties associated with the effects of planned FY 2013 fee changes and the economy, operating plan and spending adjustments were necessary in July.  This situation, coupled with some issues surrounding the successful execution of certain planned IT projects, has resulted in a reduction to the FY 2012 PE2E budget.  This reduction resulted in a few projects originally planned for FY 2012 to be deferred to FY 2013.","936,940,941,946,947,949,952,961,962,2894,3045,3047,3247,3219,956","Projects, Activities","2011-2017","","","08/15/2012","16:30:11","8951"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","08/22/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Updates for FY13 &amp; 14.","4365,4367,4369,4371,4373,4375,4377,4379,4381,4383,4385,930,941,943,962,3045,3047,3159,3161,3247,3249,3219","Projects, Activities","2011-2013","","","09/13/2012","15:49:10","9787"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","10/25/2012","Rebaseline - current baseline is no longer useful as a management tool","The large plan  increase  is due to having entered milestones 68 through 71 in dollars instead of thousands of dollars.","929,936,940,941,943,946,949,952,961,962,2892,2893,2894,3045,3047,3159,4365,4367,4369,4371,4373,4375,4377,4379,4381,4385,3219,4383","Projects, Activities","2011-2013","","","10/31/2012","18:17:39","11115"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","11/26/2012","Correction","Several updates to activity name and descriptions and Project Completion dates, as well as updates to Actual Start Dates.","6151,938,942,943,946,947,962,2892,2893,2894,3045,3047,3159,3161,3247,3249,4365,4367,4369,4371,4373,4375,4377,4379,4381,4385,3219","Projects, Activities","2011-2013","","","11/29/2012","10:27:54","11387"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","12/21/2012","Correction","Business architecture:  The projected completion date was extended from December 31, 2012 to June 30, 2013 to continue to improve on the identified value streams and capability mappings and to provide additional independent oversight at no additional cost.Continuous capture of CRU data: There was a cost re-baseline and the planned and projected costs for this project were increased from $2,320,000 to $3,169,000, reflecting an increase of $849,000 to convert additional data types, taking advantage of efficiencies on the project.  The funding was taken from the  PE2E Enhanced data markup and transformation  project.PE2E Enhanced data markup and transformation: The projected cost for this project was reduced in order to fund the higher business priority project  Continuous capture of CRU data. Train team members Phase 3:  The project started early due to training opportunities from team members.  The start date was accelerated from 4/1/13 to 11/27/12.","929,936,940,941,949,952,961,962,2892,2893,3045,3047,3159,3161,3247,4365,4367,4371,4381,6151,3219","Projects, Activities","2011-2013","","","12/27/2012","12:25:05","11751"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","01/30/2013","Rebaseline - other reason consistent with agency policy and M-10-27","Patent Examination Tools & Infrastructure Phase 2: The project changed from planning to active.  The project planned and projected costs and dates have been updated based on detailed planning as reflected in the project resource estimation worksheet (PREW).Exploring Search Technologies Phase 2: The project changed from planning to active.  The project planned and projected costs and dates have been updated based on detailed planning as reflected in the PREW.Comprehensive Patent Family Maps Phase 2: Due to changing business needs the project funds for this project were used to fund the Examination Tools and Infrastructure Phase 2 project.  As such, this project was postponed to start in FY14 as part of the PE2E-2 (FY14-16) investment and was deleted from the current investment.PE2E Enhanced data markup and transformation: Due to changing business needs the project funds for this project were used to fund several projects including the Examination Tools and Infrastructure Phase 2 project and the Exploring Search Technologies Phase 2 project.  As such, this project was postponed to start in FY14 as part of the PE2E-2 (FY14-16) investment and was deleted from the current investment.CPC Collaboration: Due to changing business needs the project funds for this project were used to fund the Examination Tools and Infrastructure Phase 2 project.  As such, this project was postponed to start in FY14 as part of the PE2E-2 (FY14-16) investment and was deleted from the current investment.CPC Classification in search systems Phase 2: Due to changing business needs the project funds for this project were used to fund the Examination Tools and Infrastructure Phase 2 project.  As such, this project was postponed to start in FY14 as part of the PE2E-2 (FY14-16) investment and was deleted from the current investment.","929,930,2891,931,936,938,940,941,943,949,952,961,962,2892,2893,3045,3047,3159,3161,3247,3249,4367,4369,4373,6151,3219","Projects, Activities","2011-2013","","","01/31/2013","07:45:44","12065"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","02/21/2013","Replan - adding or modifying detail within the overall cost and schedule goals","CPC Classification in search systems   Backend: The proposed completion date was updated from January 18, 2013 to April 25, 2013 to accommodate additional scope requirements.Break the current Exploring Search Technologies - Phase 2 and Patent Examiner Tools and Infrastructure Phase 2  Design/Develop/Test/Implement activities into releases with shorter durations.","929,930,2891,936,940,941,943,946,949,952,961,962,2892,2893,2894,3045,3047,3159,4367,4373,4375,3219,942,4365,4371,4377,4385","Projects, Activities","2011-2013","","","02/27/2013","18:23:32","12291"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","03/26/2013","Correction","Lightweight search for SIPO data:  The project changed from planning to active.  The project s planned and projected costs and dates have been updated based on detailed planning as reflected in the project resource estimation worksheet (PREW).Convert existing office action data to XML:  Updated projected completion date of planning activities from 2/28/13 to 3/9/13 to obtain additional clarification on functional and non-functional requirements related to the search engine and content management system.PE2E office action Phase 2:  The project changed from planning to active.  The project planned and projected costs and dates have been updated based on detailed planning as reflected in the project resource estimation worksheet (PREW).Applicant to office interface (TEXT2PTO):  Updated projected completion dates from 2/28/13 to 9/30/13 to reflect additional scope requirements needed to complete the project.Correction: The actual start date for Lightweight Search for SIPO Data was indeed held on 9/26/2012.  The 10/17/2012 Start Date in the pre-baseline project plan was not corrected to reflect reality by mistake due to an oversight.","936,947,962,2894,3159,3161,3247,3249,4369,4373,4375,6151","Projects, Activities","2011-2013","","","03/27/2013","13:08:00","12671"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","04/23/2013","Correction","Fixed an actual start date typo for project Activity with id '41991'.CPC classification in search systems   Backend:  The project was rebaselined and increased the planned costs from $949K to $1.143M to complete new search capabilities.  The funds were taken from the CPC legacy system integration project, which has since been canceled. PATI continuous capture of application data:  The project was rebaselined and increased the planned costs from $4.351M to $5.183M to complete the conversion of claims , specifications, and abstracts data types.  The funds were taken from the PE2E Enhanced Data Markup project and the Comprehensive Patent Family Maps Phase 2 project, which have since been postponed and canceled respectively. ","962,3047,3161,3247,4375,6151","Projects, Activities","2011-2013","","","04/30/2013","08:55:36","13175"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","04/30/2013","Replan - adding or modifying detail within the overall cost and schedule goals","CPC legacy system integration: The project was canceled. ","947","Projects, Activities","2011-2013","","","04/30/2013","09:21:48","13179"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","05/28/2013","Replan - adding or modifying detail within the overall cost and schedule goals","The current budgetary constraints have substantially delayed the release of PE2E. Delays in the release of PE2E lengthen the USPTO's commitment to maintaining outdated systems that have an increasingly poor level of stability as the USPTO continues to outgrow their capabilities. This will result in both additional support costs as well as substantial costs associated with lost examiner productivity during outages.","936,938,941,943,952,2892,2894,3161,3247,3249,4367,4369,4375,4381,3219","Projects, Activities","2011-2013","","","05/29/2013","13:36:16","13545"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","07/01/2013","Rebaseline - scope and objectives evolve due to incremental or iterative system development","PATI Continuous capture of application data:  This project was rebaselined from June 30, 2013 to October 31, 2013 in order to continue conversion of Claims, Specifications, and Abstracts.","936,940,941,946,949,961,962,2893,3045,3047,3159,4379,6151","Projects, Activities","2011-2013","","","07/31/2013","15:25:14","13967"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","09/09/2010","Rebaseline - other","Data Error correction","","","","27.39736","2014-09-30","10/29/2010","18:48:22","2249"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","10/29/2010","Replan - planned change with minimal change in overall scope, cost or schedule objectives","","","","","27.39736","2014-09-30","11/04/2010","15:47:58","2264"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","02/15/2011","Replan - planned change with minimal change in overall scope, cost or schedule objectives","The primary change in this exhibit was the addition of a milestone to  Manage Program,  which was inadvertently omitted from the baseline, and the correction in the starting dates for other milestones. Adding the  Manage Program  allows us to properly report the costs of the on-going planning for the other tasks, and to properly report the status of the other milestones. Other significant change in this exhibit were the reduction in FTE costs resulting from a Congressional decision to limit pay increases for federal workers. Also a decision was made not to move 3.5 million in FY 13 to pay for enhancements to legacy systems because Next Generation services should begin deploying by that time. The new milestones no longer include milestones for Platform, or Functional Services.","","","","30.92998","2014-09-30","02/18/2011","08:53:31","2892"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","06/28/2011","Rebaseline - other","Milestones have been adjusted to accommodate FY11 budget reductions.","","","","28.59849","2014-09-30","06/30/2011","12:59:02","6192"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","01/31/2012","Correction","Project with activity id 3522 was changed from 20-5-2011 to 10-3-2011 because it started at the beginning of the new fiscal year, and the first work day of FY 11 was Monday 10/3/2011.","2895,2896,2897,2898,2899,2900,2901,2902,963,964,965,966,967,968,971,969,970","Projects, Activities","2010-2014","","","01/31/2012","14:31:05","7352"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","02/24/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Project with activity id 3522 was changed from 20-5-2011 to 10-3-2011 because it started at the beginning of the new fiscal year, and the first work day of FY 11 was Monday 10/3/2011.Projectlifecycle costsin B1 were updated to reflect total for activities, and project end date updated to reflect the end date for component activities.","963,964,965,966,967,971,2896,2897,2898,2899,2900,2901,2902","Projects, Activities","2010-2014","","","02/27/2012","14:00:16","7524"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","03/28/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","A project table entry called Web and Business Services 23 was deleted. In a previous month we had somehow gotten 2 entries in the project table called Web and Business Services 2 and one of the entries was causing a validation error. We renamed one entry Web and Business services 23 in order to track down which entry was causing the validation error. After investigation it was determined that the Web and Business services 23 entry was an extraneous entry caused when copying and pasting from Excel that should be deleted the next time a BCR was done.","963,964,965,967,968,2897,2898,2899,2900,2901,2902","Projects, Activities","2010-2014","","","03/29/2012","12:37:55","7835"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","04/23/2012","Rebaseline - adding new iteration","Multi-year projects  for Web and Business Services 1Web and Business Services 2Trademarks Records ManagementUser Interfacehave been broken into three phases each lasting approximately one fiscal year. Projects for Phase 1 are indicated now, while projects for Phase 2 and Phase 3 will be detailed in an upcoming submission.","963,964,965,967,968,971,2896,2897,2898,2899,2900,2901,2902","Projects, Activities","2010-2014","","","04/27/2012","14:55:09","8071"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","05/29/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Multi-year projects  for Web and Business Services 1Web and Business Services 2Trademarks Records ManagementUser Interfacehave been broken into three phases each lasting approximately one fiscal year. Projects for Phase 1 are indicated now, while projects for Phase 2 and Phase 3 will be detailed in an upcoming submission.","963,964,965,967,971,2896,2898,2900,2901,2902","Projects, Activities","2010-2014","","","05/30/2012","09:04:04","8273"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","06/28/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Replanned the TSDR FY12 project to extend the schedule, and increased the projected scope and cost for the TMNG Infrastructure to add a Pega Pilot software evaluation.Summary of Funding:  TMNG's revised Summary of Funding budget in April NG was increased because the USPTO Trademarks Business Area asked, and could fund, expedited development and deployment.  Also, the budget for GFTE was adjusted up because the OCIO was authorized to hire 100 additional staff in the FY12 and 100 more in FY13.","964,965,966,967,2900,2902","Projects, Activities","2010-2014","","","06/29/2012","09:33:08","8533"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","07/27/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","The Conduct Project placeholder for Authentication Authorization and SSO will be replaced with activities for:Project Management ActivitiesInitiation, Planning, and RequirementsDeployment 1The Conduct Project placeholder for Trademarks Records Management (TRM)-Phase 1 will be replaced with activities for:Project Management ActivitiesInitiation/Planning/RequirementsDevelopment","964,965,967,2896,2897,2900,2901,2902","Projects, Activities","2010-2014","","","07/30/2012","12:23:34","8753"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","08/13/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Several projects have gon from a planning status to an Active statusFY 12 Separation & VirtualizationUser Interface Phase 1Web and Business Services 1 Phase 1Web and Business Services 2 Phase 1TM Reporting and Data MartPlaceholder activities for these projects will be replaced with SDLC phase activities","964,968,971,2896,2897,2898,2899,2901,2902","Projects, Activities","2010-2014","","","08/16/2012","08:23:21","8953"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","08/22/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Updating for Fy13 &amp; 14.","5049,5051,5053,5055,5057,5059,5061,5063,5065,963,964,965,967,968,2901,2902","Projects, Activities","2010-2014","","","09/14/2012","12:11:27","10079"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","10/26/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Project start or completion dates were updated in cases where component activity start or end dates fell outside the start or end date for the project. Project lifecycle cost was also updated in cases where the sum of component activity cost exceeded the Project lifecycle cost. There were also three Project Manager changes so that contact information was updated.","964,2895,965,966,967,968,971,2896,2898,2899,2901,2902","Projects, Activities","2010-2014","","","10/31/2012","16:42:42","11091"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","11/27/2012","Replan - adding or modifying detail within the overall cost and schedule goals","made updates to projected and actual data for the monthly dashboard update.","963,964,967,2896,2898,2900,2901","Projects, Activities","2010-2014","","","11/29/2012","10:29:04","11389"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","12/13/2012","Correction","Updated Actuals, Marked TRM Prototype and UCD Prototype Is Complete and modified Planned/Projected total costs for TMNG Infrastructure and Trademark Recrods Management(TRM) Phase 1 to reflect previously rebaselined Project Resource Estimation Worksheets (PREWs)","965,967,971,2896,2897,2898,2899,2900,2901,2902","Projects, Activities","2010-2014","","","12/27/2012","12:25:57","11753"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","01/30/2013","Replan - adding or modifying detail within the overall cost and schedule goals","Three projects:Trademarks Records Management Phase 2Web and Business Services 1 Phase 2Web and Business Services 2 Phase 2Have changed status from planned to active. Activities corresponding to SDLC Phase have been added to replace the Placeholder activities, and the project cost, schedule, and description have been updated where necessary to reflect the current plans.Trademark records management Phase 1 was broken up into multiple phases. As a result the first phase will only have one release not 2, so the name of the activity was changed to reflect that a single release is planned for Phase 1.TM Reporting and data mart: The planned completion date for the first 2 releases was mistakenly given the planned completion date for the entire project. There are a total of 6 releases planned in the project so the planned completion for the first 2 is in February 2013 not December 2013.","965,968,2899,2901,5049,5055,5057","Projects, Activities","2010-2014","","","01/31/2013","15:04:04","12083"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","02/21/2013","Replan - adding or modifying detail within the overall cost and schedule goals","The project for User Interface Phase 2 changed status from Planning to Active and SDLC phase activities were added for Project Management Activities, Initiation/Planning/Requirements, Release 2 and 3, Release 4 and 5.As a result of these activities being added, the placeholder for User Interface Phase 2 is no longer needed and was marked for removal from dashboard.","964,965,971,2896,2897,2898,2899,2900,5049,5053,5055,5057","Projects, Activities","2010-2014","","","02/28/2013","15:39:01","12343"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","03/14/2013","Replan - adding or modifying detail within the overall cost and schedule goals","Two projects, TM Electronic Official Gazette, and TMNG Content Management System Phase 1 became Active and SDLC Phase activities were added. User Interface phase 2 had a rebaseline to the Project Resource Estimation Worksheet and the planned costs have changed. A placeholder for FY 15 portfolio planning and management was added, and updates were made to projected and actual values.During creation of the BCR the project names for existing activities were lost and had to be reselected. This resulted in a long list of modified activities in the summary and justification table where the project name was reselected.","6545,963,967,968,971,2897,2898,2899,2901,2902,5049,5051,5053,5055,5057,5059,5061,5063,5065","Projects, Activities","2010-2014","","","03/27/2013","11:27:06","12643"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","03/28/2013","Correction","Corrected the actual finish date for activity 15869.","2899","Projects, Activities","2010-2014","","","03/28/2013","12:24:59","12731"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","04/23/2013","Rebaseline - scope and objectives evolve due to incremental or iterative system development","Trademarks electronic Official Gazette (TMeOG) will no longer be part of the TMNG exhibit.","964,965,968,2902,5049,5053,5065,5051","Projects, Activities","2010-2014","","","04/29/2013","13:24:55","13157"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","05/20/2013","Replan - adding or modifying detail within the overall cost and schedule goals","Adjust the planned completion date for the TM Reporting and DataMart activity for Release 3 and 4, and the planned start and completion dates for the activity Release 5 and 6.","968,2899,5049,5053,6545,5065","Projects, Activities","2010-2014","","","05/29/2013","14:03:29","13547"
