Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,Investment URL Attribute A,Investment URL Attribute B,Investment URL Attribute C,Investment URL Attribute D,Investment URL Attribute E,Updated Date,Updated Time
"014-000000039","1130","014","Department of State","3127","","No","http://mysites.state.gov/personal/truongvc","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3129","","No","http://mysites.state.gov/personal/tsaibs","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3131","","No","http://mysites.state.gov/personal/tuksinnimitna","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3133","","No","http://mysites.state.gov/personal/underwooded","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3135","","No","http://mysites.state.gov/personal/usunadmalbrechtes","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3137","","No","http://mysites.state.gov/personal/vandenbosm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3139","","No","http://mysites.state.gov/personal/vasquezjw","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3141","","No","http://mysites.state.gov/personal/vaughangl","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3143","","No","http://mysites.state.gov/personal/vazquezda","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3145","","No","http://mysites.state.gov/personal/vermaps","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3147","","No","http://mysites.state.gov/personal/vesicz","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3149","","No","http://mysites.state.gov/personal/vinnedgecm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3151","","No","http://mysites.state.gov/personal/vnnadmmeyera","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3153","","No","http://mysites.state.gov/personal/voncollnl","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3155","","No","http://mysites.state.gov/personal/voytkolf","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3157","","No","http://mysites.state.gov/personal/vuap","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3159","","No","http://mysites.state.gov/personal/vukmirovics","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3161","","No","http://mysites.state.gov/personal/waddellba","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3163","","No","http://mysites.state.gov/personal/walkerca","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3165","","No","http://mysites.state.gov/personal/wallaceja1","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3167","","No","http://mysites.state.gov/personal/walshav","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3169","","No","http://mysites.state.gov/personal/walshjm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3171","","No","http://mysites.state.gov/personal/walshsm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3173","","No","http://mysites.state.gov/personal/walterwc","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3175","","No","http://mysites.state.gov/personal/waskowiczes","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3177","","No","http://mysites.state.gov/personal/watersdl","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3179","","No","http://mysites.state.gov/personal/waterskm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3181","","No","http://mysites.state.gov/personal/watlingtonct","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3183","","No","http://mysites.state.gov/personal/westbt","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3185","","No","http://mysites.state.gov/personal/wheelermr","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3187","","No","http://mysites.state.gov/personal/widenhousesm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3189","","No","http://mysites.state.gov/personal/wieseneckmx","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3191","","No","http://mysites.state.gov/personal/wileypw","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3193","","No","http://mysites.state.gov/personal/wilhelmsa","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3195","","No","http://mysites.state.gov/personal/wilkel","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3197","","No","http://mysites.state.gov/personal/williamsej","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3199","","No","http://mysites.state.gov/personal/williamsjk2","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3201","","No","http://mysites.state.gov/personal/williamsonn","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3203","","No","http://mysites.state.gov/personal/wilsongs","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3205","","No","http://mysites.state.gov/personal/wisecarvercd","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3207","","No","http://mysites.state.gov/personal/wisnerjh","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3209","","No","http://mysites.state.gov/personal/wolfeb","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3211","","No","http://mysites.state.gov/personal/woodjr","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3213","","No","http://mysites.state.gov/personal/woodycb","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3215","","No","http://mysites.state.gov/personal/woolridgert","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3217","","No","http://mysites.state.gov/personal/wootenha","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3219","","No","http://mysites.state.gov/personal/worralllj","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3221","","No","http://mysites.state.gov/personal/wrightrd","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3223","","No","http://mysites.state.gov/personal/yancijt","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3225","","No","http://mysites.state.gov/personal/yoasmj","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3227","","No","http://mysites.state.gov/personal/yoojj","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3229","","No","http://mysites.state.gov/personal/yorkec","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3231","","No","http://mysites.state.gov/personal/yudn","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3233","","No","http://mysites.state.gov/personal/yunss","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3235","","No","http://mysites.state.gov/personal/zerwasma","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3237","","No","http://mysites.state.gov/personal/ziaadm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3239","","No","http://nea.p.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3241","","No","http://nea.p.state.sbu/sites/abudhabi","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3243","","No","http://nea.p.state.sbu/sites/algiers","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3245","","No","http://nea.p.state.sbu/sites/amman","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3247","","No","http://nea.p.state.sbu/sites/arp","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3249","","No","http://nea.p.state.sbu/sites/baghdad","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3251","","No","http://nea.p.state.sbu/sites/Beirut","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3253","","No","http://nea.p.state.sbu/sites/Cairo","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3255","","No","http://nea.p.state.sbu/sites/casablanca","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3257","","No","http://nea.p.state.sbu/sites/damascus","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3259","","No","http://nea.p.state.sbu/sites/Dhahran","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3261","","No","http://nea.p.state.sbu/sites/doha","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3263","","No","http://nea.p.state.sbu/sites/dubai","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3265","","No","http://nea.p.state.sbu/sites/ela","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3267","","No","http://nea.p.state.sbu/sites/ex","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3269","","No","http://nea.p.state.sbu/sites/fo","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3271","","No","http://nea.p.state.sbu/sites/IECON","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3273","","No","http://nea.p.state.sbu/sites/ipa","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3275","","No","http://nea.p.state.sbu/sites/ipm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3277","","No","http://nea.p.state.sbu/sites/ipog","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3279","","No","http://nea.p.state.sbu/sites/ipol","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3281","","No","http://nea.p.state.sbu/sites/iprt","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3283","","No","http://nea.p.state.sbu/sites/ir","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3285","","No","http://nea.p.state.sbu/sites/ITAO","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3287","","No","http://nea.p.state.sbu/sites/jeddah","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3289","","No","http://nea.p.state.sbu/sites/jerusalem","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3291","","No","http://nea.p.state.sbu/sites/kuwait","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3293","","No","http://nea.p.state.sbu/sites/mag","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3295","","No","http://nea.p.state.sbu/sites/muscat","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3297","","No","http://nea.p.state.sbu/sites/oip","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3299","","No","http://nea.p.state.sbu/sites/ppd","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3301","","No","http://nea.p.state.sbu/sites/RA","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3303","","No","http://nea.p.state.sbu/sites/rabat","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3305","","No","http://nea.p.state.sbu/sites/riyadh","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3307","","No","http://nea.p.state.sbu/sites/sanaa","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3309","","No","http://nea.p.state.sbu/sites/sca","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3311","","No","http://nea.p.state.sbu/sites/telaviv","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3313","","No","http://nea.p.state.sbu/sites/tripoli","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3315","","No","http://nea.p.state.sbu/sites/tunis","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3317","","No","http://obo.m.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3319","","No","http://obo.m.state.sbu/sites/ccm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3321","","No","http://obo.m.state.sbu/sites/cfsm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3323","","No","http://obo.m.state.sbu/sites/fo","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3325","","No","http://obo.m.state.sbu/sites/obophotos","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3327","","No","http://obo.m.state.sbu/sites/oboprojects","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3329","","No","http://obo.m.state.sbu/sites/ops","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3331","","No","http://obo.m.state.sbu/sites/pdcs","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3333","","No","http://obo.m.state.sbu/sites/pe","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3335","","No","http://obo.m.state.sbu/sites/pre","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3337","","No","http://obo.m.state.sbu/sites/rm","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3339","","No","http://oes.e.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3341","","No","http://oes.e.state.sbu/sites/E","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3343","","No","http://p.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3345","","No","http://p.state.sbu/sites/USUN","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3347","","No","http://pa.r.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3349","","No","http://pa.r.state.sbu/sites/fo","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3351","","No","http://pa.r.state.sbu/sites/ho","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3353","","No","http://pa.r.state.sbu/sites/IME","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3355","","No","http://pm.t.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3357","","No","http://pm.t.state.sbu/sites/iso","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3359","","No","http://pm.t.state.sbu/sites/pmat","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3361","","No","http://pm.t.state.sbu/sites/polad","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3363","","No","http://pm.t.state.sbu/sites/pp","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3365","","No","http://pm.t.state.sbu/sites/ppa","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3367","","No","http://pm.t.state.sbu/sites/rsat","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3369","","No","http://pm.t.state.sbu/sites/wra","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3371","","No","http://prm.g.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3373","","No","http://r.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3375","","No","http://r.state.sbu/sites/IT","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3377","","No","http://r.state.sbu/sites/PPR","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3379","","No","http://rm.m.state.sbu","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3381","","No","http://rm.m.state.sbu/sites/bp","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3383","","No","http://rm.m.state.sbu/sites/cfo","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3385","","No","http://rm.m.state.sbu/sites/dcfo","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3387","","No","http://rm.m.state.sbu/sites/GFS","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3389","","No","http://rm.m.state.sbu/sites/giftfunds","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3391","","No","http://rm.m.state.sbu/sites/icass","no","no","no","no","yes","09/17/2012","14:28:47"
"014-000000039","1130","014","Department of State","3393","","No","http://rm.m.state.sbu/sites/irp","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3395","","No","http://rm.m.state.sbu/sites/SPP","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3397","","No","http://s.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3399","","No","http://s.state.sbu/sites/ghfsi","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3401","","No","http://sacsed.s.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3403","","No","http://sca.p.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3405","","No","http://sca.p.state.sbu/sites/a","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3407","","No","http://sca.p.state.sbu/sites/ACE","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3409","","No","http://sca.p.state.sbu/sites/aiog","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3411","","No","http://sca.p.state.sbu/sites/bishkek","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3413","","No","http://sca.p.state.sbu/sites/CEN","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3415","","No","http://sca.p.state.sbu/sites/chennai","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3417","","No","http://sca.p.state.sbu/sites/colombo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3419","","No","http://sca.p.state.sbu/sites/dhaka","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3421","","No","http://sca.p.state.sbu/sites/ex","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3423","","No","http://sca.p.state.sbu/sites/fo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3425","","No","http://sca.p.state.sbu/sites/hyderabad","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3427","","No","http://sca.p.state.sbu/sites/INS","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3429","","No","http://sca.p.state.sbu/sites/kabul","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3431","","No","http://sca.p.state.sbu/sites/kathmandu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3433","","No","http://sca.p.state.sbu/sites/kolkata","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3435","","No","http://sca.p.state.sbu/sites/mumbai","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3437","","No","http://sca.p.state.sbu/sites/newdelhi","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3439","","No","http://sca.p.state.sbu/sites/pb","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3441","","No","http://sca.p.state.sbu/sites/ppd","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3443","","No","http://sca.p.state.sbu/sites/ra","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3445","","No","http://sca.p.state.sbu/sites/tashkent","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3447","","No","http://sca.p.state.sbu/sites/tip","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3449","","No","http://shared.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3451","","No","http://shared.state.sbu/sites/21ststatecraftdev","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3453","","No","http://shared.state.sbu/sites/apec","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3455","","No","http://shared.state.sbu/sites/ASG","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3457","","No","http://shared.state.sbu/sites/Brazil","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3459","","No","http://shared.state.sbu/sites/BTLACS","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3461","","No","http://shared.state.sbu/sites/canada","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3463","","No","http://shared.state.sbu/sites/CEPCouncil","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3465","","No","http://shared.state.sbu/sites/dag","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3467","","No","http://shared.state.sbu/sites/diplotots","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3469","","No","http://shared.state.sbu/sites/e-discovery","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3471","","No","http://shared.state.sbu/sites/ej","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3473","","No","http://shared.state.sbu/sites/ews","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3475","","No","http://shared.state.sbu/sites/FLSA","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3477","","No","http://shared.state.sbu/sites/GEOINT","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3479","","No","http://shared.state.sbu/sites/germany","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3481","","No","http://shared.state.sbu/sites/HSTC","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3483","","No","http://shared.state.sbu/sites/ICOPIS","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3485","","No","http://shared.state.sbu/sites/india","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3487","","No","http://shared.state.sbu/sites/Merida","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3489","","No","http://shared.state.sbu/sites/mug","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3491","","No","http://shared.state.sbu/sites/NEA-SCABidding","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3493","","No","http://shared.state.sbu/sites/nea-sca-ex","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3495","","No","http://shared.state.sbu/sites/OESDRLEX","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3497","","No","http://shared.state.sbu/sites/PE","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3499","","No","http://shared.state.sbu/sites/planningfacilitation","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3501","","No","http://shared.state.sbu/sites/pmfadvisorycouncil","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3503","","No","http://shared.state.sbu/sites/poland","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3505","","No","http://shared.state.sbu/sites/recoveryact","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3507","","No","http://shared.state.sbu/sites/securevoice","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3509","","No","http://shared.state.sbu/sites/SharePoint","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3511","","No","http://shared.state.sbu/sites/socom","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3513","","No","http://shared.state.sbu/sites/southafrica","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3515","","No","http://shared.state.sbu/sites/streamlining","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3517","","No","http://shared.state.sbu/sites/thailand","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3519","","No","http://shared.state.sbu/sites/tip-in-eap","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3521","","No","http://shared.state.sbu/sites/turkey","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3523","","No","http://shared.state.sbu/sites/vienna","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3525","","No","http://shared.state.sbu/sites/womensummit","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3527","","No","http://srap.s.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3529","","No","http://t.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3531","","Yes","http://testls.com","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3533","","No","http://vci.t.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3535","","No","http://vci.t.state.sbu/sites/npactwg","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3537","","No","http://vci.t.state.sbu/sites/nrrc","no","no","no","no","yes","09/17/2012","14:28:48"
