Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"016-000002045","557","016","Social Security Administration","Title II","T20805","5483","","FY13 - APM FALCON","APM FALCON project will modernize ORSIS FALCON applications.","2012-10-01","2013-09-28","0.748000","0","0.00","Green","0.355960","47.59","Red","2013-08-23","19:44:45"
"016-000002045","557","016","Social Security Administration","Title II","T20901","5485","","FY14 - Title II Modernization","Conduct FY14 modernization activities as agreed with Operations and Systems.","2013-10-01","2014-09-28","6.805000","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:41:44"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0101","808","","iClaim","Provide the public with the ability to apply for Social Security Benefits via the Internet.","2011-10-02","2012-09-30","8.793260","-2","-0.55","Green","2.739005","31.15","Red","2012-11-07","15:23:56"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0102","809","","Appointed Representative","Integrated suite of Internet and Intranet services to document Representative appointments and provide online services to those representative to file appeals and update registration information.","2011-10-03","2012-09-30","1.620460","-336","-93.07","Red","0.823920","50.85","Red","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0103","810","","iAppeals","Online application for filing an appeal and beginning the appeal's process.","2011-10-03","2012-09-30","3.607990","-142","-64.25","Red","2.915930","80.82","Red","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0104","811","","iClaim Maintenance","Enhancements and upgrades to the existing iClaim application.","2011-10-03","2012-09-30","0.159560","-2","-0.55","Green","-0.223740","-140.22","Red","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0105","812","","Retirement Estimator Maintenance","Maintenance activities for the interactive retirements benefit calculator on the Internet that uses the person's actual earnings history to estimate benefits.","2011-10-03","2012-09-30","0.092460","-2","-0.55","Green","-0.202980","-219.53","Red","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0106","813","","ERE Maintenance","To ensure the integrity and level of service the Electronic Records Express application and Web Service currently provide in the production environment.   This includes addressing emergency releases, defect resolutions, and other customer service requests.","2011-10-03","2012-09-30","0.869990","-2","-0.55","Green","-0.943720","-108.49","Red","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0107","814","","Appointed Representative Maintenance","Maintenance activities for the Appointed Representative Suite of Services online applications.","2011-10-03","2012-09-30","0.200880","-2","-0.55","Green","-0.114870","-57.18","Red","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0108","815","","Internet Disability Reports (IDR) Maintenance","Maintenance activities for the Internet Disability Reports.","2011-10-03","2012-09-30","0.565530","-2","-0.55","Green","0.455300","80.51","Red","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0109","816","","Management Support","Management and overhead workyears are based on the total number of FTEs and Contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","2.712990","-2","-0.55","Green","0.000000","0.00","Green","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","OLC0110","817","","Non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various Agency-level Offices outside the Office of Systems.","2011-10-03","2012-09-30","0.196210","-2","-0.55","Green","-0.007340","-3.74","Green","2012-11-07","15:23:57"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0201","4853","","FY13 iClaim","Provide the public with the ability to apply for Social Security Benefits via the Internet.","2012-10-01","2013-08-30","5.306713","-1","-0.30","Green","-1.768657","-33.88","Red","2013-08-27","11:05:22"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0202","4855","","FY13 iAppeals","Online application for filing an appeal and beginning the appeal's process.","2012-10-01","2013-09-30","3.168660","-3","-0.83","Green","-0.220990","-7.36","Green","2013-08-27","11:05:22"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0203","4857","","FY13 MY SSA Applications","This project enables self-service for the public and contributes to improved accuracy, saved work years in a more convenient, integrated and personalized electronic method for our customers to interact with the agency. The project will develop a citizen based account allowing access to new and existing eServices.","2012-10-01","2013-09-30","9.166060","0","0.00","Green","2.254300","25.32","Yellow","2013-08-27","11:05:22"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0204","4859","","FY13 Electronic Records Express (ERE)","This project enables medical evidence suppliers the ability to electronically submit evidence in support of a Disability claim. This project will enhance on that functionality.","2012-10-01","2013-09-30","1.884428","-3","-0.83","Green","0.540850","28.70","Yellow","2013-08-27","11:05:22"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0205","4861","","FY13 OAO Reporting","This project  will enable representatives to have access to their clients appeals council status via the Electronic Records Express secured website (through ARS). This is necessary to continue reducing the hearings backlog.","2012-10-01","2013-09-30","0.757383","-3","-0.83","Green","0.083400","11.01","Yellow","2013-08-27","11:05:22"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0206","4863","","FY13 SSI Wage Reporting","This project enables self-service for the public and contributes to improved accuracy, saved work years and multi-platform consistency in a more convenient, integrated and personalized electronic method to allow our customers to interact with the agency.","2012-10-01","2013-09-30","1.328180","-3","-0.83","Green","0.000000","0.00","Green","2013-06-14","14:14:10"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0301","4865","","FY14 My SSA","This project enables self-service for the public and contributes to improved accuracy, saved work years in a more convenient, integrated and personalized electronic method for our customers to interact with the agency. The project will develop a citizen based account allowing access to new and existing eServices.","2013-10-01","2014-09-30","6.234496","-1","-0.28","Green","0.000000","0.00","Green","2012-11-07","15:23:56"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0302","4867","","FY14 iClaim","Provide the public with the ability to apply for Social Security Benefits via the Internet.","2013-10-01","2014-09-30","2.098247","-1","-0.28","Green","0.000000","0.00","Green","2012-11-07","15:23:56"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0303","4869","","FY14 iAppeals","Online application for filing an appeal and beginning the appeal's process.","2013-10-01","2014-09-30","10.292065","-1","-0.28","Green","0.000000","0.00","Green","2012-11-07","15:23:56"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0304","4871","","FY14 SSA Wage Reporting","This project enables self-service for the public and contributes to improved accuracy, saved work years and multi-platform consistency in a more convenient, integrated and personalized electronic method to allow our customers to interact with the agency.","2013-10-01","2014-09-30","0.959373","-1","-0.28","Green","0.000000","0.00","Green","2012-11-07","15:23:56"
"016-000002146","586","016","Social Security Administration","Electronic Services (Online Claims)","ES0305","4873","","FY14 OAO Reporting","This project  will enable representatives to have access to their clients appeals council status via the Electronic Records Express secured website (through ARS). This is necessary to continue reducing the hearings backlog.","2013-10-01","2014-09-30","0.015979","-1","-0.28","Green","0.000000","0.00","Green","2012-11-07","15:23:56"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC04","1321","","FY11 Data Center","FY11 Infrastructure/DataCenter DM&amp;E &amp; O&amp;M activities.","2010-10-01","2011-09-30","475.448410","0","0.00","Green","-13.479600","-2.84","Green","2012-11-06","17:19:15"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC0501","1322","","FY12 Data Center Development, Modernization, and Enhancement","Infrastructure/DataCenter DM&amp;E.","2011-10-01","2012-09-30","141.601120","-2","-0.55","Green","0.563870","0.40","Green","2012-11-06","17:19:15"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC0502","1323","","FY12 Data Center Operations and Maintenance","Infrastructure/DataCenter O&amp;M.","2011-10-01","2012-09-30","272.979310","-2","-0.55","Green","-1.613980","-0.59","Green","2012-11-06","17:19:15"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC0503","1324","","FY12 Data Center Management Overhead","Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","22.510900","-2","-0.55","Green","0.000000","0.00","Green","2012-11-06","17:19:15"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC0504","1325","","FY12 Data Center non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-03","2012-09-30","1.075420","-2","-0.55","Green","0.000000","0.00","Green","2012-11-06","17:19:15"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6011","5459","","FY13 Essential Data Center Operations","This initiative supports the Agency's Information Technology (IT) infrastructure such as the cabling, hardware, software, help desks' services, desktop tools, prints jobs; provides and maintains the connections among users' desktops, central computers, and other information resources. The projects in this initiative keep the Data Centers running, generate and print major print jobs such as the Social Security Number Cards and provides various levels of support to the Agency's users and storage of SSA's data.","2012-10-01","2013-09-30","58.474330","0","0.00","Green","0.000000","0.00","Green","2013-04-26","16:46:11"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6012","5461","","FY13 Database/Storage Architectures","This initiative provides the strategy, management, policies and standards for the Agency's database and storage management technology. It provides the designs of the Agency's databases, storage of SSA's enterprise data, and backup and recovery infrastructure which ensure that the Agency's data can be available and accessed when needed. The projects in this initiative involve collecting, documenting, monitoring and researching database and storage requirements for SSA's enterprise data as well as allocates and manages disk storage to meet SSA customer need for all aspects of storage media management (i.e., providing for the efficient use of over nine terabytes ofMainframe DASD Storage for SSA's legacy systems and master data base files. Additionally, these projects provide services to other development project teams in developing application software and databases and include new hardware and procurement for technology refreshments.","2012-10-01","2013-09-30","9.048750","0","0.00","Green","0.000000","0.00","Green","2013-08-23","17:09:43"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6013","5463","","FY13 Platform Architecture","This initiative provides the ability of SSA's daily applications/operations to run on a combination of computing platforms such as the Mainframe platform, Desktop managed software platform, the Client-Server server-based multi-tiered platform, and etc. Projects included in this initiative provide the hardware architecture, software framework, application framework and a technologically sound environment for all of its platforms. These projects provide services for the research, procurement of hardware and operating software, design, configuration, implementation and monitoring of these various platforms. This initiative also includes the design and implementation of hardware and software in support of electronic messaging, Internet and Intranet web-based applications and web-servers and Windows development and production environment.","2012-10-01","2013-09-30","33.759180","0","0.00","Green","0.000000","0.00","Green","2013-08-23","17:09:43"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6014","5465","","FY13 Document Management Architectures","This initiative includes the design, development and maintenance of systems related to electronic document imaging including storage and retrieval of these electronic documents. This initiative has major hardware and software components. Another part of this initiative includes electronic records management and destruction to meet directives and regulations from the National Archives and Records Administration (NARA). New recent activitiesfor this initiative include email retention and eDiscovery management.","2012-10-01","2013-09-30","3.276640","0","0.00","Green","0.000000","0.00","Green","2013-07-31","17:56:35"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC7011","5467","","FY14 Essential Data Center Operations","This initiative supports the Agency's Information Technology (IT) infrastructure such as the cabling, hardware, software, help desks' services, desktop tools, prints jobs; provides and maintains the connections among users' desktops, central computers, and other information resources. The projects in this initiative keep the Data Centers running, generate and print major print jobs such as the Social Security Number Cards and provides various levels of support to the Agency's users and storage of SSA's data.","2013-10-01","2014-09-30","89.983601","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:40:38"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC7012","5469","","FY14 Database/Storage Architectures","This initiative provides the strategy, management, policies and standards for the Agency's database and storage management technology. It provides the designs of the Agency's databases, storage of SSA's enterprise data, and backup and recovery infrastructure which ensure that the Agency's data can be available and accessed when needed. The projects in this initiative involve collecting, documenting, monitoring and researching database and storage requirements for SSA's enterprise data as well as allocates and manages disk storage to meet SSA customer need for all aspects of storage media management (i.e., providing for the efficient use of over nine terabytes ofMainframe DASD Storage for SSA's legacy systems and master data base files. Additionally, these projects provide services to other development project teams in developing application software and databases and include new hardware and procurement for technology refreshments.","2013-10-01","2014-09-30","6.870678","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:40:38"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC7013","5471","","FY14 Platform Architecture","This initiative provides the ability of SSA's daily applications/operations to run on a combination of computing platforms such as the Mainframe platform, Desktop managed software platform, the Client-Server server-based multi-tiered platform, and etc. Projects included in this initiative provide the hardware architecture, software framework, application framework and a technologically sound environment for all of its platforms. These projects provide services for the research, procurement of hardware and operating software, design, configuration, implementation and monitoring of these various platforms. This initiative also includes the design and implementation of hardware and software in support of electronic messaging, Internet and Intranet web-based applications and web-servers and Windows development and production environment.","2013-10-01","2014-09-30","88.015530","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:40:38"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC7014","5473","","FY14 Document Management Architectures","This initiative includes the design, development and maintenance of systems related to electronic document imaging including storage and retrieval of these electronic documents. This initiative has major hardware and software components. Another part of this initiative includes electronic records management and destruction to meet directives and regulations from the National Archives and Records Administration (NARA). New recent activitiesfor this initiative include email retention and eDiscovery management.","2013-10-01","2014-09-30","14.848391","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:40:38"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA04","1326","","FY11 Office Automation","FY11 Office Automation Planning.","2010-10-01","2011-09-30","27.833240","0","0.00","Green","-24.555920","-88.23","Red","2012-03-30","13:47:51"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0501","1327","","FY12 Office Automation Development, Modernization, and Enhancement","FY12 Office Automation Development, Modernization, and Enhancement.","2011-10-01","2012-09-30","26.157080","-2","-0.55","Green","-4.425030","-16.92","Yellow","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0502","1328","","FY12 Office Automation Operations and Maintenance","FY12 Office Automation Operations and Maintenance.","2011-10-01","2012-09-30","57.388010","-2","-0.55","Green","-4.303240","-7.50","Green","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0503","1329","","FY12 Office Automation Management Overhead","Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","5.315020","-2","-0.55","Green","0.000000","0.00","Green","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0504","1330","","FY12 Office Automation non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-03","2012-09-30","14.725500","-2","-0.55","Green","0.000000","0.00","Green","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA60101","4673","","FY13 Software Architectures","This initiative includes all common developed architectures, utilities and services that are used by systems developers throughout the Office of Systems. By utilizing these, software is developed in a consistent manner and takes advantage of code reuse and standardization.","2012-10-01","2013-09-30","20.829810","0","0.00","Green","0.000000","0.00","Green","2013-01-03","09:35:03"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA60102","4675","","FY13 Network/Communication Architecture","This initiative provides secure, easy-to-use and fast electronic services to the SSA employees and the public via the intranet, internet, telephone services, Wide Area Network (WAN), and Video Tele-Conferencing (VTC) systems.","2012-10-01","2013-09-30","0.797360","0","0.00","Green","0.000000","0.00","Green","2013-01-03","09:35:03"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA60103","4677","","FY13 Governance and Support Initiative","This initiative covers a wide range of systems development activities related to standards and regulation, systems management, life cycle support, user groups, performance and availability and new technologies. The major driving force to this initiative is to assure that SSA systems are developed and maintained in a standard manner that adhere to the policies of the Office of Systems and federal IT requirements. This initiative also includes projects that foster technical information sharing among the SSA systems developers.","2012-10-01","2013-09-30","5.444060","0","0.00","Green","0.000000","0.00","Green","2013-05-31","15:43:35"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA70101","4679","","FY14 Software Architectures","This initiative includes all common developed architectures, utilities and services that are used by systems developers throughout the Office of Systems. By utilizing these, software is developed in a consistent manner and takes advantage of code reuse and standardization.","2013-10-01","2014-09-30","21.513315","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:40:55"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA70102","4681","","FY14 Network/Communication Architecture","This initiative provides secure, easy-to-use and fast electronic services to the SSA employees and the public via the intranet, internet, telephone services, Wide Area Network (WAN), and Video Tele-Conferencing (VTC) systems.","2013-10-01","2014-09-30","0.820284","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:40:55"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA70103","4683","","FY14 Governance and Support Initiative","This initiative covers a wide range of systems development activities related to standards and regulation, systems management, life cycle support, user groups, performance and availability and new technologies. The major driving force to this initiative is to assure that SSA systems are developed and maintained in a standard manner that adhere to the policies of the Office of Systems and federal IT requirements. This initiative also includes projects that foster technical information sharing among the SSA systems developers.","2013-10-01","2014-09-30","5.921113","0","0.00","Green","0.000000","0.00","Green","2012-09-13","18:38:26"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC04","1331","","FY11 Telecommunications","This investment provides secure, easy-to-use and fast electronic services to the public via the internet, telephone services, wide area network and video teleconferencing systems.","2010-10-01","2011-09-30","177.523520","0","0.00","Green","1.669150","0.94","Green","2012-05-31","16:13:16"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0501","1332","","FY12 Telecommunications Development, Modernization, and Enhancement","Fund and staff all DM&amp;E activities related to the SSA network and voice/data/video communications.","2011-10-01","2012-09-30","6.527760","-2","-0.55","Green","-1.440110","-22.06","Yellow","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0502","1333","","FY12 Telecommunications Operations and Maintenance","Fund and staff all O&amp;M activities related to the SSA network and voice/data/video communications.","2011-10-01","2012-09-30","166.372300","-2","-0.55","Green","-6.117330","-3.68","Green","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0503","1334","","FY12 Telecommunications Management Overhead","Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","2.463200","-2","-0.55","Green","0.000700","0.03","Green","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0504","1335","","FY12 Telecommunications non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-03","2012-09-30","0.320390","-2","-0.55","Green","0.000000","0.00","Green","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC060101","4387","","FY13 Network/Communication Architectures","This investment provides secure, easy-to-use and fast electronic services to the SSA employees and the public via the intranet, internet, telephone services, Wide Area Network (WAN), and Video Tele-Conferencing (VTC) systems.","2012-10-01","2013-09-30","29.674200","0","0.00","Green","0.000000","0.00","Green","2013-05-31","15:45:24"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC070101","4389","","FY14 Network/Communication Architectures","This investment provides secure, easy-to-use and fast electronic services to the SSA employees and the public via the intranet, internet, telephone services, Wide Area Network (WAN), and Video Tele-Conferencing (VTC) systems.","2013-10-01","2014-09-30","32.367369","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:41:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","DDSA0701","1054","","FY11 Intelligent Disability","The goal of the Intelligent Disability (IDIB) program is to provide foundational information technology (IT) to deliver high-quality, citizen-centered service in support of the Social Security Administration's (SSA's) disability claims process. The IDIB investment provides core software common to and necessary for other SSA disability-related investments. IDIB includes several related projects designed to extend and enhance SSA's transition from paper to electronic disability processing.","2010-10-01","2011-09-30","57.955030","0","0.00","Green","-0.816130","-1.41","Green","2012-09-13","18:52:10"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0601","1055","","FY12 Electronic Authorization (eAuthorization)","Build functionality to create and display on electronic signature on the SSA-827 form (authorization to disclose information).","2011-10-03","2012-09-30","3.914490","11","3.05","Green","0.529760","13.53","Yellow","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0602","1056","","FY12 DRAP Enhancements","The Digital Recording Acquisition Project (DRAP) allows ODAR to record, index, archive, and play back digital audio recordings of hearings. Each recording becomes part of the official agency claim file and is reviewed at multiple points in the adjudication and appeals process. At the conclusion of the recorded hearing, the audio file is burned to a CD.","2011-10-03","2012-09-30","1.960070","-2","-0.55","Green","0.011680","0.60","Green","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0603","1057","","FY12 Auto Scheduling","Allows hearing offices to schedule hearings electronically with business partners including claimant representatives and experts.","2011-10-03","2012-08-25","6.214770","0","0.00","Green","-0.897750","-14.45","Yellow","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0604","1058","","FY12 CPMS","CPMS contains information to process and track cases through the hearing process. Enhancements to CPMS will reduce requirements for data entry, improve accuracy, and assist users in following the standardized business process. The target users are hearing office personnel; hearing office management, regional office staff and OCALJ staff which will benefit from improved management information.","2011-10-03","2012-04-28","3.188900","-28","-13.53","Yellow","-0.627840","-19.69","Yellow","2013-03-29","12:30:40"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0605","1059","","FY12 eCDR Long-Term","The eCDR Long-Term project will provide a fully automated, data driven and electronic environment for processing medical Continuing Disability Reviews (CDRs).","2011-10-03","2012-01-31","1.849420","-69","-57.50","Red","-0.209220","-11.31","Yellow","2012-09-13","18:52:10"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0606","1060","","FY12 Disability Quality Reviews (DQR)","This will allow the Office of Quality Performance (OQP) to perform review of the T2 and T16 disability programs in a seamless processing environment during the transition from DICARS to DQR.","2011-10-03","2012-09-30","2.210280","-13","-3.60","Green","-0.020110","-0.91","Green","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0607","1061","","FY12 eCAT","Social Security Act mandates that Disability Determination Services (DDS) make disability determinations for SSDI or SSI applicants.  A strategic objective is to make the correct disability determination as early as possible.  eCAT serves as a tool in SSA's ability to meet the challenges involved in this objective. eCAT is essential to providing support to disability adjudicators to enhance the quality of their determinations and provide a more complete basis for further reviews and appeals.","2011-10-03","2012-09-30","6.032730","-2","-0.55","Green","-0.665630","-11.03","Yellow","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0608","1062","","FY12 Compassionate Allowances (CAL)","Commissioner Priority Initiative. Provide for additional Compassionate Allowances (CAL) conditons as well as Quick Disability Determination (QDD) Predictive Model changes and Management Information (MI) enhancements.","2011-10-03","2012-09-30","1.211590","-21","-5.82","Green","-0.834080","-68.84","Red","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0609","1063","","FY12 Health Information Technology","Health Information Technology (IT) is the ability to request and receive structured and unstructured medical information electronically through the Nationwide Health Information Network.","2011-10-03","2012-09-30","15.595600","-2","-0.55","Green","1.655790","10.62","Yellow","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0610","1064","","FY12 National Vendor File","The NVF is intended to be an enterprise-wide service that will be a central searchable repository of source providers. The NVF can be utilized by all the Disability Case Processing Partners.","2011-10-03","2012-09-30","4.823710","-2","-0.55","Green","-1.067850","-22.14","Yellow","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0611","1065","","FY12 UniForms","UniForms will be the agency's way of accessing electronic versions of its disability forms.  This application will have the capability to save, send, and provide pre-filled integration with other applications. It will be based on HTML-Java standards.","2011-10-03","2012-09-30","3.944280","0","0.00","Green","0.827500","20.98","Yellow","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0612","1066","","FY12 CTR Registration Process","This project will develop a registration and authentication process for contractors in order for them to access calendars and eFolders for the Automated Scheduling application and eFolder access development. CTR Registration is designed to facilitate performance of Automated Scheduling.","2011-10-03","2012-09-30","0.885650","1","0.56","Green","0.492520","55.61","Red","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0613","1067","","FY12 iDib Maintenance","Intelligent Disability Program Maintenance, including; eDib Maintenance, eCAT Maintenance, HIT Maintenance, ARPS Maintenance, CPMS Maintenance, DGS Maintenance, ODAR Case Control Maintenance.","2011-10-03","2012-09-30","3.253710","0","0.00","Green","-2.769950","-85.13","Red","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0614","1068","","FY12 ITS Costs","ITS funding for contractor resources in support of the following Intelligent Disability projects; HIT, NVF, Predictive Model, DRAP, and Automated Scheduling.","2011-10-03","2012-09-30","2.830360","0","0.00","Green","0.015590","0.55","Green","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0615","1069","","FY12 - Management Support","Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","7.561480","0","0.00","Green","0.000020","0.00","Green","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0616","1070","","FY12 - Non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level Offices outside the Office of Systems.","2011-10-03","2012-09-30","4.045850","0","0.00","Green","0.000020","0.00","Green","2012-11-09","13:34:04"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0701","4685","","FY13 Electronic Authorization (eAuthorization)","This project provides an electronic authorization process to replace the current paper process that requires a wet signature---builds functionality to create and display an electronic signature on the SSA-827 and automatically upload it into the EF.","2012-10-01","2013-09-30","1.321000","0","0.00","Green","0.396087","30.30","Red","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0702","4687","","FY13 DRAP Enhancements","The Digital Recording System (DR) allows ODAR to record, index, archive, and play back digital audio recordings of hearings. Each recording becomes part of the official agency claim file and is reviewed at multiple points in the adjudication and appeals process. At the conclusion of the recorded hearing, the audio file is burned to a CD.","2012-10-01","2013-09-30","0.029030","18","7.66","Green","-0.009790","-77.82","Red","2013-06-26","15:31:54"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0703","4689","","FY13 Auto Scheduling (ASA)","Allows hearing offices to schedule hearings electronically with business partners including claimant representatives and experts. Provides a registration process for a company (MEs, VEs, VHRs) that allows the company to affiliate credentialed individuals with their company and then approves that individual to perform services with SSA.","2012-10-01","2013-09-30","4.483570","0","0.00","Green","-1.139071","-25.41","Yellow","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0704","4691","","FY13 CPMS","ODAR Hearing Offices use the Case Processing Management System (CPMS) to manage and track workloads, assign temporary work, and correct a closed CPMS record.  ODAR wants to update the system to reflect any regulation and policy changes (such as  pending reg on prisoner cases &amp; on video hearing, etc.) and to enable improved HO workload mgmt.","2012-10-01","2013-09-30","3.150000","0","0.00","Green","-0.154345","-4.90","Green","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0705","4693","","FY13 Ensuring Quality Review of Disability Cases","The transition from DICARS to DQR will allow OQP to perform review of the T2 and T16 disability programs in a seamless processing environment.","2012-10-01","2013-09-30","3.372610","0","0.00","Green","0.442456","13.12","Yellow","2013-08-26","10:28:41"
