Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,Performance Measurement Category Mapping,Target 2014,Target 2015,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Is Closed?,Metric Updated Date,Metric Updated Time
"202-000001017","761","202","U.S. Army Corps of Engineers","Enterprise Data Warehouse (EDW)","1028","","Percentage of time system is operational and available for use.  System downtime is captured through O&amp;M reports.","percentage","3 - Financial Performance","98.000000","98.000000","Over target","Monthly","000-000-000","145325","","99.000000","","target met","2015-06-30","no","08/03/2015","15:19:21"
"202-000001017","761","202","U.S. Army Corps of Engineers","Enterprise Data Warehouse (EDW)","1029","","Increase number of customer reports.  Captured through O&amp;M reports.","number","1 - Customer Satisfaction (Results)","900.000000","925.000000","Under target","Semi-Annual","000-000-000","135593","","847.000000","","Two old reports removed since last month.  Yearly target of 900 reports has not been met","2015-05-01","no","08/03/2015","15:19:21"
"202-000001017","761","202","U.S. Army Corps of Engineers","Enterprise Data Warehouse (EDW)","1030","","Increase number of unique users per day.  Captured through O&amp;M reports.","number","1 - Customer Satisfaction (Results)","180.000000","190.000000","Over target","Quarterly","000-000-000","135595","","186.000000","","quarterly metric (target of 190 unque users per day not met this quarter)","2015-05-01","no","08/03/2015","15:19:21"
"202-000001017","761","202","U.S. Army Corps of Engineers","Enterprise Data Warehouse (EDW)","1031","","Deployment of fully automated performance dashboard.","Number","2 - Strategic and Business Results","20.000000","40.000000","Under target","Semi-Annual","000-000-000","135591","","30.000000","","target not met (yearly target)","2015-05-01","no","08/03/2015","15:19:21"
"202-000001032","762","202","U.S. Army Corps of Engineers","Resident Management System (RMS)","671","","Percent that RMS is reliable to meet user functional needs.","Percent","1 - Customer Satisfaction (Results)","95.000000","95.000000","Over target","Semi-Annual","000-000-000","134475","","97.000000","","","2015-04-10","no","08/03/2015","15:19:22"
"202-000001032","762","202","U.S. Army Corps of Engineers","Resident Management System (RMS)","672","","Percent that RMS satisfies users across spectrum of operations.","Percent","1 - Customer Satisfaction (Results)","93.000000","94.000000","Over target","Semi-Annual","000-000-000","134469","","96.000000","","","2015-04-10","no","08/03/2015","15:19:22"
"202-000001032","762","202","U.S. Army Corps of Engineers","Resident Management System (RMS)","673","","Percent that RMS supports productivity of Mission activities.","Percent","2 - Strategic and Business Results","95.000000","96.000000","Over target","Semi-Annual","000-000-000","134471","","96.000000","","","2015-04-10","no","08/03/2015","15:19:22"
"202-000001032","762","202","U.S. Army Corps of Engineers","Resident Management System (RMS)","674","","Percent that RMS is effectively and efficiently managed for benefit of users","Percent","3 - Financial Performance","92.000000","94.000000","Over target","Semi-Annual","000-000-000","134473","","97.000000","","","2015-04-10","no","08/03/2015","15:19:22"
"202-000001032","762","202","U.S. Army Corps of Engineers","Resident Management System (RMS)","675","","Percent that RMS is consistently accessible to users.","Percent","1 - Customer Satisfaction (Results)","95.000000","96.000000","Over target","Monthly","000-000-000","145317","","97.000000","","","2015-07-02","no","08/03/2015","15:19:22"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","1068","","Percent System Availability","percentage","1 - Customer Satisfaction (Results)","97.000000","97.000000","Over target","Monthly","","145299","","99.930000","","Reflects CPC network outage on 6/05","2015-07-13","no","08/03/2015","15:19:21"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","1069","","Percent System Accessibility","percentage","1 - Customer Satisfaction (Results)","97.000000","97.000000","Over target","Monthly","","145291","","99.860000","","Reflects Portal Outage on 6/08","2015-07-13","no","08/03/2015","15:19:21"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","1070","","Percent Tickets Resolved","percentage","1 - Customer Satisfaction (Results)","90.000000","90.000000","Over target","Monthly","","145297","","94.660000","","","2015-07-13","no","08/03/2015","15:19:21"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","1071","","Percent of Successful P2 EDW Load","percentage","1 - Customer Satisfaction (Results)","90.000000","90.000000","Over target","Monthly","","145295","","100.000000","","","2015-07-13","no","08/03/2015","15:19:21"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","1072","","Percent of Successful OFA Data Load","percentage","1 - Customer Satisfaction (Results)","90.000000","90.000000","Over target","Monthly","","145293","","96.670000","","Reflects OFA update failure on 6/08","2015-07-13","no","08/03/2015","15:19:21"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","22209","","Obligate FFS Approved Authority Amount","percentage","3 - Financial Performance","0.000000","95.000000","Over target","Annual","000-000-000","","","","","","","no","08/03/2015","15:19:21"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","22211","","Develop LCCM/EVM based on GRPA in 1993","percentage","2 - Strategic and Business Results","0.000000","100.000000","Over target","Annual","000-000-000","","","","","","","no","08/03/2015","15:19:21"
"202-000001033","765","202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)","22213","","Deploy ePMP and Factsheet","percentage","4 - Innovation","0.000000","100.000000","Over target","Annual","000-000-000","","","","","","","no","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","1058","","Integrate environmental sub programs data to generate Corps' national environmental contribution to the nation. UOM is percent of subprograms integrated.","percentage","2 - Strategic and Business Results","100.000000","","Over target","Annual","P41-202-073","21493","","75.000000","","","","yes","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","1059","","Integrate environmental sub programs data to generate Corps' national environmental contribution to the nation. UOM is percent of subprograms integrated.","percentage","1 - Customer Satisfaction (Results)","0.000000","","Over target","Annual","P41-202-073","4331","","75.000000","","null","","yes","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","1060",""," Incorporate wireless electronic transmission C to G and G to C for lock operations reducing industry and govt manual data input.","percentage","4 - Innovation","100.000000","","Over target","Monthly","000-000-000","141871","","100.000000","","Wireless referred to is AIS vessel signals collected at locks. Installation is the responsibility of the district not the application.","2014-09-15","yes","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","1062","","Benchmark financial data and Hydropower information related to the Hydropower business line. Percent of change in improved delivery time.","percentage","3 - Financial Performance","100.000000","","Over target","Quarterly","000-000-000","141869","","85.000000","","Benchmark financial data and Hydropower information related to the Hydropower business line. Percent of change in improved delivery time.","2014-07-15","yes","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","6387","","Improve Water Supply agreement inventory. UOM number of agreements registered.","Number","2 - Strategic and Business Results","50.000000","75.000000","Over target","Annual","P41-202-073","141867","","50.000000","","Number of agreements registered in 2014","2015-06-22","no","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","9183","","Incorporate all Corps projects within Planning Pipeline. UOM - projects added.","Percentage","2 - Strategic and Business Results","66.000000","100.000000","Over target","Annual","000-000-000","141865","","99.000000","","Incorporate all Corps projects within Planning Pipeline. UOM - projects added.","2014-07-15","yes","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","9443","","Initiate a central standardized Notices To Navigation Interests data entry repository and  web display for the public.  UOM is percentage of navigation districts using the national system.","percentage","1 - Customer Satisfaction (Results)","75.000000","100.000000","Over target","Quarterly","","145261","","96.000000","","Refining Archiving process.","2015-07-16","no","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","22203","","Reconcile LPMS vessel data with the USCG MISLE and AVIS vessel authoritative data sources.","pecentage of vessels authenticated","1 - Customer Satisfaction (Results)","","50.000000","Over target","Monthly","","145259","","19.000000","","Reconcile LPMS vessel data with the USCG MISLE and AVIS vessel authoritative data sources.","2015-07-16","no","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","22205","","For planned projects, update project location data and add layers for climate change, storm predictions, project boundaries, project locations and unfunded projects.","percentage of inventory completed and mapped","1 - Customer Satisfaction (Results)","0.000000","100.000000","Over target","Annual","P41-202-073","109331","","1.000000","","For planned projects, update project location data and add layers for climate change, storm predictions, project boundaries, project locations and unfunded projects.","2014-10-15","no","08/03/2015","15:19:21"
"202-000001031","766","202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)","22207","","WISDM provides authorized users with access to performance, financial, and budget information about Civil Works projects.","percentage of projects budgeted by watershed","3 - Financial Performance","0.000000","100.000000","Over target","Annual","P41-202-073","109333","","1.000000","","WISDM provides authorized users with access to performance, financial, and budget information about Civil Works projects.","2014-10-15","no","08/03/2015","15:19:21"
"202-000001060","768","202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)","2063","","Percentage of Real Property Asset Records that pass Data Quality Checks.","percentage","2 - Strategic and Business Results","90.000000","90.000000","Over target","Monthly","","145305","","99.500000","","Actual measurement, 99.520%","2015-06-30","no","08/03/2015","15:19:22"
"202-000001060","768","202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)","2064","","Percentage of help desk calls that are completed within the established baseline time frame.","percentage","1 - Customer Satisfaction (Results)","97.000000","97.000000","Over target","Quarterly","","145303","","88.000000","","Help desk requests spiked due to REMIS users approaching the final months of the multi-year AMLT record reconciliation project, causing the regular number of completed help desk tickets to be a lower percentage of the overall tickets - primarily in the final month of the quarter.  The support team is re-allocating additional support personnel.","2015-06-30","no","08/03/2015","15:19:22"
"202-000001060","768","202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)","2065","","Percentage of time the system is operational available for use","percentage","1 - Customer Satisfaction (Results)","95.000000","95.000000","Over target","Monthly","","145307","","100.000000","","No reported downtime.","2015-06-30","no","08/03/2015","15:19:22"
"202-000001060","768","202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)","2066","","Percentage of customers satisfied","percentage","1 - Customer Satisfaction (Results)","90.000000","90.000000","Over target","Semi-Annual","","129539","","91.000000","","RE Helpdesk results","2015-01-31","no","08/03/2015","15:19:22"
"202-000001060","768","202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)","2067","","Percentage of data elements populated in the system","percentage","","90.000000","","Over target","Quarterly","","141591","","58.000000","","Demonstrated progress resulting from DAR project.  Additional Data Quality Initiative beginning for fully meeting this goal.","2014-07-31","yes","08/03/2015","15:19:22"
"202-000001060","768","202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)","22171","","Fee for service charged per Real Property Asset","Dollar","3 - Financial Performance","0.000000","10.000000","Under target","Quarterly","","145301","","4.970000","","Calculation: 509,368 assets maintained at a quarterly cost of $2,532,500.00","2015-06-30","no","08/03/2015","15:19:22"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","1043","","Number of days needed to test and field a system maintenance release.","number","1 - Customer Satisfaction (Results)","55.000000","55.000000","Under target","Semi-Annual","000-000-000","145279","","45.000000","","","2015-07-10","no","08/03/2015","15:19:21"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","1044","","Number of weeks of on-site FEM support provided directly to Divisions.","number","","","","Over target","Semi-Annual","000-000-000","61143","","17.000000","","Annual Goal is 16.","2013-07-11","","08/03/2015","15:19:21"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","1045","","Number of incidents of unscheduled FEM program outages.","number","1 - Customer Satisfaction (Results)","5.000000","5.000000","Under target","Monthly","000-000-000","145283","","0.000000","","","2015-07-10","no","08/03/2015","15:19:21"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","1046","","Percent of Help Desk requests initially answered within 24 hours.","percentage","1 - Customer Satisfaction (Results)","95.000000","95.000000","Over target","Monthly","000-000-000","145281","","100.000000","","","2015-07-10","no","08/03/2015","15:19:21"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","1047","","Number of Divisions capturing all maintenance information in FEM.","number","","","","Over target","Monthly","000-000-000","63951","","2.000000","","Significant reductions in the budget available for the FEM program has resulted in our inability to provide the required support to the field to meet the goals. Current Maintenance Management Improvement  Efforts in HQ Ops will augment effort. This goal will be modified for FY14.","2013-08-13","","08/03/2015","15:19:21"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","8551","","Number of hours of direct FEM support provided directly to Divisions by FEM NSC.  Annual goal is 240.","Number","3 - Financial Performance","20.000000","5.000000","Over target","Monthly","000-000-000","145277","","8.000000","","","2015-07-10","no","08/03/2015","15:19:21"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","8553","","Number of divisions implementing Maintenance Management Improvement Program (MMIP) Phase I, identification of critical assets.","Number","3 - Financial Performance","2.000000","0.000000","Over target","Quarterly","000-000-000","120811","","3.000000","","","2014-12-31","no","08/03/2015","15:19:21"
"202-000001012","823","202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","21269","","Number of Divisions implementing Maintenance Management Improvement Plan (MMIP) Phase II, Identification of Assets.","Each","2 - Strategic and Business Results","0.000000","2.000000","Over target","Quarterly","000-000-000","145275","","2.000000","","","2015-07-10","no","08/03/2015","15:19:21"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","21199","","This metric will measure the percentage of Records Coordinators in USACE  who have approved ORLs in ARIMS. Only primary RCs will be counted, no alternates.","percentage","1 - Customer Satisfaction (Results)","60.000000","85.000000","Under target","Monthly","","145273","","94.000000","","1391 of 1486 Records Coordinators across USACE have complied by having approved ORLs in ARIMS.","2015-07-20","no","08/03/2015","15:19:21"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","21201","","This metric will measure the timely creation of ORLs at the beginning of each year by noting the % of Commands who have all their ORLs posted in ARIMS by Jan 31 each year.","percentage","1 - Customer Satisfaction (Results)","50.000000","75.000000","Under target","Annual","P41-202-077","","","","","","","no","08/03/2015","15:19:21"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","21203","","This measures the number of electronic records stored in the USACE EDRMS","number","1 - Customer Satisfaction (Results)","1200.000000","15000.000000","Over target","Quarterly","","141557","","5070.000000","","","2015-06-01","no","08/03/2015","15:19:21"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","21205","",";Percentage of organizations in USACE that have achieved compliance with regards to approved ORLs in ARIMS","percentage","2 - Strategic and Business Results","65.000000","85.000000","Under target","Quarterly","","141559","","75.000000","","52 out of 69 sites have a ORL compliance status of Green as of the reported date.","2015-05-29","no","08/03/2015","15:19:21"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","21207","","Measures the amoiunt of storage used for records in the EDRMS. This will help judge  future needs and planning.","Gb","3 - Financial Performance","100.000000","5000.000000","Over target","Quarterly","","141565","","5670.000000","","56.7 Gb of storage currently used in the production system. This is expected to increase significantly wiht the release of the new version of EDRMS later this year.","2015-06-01","no","08/03/2015","15:19:21"
"202-000000066","1545","202","U.S. Army Corps of Engineers","IT Infrastructure (II)","22021","","This metric measures the timely resolution of customer-reported incidents with desktop and laptop PCs. Hardware incidents against out-of-warranty systems are adjusted accordingly. Target is to resolve 90% of incidents by close of business, next business day.","Pct","1 - Customer Satisfaction (Results)","90.000000","90.000000","Over target","Monthly","","145289","","97.500000","","","2015-07-08","no","08/03/2015","15:19:21"
"202-000000066","1545","202","U.S. Army Corps of Engineers","IT Infrastructure (II)","22023","","Timely resolution of wireless device incidents. Percent of incidents resolved within time frame by incident priority.","Pct","1 - Customer Satisfaction (Results)","90.000000","90.000000","Over target","Quarterly","","145287","","100.000000","","","2015-07-08","no","08/03/2015","15:19:21"
"202-000000066","1545","202","U.S. Army Corps of Engineers","IT Infrastructure (II)","22025","","Data network availability. Percent of network up time for primary USACE sites.","Pct","2 - Strategic and Business Results","99.900000","99.900000","Over target","Monthly","","141587","","100.000000","","","2015-06-09","no","08/03/2015","15:19:21"
"202-000000066","1545","202","U.S. Army Corps of Engineers","IT Infrastructure (II)","22027","","Following every call to the USACE Enterprise Service Desk, customers are requested to complete a 5-question customer satisfaction survey rating their satisfaction with their interaction with the ESD staff and the resolution of their incident. Customer satisfaction is averaged and rated on scale of 1 to 5.","Subjective satisfaction on scale of 1-5","1 - Customer Satisfaction (Results)","4.500000","4.500000","Over target","Monthly","","145285","","4.640000","","","2015-07-08","no","08/03/2015","15:19:21"
"202-000000066","1545","202","U.S. Army Corps of Engineers","IT Infrastructure (II)","22029","","ACE-IT prime contractors are evaluated quarterly for their utilization of small business subcontractors in furtherance of DoD, Army, and USACE small business utilization goals.","Percentage of work done by small business","2 - Strategic and Business Results","25.000000","25.000000","Over target","Quarterly","","141589","","25.000000","","","2015-06-10","no","08/03/2015","15:19:21"
"202-000000066","1545","202","U.S. Army Corps of Engineers","IT Infrastructure (II)","22031","","USACE evaluates performance of facility accounts comparing total income to total expenses. End of fiscal year target is for income to be within plus or minus 1% of expenses.","Income vs Expense Balance","3 - Financial Performance","1.000000","1.000000","Over target","Annual","000-000-000","","","","","","","no","08/03/2015","15:19:21"
"202-000001162","1549","202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)","21805","","OMA funding specifically for Operations &amp; Maintenance (O&amp;M) per Real Property Lease / Ingrant","Dollar","3 - Financial Performance","","5.000000","Under target","Quarterly","","145309","","13.160000","","Metric is being discontinued.","2015-06-30","no","08/03/2015","15:19:22"
"202-000001162","1549","202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)","21807","","Percentage of customers satisfied","percentage","1 - Customer Satisfaction (Results)","","90.000000","Over target","Semi-Annual","","129555","","96.000000","","RE Helpdesk","2015-01-31","no","08/03/2015","15:19:22"
"202-000001162","1549","202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)","21809","","Percentage of time the system is operational available for use","percentage","1 - Customer Satisfaction (Results)","","95.000000","Over target","Monthly","","145311","","100.000000","","","2015-06-30","no","08/03/2015","15:19:22"
"202-000001162","1549","202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)","21811","","Percentage of help desk calls that are completed within the established baseline time frame.","percentage","1 - Customer Satisfaction (Results)","","97.000000","Over target","Quarterly","","145313","","95.000000","","","2015-06-30","no","08/03/2015","15:19:22"
"202-000001162","1549","202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)","21813","","Percentage of Real Property Asset Records that pass Data Quality Checks.","percentage","2 - Strategic and Business Results","","90.000000","Over target","Monthly","","145315","","96.600000","","New reporting process is under development.","2015-06-30","no","08/03/2015","15:19:22"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","2586","","Customer Satisfaction Survey Score (average customer satisfaction survey responses of a subset of users where 1 is exceptionally dissatisfied and 7 is exceptionally satisfied).","Number","1 - Customer Satisfaction (Results)","5.400000","5.400000","Over target","Quarterly","P41-020-005","145979","","5.500000","","","2015-03-31","no","08/03/2015","09:15:00"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","2587","","Customer support services (average customer satisfaction survey responses based on limited subset of users where 1 is exceptionally dissatisfied and 7 is exceptionally satisfied).","Number","1 - Customer Satisfaction (Results)","6.200000","6.200000","Over target","Quarterly","p41-020-005","145977","","6.400000","","","2015-03-31","no","08/03/2015","09:15:00"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","2588","","Number of production data flows from EPA, State, Tribal, and Industry users that have completed development and have been authorized to have their data flows and code migrated to the CDX production environment.","Number","1 - Customer Satisfaction (Results)","75.000000","77.000000","Over target","Annual","p41-020-005","114287","","88.000000","","","2014-09-30","no","08/03/2015","09:15:00"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","2589","","Timeliness of Data (average survey responses from limited subset of users where 1 is exceptionally dissatisfied and 7 is exceptionally satisfied).","Number","1 - Customer Satisfaction (Results)","5.100000","5.100000","Over target","Annual","P41-020-005","114289","","5.500000","","","2014-09-30","no","08/03/2015","09:15:00"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","2590","","Information Quality (survey responses from subset of users where 1 is exceptionally dissatisfied and 7 is exceptionally satisfied)","Number","1 - Customer Satisfaction (Results)","5.400000","5.400000","Over target","Annual","P41-020-005","114291","","5.200000","","","2014-09-30","no","08/03/2015","09:15:00"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","2591","","Percent Availability of CDX Services (during operational hours).","Percentage","1 - Customer Satisfaction (Results)","98.000000","98.000000","Over target","Monthly","","145969","","99.800000","","","2015-05-29","no","08/03/2015","09:15:00"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","9279","","By fiscal year, the number of new production CDX Data Flows.","Number","2 - Strategic and Business Results","5.000000","5.000000","Over target","Annual","P41-020-005","114293","","17.000000","","","2014-09-30","no","08/03/2015","09:15:00"
"020-000016005","395","020","Environmental Protection Agency","CDX - Central Data Exchange","21355","","This quantitative metric divides the cost of CDX by the number of active CDX users","Dollars","3 - Financial Performance","","200.000000","Under target","Annual","P41-020-005","","","","","","","no","08/03/2015","09:15:00"
"020-000016026","398","020","Environmental Protection Agency","EPASS - EPA Personnel Access and Security System","3118","","Average time for enrolling a person elligible for an EPASS badge.","Time (Days)","2 - Strategic and Business Results","20.000000","20.000000","Under target","Semi-Annual","","146163","","12.000000","","","2015-05-22","no","08/03/2015","11:43:05"
"020-000016026","398","020","Environmental Protection Agency","EPASS - EPA Personnel Access and Security System","3119","","Average time for EPASS Help Desk to respond to customer inquiries within Service Level Agreement (SLA).","Time (Hours)","1 - Customer Satisfaction (Results)","30.000000","30.000000","Under target","Semi-Annual","","146165","","11.000000","","","2015-05-22","no","08/03/2015","11:43:05"
"020-000016026","398","020","Environmental Protection Agency","EPASS - EPA Personnel Access and Security System","3120","","EPA facilities that entered operations by upgrading their Physical Access Control Systems (PACS) to use EPASS badges.","Number of Facilities","2 - Strategic and Business Results","5.000000","3.000000","Over target","Semi-Annual","","146161","","1.000000","","","2015-06-30","no","08/03/2015","11:43:05"
"020-000016026","398","020","Environmental Protection Agency","EPASS - EPA Personnel Access and Security System","3121","","Average time from printing to first issue an EPASS badge to a person.","Time (Days)","1 - Customer Satisfaction (Results)","27.000000","12.000000","Under target","Semi-Annual","","146167","","10.000000","","","2015-05-08","no","08/03/2015","11:43:05"
"020-000016026","398","020","Environmental Protection Agency","EPASS - EPA Personnel Access and Security System","3122","","Availability of EPASS Enrollment System.","Percentage Uptime","1 - Customer Satisfaction (Results)","95.000000","96.000000","Over target","Monthly","","146157","","99.890000","","","2015-07-08","no","08/03/2015","11:43:05"
"020-000016026","398","020","Environmental Protection Agency","EPASS - EPA Personnel Access and Security System","21357","","EPASS EVM reporting will be within the required threshhold not to exceed 6% for cost and schedule variances.","Percentage","3 - Financial Performance","6.000000","6.000000","Under target","Semi-Annual","","","","","","","","no","08/03/2015","11:43:05"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5977","","Number of cases utilizing Discovery Services capabilities.","number","","","","Over target","Quarterly","","63987","","6.000000","","","2013-08-01","","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5979","","Percentage of servlets launched to support EnCase.","percentage","1 - Customer Satisfaction (Results)","85.000000","0.000000","Over target","Quarterly","","109961","","85.000000","","","2014-10-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5981","","Number of virtual machines (VM) and remote workstations allocated to support the Discovery Services infrastructure.","number","1 - Customer Satisfaction (Results)","50.000000","0.000000","Over target","Monthly","","109965","","42.000000","","","2014-10-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5983","","Number of staff trained on EnCase software.","number","2 - Strategic and Business Results","100.000000","0.000000","Over target","Monthly","","109963","","80.000000","","","2014-10-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5985","","Connections with other agency systems for collecting and preserving electronic records.","number","1 - Customer Satisfaction (Results)","5.000000","6.000000","Over target","Quarterly","","146125","","5.000000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5987","","Amount of electronic storage used to store records, measured in gigabytes (GB).","GB","1 - Customer Satisfaction (Results)","750.000000","1800.000000","Over target","Monthly","","146129","","2725.600000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5989","","Percent of 23,000+ EPA staff and contractors registered in ECMS.","percentage","1 - Customer Satisfaction (Results)","95.000000","95.000000","Over target","Monthly","","146133","","97.000000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","5991","","Customer satisfaction with ECMS Help Desk reported issues, measured on a 5-point scale with a goal of 4+ average rating.","percentage","1 - Customer Satisfaction (Results)","95.000000","95.000000","Over target","Monthly","","146145","","100.000000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","9281","","Number of instances where Discovery Services software capabilities are utilized.","number","3 - Financial Performance","40.000000","0.000000","Over target","Monthly","","109975","","72.000000","","","2014-10-07","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","23119","","Percentage of servlets launched to support EnCase, where allowed.","percentage","1 - Customer Satisfaction (Results)","0.000000","100.000000","Over target","Monthly","","146141","","100.000000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","23121","","Number of custodians processed utilizing Discovery Services software.","number","3 - Financial Performance","0.000000","6000.000000","Over target","Monthly","","146137","","4931.000000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","23123","","Number of staff trained on EnCase, Relativity and iPro software (annual, not cumulative).","number","2 - Strategic and Business Results","0.000000","90.000000","Over target","Monthly","","146153","","54.000000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000016240","400","020","Environmental Protection Agency","CMDS - Content Management and Discovery Services","23125","","Number of virtual machine (VM) servers allocated to support the Discovery Services infrastructure.","number","1 - Customer Satisfaction (Results)","0.000000","40.000000","Over target","Monthly","","146149","","39.000000","","","2015-07-01","no","08/03/2015","10:23:34"
"020-000010126","401","020","Environmental Protection Agency","FinRS - Financial Replacement System","1412","","Ensure maximum system availability during core work hours","Percentage","1 - Customer Satisfaction (Results)","99.500000","99.500000","Over target","Monthly","B10-803-124","145983","","100.000000","","","2015-05-31","no","08/03/2015","09:15:03"
