Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"015-999990047","1461","015","Department of the Treasury","USAspending.gov","Audit Finding Resolution","4013","200123","www.gao.gov/new.items/d10365.pdf","Yes","03/18/2014","16:51:15"
"015-999990047","1461","015","Department of the Treasury","USAspending.gov","Published Agency Strategic Plan","4369","200211","http://www.treasury.gov/about/budget-performance/strategic-plan/Documents/2014-2017_US_TreasuryStrategicPlan.pdf","Yes","09/10/2014","14:14:46"
"015-999990047","1461","015","Department of the Treasury","USAspending.gov","Presidential Priority","4015","200132","http://www.whitehouse.gov/the_press_office/Transparency_and_Open_Government/","Yes","03/18/2014","16:51:15"
"015-999990047","1461","015","Department of the Treasury","USAspending.gov","Presidential Priority","4017","200133","http://www.whitehouse.gov/the-press-office/presidential-memorandum-interagency-task-force-federal-contracting-opportunities-sm  ","Yes","03/18/2014","16:51:15"
"015-999990047","1461","015","Department of the Treasury","USAspending.gov","Other Requirement","4021","200134","http://www.treasury.gov/open/Pages/plan.aspx","Yes","03/18/2014","16:51:15"
"015-999990047","1461","015","Department of the Treasury","USAspending.gov","Other Requirement","4019","200125","http://www.whitehouse.gov/sites/default/files/omb/assets/open_gov/OpenGovernmentDirective_04062010.pdf","Yes","03/18/2014","16:51:15"
"429-000006500","1465","429","Nuclear Regulatory Commission","Data Center and Hosting","Legislative Mandate","4051","1","","No","09/09/2014","07:24:05"
"429-000006500","1465","429","Nuclear Regulatory Commission","Data Center and Hosting","Audit Finding Resolution","4053","2","","No","09/09/2014","07:24:05"
"429-000006500","1465","429","Nuclear Regulatory Commission","Data Center and Hosting","Published Agency Strategic Plan","4055","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","09/09/2014","07:24:05"
"429-000006500","1465","429","Nuclear Regulatory Commission","Data Center and Hosting","Presidential Priority","4057","4","","No","09/09/2014","07:24:05"
"429-000006500","1465","429","Nuclear Regulatory Commission","Data Center and Hosting","Other Requirement","4059","5","","No","09/09/2014","07:24:05"
"429-000002600","1467","429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services","Legislative Mandate","4061","1","https://acquisition.gov/far/","Yes","09/09/2014","07:24:17"
"429-000002600","1467","429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services","Audit Finding Resolution","4063","2","","No","09/09/2014","07:24:17"
"429-000002600","1467","429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services","Published Agency Strategic Plan","4065","3","http://pbadupws.nrc.gov/docs/ML1424/ML14246A439.pdf","Yes","02/03/2015","13:00:20"
"429-000002600","1467","429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services","Presidential Priority","4067","4","","No","09/09/2014","07:24:17"
"429-000002600","1467","429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services","Other Requirement","4069","5","","No","09/09/2014","07:24:17"
"429-000002500","1469","429","Nuclear Regulatory Commission","Financial Services","Legislative Mandate","4071","1","http://www.ssa.gov/OP_Home/comp2/F101-508.html, http://www.whitehouse.gov/omb/financial_fmfia1982/, http://epw.senate.gov/nwpa82.pdf","No","09/09/2014","07:24:29"
"429-000002500","1469","429","Nuclear Regulatory Commission","Financial Services","Audit Finding Resolution","4073","2","https://adamsxt.nrc.gov/WorkplaceXT/IBMgetContentvsId&#61;{B7CC03F9-A741-4648-A5DD-D5699928E34B}&amp;objectStoreName&#61;Main.__.Library&amp;objectType&#61;document&amp;id&#61;{400B9843-F270-4333-9623-65F6E83AA152}","No","09/09/2014","07:24:29"
"429-000002500","1469","429","Nuclear Regulatory Commission","Financial Services","Published Agency Strategic Plan","4075","3","http://pbadupws.nrc.gov/docs/ML1424/ML14246A439.pdf","Yes","02/03/2015","13:28:06"
"429-000002500","1469","429","Nuclear Regulatory Commission","Financial Services","Presidential Priority","4077","4","","No","09/09/2014","07:24:29"
"429-000002500","1469","429","Nuclear Regulatory Commission","Financial Services","Other Requirement","4079","5","http://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a136/a136_revised_2013.pdf, http://www.fasab.gov/pdffiles/sffas-4.pdf","No","09/09/2014","07:24:30"
"429-000003600","1471","429","Nuclear Regulatory Commission","Incident Response","Legislative Mandate","4081","1","http://www.nrc.gov/reading-rm/doc-collections/cfr/part050/part050-0072.html","Yes","09/09/2014","07:24:37"
"429-000003600","1471","429","Nuclear Regulatory Commission","Incident Response","Audit Finding Resolution","4083","2","","No","09/09/2014","07:24:37"
"429-000003600","1471","429","Nuclear Regulatory Commission","Incident Response","Published Agency Strategic Plan","4085","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","09/09/2014","07:24:37"
"429-000003600","1471","429","Nuclear Regulatory Commission","Incident Response","Presidential Priority","4087","4","http://www.nrc.gov/reading-rm/doc-collections/cfr/part050/part050-0072.html","Yes","09/09/2014","07:24:37"
"429-000003600","1471","429","Nuclear Regulatory Commission","Incident Response","Other Requirement","4089","5","","No","09/09/2014","07:24:37"
"429-000008200","1473","429","Nuclear Regulatory Commission","Materials Licensing and Oversight","Legislative Mandate","4091","1","http://www.gpo.gov/fdsys/pkg/PLAW-109publ58/pdf/PLAW-109publ58.pdf","Yes","09/09/2014","07:24:44"
"429-000008200","1473","429","Nuclear Regulatory Commission","Materials Licensing and Oversight","Audit Finding Resolution","4093","2","http://www.gao.gov/new.items/d071038t.pdf, http://www.gao.gov/new.items/d08598.pdf","No","09/09/2014","07:24:44"
"429-000008200","1473","429","Nuclear Regulatory Commission","Materials Licensing and Oversight","Published Agency Strategic Plan","4095","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","09/09/2014","07:24:44"
"429-000008200","1473","429","Nuclear Regulatory Commission","Materials Licensing and Oversight","Presidential Priority","4097","4","","No","09/09/2014","07:24:44"
"429-000008200","1473","429","Nuclear Regulatory Commission","Materials Licensing and Oversight","Other Requirement","4099","5","http://www.nrc.gov/reading-rm/doc-collections/commission/secys/2007/secy2007-0147/2007-0147scy.pdf","Yes","09/09/2014","07:24:44"
"429-000006700","1475","429","Nuclear Regulatory Commission","Office Automation and User Support","Legislative Mandate","4101","1","","No","09/09/2014","07:24:50"
"429-000006700","1475","429","Nuclear Regulatory Commission","Office Automation and User Support","Audit Finding Resolution","4103","2","","No","09/09/2014","07:24:50"
"429-000006700","1475","429","Nuclear Regulatory Commission","Office Automation and User Support","Published Agency Strategic Plan","4105","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","09/09/2014","07:24:50"
"429-000006700","1475","429","Nuclear Regulatory Commission","Office Automation and User Support","Presidential Priority","4107","4","","No","09/09/2014","07:24:50"
"429-000006700","1475","429","Nuclear Regulatory Commission","Office Automation and User Support","Other Requirement","4109","5","","No","09/09/2014","07:24:50"
"429-000008300","1477","429","Nuclear Regulatory Commission","Workload Management","Legislative Mandate","4111","1","","No","09/09/2014","07:24:57"
"429-000008300","1477","429","Nuclear Regulatory Commission","Workload Management","Audit Finding Resolution","4113","2","","No","09/09/2014","07:24:57"
"429-000008300","1477","429","Nuclear Regulatory Commission","Workload Management","Published Agency Strategic Plan","4115","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","09/09/2014","07:24:58"
"429-000008300","1477","429","Nuclear Regulatory Commission","Workload Management","Presidential Priority","4117","4","","No","09/09/2014","07:24:58"
"429-000008300","1477","429","Nuclear Regulatory Commission","Workload Management","Other Requirement","4119","5","","No","09/09/2014","07:24:58"
"024-000005237","1479","024","Department of Homeland Security","CBP - Tethered Aerostat Radar System (TARS)","Published Agency Strategic Plan","4175","300","http://www.dhs.gov/sites/default/files/publications/qhsr/2014-QHSR.pdf","Yes","09/09/2014","11:43:30"
"024-000005241","1481","024","Department of Homeland Security","CBP - TRIRIGA","Published Agency Strategic Plan","4177","300","http://www.cbp.gov/border-security/along-us-borders/strategic-plan","Yes","09/09/2014","11:43:52"
"024-000007006","1483","024","Department of Homeland Security","FEMA - Non-Disaster (ND) Grants","Legislative Mandate","4179","100","http://www.whitehouse.gov/sites/default/files/rss_viewer/national_security_strategy.pdf","Yes","09/09/2014","11:44:22"
"024-000007006","1483","024","Department of Homeland Security","FEMA - Non-Disaster (ND) Grants","Audit Finding Resolution","4181","200","http://www.gao.gov/products/gao-13-552","Yes","09/09/2014","11:44:22"
"024-000007006","1483","024","Department of Homeland Security","FEMA - Non-Disaster (ND) Grants","Published Agency Strategic Plan","4183","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","09/09/2014","11:44:22"
"024-000007006","1483","024","Department of Homeland Security","FEMA - Non-Disaster (ND) Grants","Presidential Priority","4185","400","http://www.fas.org/irp/offdocs/nspd/hspd-8.html","Yes","09/09/2014","11:44:22"
"024-000007006","1483","024","Department of Homeland Security","FEMA - Non-Disaster (ND) Grants","Other Requirement","4187","500","http://www.fema.gov/pdf/about/strategic_plan11.pdf","Yes","09/09/2014","11:44:22"
"006-000804400","1485","006","Department of Commerce","USPTO Network and Security Infrastructure II (NSI-2)","Legislative Mandate","4211","1","http://www.whitehouse.gov/the-press-office/2011/09/16/president-obama-signs-america-invents-act-overhauling-patent-system-stim","Yes","09/10/2014","08:38:27"
"006-000804400","1485","006","Department of Commerce","USPTO Network and Security Infrastructure II (NSI-2)","Audit Finding Resolution","4213","2","","No","09/10/2014","08:38:27"
"006-000804400","1485","006","Department of Commerce","USPTO Network and Security Infrastructure II (NSI-2)","Published Agency Strategic Plan","4215","3","http://www.uspto.gov/about/stratplan/USPTO_2010-2015_Strategic_Plan.pdfhttp://www.uspto.gov/about/stratplan/ar/2011/USPTOFY2011PAR.pdf","No","09/10/2014","08:38:27"
"006-000804400","1485","006","Department of Commerce","USPTO Network and Security Infrastructure II (NSI-2)","Presidential Priority","4217","4","http://www.uspto.gov/news/pr/2012/12-40.jsp","Yes","09/10/2014","08:38:27"
"006-000804400","1485","006","Department of Commerce","USPTO Network and Security Infrastructure II (NSI-2)","Other Requirement","4219","5","http://www.archives.gov/exhibits/charters/constitution_transcript.html","Yes","09/10/2014","08:38:27"
"006-000804500","1487","006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End (PTAB-E2E)","Legislative Mandate","4221","1","http://www.whitehouse.gov/the-press-office/2011/09/16/president-obama-signs-america-invents-act-overhauling-patent-system-stimhttp://www.gpo.gov/fdsys/pkg/PLAW-112publ29/pdf/PLAW-112publ29.pdf  andhttp://www.gpo.gov/fdsys/pkg/PLAW-112publ274/pdf/PLAW-112publ274.pdf","No","09/10/2014","08:39:59"
"006-000804500","1487","006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End (PTAB-E2E)","Audit Finding Resolution","4223","2","http://www.oig.doc.gov/Pages/USPTO-Successfully-Implemented-Most-Provisions-of-the-America-Invents-Act-but-Several-Challenges-Remain.aspx","No","09/10/2014","08:39:59"
"006-000804500","1487","006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End (PTAB-E2E)","Published Agency Strategic Plan","4225","3","http://www.uspto.gov/about/stratplan/USPTO_2014-2018_Strategic_Plan.pdf","Yes","09/10/2014","08:39:59"
"006-000804500","1487","006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End (PTAB-E2E)","Presidential Priority","4227","4","","No","09/10/2014","08:39:59"
"006-000804500","1487","006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End (PTAB-E2E)","Other Requirement","4229","5","","No","09/10/2014","08:39:59"
"006-000050600","1489","006","Department of Commerce","Commerce Enterprise Security Operations Center (ESOC)","Legislative Mandate","4231","1","","No","09/10/2014","09:28:16"
"006-000050600","1489","006","Department of Commerce","Commerce Enterprise Security Operations Center (ESOC)","Audit Finding Resolution","4233","2","","No","09/10/2014","09:28:17"
"006-000050600","1489","006","Department of Commerce","Commerce Enterprise Security Operations Center (ESOC)","Published Agency Strategic Plan","4235","3","http://www.commerce.gov/blog/2014/03/10/department-commerce-releases-fy-2014-2018-strategic-plan","Yes","09/10/2014","09:28:17"
"006-000050600","1489","006","Department of Commerce","Commerce Enterprise Security Operations Center (ESOC)","Presidential Priority","4237","4","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2014/m-14-03.pdf","Yes","09/10/2014","09:28:18"
"006-000050600","1489","006","Department of Commerce","Commerce Enterprise Security Operations Center (ESOC)","Other Requirement","4239","5","","No","09/10/2014","09:28:18"
"011-000003533","1493","011","Department of Justice","DOJ FICAM","Legislative Mandate","4241","1","","No","09/10/2014","12:52:47"
"011-000003533","1493","011","Department of Justice","DOJ FICAM","Audit Finding Resolution","4243","2","","No","09/10/2014","12:52:47"
"011-000003533","1493","011","Department of Justice","DOJ FICAM","Published Agency Strategic Plan","4245","3","http://www.justice.gov/jmd/strategic2014-2018/doj-fy-2014-2018-strategic-plan.pdf","Yes","09/10/2014","12:52:47"
"011-000003533","1493","011","Department of Justice","DOJ FICAM","Presidential Priority","4247","4","http://www.dhs.gov/homeland-security-presidential-directive-12http://www.whitehouse.gov/sites/default/files/omb/memoranda/2011/m11-11.pdfhttp://www.whitehouse.gov/sites/default/files/omb/memoranda/2012/m-12-10_1.pdfhttp://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-09.pdfhttp://www.whitehouse.gov/sites/default/files/omb/memoranda/2014/m-14-08.pdf","No","09/10/2014","12:52:47"
"011-000003533","1493","011","Department of Justice","DOJ FICAM","Other Requirement","4249","5","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2012/m-12-10_1.pdf","Yes","09/10/2014","12:52:47"
"011-000003560","1495","011","Department of Justice","DOJ Telecom","Legislative Mandate","4251","1","","No","09/10/2014","12:52:54"
"011-000003560","1495","011","Department of Justice","DOJ Telecom","Audit Finding Resolution","4253","2","","No","09/10/2014","12:52:54"
"011-000003560","1495","011","Department of Justice","DOJ Telecom","Published Agency Strategic Plan","4255","3","http://www.justice.gov/jmd/strategic2014-2018/doj-fy-2014-2018-strategic-plan.pdf","Yes","09/10/2014","12:52:54"
"011-000003560","1495","011","Department of Justice","DOJ Telecom","Presidential Priority","4257","4","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2012/m-12-10_1.pdf http://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-09.pdf http://www.whitehouse.gov/sites/default/files/omb/memoranda/2014/m-14-08.pdf","Yes","09/10/2014","12:52:54"
"011-000003560","1495","011","Department of Justice","DOJ Telecom","Other Requirement","4259","5","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2012/m-12-10_1.pdf","Yes","09/10/2014","12:52:55"
"027-999990129","1497","027","Office of Personnel Management","USA Staffing System","Legislative Mandate","4295","1","http://uscode.house.gov/view.xhtmlreq&#61;granuleid:USC-prelim-title5-section1104&amp;num&#61;0&amp;edition&#61;prelim","Yes","09/10/2014","13:13:06"
"027-999990129","1497","027","Office of Personnel Management","USA Staffing System","Audit Finding Resolution","4297","2","","No","09/10/2014","13:13:07"
"027-999990129","1497","027","Office of Personnel Management","USA Staffing System","Published Agency Strategic Plan","4299","3","http://www.opm.gov/about-us/budget-performance/strategic-plans/2014-2018-strategic-plan.pdf","Yes","09/10/2014","13:13:07"
"027-999990129","1497","027","Office of Personnel Management","USA Staffing System","Presidential Priority","4301","4","http://www.whitehouse.gov/the-press-office/presidential-memorandum-improving-federal-recruitment-and-hiring-process;  http://www.whitehouse.gov/the-press-office/2010/12/27/executive-order-recruiting-and-hiring-students-and-recent-graduates","No","02/09/2015","12:37:24"
"027-999990129","1497","027","Office of Personnel Management","USA Staffing System","Other Requirement","4303","5","","No","09/10/2014","13:13:07"
"015-000200053","1499","015","Department of the Treasury","Web Applications (formerly Online Services (OLS))","Audit Finding Resolution","4361","200158","http://www.gao.gov/products/GAO-13-435","Yes","09/10/2014","14:14:34"
"015-000200053","1499","015","Department of the Treasury","Web Applications (formerly Online Services (OLS))","Published Agency Strategic Plan","4363","200155","http://www.irs.gov/pub/irs-pdf/p3744.pdf","Yes","09/10/2014","14:14:34"
"015-000200053","1499","015","Department of the Treasury","Web Applications (formerly Online Services (OLS))","Other Requirement","4365","200154","http://www.treasury.gov/about/budget-performance/strategic-plan/Documents/2014-2017_US_TreasuryStrategicPlan.EPUB","Yes","09/10/2014","14:14:34"
"014-000000469","1509","014","Department of State","Architecture Services","Presidential Priority","4439","136965","http://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/transition-to-ipv6.pdf","Yes","09/10/2014","17:41:27"
"011-000002913","1513","011","Department of Justice","BOP BOPNet","Legislative Mandate","4443","1","","No","09/11/2014","11:33:31"
"011-000002913","1513","011","Department of Justice","BOP BOPNet","Audit Finding Resolution","4445","2","","No","09/11/2014","11:33:31"
"011-000002913","1513","011","Department of Justice","BOP BOPNet","Published Agency Strategic Plan","4447","3","http://www.justice.gov/jmd/strategic2014-2018/doj-fy-2014-2018-strategic-plan.pdf","Yes","09/11/2014","11:33:31"
"011-000002913","1513","011","Department of Justice","BOP BOPNet","Presidential Priority","4449","4","","No","09/11/2014","11:33:32"
"011-000002913","1513","011","Department of Justice","BOP BOPNet","Other Requirement","4451","5","","No","09/11/2014","11:33:32"
"011-000003569","1515","011","Department of Justice","DOJ Data Center","Legislative Mandate","4453","1","http://www.performance.gov/node/3401view&#61;public#apg http://goals.performance.gov/content/cybersecurity http://csrc.nist.gov/drivers/documents/FISMA-final.pdf","Yes","09/11/2014","11:34:06"
"011-000003569","1515","011","Department of Justice","DOJ Data Center","Audit Finding Resolution","4455","2","","No","09/11/2014","11:34:06"
"011-000003569","1515","011","Department of Justice","DOJ Data Center","Published Agency Strategic Plan","4457","3","http://www.justice.gov/jmd/strategic2014-2018/doj-fy-2014-2018-strategic-plan.pdf","Yes","09/11/2014","11:34:06"
"011-000003569","1515","011","Department of Justice","DOJ Data Center","Presidential Priority","4459","4","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2012/m-12-10_1.pdfhttp://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-09.pdfhttp://www.whitehouse.gov/sites/default/files/omb/memoranda/2014/m-14-08.pdf","No","09/11/2014","11:34:06"
"011-000003569","1515","011","Department of Justice","DOJ Data Center","Other Requirement","4461","5","https://portal.doj.gov/sites/dm/dm/Directives/0900.01.pdf","No","09/11/2014","11:34:06"
"011-000003575","1517","011","Department of Justice","DOJ IT Security","Legislative Mandate","4463","1","http://www.gpo.gov/fdsys/pkg/PLAW-111publ352/pdf/PLAW-111publ352.pdf http://goals.performance.gov/sites/default/files/images/Cybersecurity_CAP_Goal_FY13Q4_FINAL.pdf","Yes","09/11/2014","11:34:17"
"011-000003575","1517","011","Department of Justice","DOJ IT Security","Audit Finding Resolution","4465","2","","No","09/11/2014","11:34:17"
"011-000003575","1517","011","Department of Justice","DOJ IT Security","Published Agency Strategic Plan","4467","3","http://www.justice.gov/jmd/strategic2014-2018/doj-fy-2014-2018-strategic-plan.pdf","Yes","09/11/2014","11:34:17"
"011-000003575","1517","011","Department of Justice","DOJ IT Security","Presidential Priority","4469","4","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2012/m-12-10_1.pdf","Yes","09/11/2014","11:34:17"
"011-000003575","1517","011","Department of Justice","DOJ IT Security","Other Requirement","4471","5","","No","09/11/2014","11:34:17"
"016-000002239","1519","016","Social Security Administration","SMART Claim","Legislative Mandate","4479","1","","No","09/11/2014","11:38:39"
"016-000002239","1519","016","Social Security Administration","SMART Claim","Audit Finding Resolution","4481","2","","No","09/11/2014","11:38:39"
"016-000002239","1519","016","Social Security Administration","SMART Claim","Published Agency Strategic Plan","4483","3","http://www.ssa.gov/asp/plan-2014-2018.pdf","Yes","09/11/2014","11:38:39"
"016-000002239","1519","016","Social Security Administration","SMART Claim","Presidential Priority","4485","4","http://www.gpo.gov/fdsys/pkg/FR-2011-05-02/pdf/2011-10732.pdf","Yes","09/11/2014","11:38:39"
"016-000002239","1519","016","Social Security Administration","SMART Claim","Other Requirement","4487","5","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-17.pdf","Yes","09/11/2014","11:38:39"
"009-000005322","1523","009","Department of Health and Human Services","FDA - IT Governance and Portfolio Oversight","Legislative Mandate","4495","340247","http://www.whitehouse.gov/omb/fedreg_a130notice/","Yes","09/11/2014","13:38:18"
"009-000005322","1523","009","Department of Health and Human Services","FDA - IT Governance and Portfolio Oversight","Audit Finding Resolution","4497","340248","http://www.gao.gov/products/GAO-09-523","Yes","09/11/2014","13:38:18"
"009-000005322","1523","009","Department of Health and Human Services","FDA - IT Governance and Portfolio Oversight","Published Agency Strategic Plan","4499","340249","http://www.hhs.gov/strategic-plan/priorities.html","Yes","09/11/2014","13:38:18"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","Legislative Mandate","4507","1","","No","09/11/2014","19:07:37"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","Audit Finding Resolution","4509","2","","No","09/11/2014","19:07:38"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","Published Agency Strategic Plan","4511","3","http://www.usace.army.mil/About/CampaignPlan.aspx","Yes","09/11/2014","19:07:38"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","Presidential Priority","4513","4","http://www.whitehouse.gov/the-press-office/2011/11/28/presidential-memorandum-managing-government-records","Yes","09/11/2014","19:07:38"
"202-000004001","1525","202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)","Other Requirement","4515","5","","No","09/11/2014","19:07:38"
"018-000000121","1527","018","Department of Education","EDExpress","Legislative Mandate","4521","1","","No","09/12/2014","01:12:02"
"018-000000121","1527","018","Department of Education","EDExpress","Audit Finding Resolution","4523","2","","No","09/12/2014","01:12:02"
"018-000000121","1527","018","Department of Education","EDExpress","Published Agency Strategic Plan","4525","3","http://federalstudentaid.ed.gov/static/gw/docs/FiveYearPlan_2012.pdf","Yes","09/12/2014","01:12:02"
"018-000000121","1527","018","Department of Education","EDExpress","Presidential Priority","4527","4","","No","09/12/2014","01:12:03"
"018-000000121","1527","018","Department of Education","EDExpress","Other Requirement","4529","5","","No","09/12/2014","01:12:04"
"027-999990130","1529","027","Office of Personnel Management","USAJOBS","Legislative Mandate","4543","1","","No","09/12/2014","10:37:13"
"027-999990130","1529","027","Office of Personnel Management","USAJOBS","Audit Finding Resolution","4545","2","","No","09/12/2014","10:37:13"
"027-999990130","1529","027","Office of Personnel Management","USAJOBS","Published Agency Strategic Plan","4547","3","http://www.opm.gov/about-us/budget-performance/performance/","Yes","09/12/2014","10:37:13"
"027-999990130","1529","027","Office of Personnel Management","USAJOBS","Presidential Priority","4549","4","","No","09/12/2014","10:37:13"
"027-999990130","1529","027","Office of Personnel Management","USAJOBS","Other Requirement","4551","5","http://www.whitehouse.gov/the-press-office/presidential-memorandum-improving-federal-recruitment-and-hiring-process","Yes","09/12/2014","10:37:13"
"009-000340290","1531","009","Department of Health and Human Services","HHS Financial Business Intelligence System (FBIS) Investment","Legislative Mandate","4557","341694","http://www.whitehouse.gov/omb/financial_fmfia1982","Yes","09/12/2014","11:48:39"
"009-000340290","1531","009","Department of Health and Human Services","HHS Financial Business Intelligence System (FBIS) Investment","Audit Finding Resolution","4559","341696","http://www.hhs.gov/afr","Yes","09/12/2014","11:48:39"
"009-000340290","1531","009","Department of Health and Human Services","HHS Financial Business Intelligence System (FBIS) Investment","Published Agency Strategic Plan","4561","341698","http://www.hhs.gov/strategic-plan/priorities.html.","No","09/12/2014","11:48:39"
"009-000340290","1531","009","Department of Health and Human Services","HHS Financial Business Intelligence System (FBIS) Investment","Presidential Priority","4563","341695","http://www.whitehouse.gov/omb/","Yes","09/12/2014","11:48:39"
"018-000000034","1533","018","Department of Education","Student Aid Internet Gateway (SAIG)","Legislative Mandate","4565","1","","No","09/12/2014","12:01:32"
"018-000000034","1533","018","Department of Education","Student Aid Internet Gateway (SAIG)","Audit Finding Resolution","4567","2","","No","09/12/2014","12:01:33"
"018-000000034","1533","018","Department of Education","Student Aid Internet Gateway (SAIG)","Published Agency Strategic Plan","4569","3","","No","09/12/2014","12:01:33"
"018-000000034","1533","018","Department of Education","Student Aid Internet Gateway (SAIG)","Presidential Priority","4571","4","","No","09/12/2014","12:01:33"
"018-000000034","1533","018","Department of Education","Student Aid Internet Gateway (SAIG)","Other Requirement","4573","5","","No","09/12/2014","12:01:33"
"018-000000123","1535","018","Department of Education","Participation Management (PM)","Legislative Mandate","4575","1","http://www2.ed.gov/policy/highered/leg/hea08/index.html http://www2.ed.gov/policy/highered/leg/hea98/index.html http://ecfr.gpoaccess.gov/cgi/t/text/text-idxsid&#61;b0c88bcbc42779cefe65a369ac279858&amp;c&#61;ecfr&amp;tpl&#61;/ecfrbrowse/Title34/34tab_02.tpl","Yes","09/12/2014","12:32:56"
"018-000000123","1535","018","Department of Education","Participation Management (PM)","Audit Finding Resolution","4577","2","","No","09/12/2014","12:32:56"
"018-000000123","1535","018","Department of Education","Participation Management (PM)","Published Agency Strategic Plan","4579","3","","No","09/12/2014","12:32:56"
"018-000000123","1535","018","Department of Education","Participation Management (PM)","Presidential Priority","4581","4","","No","09/12/2014","12:32:56"
"018-000000123","1535","018","Department of Education","Participation Management (PM)","Other Requirement","4583","5","","No","09/12/2014","12:32:56"
"016-000002238","1537","016","Social Security Administration","Customer Engagement Tools","Legislative Mandate","4585","1","","No","09/12/2014","12:41:57"
"016-000002238","1537","016","Social Security Administration","Customer Engagement Tools","Audit Finding Resolution","4587","2","","No","09/12/2014","12:41:57"
"016-000002238","1537","016","Social Security Administration","Customer Engagement Tools","Published Agency Strategic Plan","4589","3","www.ssa.gov/asp/plan-2014-2018.pdf","Yes","09/12/2014","12:41:57"
"016-000002238","1537","016","Social Security Administration","Customer Engagement Tools","Presidential Priority","4591","4","http://www.gpo.gov/fdsys/pkg/FR-2011-05-02/pdf/2011-10732.pdf","Yes","09/12/2014","12:41:58"
"016-000002238","1537","016","Social Security Administration","Customer Engagement Tools","Other Requirement","4593","5","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-17.pdf","Yes","09/12/2014","12:41:58"
"025-000004360","1539","025","Department of Housing and Urban Development","Controls and Oversight","Legislative Mandate","4595","1","http://www.ecfr.gov/cgi-bin/text-idxtpl&#61;/ecfrbrowse/Title24/24cfr902_main_02.tpl","Yes","09/12/2014","12:57:03"
"025-000004360","1539","025","Department of Housing and Urban Development","Controls and Oversight","Audit Finding Resolution","4597","2","http://www.hudoig.gov/sites/default/files/documents/2014-FO-0004.pdf","Yes","09/12/2014","12:57:03"
"025-000004360","1539","025","Department of Housing and Urban Development","Controls and Oversight","Published Agency Strategic Plan","4599","3","http://www.huduser.org/portal/aff_rental_hsg/RPWG_Conceptual_Proposals_Fall_2011.pdf","Yes","09/12/2014","12:57:03"
"025-000004360","1539","025","Department of Housing and Urban Development","Controls and Oversight","Presidential Priority","4601","4","","No","09/12/2014","12:57:03"
"025-000004360","1539","025","Department of Housing and Urban Development","Controls and Oversight","Other Requirement","4603","5","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/12/2014","12:57:03"
"016-000002255","1541","016","Social Security Administration","Infrastructure  Operations & Maintenance","Legislative Mandate","4611","1","","No","09/12/2014","13:10:03"
"016-000002255","1541","016","Social Security Administration","Infrastructure  Operations & Maintenance","Audit Finding Resolution","4613","2","http://www.gao.gov/products/GAO-14-65; http://www.gao.gov/products/GAO-14-64","Yes","09/12/2014","13:10:03"
