Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Rated Date (Updated Date),Evaluation (by Agency CIO),Comments,Visible on IT Dashboard,CIO Rating ID,Investment Event ID,Updated Time
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","11/30/2011","5","(Notes:  For clarification, the IT Dashboard now reflects baseline events which are not reflective of CIO approved rebaselines.)USA Staffing is a mature and stable system that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  OPM measures the performance of the USA Staffing program on a wide range of dimensions to include technical, security, change management, cost, functionality, and customer satisfaction; USA Staffing has met benchmarks in each key area.  This successful performance is due the nature of USA Staffing as a Federally-designed, developed, and managed system.  USA Staffing updates the Risk Management Plan on a regular basis and works to actively manage risks.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  Federal employees manage all portions of USA Staffing.  There has also been no turnover among the key personnel supporting USA Staffing over the past two fiscal years.  USA Staffing is in compliance with all relevant security and privacy standards, controls, and laws and has no known significant vulnerabilities.","Yes","8213","111345","21:41:30"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","12/30/2011","5","USA Staffing is a mature and stable system that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  OPM measures the performance of the USA Staffing program on a wide range of dimensions to include technical, security, change management, cost, functionality, and customer satisfaction; USA Staffing has met benchmarks in each key area.  This successful performance is due the nature of USA Staffing as a Federally-designed, developed, and managed system.  USA Staffing updates the Risk Management Plan on a regular basis and works to actively manage risks.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  Federal employees manage all portions of USA Staffing.  There has also been no turnover among the key personnel supporting USA Staffing over the past two fiscal years. USA Staffing is in compliance with all relevant security and privacy standards, controls, and laws and has no known significant vulnerabilities.  EVM:  Not applicable (n/a).","Yes","8427","113734","11:43:39"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","01/31/2012","5","USA Staffing is a mature and stable system that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  OPM measures the performance of the USA Staffing program on a wide range of dimensions to include technical, security, change management, cost, functionality, and customer satisfaction; USA Staffing has met benchmarks in each key area.  USA Staffing updates the Risk Management Plan on a regular basis and works to actively manage risks.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  EVM:  Not applicable (n/a).","Yes","8587","116391","10:21:13"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","02/23/2012","5","USA Staffing is a mature and stable system that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  OPM measures the performance of the USA Staffing program on a wide range of dimensions to include technical, security, change management, cost, functionality, and customer satisfaction; USA Staffing has met benchmarks in each key area.  USA Staffing updates the Risk Management Plan on a regular basis and works to actively manage risks.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  EVM:  Not applicable (n/a).","Yes","8664","119670","16:18:10"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","02/23/2012","5","USA Staffing is a mature and stable system that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  OPM measures the performance of the USA Staffing program on a wide range of dimensions to include technical, security, change management, cost, functionality, and customer satisfaction; USA Staffing has met benchmarks in each key area.  USA Staffing updates the Risk Management Plan on a regular basis and works to actively manage risks.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  EVM:  Not applicable (n/a).","Yes","8670","119731","16:18:48"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","02/29/2012","5","USA Staffing is a mature and stable program that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  As a follow-up to the TechStat for USA Staffing that was held June, there is a higher level of governance.  The planning documents are continued to be shared with the OCIO to monitor the progress of the program.  A successful meeting was held January 2012 to discuss improvements to the planning process.        EVM:  Not applicable (n/a).","Yes","8956","129536","14:24:01"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","03/30/2012","5","USA Staffing is a mature and stable program that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  As a follow-up to the TechStat for USA Staffing that was held June 2011, there is a higher level of governance.  The planning documents are continued to be shared with the OCIO to monitor the progress of the program.  A successful meeting was held January 2012 to discuss improvements to the planning process.        EVM:  Not applicable (n/a).","Yes","9539","136431","11:37:50"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","04/30/2012","5","USA Staffing is a mature and stable program that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  The results of the most recent customer satisfaction surveys conducted in February 2012 show that  Overall customer satisfaction with USA Staffing products and services.  is above target with 91% of our customers answered either 4 (satisfied) or 5 (very satisfied).  The survey also shows that Percent of customers confirming USA Staffing services contribute to improve organizational effectiveness. is above target.  As a follow-up to the TechStat for USA Staffing that was held June 2011, there is a higher level of governance.  The planning documents are continued to be shared with the OCIO to monitor the progress of the program.  A successful meeting was held January 2012 to discuss improvements to the planning process.        EVM:  Not applicable (n/a).","Yes","10125","141991","13:04:28"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","05/31/2012","5","USA Staffing is a mature and stable program that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  The results of the most recent customer satisfaction surveys conducted in February 2012 show that  Overall customer satisfaction with USA Staffing products and services.  is above target with 91% of our customers answered either 4 (satisfied) or 5 (very satisfied).  The survey also shows that Percent of customers confirming USA Staffing services contribute to improve organizational effectiveness. is above target.  The TechStat for USA Staffing that was held June 2011.  There is a higher level of governance.          EVM:  Not applicable (n/a).","Yes","10569","149707","12:32:57"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","06/28/2012","5","USA Staffing is a mature and stable program that has maintained continuous operability, availability greater than 99%, and cost-recovery status.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  The TechStat for USA Staffing that was held June 2011.  There is a higher level of governance.          EVM:  Not applicable (n/a).","Yes","10877","155529","19:51:45"
"027-000000052","872","027","Office of Personnel Management","USA Staffing System","07/31/2012","5","USA Staffing is a mature and stable program that has maintained continuous operability, availability greater than 99% and cost-recovery status.  USA Staffing has documented functional and technical requirements for system enhancements and has consolidated requirement documents for existing system capabilities.  USA Staffing performs most of the work on this investment internally so these measures are monitored rather than reported by contractor.  The TechStat for USA Staffing that was held June 2011.  There is a higher level of governance.          EVM:  Not applicable (n/a).","Yes","11437","163471","08:13:02"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","07/21/2009","5","","Yes","2122","0","17:06:19"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","09/30/2009","5","","No","2123","0","15:42:01"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","10/30/2009","5","","No","2124","0","13:08:46"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","11/25/2009","5","","No","2125","0","12:27:17"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","12/30/2009","5","","No","2126","0","15:02:44"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","01/29/2010","5","- Performance measurements targets are met.- No significant deviation on cost/schedule. - Adequate project management and contract oversight are provided. ","Yes","2127","0","16:24:28"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","02/26/2010","5","- Performance measurements targets are met.- No significant deviation on cost/schedule. - Adequate project management and contract oversight are provided. ","Yes","2128","0","14:18:53"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","04/30/2010","5","- Performance measurements targets are met.- No significant deviation on cost/schedule. - Adequate project management and contract oversight are provided.","Yes","2864","8899","14:16:18"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","06/30/2010","5","- Performance measurements targets are met.- No significant deviation on cost/schedule. - Adequate project management and contract oversight are provided. - Completed IT governance reviews in June 2010.","Yes","3425","14604","12:58:52"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","07/30/2010","5","- Performance measurements targets are met. - No significant deviation on cost/schedule. - Adequate project management and contract oversight are provided. - Completed IT governance reviews in June 2010.","Yes","3859","17958","14:47:21"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","10/26/2010","5","- Performance measurements targets are met. - No significant deviation on cost/schedule. - Adequate project management and contract oversight are provided. - Completed IT governance reviews in June 2010. ","Yes","4268","31281","09:32:14"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","10/29/2010","5","All milestones and metrics for this project are on-track and project risk is within tolerances.  Delivery is on schedule.","Yes","4346","32976","11:53:20"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","12/30/2010","5","No significant deviations from planned cost and schedule.","Yes","4948","41590","10:39:23"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","03/01/2011","5","No significant deviations from planned cost and schedule. ","Yes","5424","57886","07:44:52"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","05/25/2011","5","No significant deviations from planned cost and schedule.","Yes","6077","69674","16:21:45"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","11/30/2011","5","The investment is in operational stage and currenlty on track. ","Yes","8184","111098","14:38:42"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","12/29/2011","5","The investment is in operational stage and currently on track supporting agency's accounting management. ","Yes","8364","113392","15:09:49"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","01/27/2012","5","The investment is in operational stage and currently on track supporting agency's accounting management.   No impact from Passback.","Yes","8502","115460","14:53:07"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","02/27/2012","5","The investment was not impacted by Passback.  The investment is in operational stage and currently on track supporting agency's accounting management.   ","Yes","8784","123076","13:55:23"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","03/30/2012","5","This investment is stable and in production.  ","Yes","9433","135485","05:56:58"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","04/27/2012","5","This investment is stable and in production","Yes","9909","140171","12:28:29"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","05/31/2012","5","This investment is stable and in production.  ","Yes","10393","148313","06:20:39"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","06/29/2012","5","The investment is in production and stable.","Yes","10999","156931","10:59:09"
"028-000001001","457","028","Small Business Administration","OCFO: Oracle Administrative Accounting/JAAMS 1.0","08/31/2012","5","The CIO and Deputy CIO have reviewed the investment with the investment management team.  The investment team is working on preparing the BY14 submission.  ","Yes","11969","169123","07:46:37"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","07/29/2009","4","This is in steady-state mode, and will be replaced with the LMAS investment.  ","Yes","2114","0","13:30:15"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","09/30/2009","4","","Yes","2115","0","15:45:16"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","10/30/2009","4","","No","2116","0","13:11:37"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","10/30/2009","4","","No","2117","0","13:12:41"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","11/25/2009","4","","No","2118","0","12:30:39"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","12/30/2009","4","","No","2119","0","15:14:12"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","01/29/2010","4","- No significant deviations from planned cost and schedule. - Performance measurements targets are met. ","Yes","2120","0","16:27:36"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","02/26/2010","4","- No significant deviations from planned cost and schedule. - Performance measurements targets are met. ","Yes","2121","0","14:19:57"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","04/30/2010","4","- No significant deviations from planned cost and schedule. - Performance measurements targets are met.","Yes","2865","8904","14:16:38"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","05/28/2010","4","- No significant deviations from planned cost and schedule. - Performance measurements targets are met. - No significant deviations from the risk register were found to have occurred this month, May 2010.","Yes","3135","11363","12:54:55"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","06/30/2010","4","- No significant deviations from planned cost and schedule. - Performance measurements targets are met. - No significant deviations from the risk register were found to have occurred this month, June 2010.- Scheduled to undergo IT governance review process in July 2010.","Yes","3415","14564","11:32:44"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","07/30/2010","3","- Baseline adjusted to reflect new capability for secondary market loan pooling.  Scheduled to undergo additional IT governance review in August, 2010.","Yes","3888","18063","18:30:53"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","08/31/2010","4","SBA's legacy loan processing system is meeting all current performance metrics.","Yes","4116","21657","17:11:12"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","10/29/2010","3","Incremental improvement projects for the agency's redefined loan modernization project are now shifted to this investment.  All are FSAB-approved and entail limited risk with short timeframes.","Yes","4347","32979","11:55:00"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","11/30/2010","3","No changes to CIO Rating","Yes","4659","37244","11:42:22"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","12/30/2010","3","Slight deviations from planned cost and schedule exists and will continue to track with as Yellow for cautionary risk mitigation purpose.","Yes","4947","41588","10:39:23"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","01/28/2011","3","DME project funding obtained. Delay in acquisition still behind schedule.","Yes","5060","44279","07:25:38"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","03/30/2011","3","Recommendation:  Remain Yellow even though variances are depicting Green.","Yes","5572","60560","06:56:38"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","04/28/2011","3","CIO Rating Remains as Yellow.","Yes","5873","66338","15:46:33"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","05/25/2011","3","CIO Rating Remains as Yellow.  A TechStat is scheduled for this investment June 22, 2011.","Yes","6076","69672","16:21:45"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","07/28/2011","2","Internal TechStat was completed June 2011.  The CIO is working closely with the BusinessUnit/Program Office and the new Senior Executive assigned to this investment to assist with accurate management of risks, and to ensure all risk management thresholds remain at an acceptable level. Recommendation: CIO rating and comment remains unchanged.","Yes","7244","89158","11:58:54"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","09/16/2011","2","Internal TechStat was completed June 2011.  The CIO is working closely with the BusinessUnit/Program Office and the new Senior Executive assigned to this investment to assist with accurate management of risks, and to ensure all risk management thresholds remain at an acceptable level. Recommendation: CIO rating and comment remains unchanged.","Yes","7566","93606","13:07:28"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","10/25/2011","2","Internal TechStat was completed June 2011. The CIO is working closely with the BusinessUnit/Program Office and the new Senior Executive assigned to this investment to assist with accurate management of risks, and to ensure all risk management thresholds remain at an acceptable level. Recommendation: CIO rating and comment remains unchanged.","Yes","7831","103174","15:57:47"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","12/01/2011","2","Internal TechStat was completed June 2011. The CIO is working closely with the BusinessUnit/Program Office and the new Senior Executive assigned to this investment to assist with accurate management of risks, and to ensure all risk management thresholds remain at an acceptable level.  Several projects within LAS investment have been rebaslined in Nov.  We will be conducted another TechStat for LAS at the beginning of 2012.","Yes","8215","111459","19:47:09"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","12/30/2011","2","This investment continues to be monitored  very closely by both the CIO and the program office.  Several projects have been re-baseliened.  An internal TechStat was conducted for this investment.  There is a strong possibility that a follow-up TechStat will need to be conducted at the beginning of 2012.","Yes","8441","113788","13:35:09"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","01/27/2012","2","This investment continues to be monitored very closely by both the CIO and the program office.  Two projects have been re-baselined in January.  This investment is a potential candidate for the TestStat review in the coming month.","Yes","8501","115449","14:46:54"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","02/29/2012","2","The update reflects all relevant changes from Passback.  This investment continues to be monitored very closely by both the CIO and the program office.  LAS Port and LAS Document Loan Accounting have been re-baselined in February.  ","Yes","8912","128788","12:21:12"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","03/30/2012","3","LMAS technology platform has been completed in the DHS data center.   Two projects LAS incremental UI and Administration projects were rebaselined in March.  ","Yes","9495","136065","07:46:14"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","04/30/2012","3","LMAS technology platform has been completed in the DHS data center.  This investment is being monitored closely by OCIO.","Yes","9971","141085","05:31:55"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","05/31/2012","3","LMAS technology platform has been completed in the DHS data center.  This investment is being monitored closely by OCIO. ","Yes","10507","149423","10:27:48"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","06/29/2012","3","LMAS Incremental User Interface project is closed.  This investment is being monitored closely by OCIO. ","Yes","10987","156733","10:25:21"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","07/30/2012","4","This investment continues to be monitored closely by OCIO.  Recent Executive Steering Committee meeting went well.  Activities continue to be improving.  CIO decided to upgrade investment from 3 to 4.","Yes","11375","162907","11:35:44"
"028-000001004","461","028","Small Business Administration","OCA: Loan Accounting System (LAS)","08/31/2012","4","The CIO and Deputy CIO have reviewed the investment with the investment management team.  Rebaseline is performed in August to correct data issues.  The investment team is working on closing out FY2012 activities, incorporating feedback from CIOs and preparing the BY14 submission.  ","Yes","11983","169405","10:22:20"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","07/21/2009","4","","Yes","2146","0","17:07:53"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","09/30/2009","4","","No","2147","0","15:55:03"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","10/30/2009","4","","No","2148","0","13:14:06"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","11/25/2009","4","","No","2149","0","12:37:55"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","12/30/2009","4","","No","2150","0","15:18:38"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","01/29/2010","4","- No significant deviations from planned cost and schedule. - Agency is providing appropriate management of contractors such that the government is monitoring, controlling, and mitigating the impact of any adverse contract performance. - Performance measurements targets are met. ","Yes","2151","0","16:32:28"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","02/26/2010","4","- No significant deviations from planned cost and schedule. - Agency is providing appropriate management of contractors such that the government is monitoring, controlling, and mitigating the impact of any adverse contract performance. - Performance measurements targets are met. ","Yes","2152","0","14:29:37"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","04/30/2010","4","- No significant deviations from planned cost and schedule. - Agency is providing appropriate management of contractors such that the government is monitoring, controlling, and mitigating the impact of any adverse contract performance. - Performance measurements targets are met.","Yes","2872","8966","14:55:33"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","06/30/2010","4","- No significant deviations from planned cost and schedule. - Agency is providing appropriate management of contractors such that the government is monitoring, controlling, and mitigating the impact of any adverse contract performance.- Completed IT governance reivews in June. - Performance measurements targets are met.","Yes","3420","14592","11:50:28"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","07/30/2010","4","- No significant deviations from planned cost and schedule. - Agency is providing appropriate management of contractors such that the government is monitoring, controlling, and mitigating the impact of any adverse contract performance. -Completed IT governance reviews in June. - Performance measurements targets are met.","Yes","3874","18020","15:47:06"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","08/31/2010","4","- No significant deviations from planned cost and schedule. - Agency is providing appropriate management of contractors such that the government is monitoring, controlling, and mitigating the impact of any adverse contract performance. -Completed IT governance reviews in June.","Yes","4095","21369","14:51:51"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","12/30/2010","4","No significant deviations from planned cost and schedule.","Yes","4955","41604","10:39:24"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","04/28/2011","4","CIO rating remain Green.","Yes","5877","66350","15:46:33"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","07/28/2011","5","Recommend CIO rating remain Green.","Yes","7249","89171","11:58:55"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","11/30/2011","5","The investment is in operational stage and currenlty on track. ","Yes","8183","111073","14:24:19"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","12/29/2011","5","The investment is in operational stage and has been on track delivering disaster loan assistance support. ","Yes","8365","113401","15:18:08"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","01/27/2012","5","The investment is in operational stage and has been on track delivering disaster loan assistance support","Yes","8503","115474","15:02:27"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","02/28/2012","5","This investment was not impacted from Passback.  The investment is in operational stage and has been on track delivering disaster loan assistance support","Yes","8874","126137","15:39:15"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","03/29/2012","5","This investment is stable and in production.  Possible strategic planning disucssion will be held in April.","Yes","9355","134709","12:48:25"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","04/27/2012","5","This investment is stable and in production.  Planned TechStat in June.","Yes","9907","140157","12:21:28"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","05/23/2012","5","After further analysis it was determined by the CIO and the Investment Management team that a TechStat was not warranted for this investment.  As with all investments, the CIO will continue to monitor the status of this investment to ensure that the investment remains on schedule, within budget and mitigates any major risks.","Yes","10239","145841","11:28:47"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","06/28/2012","5","The CIO will continue monitoring the status of this modernization investment to ensure that the investment remains on schedule, within budget and mitigates any major risks.","Yes","10859","155479","13:36:29"
"028-000005001","462","028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)","08/31/2012","5","The investment team is currently updating and preparing for BY14 submission. ","Yes","11967","169109","07:44:54"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","07/30/2009","4","","Yes","2153","0","14:30:47"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","09/30/2009","4","","No","2154","0","15:58:13"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","10/30/2009","4","","No","2155","0","13:14:57"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","11/25/2009","4","","No","2156","0","12:40:43"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","12/30/2009","4","","No","2157","0","15:20:25"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","01/29/2010","4","- Performance measurements targets are met. - No significant deviation on cost/schedule. ","Yes","2158","0","16:34:00"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","02/26/2010","4","- Performance measurements targets are met. - No significant deviation on cost/schedule. ","Yes","2159","0","14:32:19"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","04/30/2010","4","- Performance measurements targets are met. - No significant deviation on cost/schedule.","Yes","2870","8939","14:35:02"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","06/30/2010","4","- Performance measurements targets are met. - No significant deviation on cost/schedule. - Scheduled to undergo IT governance review process in July, 2010.","Yes","3403","14534","11:06:56"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","07/30/2010","4","- Performance measurements targets are met. - No significant deviation on cost/schedule. - Scheduled to undergo IT governance review process in August, 2010.","Yes","3856","17942","14:34:44"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","08/31/2010","5","- Performance measurements targets are met. - No significant deviation on cost/schedule.","Yes","4071","21131","09:58:43"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","10/29/2010","5","  This investment includes SBA's shift to an agency-wide standard acquisition tracking platform.  Though utilization will be widened, the basic platform is unchanged and within risk tolerances.","Yes","4341","32916","11:27:56"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","12/30/2010","5","This investment is in steady-state, and all metrics are within risk tolerances.","Yes","4956","41606","10:39:24"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","03/30/2011","5","This investment is in steady-state, and all metrics are within risk tolerances. ","Yes","5577","60574","06:56:39"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","04/28/2011","5","CIO Rating remains as Green.","Yes","5878","66352","15:46:33"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","07/28/2011","5","Recommendation:  CIO Rating remains as Green. ","Yes","7250","89173","11:58:55"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","10/31/2011","5","Recommendation: CIO Rating remains as Green.","Yes","7962","106734","11:16:01"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","11/30/2011","5","The investment is in operational stage and currenlty on track. ","Yes","8182","111064","14:18:58"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","12/29/2011","5","The investment is in operational stage and currently on track supporting SBA contract management. ","Yes","8366","113407","15:20:17"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","02/27/2012","5","The investment was not impacted by Passback.  The investment is in operational stage and currently on track supporting SBA contract management. ","Yes","8789","123230","14:41:23"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","03/29/2012","5","This investment is stable and in production. ","Yes","9347","134667","12:44:13"
