"Unique Investment Identifier","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","PIID/Ref PIID","Planned Acquisitions","Updated Date","Updated Time"
005-000000018,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","AMS-Web-Based Supply Chain Management (WBSCM)",GSQ0016AJ0002,NO,09/21/2018,17:53:31
020-999991200,"04 - Funding Transfer","01 - Not Applicable","	020","Environmental Protection Agency","LoB: Human Resources Management",,NO,02/28/2019,18:47:05
020-999991218,"04 - Funding Transfer","01 - Not Applicable","	020","Environmental Protection Agency","E-Gov: USAJOBS",,NO,02/28/2019,18:47:00
020-999991219,"04 - Funding Transfer","01 - Not Applicable","	020","Environmental Protection Agency","E-Gov: EHRI",,,02/28/2019,18:46:59
020-999991221,"02 - Non-major IT","01 - Not Applicable","	020","Environmental Protection Agency","e-Payroll Service Fee",,,02/28/2019,18:47:11
020-999993200,"04 - Funding Transfer","01 - Not Applicable","	020","Environmental Protection Agency","LoB: Budget Formulation and Execution",,,02/28/2019,18:47:05
021-000001000,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FMCSA100: Unified Registration System (URS)",DTMC7515F90006|DTMC7515C00008L,NO,03/08/2019,18:31:57
021-002703942,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA) Sustainment",DTFAWA10C00080|DTFAWA17C00010|DTFACT17D00007|693KA8-18-F-00123,YES,03/08/2019,18:31:55
021-006081945,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX732: Common Support Services Weather (CSS-Wx)",DTFAWA-11-X-80007|DTFAWA-12-D-00011|DTFAWA-12-D-00012|DTFAWA-12-D-00013|DTFAWA-15-D00003|DTFAWA10A-00062|DTFAWA-15-D-00036,NO,09/19/2018,14:47:55
021-006227212,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","DTFAWA-12-D-00012|DTFAVP-14-X-00099|DTFAWA-12-D-0011|DTFAVP-16-X-00135|DTFACT-17-D-00004|TBD - for  the Clutter Map Memory in first quarter of FY19 for ASR-9 Sustainment 3",YES,03/08/2019,18:31:52
021-078461582,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX102: Terminal Flight Data Manager (TFDM)",DTFAWA-12-D-00011|DTFAWA-16-C-00021|693KA7-N-00011|693KA-18-D-00010/693KA9-18-F-00163,NO,03/08/2019,18:31:54
021-089571105,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)",DTFAWA-13-C-00095|DTFAWA-03-C-00059|DTFAWA-13-C-00026|DTFAWA-14-C-00060|DTFAWA-12-C-00061|DTFAWA-17-D-00013|DTFAVP-17-X-00096|DTFAWA-10-C-00080|DTFAWA-15-X-80013|DTFAWA-16-A-00004|DTFAWA-16-A-00005|DTFAWA-16-C-00042|DTFAWA-16-A-80014|DTFAWA-17-X-80005|6973GH-18-D-00008|DTFAWA-15-X-80016|DTFAWA-16-X-80005|693KA8-18-N-00006|DTFAWA-17-D-00040|693KA8-18-T00001,YES,03/08/2019,18:31:53
021-097274776,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX778: Next Generation Air/Ground Communications (NEXCOM) Phase 2",DTFAW12C00040|DTFAWA09D00062,NO,09/19/2018,14:47:55
021-105731835,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","DOTXX129: Delphi Version Two (originally part of OSTXX001: Delphi)",DTFAAC-11-D-00023|DTFAAC-12-F-00322/0007|DTFAAC-12-F-00639|DTFAAC-13-T-00042|DTFAAC-15-F-00146|DTFAAC-15-P-06157|DTFACT-13-D-00004,YES,09/19/2018,14:47:54
021-113910548,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL) Implementation",DTFAWA09D00010CALL0026|DTFAWA09D00010CALL0029|DTFAWA09D00010CALL0011|DTFAWA09D00010CALL0025|DTFAWA09D00010CALL0028|DTFAWA09D00010CALL0033,NO,09/19/2018,14:47:55
021-129509293,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX164: Standard Terminal Automation Replacement System (STARS)",DTFA0196C03008,YES,09/19/2018,14:47:58
021-129509298,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX171: FAA Enterprise Network Services (FENS) (Formerly FTI-2)",DTFAWA-17-D-00014|DTFAWA-17-D-00032,YES,03/08/2019,18:31:58
021-130077684,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX711: Data Communications NextGen Support (DataComm)",DTFAWA-12-D-00058|DTFAWA-03-C-00015|DTFAWA-03-C-00015|DTFAWA-03-C-00015|DTFAWA-03-C-00015,NO,09/19/2018,14:47:56
021-142305975,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B)","DTFAWA-07-C-00067|DTFAWA10A-00007|DTFAWA-12-D-00012|DTFAWA-11-C-00003|DTFAWA10A-00008|DTFAWA-11-X-80007|DTFAWA-10-C-00080|693KA9-18-D-00010|693KA9-18-D-00012 |693KA9-18-D-00011|DTFAWA-15-D-00031",NO,03/08/2019,18:31:53
021-161006572,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP) Sustainment and Enhancement",DTFA01-01-C-00065|DTFAWA-12-D-00012|693KA9-18-D-00010,NO,03/08/2019,18:31:55
021-170118102,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FMCSA102: URS Re-Architect",,YES,02/26/2019,17:49:21
021-189475443,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)",DTFAWA-11-C-00003|DTFAWA-11-A-00151|DTFAWA-11-A-00217|DTFAWA-10-A-00085|693KA9-18-F-00008|693KA9-18-F-00160|693KA9-18-F-00173,YES,03/08/2019,18:31:56
021-233935436,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX255: Alaskan Satellite Telecommunication Infrastructure (ASTI)",DTFAWA-10-D-00036|DTFAWA-11-D-00040|DTFAWA-11-C-00003|693KA8-18-D-00008|DTFAWA-17-D-00014|DTFAWA-17-D-00015|DTFAWA-12-C-00064|DTFAWA-17-D-00032,NO,03/08/2019,18:31:51
021-260306626,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX115: Terminal Automation Modernization and Replacement Program (TAMR-P)",DTFA0102D03006|DTFA0196C03008|DTFAWA09D00030|DTFAWA10A00018CALL0001|DTFAWA10A-00004CALL0004|DTFAWA-11-D-00033|DTFAWA-09-D-00031|DTFAWA-12-C-00011|DTFAWA-12-D-00012|DTFAVP-14-X-00063|DTFACT-09-D-00010|DTFAWA11A-00127|DTFAWA-11-D-00051|DTFACT-12-D-00006|DTFAVP-14-X-00028,YES,09/19/2018,14:47:56
021-302996650,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","NHTSA347: CDAN Version 2.0",DTNH2216F00082|DTNH2216F00083|DTNH2217F00006,YES,09/19/2018,14:47:58
021-352204052,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FTAXX003: National Transit Database (NTD)","DTFT6016A00004 - 69319518F200002",YES,03/08/2019,18:31:56
021-435692236,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX505: ERAM Enhancement and Sustainment",DTFAWA-03-C-00015|DTFACT-09-C-00012|DTFAWA-12-D-00013|DTFAWA-12-D-00011|DTFAWA-12-D-00012,NO,09/19/2018,14:47:56
021-488119819,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FHWAX031: Fiscal Management Information System 5.0 (FMIS 5.0)",DTFH61-12-D-00032,YES,09/19/2018,14:47:56
021-514765477,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)",DTFAWA-03-C-00015|DTFACT-09-C-00012|DTFAWA-12-D-00011|DTFAWA-12-D-00012|DTFAWA-12-D-00013,NO,09/19/2018,14:47:57
021-613828465,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX603: Time Based Flow Management (TBFM)",DTFAWA-10-C-00052|DTFAWA-12-D-00013|DTFAWA-10-A-00211,NO,09/19/2018,14:47:56
021-620588994,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","DTFAWA-08-C-00111|DTFAWA-17-C-00003|DTFAWA-17-D-00014|DTFAWA-17-D-00015|N/A - Government Purchase Card|DTFAWA-11-D-00004|DTFAWA-11-D-00003|DTFAWA-13-D-00003|DTFACT-12-D-00004|DTFAWA-14-C-00049|DTFAWA10A-00120/0005|DTFAWA-15-D-00028|DTFACT-17-D-00004|6973GH-18-F-00330|DTFAWA-17-C-00013|DTFAWA-10-C-00080|DTFAWA-11-X-80007",YES,03/08/2019,18:31:55
021-623287423,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX445: FAA Telecommunications Infrastructure (FTI)",DTFA01-02-D-03006|DTFAWA-02-C-00206|DTFAWA-17-D-00014|DTFAWA-17-D-00015,NO,03/08/2019,18:31:51
021-762783225,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX807: NextGen Weather (Wx) Processor (NWP)",DTFAWA-12-D-00011|DTFAWA-12-D-00012|DTFAWA-12-D-00013|DTFAWA-11-X-80007|DTFAWA-15-D-00004|DTFAWA-10A-00062|DTFAWA-15-D-00036|DTFAWA-17A-00023,NO,03/08/2019,18:31:52
021-777552743,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","NHTSA020: Artemis",DTNH22-16-V-00001,NO,09/19/2018,14:47:57
021-782222331,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)",DTFAWA-04-C-00045|DTFAWA-12-D00012|DTFAWA-10-A-00211|693KA7-18-D-00001,NO,03/08/2019,18:31:54
021-826990043,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management Environment (ASKME)",DTFAWA11C00003|DTFAWA10A00235|DTFAWA10A00024|GS00Q17GWD2448,NO,09/19/2018,14:47:57
021-860081937,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)",DTFA0101C00011,YES,09/19/2018,14:47:55
021-996986500,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX808: NextGen R&D Portfolio",DTFAWA-10-C-00007|DTFAWA-10-C-00007|DTFAWA-10-C-00007|DTFAWA-11-D-00019|DTFAWA-11-D-00019|DTFAWA-11-D-00019|DTFAWA-11-D-00038|DTFAWA-11-D-00038|DTFAWA-12-D-00008|DTFAWA-11-D-00054|DTFAWA-10-D-00030|DTFAWA-10-D-00030|DTFACT-13-D-00004|DTFAWA-10-D-00016|DTFAWA-10-D-00016|DTFACT-09-D-00012|DTFAWA-10-D-00028|DTFAWA-07-C-00014|DTFA01-02-D-03006|DTFACT-10-C-00013|DTFAWA-09-C-00049|DTFAWA-11-C-00003|DTFAWA-03-C-00015|DTFAWA-10-D-00033|DTFAWA-10-C-00080|DTFAWA-10-D-00020|DTFAWA-12-C-00064|DTFAAC-13-D-00008|DTFAAC-09-D-00081|DTFAAC-09-D-00081|DTFAAC-09-D-00081|DTFAAC-09-D-00081|DTFAAC-09-D-00081|DTFAAC-09-D-00081|DTFAAC-09-D-00081|DTFAWA-12-D-00012|DTFAWA-11-D-00002|DTFAWA-11-D-00002|DTFAWA-11-D-00002|DTFAWA-11-D-00002|DTFAWA-12-D-00013,NO,03/14/2019,12:16:17
023-000000013,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Electronic Acquisition System Integration (EASi)",EQIPSA-14-505,NO,09/17/2018,17:32:06
023-000000019,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Order Management Service (OMS)",GST0413DB0050|GSQ0014AJ0024,NO,09/17/2018,17:30:14
023-000000036,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Network Services Operations and Pricing Services (NS OPS)",GSQ0016NR4000|GSQ0017NR4000|GSQ0017NR4005|GSQ0017NR4003,YES,09/18/2018,16:26:01
023-000000037,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",D2D,ID09140051001,NO,09/21/2018,11:45:39
023-000000053,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Acquisition Gateway",GSQ0014AJ0024|GSQ0014AJ0023,YES,09/18/2018,07:13:47
023-000000057,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","GSA Conexus",,NO,09/18/2018,00:05:27
023-000000058,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",cloud.gov,,NO,09/18/2018,14:24:59
023-000000059,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",login.gov,GSQ0015AH1014|47QFDA18D0004-P00000|47QFDA18P0006-P00001|47QFDA18P0018-P00000|47QFDA18P0004-P00000|47QFDA18A0015-P00000|47QFDA18P0008-P00000|47QFDA18P0010-P00000|47QFDA18P0017-P00000,YES,09/18/2018,16:03:59
023-000000068,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","PAR (e-Payroll)",GS-35F-0431K|GS-35F-0637T|GS-35F-0915T,YES,09/21/2018,12:28:29
023-000000087,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","OPM IT Transition",,YES,02/27/2019,13:17:38
023-000000088,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","DB Transformation",GSQ0014AJ0023|GSQ0014AJ0024|GSQ0016AJ0067|47PA0118F0037,YES,02/27/2019,13:17:38
023-000000089,"02 - Non-major IT","01 - Not Applicable","	023","General Services Administration","Financial Reporting and Internal Control (FRAIC)",,,03/06/2019,13:17:46
023-000000090,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",NewPay,,YES,03/08/2019,12:53:32
023-000001010,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Network Services Ordering & Billing System (NSOBS)","MOU USDA/GSA",NO,09/17/2018,17:31:10
023-000001020,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","GSA Advantage",GSQ0014AJ0024|GST0013AJ0059,NO,09/17/2018,17:32:53
023-000001030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Federal Supply Service 19 (FSS-19)",GSQ0017AJ0017,NO,09/17/2018,17:32:31
023-000001060,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",GSQ0016AJ0067,NO,09/17/2018,17:26:01
023-000001700,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Federal PKI Bridge",GS-Q-00-13-AH-1022|GSQ0015AH1008,YES,09/18/2018,00:19:45
023-000004120,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Federal Real Property Asset Management",GSH1416AA0355,NO,09/18/2018,00:15:22
023-000004130,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",GSH1417AA0182,NO,09/21/2018,12:22:15
023-000004210,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",GST0809BP0002,NO,09/17/2018,17:24:27
023-000004270,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","GSA Real Estate Exchange (G-REX)",GSP0012CY0010,NO,09/17/2018,17:34:09
023-999990230,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Integrated Award Environment (IAE)",GST0013AJ0137|GSQ0014AJ0060|GSQ0515BM0041|GSH1415AA0014|GSQ0014AH1002|GSQ1515IA0007|GSQ1515IA0008|GSQ1516IA0003|GSQ1515IA0001|GSQ1515IA0003|GSQ0515BM0107|GS15Q16IAC0001|GS05Q15BMC0002|GSF1014LP0003|GSQ0916BH0010|GSQ1516IA0006,YES,09/21/2018,11:41:06
024-000000610,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - Financial Systems Modernization - TRIO",HSHQDC17J00533|70RDAD18FR0000008|70RDAD18FR0000004|70RDAD18FR0000067|70RDAD18FR0000173,NO,03/07/2019,04:30:26
024-000001226,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT",HSHQDC-14-F-00117|HSHQDC12F00157,NO,11/30/2018,21:35:25
024-000003015,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Transformation",HSSCCG14J00031|HSSCCG14J00099|HSSCCG14J00200|HSSCCG16J00038|HSSCCG15J00172|HSSCCG-16-J-00083|HSSCCG17J00003|HSSCCG16J00084|HSSCCG-17-J-00077|HSSCCG-17-J-00045|HSSCCG-17-J-00133|70SBUR18F00000702|70SBUR18F00000703|70SBUR18F00000704,YES,03/07/2019,04:30:05
024-000003029,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)",HSSCCG15J00025|HSSCCG17J00089|HSSCCG-17-J-00082|HSSCCG17P00057,NO,03/07/2019,04:30:06
024-000005052,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Targeting System (ATS) Maintenance",HSBP1014C00026|HSBP1016J00077|HSBP1017J00652|HSBP1017F00156|70B05C18F00000056|70B04C18F00000527|70B04C18F00000071|70B04C18P00000739|70B04C18P00000738,YES,03/07/2019,04:30:08
024-000005053,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)",HSBP1012F00316|HSBP1015F00064|HSBP1015J00701|HSBP1016J00046|HSBP1014C00014|HSBP1015F00049|HSBP1017J00652|HSBP1017C00137|70B04C18P00000013|70B06C18F00000035|70B04C18F00000139|HSBP1016J00438|HSBP1017F00099|70B04C18F00000325|HSBP1014J00254|70B06C18F00000600|70B04C18F00000186|HSBP1016J00526|70B04C18F00000071|70B04C18F00001288|70B04C18P00000712|70B06C19F00000013|70B04C18F00000170,YES,04/05/2019,17:50:53
024-000005056,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - SAP",HSBP1014F00011|HSBP1017F00095|70B06C18F00001030|HSBP1016J00945,YES,03/07/2019,04:30:08
024-000005064,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Tactical Communications (TAC-COM) Modernization",HSBP1014J00024|HSBP1013J00193|70B04C18F00000996|HSBP1016J00594|70B04C18F00000093,YES,02/11/2019,18:32:01
024-000005072,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - TECS Modernization",HSBP1014C00049|HSBP1017F00374|HSBP1017F00278|HSBP1017C00043|HSBP1016J00050,NO,11/30/2018,21:35:27
024-000005116,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Land Border Integration",HSBP1016J00792|HSBP1017P00209|HSBP1017F00039|HSBP1017F00040,YES,11/30/2018,21:35:26
024-000005119,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program",HSBP1015J00088|HSBP1015J00831|HSBP1015J00793|HSBP1016J00112|HSBP1016J00114|HSBP1016J00256|HSBP1015J00916|HSBP1016J00375|HSBP1016J00352|HSBP1016J00384|HSBP1016J00331|HSBP1016J00434|HSBP1016J00873|HSBP1016J00624|HSBP1017J00548|HSBP1017J00413|HSBP1017J00337|HSBP1017J00326|HSBP1017J00328|HSBP1017J00338|HSBP1017F00290|HSBP1016J00502|HSBP1016J00310|HSBP1016C00103|HSBP1017J00104|HSBP1016J00526|HSBP1017J00651|HSBP1017J00845|HSBP1017F00242|70B03C18F00000383|70B04C18F00000125|70B04C18F00000483|70B04C18F00000484|70B04C18F00000485|70B06C18F00000264|70B06C18F00000638|70B03C18F00000380|70B03C18F00000505|70B03C18F00000721|70B03C18F00001082|70B03C18F00001179|70B03C18F00001485|70B04C18F00001480,YES,04/05/2019,17:50:53
024-000005138,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Advance Passenger Information (APIS)",HSBP1014C00049|HSBP1016J00050|HSBP1017F00278,NO,11/30/2018,21:35:26
024-000005217,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Integrated Fixed Towers",HSBP1014C00004,YES,11/30/2018,21:35:28
024-000005220,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Remote Video Surveillance System (RVSS) Upgrade Program",HSBP1013C00042|HSBP1014C00005|HSBP1014F00377|HSBP1014P00118|HSBP1016J00526,NO,11/30/2018,21:35:28
024-000005236,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Cross Border Tunnel Threat (CBTT)",HSBP1014C00005,YES,11/30/2018,21:35:28
024-000005246,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Border Patrol Enforcement Systems (BPES)",HSBP1015J00166|HSBP1016J00902|HSBP1017J00757|70B03C18F00001164|70B04C18F00001300,YES,04/01/2019,19:35:49
024-000005253,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CISA - Homeland Advanced Recognition Technology (HART)",HSHQDC-17-J-00370|HSHQDC-17-J-00002|HSHQDC15J00177|70RNPP18FR0000002,YES,11/30/2018,21:35:32
024-000005254,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Mobile Video Surveillance System (MVSS)",HSBP1016J00005|HSBP1016J00526|HSBP1017C00087|70B02C18F00000164|HSBP1017J00272|70B02C18F00001465,YES,02/11/2019,18:32:11
024-000005257,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Revenue Modernization (RevMod)",HSBP1016F00032|HSBP1014J00280|HSBP1016J00902|HSBP1017F00010|HSBP1017F00369|HSBP1017P00325,YES,11/30/2018,21:35:32
024-000005265,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Biometric Entry-Exit",HSBP1016J00526|HSBP1016J00792|HSBP1017J00840|HSBP1017F00374|HSBP1017J00789|HSBP1014C00049|HSBP1015J00445|HSBP1016J00050|70B04C18F00000140|70B04C18F00000184|70B06C18F00001178|70B04C18F00000071|70B03C18F00001302|70B03C18F00001445|70B04C18F00000323|70B04C18F00000651|70B04C18F00000073|70B04C18F00000296|70B04C18F00000716|70B04C18F00000830|70B04C18C00000157|70B04C18F00001188|70B04C18F00001190|70B04C18F00001041,YES,03/07/2019,04:30:25
024-000005358,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","ICE - TECS Modernization",HSCETC-13-F-00035|HSCETC-14-C-00002|HSCETC-14-F-00041|HSCETC-15-F-00019|HSCEMS-15-J-00062|HSCETC-16-J-00002|HSCETE16J00343,YES,11/30/2018,21:35:28
024-000005363,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","ICE - Student and Exchange Visitor Information System (SEVIS)",HSCETC13F00038|HSCETC15F00004|HSCETC15J00064|HSCETC15J00055|HSCETC15J00069|HSCETC15J00067|HSCETC-16-J-00027|HSCETC-17-F-00011|70CTD018FR0000089|70CTD018FR0000116,YES,03/07/2019,04:30:14
024-000005605,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Secure Flight",HSTS0215JOIA003|HSTS0215COIA052|HSTS0213FPHY006|HSTS02-16-J-OIA116|HSTS0216JOIA132|HSTS03-16-J-CIO044|HSTS03-17-J-CIO213|HSTS02-17-J-OIA072|HSTS02-17-J-OIA077|HSTS02-16F-OIA029|HSTS02-17-C-OIA085|HSTS02-17-C-OIA217|HSTS02-17-J-OIA118|HSTS02-17-J-OIA131|HSTS02-17-J-OIA266|70T02018F2AOIA015|70T03018F2BCIO853|70T02018F5AOIA020|70T03018F1BCIO857|70T03018F2KOIA088|70T03018F1BCIO856|HSTS0217FOIA176|70T02018F2AOIA066|HSTS0314JCIO302|70T03018F6BCIO861|70T03018F2BCIO869|70T03018F2AOIA259|70T02018F3NOIA223|70T02018F3AOIA219|70T02018F2AOIA109|70T02018F2AOIA026|70T02018F2AOIA194|70T02018F2AOIA108|70T05018F6NOIA217|70T02018F5AOIA193|70T02018F2AOIA086|70T03018F2AOIA110|70T03018F1BCIO870|70T02018F2AOIA211|70T02018F2AOIA167|70T02019F1AOIA005|70T02019F3KOIA016,YES,04/01/2019,19:35:34
024-000005628,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)",,YES,11/30/2018,21:35:25
024-000005664,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Technology Infrastructure Modernization (TIM) Program",HSTS0215COIA443|HSTS02-15-J-OIA079|HSTS02-17-J-OIA034|HSTS02-16-J-OIA116|HSTS02-16-J-OIA058|70T02018F5FCIO126|HSTS0217FOIA176|70T03018F2BCIO853|70T03018F2BCIO872|70T02018F1FCIO162|70T02018F2KOIA143|70T02018F2FOIA164|70T02018F2FCIO158|70T02019F2FOIA003|70T02018F1KOIA077,YES,04/05/2019,17:50:57
024-000006005,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)",HSCG2315JADA108|HSCG44-14-J-PCR014|HSCG4416J001001,NO,11/30/2018,21:35:25
024-000006079,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Rescue 21",HSCG2313JAAK060|HSCG23-15-J-ANS051|HSCG23-12-J-AAK146|HSCG2313JANS008|HSCG2311CANS104|HSCG23-15-J-ANS015|HSCG23-16-J-ANS004,YES,11/30/2018,21:35:24
024-000006104,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)",HSCGG311JPWP005|HSCG2313FACR001|HSCGG3-13-J-PWY095|HSCGG315JPWX003|HSCG2315JVCV003|HSCGG316JPWY039|HSCGG317FPWX001|HSCGG3-15-J-PWX003|HSCGG317FPWX001|HSCGG3-16-J-PWY054|HSCG2317FACR008,YES,11/30/2018,21:35:25
024-000006115,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - CG Logistics Information Management System (CG-LIMS)",HSCG2315FADL002|HSCG2312AADL001|HSCG2315JADL003|HSCG23-15-F-ADL006|HSCG2316FADL002|HSCG23-16-J-ADL003|70Z02318FADL00100|70Z02318FADL00600,YES,11/30/2018,21:35:26
024-000006343,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - C4ISR",70Z04418F18004500|HSCG23-17-F-AC4029|70Z02318FAC402000|HSCG23-17-C-AC4139|HSCG23-17-C-AC4138|HSCG23-17-F-ADW014|70Z02318FAC400200|HSCG2317FAC4144,YES,11/30/2018,21:35:26
024-000007001,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - Integrated Public Alert & Warning System (IPAWS)",HSFEHQ08J2009|HSFE50-15-D-0291|HSFE5017F0039|70FA5018F00000060|70FA3018F00000778|70FA3018F00000761,YES,02/11/2019,18:32:00
024-000007127,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - NFIP Information Technology Systems and Services",HSFE7015C0060|HSFEHQ08C0130|HSFE3016C0206,NO,11/30/2018,21:35:27
024-000007128,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - PIVOT",70FB7018F00000149|70FA3018F00000356|70FA3018F00000213|HSFEHQ08J2009|70FA3018F00000343,YES,11/30/2018,21:35:29
