"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	026","National Aeronautics and Space Administration",,026-000001127,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Early Stage Innovation And Partnerships","The goal of Early Stage Innovations (ESI) is to accelerate the development of groundbreaking, high-risk/high-payoff space technologies to support the future space science and exploration needs of NASA, other government agencies, and the commercial space sector.","027 - Space Exploration and Innovation",3.039969,2.695006,2.704555,2.364244,0,2.034069,0,2.038095,0,2.038095,0.675725,0,0.660937,0,0.66646,0,0.66646,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001139,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","International Space Station Program","The International Space Station Program conducts research & technology and crews & expeditions through international partnerships and organizations.","027 - Space Exploration and Innovation",36.441158,34.978374,33.687313,0.857979,0,0.464413,0,0.486413,0,0.486413,35.583179,0,34.513961,0,33.2009,0,33.2009,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-000001022,026-000001022,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Living with a Star Program (242A)","The LWS Program provides NASA projects to improve our understanding of how and why the Sun varies, how the Earth and Solar System respond, and how the variability and response affects humanity in Space and on Earth.","026 - Scientific and Technological Research and Innovation",9.48504,0.890547,0.907887,9.198668,0,0.006,0,0.006,0,0.006,0.286372,0,0.884547,0,0.901887,0,0.901887,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001084,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Space Launch System (719V)","The SLS Program is taking advantage of hardware and cutting-edge manufacturing techniques developed for the space shuttle and other exploration programs. These are being integrated with new designs and new technologies, significantly reducing development and operations costs.","027 - Space Exploration and Innovation",40.443476,33.047378,34.748157,17.604031,0,9.698958,0,10.173952,0,10.173952,22.839445,0,23.34842,0,24.574205,0,24.574205,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-000002411,026-000002411,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Integrated Collaborative Environment","The Integrated Collaborative Environment (ICE) Program provides a common data repository for Human Exploration Operations Mission Directorate (HEOMD) for sharing, collaborating, integrating, accessing and managing information for HEOMD products.","027 - Space Exploration and Innovation",10.5,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by funding",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001138,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","HQ ITCD IT Operations","Support for the IT operations at HQ ITCD.","027 - Space Exploration and Innovation",21.583815,21.253264,19.079089,0.095088,0,0.0949,0,0.0969,0,0.0969,21.488727,0,21.158364,0,18.982189,0,18.982189,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001083,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","SBIR and STTR (059B)","The NASA SBIR and STTR programs fund the research, development, and demonstration of innovative technologies that fulfill NASA needs as described in the annual Solicitations and have significant potential for successful commercialization.","027 - Space Exploration and Innovation",2.647166,2.112246,1.981056,1.076,0,0.495,0,0.316,0,0.316,1.571166,0,1.617246,0,1.665056,0,1.665056,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-000001090,026-000001090,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Heliophysics Explorer Program","The purpose of NASA's Earth science program is to develop a scientific understanding of Earth's system and its response to natural or human-induced changes, and to improve prediction of climate, weather, and natural hazards.","026 - Scientific and Technological Research and Innovation",2.654175,2.484407,1.256913,0,0,0,0,0,0,0,2.654175,0,2.484407,0,1.256913,0,1.256913,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-000001014,026-000001014,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Exoplanet Exploration (095T)","The Exoplanet Exploration Program (ExEP) is responsible for implementing NASA s plans for the discovery and understanding of planetary systems around nearby stars. ExEP plays an important function in exoplanet research, by laying out a long-term view of the entire field and charting out a strategic timeline of missions and instruments.","026 - Scientific and Technological Research and Innovation",11.454489,4.59909,4.303931,9.644204,0,4.584885,0,4.28942,0,4.28942,1.810285,0,0.014205,0,0.014511,0,0.014511,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000000846,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Hubble Space Telescope Operations (315404)","The Hubble Space Telescope (HST) is an astronomical observatory that was launched in 1990 by the Space Shuttle and serviced five times on orbit by astronauts, last time in 2009, and operates at the forefront of astronomy as one of NASA's Great Observatories. Managed by the HST Operations Project, mission operations is performed at NASA's Goddard Space Flight Center in Greenbelt, Maryland and science operations is performed at the Space Telescope Science Institute in Baltimore, Maryland.","027 - Space Exploration and Innovation",21.216272,21.681388,21.972268,0.02074,0,0.009,0,0,0,0,21.195532,0,21.672388,0,21.972268,0,21.972268,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-999990160,026-999990160,"24 - E-Gov & LoB initiatives","0160 - Grants.Gov",Grants.Gov,"06 - Grants Management","	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	01","04 - Funding Transfer","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Grants.gov (fee)","NASA's contribution towards the Grants.gov shared services initiative.","126 - Payments",0.14619,0.103,0.172,0,0,0,0,0,0,0,0.14619,0,0.103,0,0.172,0,0.172,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-000001005,026-000001005,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Cosmic Origins Program (196V)","The prime objective of its Cosmic Origins (COR) Program is to provide answers about ""how did we get here?"" Program includes telescopes both present and future that together operate across a wide swath of the electromagnetic spectrum.","026 - Scientific and Technological Research and Innovation",72.931651,71.037679,69.078878,60.865474,0,29.71468,0,0.049526,0,0.049526,12.066177,0,41.322999,0,69.029352,0,69.029352,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-000001002,026-000001002,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Astrophysics Research Program (719A)","Sponsored research programs prepare for the next generation of missions through both theoretical research and applied technology investigations. They also use data from current missions and use suborbital science investigations to advance NASA science goals.","026 - Scientific and Technological Research and Innovation",5.013137,3.916552,4.020676,3.845847,0,2.71256,0,2.783329,0,2.783329,1.16729,0,1.203992,0,1.237347,0,1.237347,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000011911,"24 - E-Gov & LoB initiatives",,N/A,"03 - Human Resources","	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","E-GOV FEE","ADMINISTRATIVE AND MISSION SUPPORT SHARED OR CENTRALIZED SOLUTIONS.","328 - Collect Revenues and User Fees",0,1.05927,1.15234,0,0,0,0,0,0,0,0,0,1.05927,0,1.15234,0,1.15234,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-999990230,026-999990230,"24 - E-Gov & LoB initiatives","0230 - Integrated Award Environment","Integrated Award Environment","02 - Financial Management","	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	01","04 - Funding Transfer","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Integrated Award Environment (fee)","NASA's contribution towards the Integrated Award Environment (IAE) Shared Service initiative.","027 - Space Exploration and Innovation",0.92435,0.99428,0.995,0,0,0,0,0,0,0,0.92435,0,0.99428,0,0.995,0,0.995,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001148,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Technology Maturation (612S)","Each technology project is evaluated against the parameters for each technology level and is then assigned a TRL rating based on the projects progress. There are nine technology readiness levels. TRL 1 is the lowest and TRL 9 is the highest.","027 - Space Exploration and Innovation",3.106879,1.562253,1.078127,0.9165,0,0.101085,0,0.071236,0,0.071236,2.190379,0,1.461168,0,1.006891,0,1.006891,"	1",0.0087,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-000001089,026-000001089,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Space Communications and Navigation (SCaN)","Space Communications and Navigation (SCaN) serves as the Program Office for all of NASA s space communications activities.","027 - Space Exploration and Innovation",190.660098,84.415596,125.933003,142.465423,0,33.336371,0,80.108031,0,80.108031,48.194675,0,51.079225,0,45.824972,0,45.824972,"	1",0,0.15141,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001111,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Deep Space Network (716A)","JPL Deep Space Network is in operations. Reportable IT comes from applicable budgets in: File Service, Hosting, Network Services, Per User It Rate, SA Support, Storage, Software Computer Engineers, Ground Supply Hard/Software, Support Contracts, Supplies.","027 - Space Exploration and Innovation",19.698909,19.749126,19.0936,5.864806,0,5.5,0,4.417,0,4.417,13.834103,0,14.249126,0,14.6766,0,14.6766,"	5",0,0,0,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001121,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Marshall Space Flight Center (MSFC) IT Operations","Support for the IT operations at Marshall Space Flight Center.","027 - Space Exploration and Innovation",0.974959,0.918323,0.95231,0,0,0,0,0,0,0,0.974959,0,0.918323,0,0.95231,0,0.95231,"	5",0,0,0.435542,2020,New,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",026-999991100,026-999991100,"24 - E-Gov & LoB initiatives","1100 - Financial Management LoB","Financial Management LoB","02 - Financial Management","	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	01","04 - Funding Transfer","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Financial Management LOB (fee)","NASA'S contribution towards the Financial Management LoB shared services initiative.","126 - Payments",0.12424,0.12424,0.125,0,0,0,0,0,0,0,0.12424,0,0.12424,0,0.125,0,0.125,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration",,026-000001116,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Langley Research Center (LaRC) IT Operations","Support for the IT operations at Langley Research Center.","027 - Space Exploration and Innovation",34.40385,38.119221,37.781359,1.045423,0,1.668386,0,1.688914,0,1.688914,33.358427,0,36.450835,0,36.092445,0,36.092445,"	1",0.985475,0,0,2020,New,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000005020,026-000005020,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	01","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","JSC CA Mission Control Center Systems (MCCS)","A facility infrastructure of hardware and software providing mission, simulation, & test capabilities for command & control, planning, data archive, trajectory, weather and voice support of the Human Space Flight program.","063 - Space Transportation",72.417875,74.576081,76.830245,0,0,0,0,0,0,0,72.417875,0,74.576081,0,76.830245,0,76.830245,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000001408,026-000001408,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","JSC OA ISS Software Development/Integration Laboratory (SDIL)","ISS SDIL provides S/W development, integration & verification testing, systems integration testing, H/W configuration testing before implementation onboard ISS systems & on-orbit anomaly investigation.","063 - Space Transportation",15.211,14.866,14.911,0,0,0,0,0,0,0,15.211,0,14.866,0,14.911,0,14.911,"	5",0,0,0,2020,Downgrade,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000001035,026-000001035,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Technology Program (051A)","Funds and develops a broad range of technologies for the scientific observation and measurement of Earth.","026 - Scientific and Technological Research and Innovation",0.568387,0.569174,0.575141,0.055718,0,0.050294,0,0.050294,0,0.050294,0.512669,0,0.51888,0,0.524847,0,0.524847,"	5",0,0,0,2020,"No change in status",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007011,026-000007011,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Armstrong Flight Research Center (AFRC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Dryden Flight Research Facility (DFRC).","119 - Facilities, Fleet and Equipment Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007010,026-000007010,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Ames Research Center (ARC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Ames Research Center (ARC).","139 - Provide and Maintain IT Infrastructure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007020,026-000007020,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Stennis Space Center (SSC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Stennis Space Center (SSC).","119 - Facilities, Fleet and Equipment Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000001013,026-000001013,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Earth Science Multi-Mission Operations","The Earth Science Mission Operations (ESMO) Project is responsible for spacecraft maintenance and operations for Earth Science missions conducted by the Earth Science Projects Division at the Goddard Space Flight Center.","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	4",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000008020,026-000008020,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	08","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Stennis Space Center (SSC) Scientific and Engineering Support","This investment is a collection of investments supporting engineering and scientific activities at NASA's Stennis Space Center (SSC).","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000003510,026-000003510,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Exploration Systems Crew Exploration Vehicle Support","This investment is a collection of multiple investments supporting the crew exploration vehicle activities within NASA's Exploration Mission Directorate.","027 - Space Exploration and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000008016,026-000008016,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	08","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Langley Research Center (LaRC) Scientific and Engineering Support","This investment is a collection of investments supporting engineering and scientific activities at NASA's Langley Research Center (LaRC).","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000005999,026-000005999,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Space and Flight Operations Support","This investment is a collection of investments supporting space and flight operations activities within NASA's Human Exploration and Operations Directorate (HEO).","063 - Space Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007016,026-000007016,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Langley Research Center (LaRC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Langley Research Center (LaRC).","119 - Facilities, Fleet and Equipment Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007013,026-000007013,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Goddard Space Flight Center (GSFC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Goddard Space Flight Center (GSFC).","119 - Facilities, Fleet and Equipment Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000008014,026-000008014,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	08","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Johnson Space Center (JSC) Scientific and Engineering Support","This investment is a collection of investments supporting engineering and scientific activities at NASA's Johnson Space Center (JSC).","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000003540,026-000003540,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Exploration Systems Program Integration Support","This investment is a collection of multiple investments that support program integration activities within NASA's Exploration Systems Mission Area.","027 - Space Exploration and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000000689,026-000000689,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	01","04 - Funding Transfer","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NASA OCIO e-Gov Implementation","For the BY17 submission, this investment is a consolidation of  NASA's eGov implementation costs previously erroneously reported as ""Funding transfer Investments"". This does not include funding transfers ( eGov fees).","618 - Employee Development and Training",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000008015,026-000008015,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	08","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Kennedy Space Center (KSC) Scientific and Engineering Support","This investment is a collection of investments supporting engineering and scientific activities at NASA's Kennedy Space Center (KSC).","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000001099,026-000001099,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Exploration Research and Technology Mission","ERT activities are related to crew mobility, habitation, vehicle systems, robotic precursors, and foundational systems for deep space. These activities are strongly coupled with future vehicle development.","027 - Space Exploration and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007017,026-000007017,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Marshall Space Flight Center (MSFC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Marshall Space Flight Center (MSFC).","121 - Security Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000008011,026-000008011,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	08","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Armstrong Flight Research Center (AFRC) Scientific and Engineering Support","This investment is a collection of investments supporting engineering and scientific activities at NASA's Dryden Flight Research Center (DFRC).","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007015,026-000007015,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Kennedy Space Center (KSC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Kennedy Space Center (KSC).","119 - Facilities, Fleet and Equipment Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000001020,026-000001020,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","James Webb Space Telescope Program (913K)","JWST will be the premier observatory of the next decade, serving thousands of astronomers worldwide. It will study every phase in the history of our Universe, ranging from the first luminous glows after the Big Bang, to the formation of solar systems.","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	4",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000007012,026-000007012,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Glenn Research Center (GRC) Management and Administrative Support","This investment is a collection of investments supporting management and administrative functions at NASA's Glenn Research Center (GRC).","119 - Facilities, Fleet and Equipment Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-000004130,026-000004130,"00 - Agency Investments",,N/A,,"	00","National Aeronautics and Space Administration","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Planetary Science Support","This investment is a collection of investments that support the Planetary Science Theme within NASA's Science Mission Directorate (SMD).","026 - Scientific and Technological Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by omission",2019-02-20,00:24:13
