"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Revision Date","Revision Reason",Comment,"Project ID","Area of Change","Timeframe of Investment","(Legacy) Total Cost","(Legacy) Planned Completion Date","Updated Date","Updated Time","Baseline ID"
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2013-09-11,"Rebaseline - other reason consistent with agency policy and M-10-27","Updates provided to map to internal management decisions.",,,1998-2022,,,2013-09-12,21:27:39,14863
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-03-12,Correction,"Updates to the investment.",,,1998-2022,,,2014-03-12,12:38:39,16905
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-03-13,Correction,"Made corrections to the investment.",,,1998-2022,,,2014-03-13,14:51:50,17011
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-03-17,Correction,"Correction to synchronize FY13 projects to FY13 closed activities.",,,1998-2022,,,2014-03-18,14:51:43,17167
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-03-18,Correction,"A replan to adjust milestones that have been overcome by events.",,,1998-2022,,,2014-03-18,17:45:47,17187
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-03-18,"Replan - adding or modifying detail within the overall cost and schedule goals","Replan -  A few milestones have been overcome by events.",,,1998-2022,,,2014-03-18,18:07:13,17191
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-06-06,Correction,"Correction to milelstone 11.1.2 Unchartered projects to change the Start Date from 6/19/2013 to 6/19/2014. The date was correctly set in the Initial baseline, but the right date did not get carried over to the Planned and projected date fields.  ",,,1998-2022,,,2014-06-24,13:48:26,17915
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-07-14,Correction,"A rebaseline will be required to add new milestones to the ASSIST baseline.",,,1998-2022,,,2014-07-14,11:06:08,18053
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-09-11,Correction,"Update performed.",,,1998-2022,,,2014-09-11,18:49:28,18969
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-09-11,Correction,"Update performed.",,,1998-2022,,,2014-09-11,18:50:16,18971
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-09-11,Correction,"Update performed.",,,1998-2022,,,2014-09-11,18:51:24,18973
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2014-09-11,Correction,"Update performed.",,,1998-2022,,,2014-09-11,19:00:53,18975
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2015-02-02,Correction,"Correct XML error",,,1998-2022,,,2015-02-02,12:58:45,21777
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2015-02-05,Correction,"Administrative BCR to further breakdown the FY15 DME activity",,,1998-2022,,,2015-03-17,15:15:24,22261
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2015-03-18,"Replan - adding or modifying detail within the overall cost and schedule goals","Updates to map to correct WBS.",,,1998-2022,,,2015-03-18,13:00:55,22265
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2015-05-14,"Replan - adding or modifying detail within the overall cost and schedule goals","Update to remove prior year data from the ITDB.",,,1998-2022,,,2015-05-14,09:10:41,22709
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2015-06-01,"Replan - adding or modifying detail within the overall cost and schedule goals","This BCR is the detailed breakout of the baseline for this system. ",,,1998-2022,,,2015-06-12,12:08:50,22959
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2015-09-15,"Rebaseline - current baseline is no longer useful as a management tool","BY17 Budget Submission",,Metrics,1998-2022,,,2015-09-17,13:12:17,23632
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2015-09-25,"Rebaseline - current baseline is no longer useful as a management tool","Updated FY14 investment data.",10101,"Projects, Activities",1998-2022,,,2015-09-25,13:55:48,23964
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2016-02-05,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Map to Passback.",12960,"Projects, Activities",1998-2022,,,2016-02-05,20:30:26,24718
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2016-06-14,"Rebaseline - other reason consistent with agency policy and M-10-27","Align to new priorities.",12960,"Projects, Activities",1998-2022,,,2016-06-14,13:17:28,25393
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2016-10-10,"Rebaseline - significant changes in funding level or availability of fund","Updated WBS to include FY17 and FY18 projects and activities.",13992,"Projects, Activities",1998-2022,,,2016-10-14,19:36:47,25792
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2016-12-14,Correction,"Replanned for BY18 budget submission.",13992,"Projects, Activities",1998-2022,,,2016-12-14,16:50:55,26284
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2016-12-28,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated FY17 DME total project cost.",13992,"Projects, Activities",1998-2022,,,2016-12-28,18:36:09,26355
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2017-01-04,"Replan - adding or modifying detail within the overall cost and schedule goals","Correct mapping of funding for OASIS CPRM",12959,"Projects, Activities",1998-2022,,,2017-01-09,20:38:00,26387
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2017-05-08,Correction,"Corrected projected costs for EBC part 1.",13992,"Projects, Activities",1998-2022,,,2017-05-10,13:47:15,26926
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2017-06-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Removed old projects from the ITDB.",10149,"Projects, Activities",1998-2022,,,2017-06-20,18:06:58,27097
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2017-09-13,"Replan - adding or modifying detail within the overall cost and schedule goals","BY19 budget submission.",15054,"Projects, Activities, Metrics",1998-2022,,,2017-09-13,18:57:49,27134
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2017-10-30,Correction,Correction.,13992,"Projects, Activities",1998-2022,,,2017-11-09,19:51:36,27547
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2017-11-15,"Correction - Metrics Only","Corrected metric to read ""under target"".",,Metrics,1998-2022,,,2017-11-15,18:45:01,27567
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2018-01-10,"Replan - adding or modifying detail within the overall cost and schedule goals","Passback update..",15054,"Projects, Activities, Metrics",1998-2022,,,2018-01-10,18:57:50,27813
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2018-09-14,Correction,"Update Activity Name.",16437,"Projects, Activities",1998-2022,,,2018-09-17,21:18:29,28507
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2018-10-02,"Replan - adding or modifying detail within the overall cost and schedule goals","Corrected planned cost for CPRM.  Reduced FY18 DME by 100K.",13994,"Projects, Activities",1998-2022,,,2018-10-16,17:36:58,28795
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2018-12-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Minor updates.",16437,"Projects, Activities",1998-2022,,,2018-12-20,16:18:56,29135
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",2019-03-12,Correction,"Updated ""Six Month Deliverable""? Information.",16437,Projects,1998-2022,,,2019-03-12,17:00:24,29440
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2009-10-14,"Internal - Other","Moved $60,000 from O&M to DME.  This included $30,000 for ACSI Customer Survey and $30,000 in general O&M.",,,,20.0614,2012-11-30,2009-11-30,13:40:28,409
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2009-09-02,"Internal - IRB Mandate","Reflects revised FY2010 planned activity and cost based on approved BY2011 budget submission.",,,,21.1974,2012-11-30,2009-12-31,13:51:15,488
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2010-09-15,"Rebaseline - other","Regular Updates Necessary for Annual BY12 Ex. 300 Submission"". ",,,,22.309807,2012-12-31,2010-09-17,14:45:00,1522
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2011-01-11,"Rebaseline - other","The cost and schedule in Milestone 34252 (FY10 O&M/Operation & Maintenance) was updated to reflect activities conducted solely in FY10.  
   
",,,,22.93114,2012-12-31,2011-01-26,11:42:50,2657
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2011-02-24,"Rebaseline - other","Ex. 300 updates were required to address BY12 Passback submission feedback and guidance",,,,22.93114,2012-12-31,2011-05-16,15:44:51,6021
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2011-02-24,"Rebaseline - other","Ex. 300 updates were required to address BY12 Passback submission feedback and guidance",,,,22.93114,2012-12-31,2011-05-17,14:28:18,6030
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2011-11-15,Correction,"Correcting Parent Project level.",,,,,,2011-11-15,16:14:54,7083
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2011-12-15,"Rebaseline - other","Removing FY13 project activities and moving FY12 DME activities placed in FY11.  There are no schedule or cost changes.  Relocating activities to be listed under the correct fiscal year.",,,,,,2012-01-19,11:52:52,7278
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2012-02-10,"Rebaseline - other","Splitting milestones into 6 month increments. Associating projects to milestones. No impact to cost, schedule, and scope.",,,,,,2012-02-22,12:40:39,7385
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2012-02-10,"Rebaseline - other","Splitting milestones into 6 month increments. Associating projects to milestones. No impact to cost, schedule, and scope.",,,2003-2018,,,2012-02-22,13:40:00,7386
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2012-02-10,"Rebaseline - other","Splitting milestones into 6 month increments. Associating projects to milestones. No impact to cost, schedule, and scope.",,,2003-2018,,,2012-07-30,13:13:23,8765
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2012-09-12,Correction,"BY14 IT Budget Submissions",,,2003-2099,,,2012-09-12,14:41:52,9239
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2012-11-20,Correction,"Modifying to include milestones erroneously omitted from FY2014 submission. FY2012 milestones added to show accurate data for fiscal year.

Corrected performance metrics that were erroneously reportes as 8/31/2012 on ITDB.",,,2003-2099,,,2012-11-21,10:18:07,11297
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2012-12-21,"Correction - Metrics Only","Updates to performance metrics to improve data quality and clarity.",,,2003-2099,,,2012-12-21,09:34:07,11709
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2013-07-16,Correction,"Change in performance measure target from under target to over target",,,2003-2099,,,2013-07-16,16:00:36,13887
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2013-08-22,Correction,"Adding FY15 Project Activities",,,2003-2099,,,2013-09-11,23:23:03,14619
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2014-06-10,"Rebaseline - other reason consistent with agency policy and M-10-27","adjusted projected and planned start and end dates to align with current project schedule.",,,2003-2099,,,2014-06-24,13:21:34,17913
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2014-07-14,Correction,"Corrected start and end date for project that was previously submitted incorrectly.",,,2003-2099,,,2014-07-14,13:26:02,18057
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2014-09-11,"Rebaseline - other reason consistent with agency policy and M-10-27","Updates made.",,,2003-2099,,,2014-09-11,12:56:28,18809
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2015-02-02,"Replan - adding or modifying detail within the overall cost and schedule goals","Updates made.",,,2003-2099,,,2015-02-02,13:55:24,21783
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2015-03-12,"Replan - adding or modifying detail within the overall cost and schedule goals","Investment updated.",,,2003-2099,,,2015-03-12,12:02:29,22229
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2015-05-14,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated to remove prior year data.",,,2003-2099,,,2015-05-14,14:25:23,22725
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2015-05-14,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated to remove prior year data.",,,2003-2099,,,2015-05-14,14:37:05,22727
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2015-09-15,"Rebaseline - current baseline is no longer useful as a management tool","BY17 Submission",12856,"Projects, Activities",2003-2099,,,2015-09-15,18:18:39,23492
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2015-09-16,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated investment information.",,Metrics,2003-2099,,,2015-09-16,13:52:49,23541
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2016-02-08,Correction,"Close out completed milestones",4807,"Projects, Activities",2003-2099,,,2016-02-08,15:08:42,24736
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2016-02-08,"Replan - adding or modifying detail within the overall cost and schedule goals","Close out completed milestone",4805,Projects,2003-2099,,,2016-02-08,17:24:22,24738
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2016-10-14,"Rebaseline - current baseline is no longer useful as a management tool","BY18 MITBC submission",7953,"Projects, Activities",2003-2099,,,2016-10-17,14:29:51,25820
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2017-04-07,Correction,"Updated activity name and description based on eCPIC v8.3.5 release validation requirements.",11089,"Projects, Activities",2003-2099,,,2017-04-07,23:05:00,26749
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2017-05-10,Correction,"Minor updates.",,,2003-2099,,,2017-05-10,15:43:09,26946
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2017-06-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Remove old milestones from ITDB.",4805,"Projects, Activities",2003-2099,,,2017-06-20,18:21:08,27101
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2017-09-14,"Rebaseline - significant change in contracting","BY19 Budget submission.",15175,"Projects, Activities, Metrics",2003-2099,,,2017-09-14,19:40:43,27273
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2017-10-19,Correction,"Minor updates made as part of the August monthly control submission.",14012,Projects,2003-2099,,,2017-10-19,20:55:49,27415
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2018-03-01,Correction,"ITDB push for December data.",12856,"Projects, Activities",2003-2099,,,2018-03-01,13:41:29,28036
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2018-11-16,"Replan - adding or modifying detail within the overall cost and schedule goals","Closing out FY18 activities.",14014,"Projects, Activities",2003-2099,,,2018-12-21,14:35:08,29146
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2011-12-08,"Replan - planned change with minimal change in overall scope, cost or schedule objectives","The 300 amounts reported initially was only partially representing the proposed enhancements.  This request reports the revised amounts that are representative of the enhancements that are planned for FY 12. ",,,2009-2014,,,2011-12-13,08:52:15,7189
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2012-03-09,"Replan - planned change with minimal change in overall scope, cost or schedule objectives","This request is to address the governance determination and approval to proceed with this enhancement received on 1/30/2012.
",,,2009-2014,,,2012-04-10,16:24:08,7971
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2012-09-10,Correction,"BY14 IT Budget Submission",,,2009-2029,,,2012-09-12,13:32:20,9141
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2013-03-22,"Rebaseline - other reason consistent with agency policy and M-10-27","Update FY 13 DME and O&M funding to match current funding plan.",,,2009-2029,,,2013-03-22,12:59:53,12473
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2013-04-05,"Correction - Metrics Only","To correct metric condition and remove actual from October submission that was reported incorrectly.",,,2009-2029,,,2013-04-08,12:50:47,12951
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2013-08-29,Correction,"Remove duplicative ID Nos",,,2009-2029,,,2013-08-29,12:17:47,14225
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2013-09-11,Correction,"To update information to adjust for prior year funding and map to Spend Plan and ZBB.",,Metrics,2009-2029,,,2013-09-12,21:28:20,14869
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2013-09-11,"Replan - adding or modifying detail within the overall cost and schedule goals","Minor updates to map to Zero Base Budget for the FY15 submission.",,,2009-2029,,,2014-03-12,12:11:37,16901
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2014-06-23,"Correction - Metrics Only","To correct peformance metric to correctly read ""not met"".",,,2009-2029,,,2014-06-23,10:57:38,17903
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2014-07-14,Correction,"Corrects information previously submitted.",,,2009-2029,,,2014-07-14,13:26:01,18055
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2014-08-20,"Correction - Metrics Only","Update to performance metrics.",,,2009-2029,,,2014-08-20,12:19:26,18319
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2014-09-09,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","To align with Zero Based Budget forFY16 Submission.",,Metrics,2009-2029,,,2014-09-10,10:40:19,18599
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2014-09-09,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","To align with Zero Based Budget forFY16 Submission.",,,2009-2029,,,2014-09-10,12:23:44,18627
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2015-02-02,Correction,"Correction to close risks.",,,2009-2029,,,2015-02-02,12:37:00,21771
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2015-02-02,Correction,"Correction to close risks and update milestones to correctly report..",,,2009-2029,,,2015-02-06,14:51:50,21947
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2015-03-13,Correction,"To map activities to reflect current budget decisions.",,,2009-2029,,,2015-03-13,15:46:33,22241
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2015-07-01,Correction,"Correct type of Activity.",,,2009-2029,,,2015-07-10,13:26:07,23177
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2015-09-15,"Rebaseline - current baseline is no longer useful as a management tool","BY17 Budget Submission.",581,"Projects, Activities, Metrics",2009-2025,,,2015-09-15,18:06:51,23490
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2015-10-15,Correction,"Remove old, closed milestones from ITDB for FY14 and prior years..",,Activities,2009-2025,,,2015-10-15,18:48:18,24080
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2015-10-15,Correction,"Remove FY14 closed milestone.",,Activities,2009-2025,,,2015-12-02,19:07:02,24371
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2016-02-01,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated WBS.",581,"Projects, Metrics",2009-2025,,,2016-02-02,14:30:25,24610
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2016-02-03,"Replan - adding or modifying detail within the overall cost and schedule goals","To map to Passback updates",,Activities,2009-2025,,,2016-02-03,17:38:07,24654
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2016-07-27,"Rebaseline - significant changes in funding level or availability of fund","Added additional FY16 DME Activities per Governance decisions",581,"Projects, Activities",2009-2025,,,2016-08-03,14:39:16,25572
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2016-09-29,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Mapping to BY18 Budget Submission",14011,"Projects, Activities",2009-2025,,,2016-10-14,19:54:48,25805
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2016-11-03,"Replan - adding or modifying detail within the overall cost and schedule goals","Minor change to align with contract Mod.",581,"Projects, Activities",2009-2025,,,2016-11-04,12:45:20,26099
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2016-11-25,Correction,"Provide completion date of closed activities.",,Metrics,2009-2025,,,2016-12-14,19:45:43,26291
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-01-09,Correction,"No change.",581,"Projects, Activities, Metrics",2009-2025,,,2017-01-09,20:38:16,26389
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-02-06,"Correction - Metrics Only","Corrected old metric to reflect that it has been retired.",,Metrics,2009-2025,,,2017-02-07,18:32:53,26498
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-04-07,Correction,"Updated activity name and description based on eCPIC v8.3.5 release validation requirements.",581,"Projects, Activities",2009-2025,,,2017-04-27,17:33:22,26795
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-05-09,"Replan - adding or modifying detail within the overall cost and schedule goals","Passback.
",581,"Projects, Activities",2009-2025,,,2017-05-10,13:56:11,26933
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-05-18,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated FY17 and FY18 DME to reflect approved amount.",581,"Projects, Activities",2009-2025,,,2017-06-06,20:41:44,27078
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-09-14,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","BY19 Budget Submission Update.",15180,"Projects, Activities, Metrics",2009-2025,,,2017-09-14,19:58:31,27274
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-10-10,"Replan - adding or modifying detail within the overall cost and schedule goals","Update to FY17 Activities to better align to DME Milestones.",581,"Projects, Activities",2009-2025,,,2017-10-19,20:46:43,27414
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2017-11-09,Correction,"Minor updates made for September monthly control submission.",581,"Projects, Activities",2009-2025,,,2017-11-09,21:42:17,27553
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2018-01-10,Correction,"Remove old milestones.",581,"Projects, Activities",2009-2025,,,2018-01-11,02:58:10,27840
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2018-01-24,Correction,"Updated Target for FY18 to be more aggressive.",581,"Projects, Activities, Metrics",2009-2025,,,2018-02-08,18:26:35,27962
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2018-03-05,Correction,Correction.,581,"Projects, Activities",2009-2025,,,2018-03-05,19:43:50,28044
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",2018-04-13,Correction,"Delete erroneous closed milestones.",581,"Projects, Activities",2009-2025,,,2018-04-13,14:38:18,28137
