Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost,SDLC Methodology,Other SDLC,Release Every Six Mo,Release Every Six Mo Comment,PM Experience Level,Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Project Status,Updated Date,Updated Time
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003110605","2254","1003110605","Mental Health Enhancements - Outcomes Monitoring","The project seeks to improve the delivery of care for Veterans who are mental health patients. It includes enhancement of exisitng and development of new assessment instruments used for the overall assessment, data collection and development of appropriate treatmenttools.","2010-06-01","2014-03-01","8.024191","4-Agile","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","-593","-68.24","Red","0.813716","25.96","Yellow","In-progress","2015-03-18","14:35:58"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003120603","2255","1003120603","Bar Code Medication Administration (BCMA) - SFG IRA","The project is based upon the findings published by the Bar Code Medication Administration (BCMA) Special Focus Report. The product will enhance the accurate administration of medications, thereby enhancing patient safety by incorporating enhancements, patient safety issues, and regulatory mandates. Some of the items include the ability to administer medications in the clinic setting using BCMA, allowing an unlimited amount of text on a pharmacy order to be viewed in pharmacy and BCMA, interoperability of BCMA between VA and Indian Health Services (IHS) and the ability for a pharmacist to view and edit clinic orders in the same screen as inpatient medication orders.","2006-05-01","2014-02-19","13.487000","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","-14","-1.77","Green","-0.363218","-11.54","Yellow","Completed","2014-08-26","12:47:48"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003120604","2256","1003120604","Safety Updates for Medication Prescription Management","User Workgroup and Business Office meetings identify numerous patient safety enhancements that will improve business process, patient care, and resource utilization as well as reduce spending and/or increase revenue generation. This project facilitates rapid response to these enhancement requests.","2009-07-01","2015-09-30","8.389892","4-Agile","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","-8","-0.50","Green","1.060537","22.50","Yellow","In-progress","2015-04-20","12:42:03"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003120606","2257","1003120606","National Utilization Management Integration (NUMI)","National Utilization Management Integration (NUMI) integrates patient specific data from theVeterans Health Information Systems and Technology Architecture (VISTA)with a Commercial off the Shelf (COTS)application. The Commercial off the Shelf (COTS)application uses accepted national health care criteria for Utilization Management (UM), allows users to: collect and analyze utilization data, catalog reasons for inappropriate resource usage, identify alternate level or plans of care and product facility, VISN (Veterans Integrated Service Network) , and national reports.","2007-10-01","2013-09-18","38.690000","4-Agile","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","0.917326","20.34","Yellow","Completed","2014-09-23","12:40:38"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003120611","2258","1003120611","FDA Medication Guides Update","The FDA Medication Guides will provide an enhancement to the National Drug File which would allow automatic distribution of FDA Medication Guides in addition to VA provided Patient Medication Information Sheets when specially listed drugs are dispensed at the time of new and renewed prescriptions for patients, whether they are Outpatients, Inpatients, or patients using the CMOP. The distribution of these guides is required by the FDA for prescription drugs that pose a serious and significant public health concern. The guides are written by the drug manufacturers and the content is regulated by the FDA.","2009-10-01","2012-04-13","1.321277","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","11","6.04","Green","-0.091884","-62.04","Red","Completed","2013-04-29","11:16:16"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003150604","2259","1003150604","Annual Surgery Updates (ASU)","The Surgery package is designed to be used by Surgeons, Surgical Residents, Anesthetists, Operating Room Nurses and other surgical staff. The Surgery package is part of the patient information system that stores data on the Department of Veterans Affairs (VA) patients who have, or are about to undergo, surgical procedures. This package integrates booking, clinical, and patient data to provide a variety of administrative and clinical reports. This development effortincludes enhancements to the legacy Veterans Health Information Systems and Technology Architecture (VistA) Surgery software funded in FY09 through FY16. This includes enhancements in support of National Surgical Quality Improvement Program (NSQIP), Continuous Improvement In Cardiac Surgery Program (CICSP), Transplant Assessments, and Surgery Oversight.","2009-10-01","2012-04-20","5.600000","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","-0.067989","-30.28","Red","Completed","2012-03-19","11:42:09"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003170603","2260","1003170603","Lab Data Sharing and Interoperability (LDSI)","LDSI upgrades the Laboratory Electronic Data Interchange (LEDI) III application to LEDI IV and provides bi-directional electronic sharing of lab data between VAand Commercial Reference Labs, Department of Defense (DoD), and the Laboratory System Reengineering Project (LSRP) Laboratory Information Management System (LIMS). Functionality is delivered in four patches: LA*5.2*74 and LR*5.2*350 (LEDI IV); LA*5.2*77 and LR*5.2*400 (LOINC).","2009-07-01","2013-09-30","2.368000","","","","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","-0.056075","-3.78","Green","Completed","2013-11-22","14:43:04"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003190603","2261","1003190603","Fee Data and HERO","This patch enhances Fee Basis to capture additional data associated with Non-VA care. Contracts can be specified for Medical Fee and Civil Hospital authorizations and payments. Civil hospital invoices will allow entry of larger dollar amounts, additional diagnosis codes, present on admission indicators, the admitting diagnosis code, and additional procedure codes. The existing transmissions to NVH Pricer and Central Feewill be modified to include additional data elements. The transmission of these additional data elements will make it possible to comply with inpatient pricing requirements and improve the ability of the VA to review and report on purchased care.","2010-07-01","2012-06-18","0.790910","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","-0.259717","-65.68","Red","Completed","2012-09-14","23:59:18"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003210604","2262","1003210604","                  Identification of Principal Mental Health Provider","Allow display of Principal Mental Health Provider in Computerized Patient Record System (CPRS). In support of VHA Handbook 1160.01, a need has been identified to coordinate care for veterans with mental health concerns, between their mental health and primary care providers. By readily identifying veterans principal MH provider in corresponding medical record, coordination of entire scope of care is facilitated. Rapid identification of all care providers enables critical coordination of care for veterans with mental health crisis conditions such as those with positive screens for Suicidal ideation, Post-Traumatic Stress Disorders, or depression.","2010-05-10","2013-04-01","2.325672","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","32","7.79","Green","0.145867","13.20","Yellow","Completed","2013-06-28","16:13:00"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003210610","2263","1003210610","Absent Sick in Hospital (ASIH) Bed Hold","This requestis to align Veterans Health Administration Community Living Centers (CLC) practice, with the State Veterans Home, and Community practice as guided by Medicare, by changingall software andassociated reports, from Absent Sick in Hospital (ASIH) to Bed Holdand for 7 Days rather than 30. ASIH now being called Bed Hold;30 day hold is being shortened to 7 days, and beds will be held only forthose patients who have been in the CLC > 90 days.","2011-01-03","2012-04-30","33.910000","","","","","4-Other certification with 4 or more years PM experience (within the last five years)","0","0.00","Green","1.411965","48.87","Red","Completed","2013-04-29","11:16:16"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003220604","2264","1003220604","Reasonable Charges Billing Enhancements - Annual Updates","This enhancement is a redesign and/or modification of the current structure of VistAs Integrated Billing (IB) software system. This enhancement includes changes described in two separate business requirements documents (BRDs) one from FY2009 and one from FY2010. The FY 2009 BRD identifies four specific requirements. The first requirement eliminates the billers from moving from one application screen to another to mark a non-billable encounter in Claims Tracking (CT) by allowing billers the ability to enter/edit the encounters Reason Not Billable (RNB) when editing a bill. The second requirement provides an application to accommodate the use of six digit facility station numbers with appropriate charges. The third requirement provides the capability to manually update appropriate facility designations prior to a new patch being released. The fourth requirement provides the capability to add RNBs to the national RNB list in the IB package.","2010-07-01","2013-10-22","1.385716","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","10","0.92","Green","0.491809","46.61","Red","Completed","2013-10-30","15:32:11"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003220613","2265","1003220613","VistA Fee HIPAA 5010 Implementation Discovery and Requirements","Process compliant Fee Basis Version 5010 EDI transactions from within the VistA Fee Basis software package on/after 1/11/12. Continue to process compliant Fee Basis Version 4010/4010A1 EDI transactions as needed within the VistA Fee Basis software package on/prior to 12/31/11. Capture/transmit critical claim data from VistA Fee Basis to Integrated Billing.","2010-07-01","2012-12-26","10.697534","","","","","1-FAC-P/PM(DAWIA-3)- Senior","4","0.75","Green","0.560766","20.01","Yellow","Completed","2013-10-03","17:30:08"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003220614","2266","1003220614","Medicare Claims Pricing Schedules","At times, VA cannot provide all of the necessary medical care and services required by its patients, in house. In these cases, the VA may authorize medical care at private sector facilities for those Veterans who meet the eligibility requirements. This concept is referred to as Fee Basis care.In 2008, VA established a policy to implement use of Medicare fee schedules to pay for laboratory services and End Stage Renal Disease (ESRD) purchased from non-VA health care facilities in the absence of a contract or negotiated agreement. This policy is effective for services furnished on and after January 1, 2009.Currently, VA has systems access to two of Medicares various fee schedules. This enhancement provides for enterprise wide application of an additional eleven Medicare fee schedules.","2010-07-01","2012-07-30","0.888648","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","-166","-36.40","Red","0.120489","33.90","Red","Completed","2014-01-24","13:34:18"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003220617","2267","1003220617","PAID Enhancements for VANOD","PAID Enhancements for VANOD provides updates to the existing VistA Personnel and Accounting Integrated Data system (PAID) Electronic Time & Attendance (ETA) system software to identify overtime hours and work locations for Registered Nurses (RNs), Licensed Practical Nurses (LPNs), Nursing Assistants (NAs), and Health Technicians. ETA shall be modified to allow timekeepers to indicate location, type of worked time, mandatory versus voluntary overtime, and reasons for overtime on the applicable employees time card. The time card outputs will be modified to show this new data. The transmission to Austin PAID shall be modified to include a count of each employee's mandatory overtime hours during each pay period. ETA shall also be modified to accept additional mandatory nursing overtime data with the payrun results that are transmitted by Austin PAID to ETA. ETA overtime reports shall be modified to reflect the new payrun data for mandatory hours. The PEV system shall provide the ability for the VANOD database to extract data from each instance of VistA ETA through new and established Kernel Broker remote procedure calls (RPCs). It is understood that VANOD currently has the ability to establish connections to each instance of VistA through established RPCs. The PEV software shall provide the RPC Broker connection between PEV system and VANOD and the ability for VANOD to extract data from two files - Nurse Staffing Location file and Nurse POC Extraction file.","2010-07-01","2012-05-02","0.797936","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","-0.022932","-5.97","Green","Completed","2012-09-14","23:59:18"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003220618","2268","1003220618","Electronic Insurance Identification","VA OI&T is implementing Operation RESCUE (Remote Enterprise Security Compliance Update Environment), which restricts the download of VA data to 'Non-VA Other Owned Equipment' (OE). The planned implementation of RESCUE will hamper collection of essential third party insurance information. This situation results in contractual and revenue collection issues. In order to mitigate the risks associated with RESCUE, this enhancement will automate the VistA extract and insurance information exchange.","2010-07-01","2012-05-25","1.235454","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","-0.016171","-2.62","Green","Completed","2012-09-14","23:59:18"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003230606","2269","1003230606","High Risk Mental Health Patient - National Reminder and Flag"," This project is to ensure that the Mental Health Suicide Risk progress note template is available to assist clinicians in identifying patients who have attempted suicide of who have serious suicidal ideation.To alert clinicians system-wide of this patients suicide risk and to alert clinicians when the patient misses a mental health/ substance abuse clinic appointment.The project is to ensure clinicians promptly follow-up on all at-risk patients who miss clinic visits.","2010-04-19","2014-03-28","1.642335","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","2","0.28","Green","0.062594","7.92","Green","Completed","2015-04-20","12:42:02"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003250606","2270","1003250606","ePharmacy Phase 5","Upgrade NCPDP Transactions to D.0 with backwards compatibility to version 5.1 Transmit NCPDP Eligibility Verification Inquiry Expanded TRICARE pharmacy billing.","2010-04-01","2011-11-18","11.428260","","","","","1-FAC-P/PM(DAWIA-3)- Senior","7","1.54","Green","0.000000","0.00","Green","Completed","2011-11-30","21:50:19"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003260608","2271","1003260608","eClaims Iteration 4","Utilize the data in the HIPAA 5010 claims transactions to update and automate VistA IB and AR functionality. Accommodate HIPAA 5010 data requirements.","2010-04-01","2011-11-18","10.249257","","","","","1-FAC-P/PM(DAWIA-3)- Senior","7","1.54","Green","0.000000","0.00","Green","Completed","2014-02-25","10:34:22"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003260609","2272","1003260609","ePharmacy Claims - Phase 6","Provide alert to pharmacist to capture Patients Electronic Signature for prescription window pick-up Implement Electronic Transmissions of ChampVA Pharmacy Claims Implement detail enhancements to address gaps and inefficiencies in the current software to ensure that ePharmacy supports pharmacy business processes and VistA.","2010-12-01","2012-03-30","7.717521","","","","","1-FAC-P/PM(DAWIA-3)- Senior","7","4.73","Green","0.000001","0.00","Green","Completed","2012-09-14","23:59:18"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003260612","2273","1003260612","eClaims Iteration 5","Process the Medicare Unsolicited Response.","2010-12-01","2012-03-23","4.010356","","","","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Completed","2013-11-22","17:34:00"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003260617","2274","1003260617","ePayments Enhancements - Annual Updates","Processes required to make HIPAA 5010 industry standard requirements operational with VA business processes.","2010-12-01","2012-01-30","3.205615","","","","","1-FAC-P/PM(DAWIA-3)- Senior","4","2.40","Green","0.000000","0.00","Green","Completed","2013-11-22","17:34:00"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003260621","2275","1003260621","ePayments FY 2010","Upgrade X12 835 transactions to 5010 version by: adding new fields as required by version 5010; deleting and modifying fields as required by version 5010; modifying any data dictionaries, files, screens to accommodate any new required 5010 field parameter; modifying software to allow for payer specific backward compatibility processing of 4010 835 transactions.","2010-04-01","2011-11-01","8.851137","","","","","1-FAC-P/PM(DAWIA-3)- Senior","26","5.74","Green","0.000000","0.00","Green","Completed","2011-11-04","15:26:58"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003290603","2276","1003290603","Vista Imaging Storage Management Enhancements Phase 1","FY12 work will support the Initiative 7 New Models of Care Store & Forward Telemedicine programby enhancing existing storage management within VistA Imaging to support the needs for tele-pathology, home wound care and other clinical domainsThe enhancements will properly store, monitor and manage the acquired Store and Forward Telemedicine images and ensure they are available for remote VistA Imaging systems.In addition support will be provided for external storage related projects such as the Laboratory System Reengineering Project.","2008-09-15","2013-09-13","3.065255","4-Agile","","yes","","7-No certification, but with 4 or more years PM experience (within the last five years)","-321","-38.67","Red","-0.283542","-18.34","Yellow","Completed","2015-03-18","13:24:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003290609","2277","1003290609","VistA Imaging Core DICOM Services Phase 1","Provide enhancementsfor Digital Imaging and Communications in Medicine (DICOM) services needed to acquire and properly store DICOM formatted images. This project also provides contract services to validate interfaces DICOM between VistA Imaging and commercial modalities and commercial Picture Archiving and Communication (cPACS) systems, and the proper access of DICOM images via DICOM services (e.g., Send and Query/Retrieve). Also provide enhancements and maintenance for Health Level 7 (HL7) messaging for cPACS and commercial medical imaging ancillary devices. All work shall, where feasible, align the VA with the technical frameworks created by the Integrating the Healthcare Enterprise (IHE) organization.","2008-09-15","2013-09-13","12.826246","4-Agile","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","-321","-38.67","Red","-0.302968","-5.38","Green","Completed","2015-03-18","13:24:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1003290610","2278","1003290610","Document and Ancillary Imaging","The Document and Ancillary Imaging Project providessoftware enhancements to VistA Imaging Clinical Capture, Clinical Display, and Import API.The project also provides support for external projects such as Surgery Consent Forms. Within Document and Ancillary Imaging are two applications, the Clinical Display and Clinical Capture. The Clinical Display application handles high quality image data from many specialties, including cardiology, pulmonary and gastrointestinal medicine, pathology, radiology, surgery, dermatology, ophthalmology, hematology, radiotherapy, nuclear medicine, and others. Clinical Capture application is used to add new images to patients online records. This application can be interfaced with devices such as digital cameras, document scanners, endoscopes, ultrasound scanners, video cameras (including those connected to microscopes or ophthalmoscopes) and x-ray film digitizers.","2008-09-15","2013-09-13","8.158082","4-Agile","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","-321","-38.67","Red","-0.423188","-10.58","Yellow","Completed","2015-01-22","11:59:48"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1010070604","2279","1010070604","Behavioral Health Lab Software","This project will take the efforts of the Innovations -Behavioral Health Lab COTS software - and interface it with the Veterans Health Information Systems and Technology / Computerized Patient Record System (VistA/CPRS) health record for agency wide use.","2011-04-04","2013-11-01","2.901443","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","0.149456","14.88","Yellow","Completed","2013-10-30","15:32:12"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1010220603","2280","1010220603","The Genomic Informatics System for Integrative Science (GenISIS)","The GenISIS provides a central infrastructure to support the multiple VA genomic medicine studies which are advancing the goal for personalized medicine within the VA healthcare system. GenISIS supports managing clinical study data, consent, sample tracking, and genomic data sets. The tools can be used for research initiatives to establish processes and expertise around genomic medicine and will provide capabilities that can be built upon as a foundation to move towards making genetic tools available at the clinical bedside for Veterans.","2010-06-01","2013-09-25","23.558073","4-Agile","","yes","","3-FAC-P/PM(DAWIA-1)- Entry Level","14","2.83","Green","2.369349","24.62","Yellow","Completed","2014-09-23","12:40:40"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101070604","2281","1101070604","ICD-10 Changes for Class 1 Financial Products","Remediation of applications to convert to the CMS-mandated code sets, ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.","2011-01-03","2015-06-15","18.328371","5-Mixed","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","2","0.17","Green","0.970813","8.25","Green","Completed","2015-01-23","15:48:56"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101070605","2282","1101070605","ICD-10 Class 3 Field Level Assessment","Remediation of applications to convert to the CMS-mandated code sets, ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.","2011-01-03","2015-03-26","11.991541","5-Mixed","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","1","0.07","Green","2.080190","23.68","Yellow","Completed","2015-03-18","14:36:05"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101070607","2283","1101070607","ICD-10 Conversion of Class 1 Clinical Remaining Products","Remediation of applications for successful convertion to the CMS-mandated code sets: ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.","2011-01-03","2015-06-15","23.707349","5-Mixed","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","80","6.82","Green","-7.223341","-48.18","Red","Completed","2014-11-25","09:00:09"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101070609","2284","1101070609","ICD-10 Changes for Lexicon, Encounter Forms and Clinical Reminders","Remediation of applications to convert to the CMS-mandated code sets, ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.","2011-01-03","2014-06-30","27.010000","5-Mixed","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-91","-9.38","Green","-1.710490","-10.15","Yellow","Completed","2014-10-28","16:07:56"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101130603","2285","1101130603","Bed Management Solution (BMS) Version 1","The Bed Management Solution (BMS) provides a graphical user interface (GUI) for Veterans Health Information Systems and Technology Architecture (VISTA) bed and patient movement information as well as augmenting information that is not available in Veterans Health Information Systems and Technology Architecture (VISTA). The application provides a real-time, user-friendly web-based VistA interface for tracking patient movement and determining bed availability. BMS feeds all bed status information into VISTA via a unidirectional feed from VISTA (not bi-directional feeding information back into VISTA. BMS receives all bed status information from VISTA via a unidirectional feed from VISTA (not bi-directional feeding information back into VISTA).","2010-12-01","2014-04-30","68.690000","1-Waterfall","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-315","-41.78","Red","-1.540315","-8.27","Green","Completed","2014-09-23","12:40:38"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101130604","2286","1101130604","EVH Handheld Devices for Homeless Program","This project is complimentary to the Homeless Operations, Management and Evaluation System (HOMES) - the case management system for the VHA Homeless Program Office. It aims to provide case managers mobile access to HOMES, CPRS and VistA in order to support Veteran outreach personnel in (1) capturing information about Veterans who are homeless, (2) transmitting the data to and from the HOMES database in real time (when possible) and (3) providing for real time sharing of Veteran data between handheld devices used in the field and HOMES, CPRS and VistA.","2010-12-17","2013-09-30","16.769000","","","","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.141908","3.16","Green","Completed","2014-01-24","13:34:18"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101130608","2287","1101130608","VHA Point Service (Kiosks)","Kiosks have been piloted and used to provide efficient service for veterans to perform various tasks independently. Veterans Health Administration (VHA) executive leadership has determined that it will be necessary to establish a set of standardized, representative requirements to govern the selection and implementation of both kiosk platforms and the applications to be accessed on those platforms.","2010-10-01","2014-09-20","24.959000","4-Agile","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","-125","-11.88","Yellow","0.360840","6.63","Green","Completed","2015-01-23","15:48:54"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101130613","2288","1101130613","Intensive Care Unit and Anesthesia Record Keeper (ICU ARK) Analytics System","An Intensive Care Unit/Anesthesia Record Keeper (ICU/ARK) Analytics System is a medical information system that supports and records care delivery in critical care settings. It is comprised of an Intensive Care Unit (ICU) Clinical Information System (CIS), Anesthesia Record Keeper (ARK), VistA Interface Utility, Medical Analytics, a Communications Layer, and an Interface for Critical Care Data. For VA Office of Information and Technology (OIT), the ICU/ARK Analytics project scope will focus on providing a standard methodology for integrating the Interface solution across all VISNs at a national level to ensure that the ICU/ARK Analytics System is fully functioning across all VISNs.","2010-12-10","2013-03-29","45.475000","","","","","1-FAC-P/PM(DAWIA-3)- Senior","65","36.31","Red","-1.587319","-192.84","Red","Completed","2013-06-28","16:13:01"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101130615","2289","1101130615","CPRS Version 29","Computerized Patient Record System (CPRS) version 29 will make modifications to support the following customer requests:-Drug Enforcement Agency (DEA) Electronic prescribing of controlled substances using Public Key Infrastructure (PKI) This project will modify and/or enhance CPRS, Pharmacy and Kernel to meet the requirements proposed by the DEA for electronic prescribing of controlled substances.-Problem List Systematized Nomenclature of Medicine Clinical Terms (SNOMED CT) changes This project will modify the problem list display. Now, all International Statistical Classification of Diseases and Related Health Problems, 9th Revision (known as ICD-9) codes and their descriptions mapped for a given SNOMED-CT Code will display. All problems added from the problem list will display SNOMED-CT text and code.-Identification of Mental Health Treatment Coordinator The scope of this project is to display information about a patients Primary Mental Health Care Provider (PMHP) in Patient Care Management Module (PCMM) and CPRS so that it will be easier for clinicians to coordinate care between their mental health and primary care providers. Rapid identification of all care providers would enable critical coordination of care for veterans with mental health conditions such as depression, suicidal ideation and Post Traumatic Stress Disorder (PTSD). Patient Safety Issues and Remedy tickets The CPRS development teams will review submitted patient safety issues and remedy tickets for inclusion of CPRS version 29. Patient safety issues and remedy tickets will only be included in CPRS version 29 scope if the resolution is in the modified code base associated with the above project initiatives.","2010-10-18","2013-11-13","6.486000","","","","","7-No certification, but with 4 or more years PM experience (within the last five years)","-52","-6.27","Green","0.520450","15.95","Yellow","Completed","2014-02-24","15:38:50"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101140603","2290","1101140603","Clinical Flow Sheet - CLIO v2","The project will include changes to meet the requirements proposed by the OIT National Release board for development of the three known anomalies from CP Flowsheet version 1 release, interfacing and data mapping fields from vendor device Nihon Kohden. Additional enhancements to the application including terminology mapping interoperability, ability for clinicians to re-transmit ADT feeds to 3rd party devices in outpatients settings without manual data entry, an Auto Refresh function and Graphical User Interface format and view updates.","2011-01-10","2012-02-28","1.730000","","","","","1-FAC-P/PM(DAWIA-3)- Senior","-2","-6.06","Green","0.314700","34.97","Red","Completed","2013-12-23","12:47:26"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1101180603","2291","1101180603","Nov 2011 Release DSS Extracts"," The purpose of Decision Support System (DSS) Extracts is to provide support for yearly enhancements requested by the Decision Support Office (DSO). DSS package extracts managerial and workload data to be utilized by management, clinicians, and researchers to improve quality of care for the veterans.The DSS system is the main source of data for the BI-Dashboard and is critical to Corporate Systems. It is also the main source data for DSS Reports system as well as other data warehouses.","2011-02-14","2011-11-23","1.760000","","","","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","-0.207720","-13.85","Yellow","Completed","2012-04-17","14:53:19"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1102010603","2292","1102010603","Resident Assessment Instrument-Minimum Data Set 3_0 Implementation (RAI-MDS 3_0)","The Resident Assessment Instrument/Minimum Data Set (RAI/MDS) is a standardized assessment tool that supports the completion of a comprehensive, accurate, and reproducible resident assessment and serves as the basis for individualized resident care plans.","2010-11-08","2012-06-29","0.750000","","","","","5-Other certification with between 2 and 4 years PM experience (within the last five years)","-128","-33.07","Red","-0.005324","-2.84","Green","Completed","2013-06-28","16:13:01"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1103310605","2293","1103310605","Credentialing and Privileging Enhancements","VHAs electronic credentialing system is an application that maintains health care provider credentials. The CAPE program was initiated to provide effective and efficient information technology support. CAPE will: Enhance health care provider credentialing, enhance the privileging process and continuous monitoring of credentialing and privileging, increase the opportunity to deliver safe, quality care to veterans through linking provider credentials and facility resources for assignment of privileges, and integrate provider credentials and facility resources into electronic set of privileges.","2011-07-26","2013-07-24","82.314426","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.729159","13.00","Yellow","Completed","2014-12-19","09:15:43"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1106230603","2294","1106230603","OHRS - H1N1 Enhancements","The Clinical Information Support System for the Occupational Health Recordkeeping System CISS-OHRS application is a web based application that supports the business and clinical needs of the Occupational Health staff. As the VA Veteran employeeEHR, the OHRS application is also an integral component supporting VAs role in monitoring the tracking the progress of the Pandemic Flu/Novel H1N1 vaccination program for the non-VA Federal workforce including documentation of adverse medication events. This project is a collaborative effort between VA OI&T OED, the Office of Public Health Surveillance and Research (OPHSR) the Occupational Health, Safety and Prevention Strategic Health Care Group, and the VHA H1N1 Coordination Center, assisted by the Enterprise Systems Management group in the VHA Office of Health Information.","2010-11-19","2011-11-18","55.700000","","","","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Completed","2013-06-28","13:24:59"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","1108030603","2295","1108030603","VistA Fee and IFCAP Automation Enhancement","The VistA FEE IFCAP Enhancement Project is a joint effort between OI&T, AITC, and CBO to implement controls and procedures to prevent duplicate payments to vendors and providers for batches and line items that Central Fee had previously rejected. The project will implement changes and modifications to various modules of VAs VistA software application to include Fee Basis Claims System (FBCS), Fee Basis, and IFCAP and the data exchange between this system and downstream systems such as Central Fee and VISN Support Service Center (VSSC).","2011-01-03","2012-11-23","0.747285","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","25","4.20","Green","0.184755","24.72","Yellow","Completed","2014-09-23","12:40:39"
