Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","20290","47511","Awarded","3600","V200P1807","V200P1751","3600","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","3.878388","Firm Fixed Price","","06/07/2007","09/30/2011","Y","VCS BPA ENGINEERING PROCESS GROUP TASK ORDER","40975","3600","0","2012-02-27 14:58:30","2012-02-27 14:58:30"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","20291","47512","Awarded","3600","VA11810F0002","GS35F0323J","4730","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","VA118-10-RP-0725","2.942873","Firm Fixed Price","","09/27/2010","09/26/2015","Y","Task Order for Home Telehealth Development and Sustainment Services.","40976","3600","0","2012-02-27 14:58:30","2012-02-27 14:58:30"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","20292","47513","Awarded","3600","V200P1821","V200P1752","3600","Yes","PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)","","5.470401","","","06/07/2007","03/30/2012","Y","VCS BPA Analysis Support 5 task order.","40977","3600","0","2012-02-27 14:58:30","2012-02-27 14:58:30"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","20293","47514","Awarded","3600","V0005","VA11810D0038","3600","Yes","CERNER CORPORATION","","0.233496","Firm Fixed Price","","01/30/2011","07/25/2011","Y","Option Year 5 systems engineering support for LSRP non-production domain environments from 1/30/11 through 7/25/11.","40978","3600","0","2011-09-16 10:54:33","2012-02-27 14:58:30"
"029-555555242","486","029","Department of Veterans Affairs","Medical 21st Century MyHealtheVet","20294","41499","Awarded","3600","VA11810F0026","GS06F0508Z","4730","Yes","ADVANCED SYSTEMS, INC.","VA118-10-RP-0050","0.679255","Firm Fixed Price","","01/25/2010","02/25/2011","Y","MY HEALTHEVET (MHV) HELP DESK SUPPORT","40979","3600","0","2012-02-27 15:00:05","2012-02-27 15:00:05"
"029-555555242","486","029","Department of Veterans Affairs","Medical 21st Century MyHealtheVet","20295","43155","Awarded","3600","VA11811F0011","GS06F0543Z","4730","Yes","METTERS INDUSTRIES, INC.","","0.598302","Firm Fixed Price","","10/26/2010","10/25/2011","Y","SUPPORT SERVICES","40980","3600","0","2012-02-27 15:00:05","2012-02-27 15:00:05"
"029-555555242","486","029","Department of Veterans Affairs","Medical 21st Century MyHealtheVet","20296","47540","Awarded","3600","VA11811P0039","","","Yes","7 DELTA INC.","VA118-11-RP-0202","5.266674","Firm Fixed Price","","04/01/2011","03/31/2012","N","MYHEALTHEVET CORE DEVELOPMENT","40981","3600","0","2012-02-27 15:00:05","2012-02-27 15:00:05"
"029-555555242","486","029","Department of Veterans Affairs","Medical 21st Century MyHealtheVet","20297","47541","Awarded","3600","VA11811F0128","NNG07DA47B","8000","Yes","MICROTECHNOLOGIES LLC","","0.057706","Firm Fixed Price","","03/31/2011","03/31/2013","Y","WebTrends","40982","3600","0","2012-02-27 15:00:05","2012-02-27 15:00:05"
"029-555555242","486","029","Department of Veterans Affairs","Medical 21st Century MyHealtheVet","20298","47542","Awarded","3600","VA11810P0091","","","Yes","MEREDITH CORPORATION","","0.130875","Firm Fixed Price","","07/07/2010","07/06/2015","N","Healia Subscription","40983","3600","0","2012-02-27 15:00:05","2012-02-27 15:00:05"
"029-555555242","486","029","Department of Veterans Affairs","Medical 21st Century MyHealtheVet","20299","47543","Awarded","3600","VA798P0013","","","Yes","ACQUISITION SOLUTIONS INC","VA-798-09-RQ-0001","","Order Dependent (IDV only)","","05/19/2009","","Y","Global IPT Facilitation Services","40984","3600","","2011-09-16 10:55:35","2012-02-27 15:00:05"
"029-555555184","487","029","Department of Veterans Affairs","Medical 21st Century Pharmacy(PRE)","20308","47223","Awarded","4735","GST0310DS6005","GS35F0323J","4730","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","R3094039A","4.754313","Time and Materials","","10/13/2009","02/03/2015","N","Pharmacy Re-Engineering","40985","4735","0","2012-02-27 15:01:21","2012-02-27 15:01:21"
"029-555555184","487","029","Department of Veterans Affairs","Medical 21st Century Pharmacy(PRE)","20309","47224","Awarded","3600","VA11810F0286","GS06F0548Z","4730","Yes","SYSTEMS MADE SIMPLE, INC.","","0.867541","Firm Fixed Price","","09/01/2010","09/01/2011","Y","TO BUILD A MODERN BASE APPLICATION.","40986","3600","0","2012-02-27 15:01:21","2012-02-27 15:01:21"
"029-555555184","487","029","Department of Veterans Affairs","Medical 21st Century Pharmacy(PRE)","20310","47225","Awarded","4732","GST0311DS6049","GS35F0533L","4730","Yes","SOUTHWEST RESEARCH INSTITUTE I","R3114392","5.598852","Firm Fixed Price","","02/22/2011","02/21/2013","Y","Pharmacy Reengineering Increments 7 and 8","40987","4732","0","2012-02-27 15:01:21","2012-02-27 15:01:21"
"029-555555184","487","029","Department of Veterans Affairs","Medical 21st Century Pharmacy(PRE)","20311","47226","Awarded","3600","VA798A100472","GS06F0532Z","4730","Yes","VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS INCORPORATED","","3.225174","Firm Fixed Price","","07/06/2010","06/30/2012","Y","CENTRALIZED QUALITY ASSURANCE SERVICES","40988","3600","0","2012-02-27 15:01:21","2012-02-27 15:01:21"
"029-555555109","488","029","Department of Veterans Affairs","Medical 21st Century Registries","20312","44941","Awarded","3600","VA11810F0338","GS06F0542Z","4730","Yes","MED TRENDS INCORPORATED","VA11810RP0702","6.592468","Firm Fixed Price","","09/24/2010","09/23/2013","Y","REGISTRIES SOFTWARE SUPPORT","40989","3600","0","2012-02-27 15:02:21","2012-02-27 15:02:21"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","20313","41610","Awarded","4735","GST0309DS6076","GS35F0323J","4730","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","R3094041","3.424124","Time and Materials","","08/10/2009","08/09/2014","N","HOME TELEHEALTH NSR ENHANCEMENT SUPPORT","40990","4735","0","2012-02-27 15:04:41","2012-02-27 15:04:41"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","20314","41613","Awarded","","V0003","V200P1757","3600","Yes","RDI SYSTEMS INC","","5.885692","","","09/28/2008","09/27/2013","Y","VCS BPA HPS-CLINICAL MAINTENANCE & ENHANCEMENTS TASK ORDER.","40991","3600","0","2012-02-27 15:04:41","2012-02-27 15:04:41"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","20315","41619","Awarded","","V0002","V200P1754","3600","Yes","PATRIOT TECHNOLOGIES LIMITED LIABILITY COMPANY (2413)","","55.141560","","","09/15/2008","09/14/2013","Y","VCS BPA IMAGING SERVICES TASK ORDER","40992","3600","0","2011-09-16 10:59:04","2012-02-27 15:04:41"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","20316","42551","Awarded","3600","VA11810F0002","GS35F0323J ","4730","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","VA118-10-RP-0725","2.942873","Firm Fixed Price","","09/27/2010","09/26/2015","Y","Task Order for Home Telehealth Development and Sustainment Services.","40993","3600","0","2012-02-27 15:04:41","2012-02-27 15:04:41"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","20317","42552","Awarded","","VA11811P0018","","","Yes","VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS, INC.","dfddd","1.225852","Firm Fixed Price","","11/18/2010","11/17/2013","N","Telehealth Program SUpport--OMB 300 Supporting","40994","3600","0","2012-02-27 15:04:41","2012-02-27 15:04:41"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","20318","44715","Awarded","3600","V200P1754","GS35F0600J","4730","Yes","PATRIOT TECHNOLOGIES LIMITED LIABILITY COMPANY (2413)","","","Firm Fixed Price","","11/17/2006","","Y","VCS BPA","40995","3600","","2011-09-16 10:59:04","2012-02-27 15:04:41"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","20319","46863","Awarded","3600","VA11811P0027","","","Yes","HALFAKER AND ASSOCIATES, LLC","VA118-11-RP-0162","0.904538","Firm Fixed Price","","03/11/2011","03/10/2012","N","Requirement is for the procurement of software development solutions for Project ARCH, under the EVEAH initiative.","40996","3600","0","2012-02-27 15:04:41","2012-02-27 15:04:41"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20342","41646","Awarded","3600","V0002","V200P1754","3600","Yes","PATRIOT TECHNOLOGIES LIMITED LIABILITY COMPANY (2413)","","55.141560","","","09/15/2008","09/14/2013","Y","VCS BPA IMAGING SERVICES TASK ORDER","41014","3600","0","2011-09-16 11:00:58","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20343","41647","Awarded","4735","GST0310DS6018","GS35F4461G","4730","Yes","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","r3094036","2.696632","Firm Fixed Price","","12/01/2009","11/30/2014","Y","Health Provider Systems, Blood Bank Program support for the Department of VA.","41015","4735","0","2011-09-16 11:00:58","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20344","45308","Awarded","4735","GST0310DS6074","GS35F0323J","4730","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","R3104209","2.782662","Firm Fixed Price","","02/24/2010","02/23/2011","Y","ICD-10 Technical Analysis & Design","41016","4735","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20345","45485","Awarded","3600","VA11810P0081","GS06F0547Z","4730","Yes","PROFESSIONAL SOLUTIONS1, LLC","","1.590555","Firm Fixed Price","","09/03/2010","09/02/2013","Y","NATIONAL UTILIZATION MANAGEMENT INTEGRATION (NUMI) APPLICATION","41017","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20346","45486","Awarded","4735","GST0310DS6021","GS35F0323J","4730","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","R3094025","4.796042","Labor Hours","","10/27/2009","02/07/2015","N","Clinical Ancillary Services for the Department of Veterans Affairs","41018","4735","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20347","45487","Awarded","3600","VA11810F0409","GS35F4649G","4730","Yes","PLANNED SYSTEMS INTERNATIONAL,","","2.715236","Firm Fixed Price","","09/30/2010","09/30/2011","Y","VistA Enhancement services","41019","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20348","45490","Awarded","3600","VA11811FH002","VA11811BP0018","3600","Yes","HARRIS PATRIOT HEALTHCARE SOLUTIONS, LLC","","5.242755","Firm Fixed Price","","06/09/2011","06/09/2013","Y","CALL ORDER AGAINST BPA FOR SOFTWARE DEVELOPMENT SERVICES IN SUPPORT OF THE ENHANCE THE VETERAN EXPERIENCE AND ACCESS TO CARE (EVEAH) INITIATIVE.","41020","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20349","45491","Awarded","3600","VA11811FH004","VA11811BP0018","3600","Yes","HARRIS PATRIOT HEALTHCARE SOLUTIONS, LLC","","1.263007","Firm Fixed Price","","07/11/2011","04/24/2013","Y","CALL ORDER FOR SOFTWARE DEVELOPMENT SERVICES IN SUPPORT OF THE ENHANCE THE VETERAN EXPERIENCE AND ACCESS TO CARE (EVEAH) INITIATIVE.","41021","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20350","45493","Awarded","3600","VA11811FH001","VA11811BP0018","3600","Yes","HARRIS PATRIOT HEALTHCARE SOLUTIONS, LLC","","1.366485","Firm Fixed Price","","06/21/2011","06/20/2012","Y","VPS KIOSKS CALL ORDER UNDER EVEAH SOFTWARE DEVELOPMENT BPA","41022","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20351","47530","Awarded","3600","VA11811P0013","","","Yes","SBG TECHNOLOGY SOLUTIONS INC.","VA118-11-RP-0061","1.712794","Firm Fixed Price","","12/30/2010","03/29/2012","N","Bed Management System (BMS) 24/7 Support.","41023","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20352","47531","Awarded","3600","VA11811F0228","NNG07DA17B","8000","Yes","HEWLETT-PACKARD COMPANY","","0.200756","Firm Fixed Price","","05/10/2011","05/09/2013","Y","BLOOD BANK MAINTENANCE, SERVER HARDWARE SERVICE SUPPORT","41024","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20353","47533","Awarded","3600","VA11811F0226","GS35F4649G","4730","Yes","PLANNED SYSTEMS INTERNATIONAL,","","2.985091","Firm Fixed Price","","09/30/2011","09/29/2012","Y","SUPPORT SERVICES TO DELIVER ENHANCEMENTS TO SEVERAL VISTA APPLICATIONS.","41025","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20354","47534","Awarded","3600","VA11811F0122","GS35F0042U","4730","Yes","APPLIED SCIENCES GROUP INCORPORATED","","0.521903","Firm Fixed Price","","03/02/2011","03/03/2012","Y","handheld devices for homeless veteran outreach and data collection","41026","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20355","47929","Awarded","3600","VA11811F0300","NNG07DA42B","8000","Yes","I3 FEDERAL LIMITED LIABILITY COMPANY","","0.039257","Firm Fixed Price","","06/29/2011","07/31/2014","Y","HP EQUIPMENT AND SUPPORT SERVICES.","41027","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20356","47930","Awarded","3600","VA11811F0301","NNG07DA08B","8000","Yes","PC MALL GOV INC","","0.011163","Firm Fixed Price","","06/29/2011","06/28/2012","Y","VMWARE SOFTWARE LICENSES AND SUPPORT AND MAINTENANCE","41028","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555113","492","029","Department of Veterans Affairs","Medical Legacy","20357","47931","Awarded","3600","VA11810F0259","NNG07DA21B","8000","Yes","SWORD AND SHIELD ENTERPRISE SECURITY INCORPORATED","","0.039911","Firm Fixed Price","","08/16/2010","08/15/2012","Y","This effort is to acquire hardware maintenance, repair and replacement support for twelve (12) months from date of contract award plus one (1) twelve (12) month option year through the ZebraCare Advantage Plus Maintenance Extended Service Agreement for 146 deployed Zebra Printers across various sites within the Department of Veterans Affairs Office of Enterprise Development.","41029","3600","0","2012-02-27 15:06:44","2012-02-27 15:06:44"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20325","41623","Awarded","","VA11810P0047","","","Yes","PATRIOT TECHNOLOGIES, LLC","VA118-10-RP-0009","64.646330","Firm Fixed Price","","03/31/2010","03/29/2013","Y","REVENUE IMPROVEMENT SYSTEMS ENHANCEMENT (RISE) CONSOLIDATED PATIENT ACCOUNT CENTERS (CPAC) MANAGEMENT CONSULTING SERVICES AND REVENUE WORKFLOW MANAGEMENT TOOL.","40997","3600","0","2011-09-16 11:00:01","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20326","41624","Awarded","","VA798AP0091","","","Yes","DOCUMENT STORAGE SYSTEMS, INC.","VA-200-09-RP-0104","50.699730","Firm Fixed Price","","10/01/2009","09/30/2013","Y","Purchased Care Health Care Claims Processing","40998","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20327","41626","Awarded","","V0002","VA11810P0057","3600","Yes","IRON BOW TECHNOLOGIES, LLC","","0.339452","Firm Fixed Price","","06/04/2010","04/30/2014","N","Pharmacy Re-Engineering National Hardware Rollout Call Order 0002 Prototype Demonstration Testing","40999","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20328","41629","Awarded","","V200P1804","V200P1757","3600","Yes","RDI SYSTEMS INC","","10.626607","","","06/22/2007","01/31/2012","Y","VCS BPA ANALYSIS SUPPORT 1 TASK ORDER","41000","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20329","41630","Awarded","","V200P1805","V200P1757","3600","Yes","RDI SYSTEMS INC","","10.294479","","","07/24/2007","03/30/2012","Y","VCS BPA HEALTHEVET MAINTENANCE TASK ORDER","41001","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20330","41631","Awarded","","V200P1821","V200P1752","3600","Yes","PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)","","5.470401","","","06/07/2007","03/30/2012","Y","VCS BPA Analysis Support 5 task order.","41002","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20331","41633","Awarded","","V200P1829","V200P1750","3600","Yes","SCIENCE APPLICATIONS INTERNATI","","5.097967","Firm Fixed Price","","07/24/2007","03/30/2012","Y","VCS BPA TECH WRITING TASK ORDER","41003","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20332","41635","Awarded","","VA11810P0082","","","Yes","SYSTEMS MADE SIMPLE, INC.","VA118-10-RP-0292","5.376237","Firm Fixed Price","","06/01/2010","05/31/2011","N","Enrollment Modernization Technical Support","41004","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20333","41636","Awarded","","VA11810P0054","","","Yes","AVOW CONSULTING PARTNERS, INC.","VA-118-10-RP-0099","2.880696","Firm Fixed Price","","04/27/2010","10/26/2013","N","Virtual Lifetime Electronic Record (VLER) Enterprise Program Management Office (EPMO) support","41005","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20334","41637","Awarded","","VA11810P0077","","","Yes","CERNER CORPORATION","","7.311935","Firm Fixed Price","","06/30/2010","12/31/2012","N","Remote hosting in support of the VA Laboratory Systems Re enineering Project (LSRP)","41006","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20335","41638","Awarded","","V200P1820","V200P1751","3600","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","4.809478","Firm Fixed Price","","06/05/2007","09/30/2011","Y","VCS BPA DATABASE ADMIN SUPPORT TASK ORDER","41007","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20336","41639","Awarded","","V200P1806","V200P1751","3600","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","5.546151","","","07/26/2007","01/31/2012","Y","VCS BPA OO Development Terminology task order","41008","3600","0","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20337","41641","Awarded","","VA246P0510","","","Yes","SOLUTION ANALYTICS, LLC","VA-246-09-RP-0142","0.268700","Firm Fixed Price","","10/01/2009","09/30/2014","N","CLINICAL INFORMATION ANALYSTICS HARDWARE/SOFTWARE SERVICESBASE YEAR OBLIGATION VA590VA9909 (1VA FUND)","41009","3600","0","2011-09-16 11:00:02","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20338","41642","Awarded","","VA557C050010002","VA247P0014","3600","Yes","BELLSOUTH TELECOMMUNICATIONS INCORPORATED","247-0127-06","0.000810","Firm Fixed Price","","12/01/2007","09/30/2012","Y","LOCAL VOICE AND DATA SERVICE FOR VISN 7","41010","3600","0","2011-09-16 11:00:02","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20339","41643","Awarded","","VA557C050010001","VA247P0014","3600","Yes","BELLSOUTH TELECOMMUNICATIONS INCORPORATED","247-0127-06","0.000810","Firm Fixed Price","","10/01/2009","09/30/2012","N","LOCAL VOICE AND DATA SERVICE FOR VISN 7","41011","3600","0","2011-09-16 11:00:02","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20340","41644","Awarded","","VA247P0014","","","Yes","BELLSOUTH TELECOMMUNICATIONS INCORPORATED","247-0127-06","0.069801","Firm Fixed Price","","12/01/2007","","Y","LOCAL TELECOMMUNICATIONS SERVICES FOR VISN 7","41012","3600","","2012-02-27 15:05:45","2012-02-27 15:05:45"
"029-555555114","491","029","Department of Veterans Affairs","Medical IT Support","20341","41645","Awarded","","V526V00001","","","Yes","SOLUTION ANALYTICS, LLC","","0.981100","Firm Fixed Price","","03/01/2010","09/30/2014","N","ANALYTICS SOFTWARE FOR ANETHESIA RECORD KEEPING SYSTEM ICU CLINICAL INFORMATION SYSTEM","41013","3600","0","2011-09-16 11:00:02","2012-02-27 15:05:45"
"029-888888101","478","029","Department of Veterans Affairs","InterAgency 21st Century Core","20115","44720","Awarded","3600","V200P1821","V200P1752","3600","Yes","PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)","","5.470401","","","06/07/2007","03/30/2012","Y","VCS BPA Analysis Support 5 task order.","40877","3600","0","2012-02-27 14:20:08","2012-02-27 14:20:08"
"029-888888101","478","029","Department of Veterans Affairs","InterAgency 21st Century Core","20116","44721","Awarded","3600","V200P1819","V200P1751","3600","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","3.460207","Firm Fixed Price","","07/24/2007","03/31/2012","Y","VCS BPA CONFIGURATION MANAGEMENT TASK ORDER","40878","3600","0","2012-02-27 14:20:08","2012-02-27 14:20:08"
"029-888888101","478","029","Department of Veterans Affairs","InterAgency 21st Century Core","20117","44722","Awarded","3600","V200P1793","V200P1752","3600","Yes","PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)","","11.770985","","","07/18/2007","09/30/2011","Y","VCS BPA OO Development Businessware task order","40879","3600","0","2012-02-27 14:20:08","2012-02-27 14:20:08"
"029-888888104","479","029","Department of Veterans Affairs","InterAgency 21st Century Enrollment Systems Redesign","20118","46781","Awarded","3600","VA11811P0015","","","Yes","SYSTEMS MADE SIMPLE, INC.","","4.858792","Firm Fixed Price","","01/14/2011","09/14/2011","N","Contract for Registration Enrollment (RE) services and support consisting of a six (6) month base period and a two (2) month option period.","40881","3600","0","2012-02-27 14:32:27","2012-02-27 14:32:27"
"029-888888104","479","029","Department of Veterans Affairs","InterAgency 21st Century Enrollment Systems Redesign","20119","41271","Awarded","3600","VA11811F0001","VA11811D0051","3600","Yes","HP ENTERPRISE SERVICES, LLC","","8.365387","Firm Fixed Price","","09/13/2011","09/12/2012","Y","TASK ORDER FOR ENROLLMENT MODERNIZATION TECHNICAL SUPPORT","40882","3600","0","2012-02-27 14:32:27","2012-02-27 14:32:27"
"029-888888104","479","029","Department of Veterans Affairs","InterAgency 21st Century Enrollment Systems Redesign","20120","41283","Awarded","3600","VA742S05006","GS00F0049M","4730","Yes","PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)","","0.746612","Firm Fixed Price","","09/09/2010","09/08/2013","Y","IVM Support","40883","3600","0","2011-09-16 10:44:22","2012-02-27 14:32:27"
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20188","44830","Awarded","3600","VA11810F0001 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20189","44831","Awarded","3600","VA11810F0002 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20190","44834","Awarded","3600","VA11810F0005 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20191","44835","Awarded","3600","VA11810F0006 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20192","44836","Awarded","3600","VA11810F0002 / VA11810BP0012","VA11810BP0012","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20193","46784","Awarded","3600","VA11810F0008 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20194","46785","Awarded","3600","VA11810F0009 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20195","46786","Awarded","3600","VA11810F0010 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20196","46787","Awarded","3600","VA11810F0001 / VA11810BP0012","VA11810BP0012","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20197","46788","Awarded","3600","V200P1821","V200P1752","3600","Yes","PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)","","5.470401","","","06/07/2007","03/30/2012","Y","VCS BPA Analysis Support 5 task order.","40906","3600","0","2012-02-27 14:47:37","2012-02-27 14:47:37"
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20198","46789","Awarded","3600","V200P1806","V200P1751","3600","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","5.546151","","","07/26/2007","01/31/2012","Y","VCS BPA OO Development Terminology task order","40907","3600","0","2012-02-27 14:47:37","2012-02-27 14:47:37"
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20199","46790","Awarded","3600","V200P1824","V200P1752","3600","Yes","PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)","","4.628733","","","07/25/2007","03/31/2012","Y","VCS BPA Project Management 2 task order","40908","3600","0","2012-02-27 14:47:37","2012-02-27 14:47:37"
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20200","46791","Awarded","3600","V200P1829","V200P1750","3600","Yes","SCIENCE APPLICATIONS INTERNATI","","5.097967","Firm Fixed Price","","07/24/2007","03/30/2012","Y","VCS BPA TECH WRITING TASK ORDER","40909","3600","0","2012-02-27 14:47:37","2012-02-27 14:47:37"
