Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Baseline,Target for PY,Actual for PY,Target for CY,Measurement Condition,Reporting Frequency,Most Recent Actual Results,Actuals have Met/Not Met Target,Comment,Updated Date,Updated Time
"015-000000348","1071","015","Department of the Treasury","IRS Telecommunications Systems and Support (TSS)","1373","429","WAN Availability - Availability based on KISAM tickets and the customer impact on making the network avaialble. Percent is derived from total number of hours per month X total number of sites/hours a site is not available.","Percentage","114-Customer Results - Service Quality","99.990000","99.990000","99.967000","99.990000","Over target","Quarterly","99.980000","Not Met","Result as of July 2012.  Thresholds need to be addressed with Execs; not available at time Sr. Mgrs approved.","08/31/2012","16:54:58"
"015-000000348","1071","015","Department of the Treasury","IRS Telecommunications Systems and Support (TSS)","1374","430","LAN Availability - Availability based on KISAM tickets and the customer impact on making the network avaialble. Percent is derived from total number of hours per month X total number of sites/hours a site is not available.","Percentage","215-Technology - Reliability and Availability","99.990000","99.990000","99.982000","99.990000","Over target","Quarterly","99.960000","Not Met","Result as of July 2012. Thresholds to be addressed by Execs; not available at time of Sr. Mgs. approval.","08/31/2012","16:54:58"
"015-000000348","1071","015","Department of the Treasury","IRS Telecommunications Systems and Support (TSS)","1375","431","Internet Access Availability - Average availability of the IRS to be able to reach a select number of external websites through the three CCGs. - ","Percentage","115-Customer Results - Service Accessibility","99.990000","99.990000","98.510000","99.800000","Over target","Quarterly","99.978000","Met","Result as of July 2012. Threshholds to be addressed by Execs; not avaialble at time of Sr. Mgrs approval.","08/31/2012","16:54:58"
"015-000000348","1071","015","Department of the Treasury","IRS Telecommunications Systems and Support (TSS)","1376","432","Total Network Usage (as a % of capacity) Average - Target is greater than or equal to 15%. It is the average of all sites based on bandwidth in and bandwidth out. Capacity is determined to ensure TNEt circuits are correctly sized to accommodate users needs - too small a circuit means the network slows down. Too large means we have an unnecessary expense for unused capacity. - ","Percentage","216-Technology - Effectiveness","15.000000","0.000000","8.820000","15.000000","Over target","Monthly","8.030000","Not Met","Result as of July 2012. Threshold to be addressed by Execs; not available at time Sr. Mgrs approved.","08/31/2012","16:54:58"
"015-000000348","1071","015","Department of the Treasury","IRS Telecommunications Systems and Support (TSS)","1377","433","Total Network usage (as a % of capacity) Peak - Target is less than or equal too 65%. It is the average of all sites based on bandwidth in and bandwidth out. Capacity is determined to ensure TNEt circuits are correctly sized to accommodate users needs - too small a circuit means the network slows down. Too large means we have an unnecessary expense for unused capacity.k - ","Percentage","216-Technology - Effectiveness","65.000000","0.000000","59.400000","65.000000","Over target","Monthly","61.050000","Not Met","Result as of July 2012. Thresholds to be addressed by Execs; not available at time Sr. Mgrs approved.","08/31/2012","16:54:58"
"015-000000340","1073","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Support Services (MSSS)","1110","198","Platform Availability for Email Servers","Percent Uptime","215-Technology - Reliability and Availability","99.950000","0.000000","0.000000","99.950000","Over target","Semi-Annual","99.998000","Met","New SLA Measurement for CY. Updated for March 2012. ","08/31/2012","16:53:02"
"015-000000340","1073","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Support Services (MSSS)","1111","199","Availability of OCC Production Application and Infrastructure Servers Systems","Percentage Uptime","215-Technology - Reliability and Availability","99.800000","99.800000","99.900000","99.800000","Over target","Semi-Annual","99.995000","Met","Updated for March 2012.","08/31/2012","16:53:02"
"015-000000340","1073","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Support Services (MSSS)","1112","200","Time to Respond to Production Server incidents","Number of incidents exceeding 1 hour response","113-Customer Results - Timeliness and Responsiveness","0.000000","0.000000","0.000000","0.000000","Under target","Semi-Annual","0.000000","Met","Please be advised that the quantity zero is a valid response for planned and actual on this metric.Updated for March 2012.","08/31/2012","16:53:02"
"015-000000340","1073","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Support Services (MSSS)","1113","201","Hours of Service Coverage and Support for Server Systems","Hours Per Day","112-Customer Results - Service Coverage","24.000000","24.000000","24.000000","24.000000","Over target","Monthly","24.000000","Met","Updated for August 2012.","08/31/2012","16:53:02"
"015-000000340","1073","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Support Services (MSSS)","1114","418","Mainframe Availability","Uptime Percentage","215-Technology - Reliability and Availability","99.950000","0.000000","0.000000","99.950000","Over target","Monthly","100.000000","Met","Updated for August 2012.","08/31/2012","16:53:02"
"015-000000341","1074","015","Department of the Treasury","IT Infrastructure End User Services and Support (EUSS)","1727","194","Provide Customers a Replacement or Repaired Computer Within 3 Days of Reported Incident","Number of Repairs/Replacements Over 3 days","113-Customer Results - Timeliness and Responsiveness","0.000000","0.000000","0.000000","0.000000","Under target","Semi-Annual","0.000000","Met","SLA for I-Metro.  Please be advised that the quantity zero is a valid response for planned and actual on this metric.  ","08/31/2012","16:52:10"
"015-000000341","1074","015","Department of the Treasury","IT Infrastructure End User Services and Support (EUSS)","1728","195","Software Packages Are Ready For Computer Deployment on Schedule","Number of Packages Not Delivered On Schedule","216-Technology - Effectiveness","0.000000","0.000000","0.000000","0.000000","Under target","Semi-Annual","0.000000","Met","SLA for I-Metro.  Please be advised that the quantity zero is a valid response for planned and actual on this metric. ","08/31/2012","16:52:10"
"015-000000341","1074","015","Department of the Treasury","IT Infrastructure End User Services and Support (EUSS)","1729","196","Deliver Blackberry Service to Customers Within 7 Days of Request","Number of Service Requests Over 7 Days","113-Customer Results - Timeliness and Responsiveness","0.000000","0.000000","0.000000","0.000000","Under target","Semi-Annual","0.000000","Met","SLA for I-Metro.  Please be advised that the quantity zero is a valid response for planned and actual on this metric.   ","08/31/2012","16:52:10"
"015-000000341","1074","015","Department of the Treasury","IT Infrastructure End User Services and Support (EUSS)","1730","197","Major Software Releases and Service Packs Deployed with No Service Disruption","Percentage of Updates Deployed without Disruption","212-Technology - Quality Assurance","97.000000","99.000000","100.000000","99.000000","Over target","Monthly","100.000000","Met","SLA for I-Metro. Updated for August 2012.  ","08/31/2012","16:52:10"
"015-000000341","1074","015","Department of the Treasury","IT Infrastructure End User Services and Support (EUSS)","1731","417","Blackberry Enterprise Server (BES) Availability","Percentage Uptime","215-Technology - Reliability and Availability","95.950000","0.000000","0.000000","95.950000","Over target","Semi-Annual","99.998000","Met","I-Metro SLA, New Measurement for CY.  BES provides email access for Blackberry end user devices.  ","08/31/2012","16:52:10"
"015-000014982","1077","015","Department of the Treasury","IT Infrastructure End User Systems and Support (ITI EUSS)","856","160","End-User Password Reset:Percent of Service Events that Password reset is completed within 1 hour of receipt of the request = [Number of Service Events that Password reset is completed within 1 hour of receipt of the request]/[Total number of Service Events]","Percentage (%)","205-Process and Activities - Security and Privacy","95.000000","95.000000","97.000000","95.000000","Over target","Monthly","100.000000","Met","12 password resets out of 12 requests were performed within 1 hour during July 2012.","08/31/2012","16:54:42"
"015-000014982","1077","015","Department of the Treasury","IT Infrastructure End User Systems and Support (ITI EUSS)","857","156","Incident Resolution First Contact Resolution: Performance Objective = The first Help Desk person who receives a call from the customer is able to resolve the issue or answer the customer question.Percent of Service Events that meet Performance Objective = [Number of Service Events that meet Performance Objective]/[Total number of Service Events]","Percentage (%)","114-Customer Results - Service Quality","80.000000","80.000000","84.000000","80.000000","Over target","Monthly","89.300000","Met","There were 142 first contact resolutions out of 159 contacts for July 2012, resulting in a 89.3% success rate.  This reduced levelof performance is directly related to insufficient license available to the contractor. ","08/31/2012","16:54:42"
"015-000014982","1077","015","Department of the Treasury","IT Infrastructure End User Systems and Support (ITI EUSS)","858","157","Time to repair HQ and Field Desktops, Laptops and End-User Peripherals.  Calcualted as (number of Level 1 Service events resolved in less than one day) / (Total number of level 1 service events) ","Percent (%)","213-Technology - Efficiency","92.000000","95.000000","97.000000","96.000000","Over target","Monthly","95.690000","Not Met","55 of 68 desktop, laptop, and end user peripheral repairs were closed with the standard during July 2012.  ","08/31/2012","16:54:42"
"015-000014982","1077","015","Department of the Treasury","IT Infrastructure End User Systems and Support (ITI EUSS)","859","158","Proposed Installs, Moves, Adds, Changes (IMAC) Service Level Requirements: Performance Objective = Time to complete HQ and Field IMAC for 1-10 items.Percent of Service Events that meet Performance Objective = [Number of Service Events that meet Performance Objective]/[Total number of Service Events]","Percentage (%)","113-Customer Results - Timeliness and Responsiveness","92.000000","92.000000","95.000000","92.000000","Over target","Monthly","92.300000","Met","There were 105 IMAC changes requested and 97 were made within the performance window in July 2012 for a 92.3% success rate.  This was slightly above standard as more contractor ITSM lienses are being acquired.","08/31/2012","16:54:42"
"015-000014982","1077","015","Department of the Treasury","IT Infrastructure End User Systems and Support (ITI EUSS)","860","159","New End-User Account (up to 5 per request):Performance Objective:  New End-User Accounts (up to 5 per request) are completed within 4 Business Days after authorized request. Percent of Service Events that meet Performance Objective = [Number of Service Events that meet Performance Objective]/[Total number of Service Events]","Percentage (%)","213-Technology - Efficiency","80.000000","80.000000","82.000000","80.000000","Over target","Monthly","93.330000","Met","14 of 15 new accounts were opened within standard during the July 2012.","08/31/2012","16:54:42"
"015-000014982","1077","015","Department of the Treasury","IT Infrastructure End User Systems and Support (ITI EUSS)","861","398","Time to Repair End User Desktop or Peripheral:Percent of Service Events responded to within 8 hours = [Number of Service Events that meet Performance Objective]/[Total number of Service Events]","Percentage (%)","213-Technology - Efficiency","85.000000","85.000000","87.000000","85.000000","Over target","Monthly","95.690000","Met","89 of 93 enduser devices were repaired within the standard for repair during July 2012.  ","08/31/2012","16:54:42"
"015-000014981","1078","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","862","6","System security requests (RACF, ACF2):Percent of Service Events completed within 2 hours of request= [Number of Service Events completed within two hours of request]/[Total number of Service Events]","Percentage (%)","205-Process and Activities - Security and Privacy","99.000000","99.000000","99.700000","99.000000","Over target","Monthly","100.000000","Met","There were 3 proactive incident reports processed in July 2012. All were handled within standard.","08/31/2012","16:54:30"
"015-000014981","1078","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","863","174","Refresh for midrange servers (Windows) Percent of Servers under 3 years old = [Number of midrange Windows servers older under 3 years old]/[Total number of Servers]","Percentage (%)","215-Technology - Reliability and Availability","95.000000","95.000000","100.000000","95.000000","Over target","Monthly","100.000000","Met","100% of mid-range servers remain under three years old during July 2012","08/31/2012","16:54:30"
"015-000014981","1078","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","864","175","On-Demand disk storage capability Change requests:Percent of Service Events that result in increases/decreases of +/-10% of installed storage capability within 7 Business days = [Number of Service Events that result in increases/decreases of +/-10% of installed storage capability within 7 Business days ] / [Total number of Service Events] ","Percentage (%)","203-Process and Activities - Cycle Time and Timeliness","99.000000","99.000000","99.500000","99.000000","Over target","Monthly","100.000000","Met","There were no On-demand disc capacity change requests for July 2012.  Therefore, the results were 100%.","08/31/2012","16:54:30"
"015-000014981","1078","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","865","176","On-Demand CPU Processing capability Change requests:Percent of Service Events that result in increases/decreases of +/-20% of baseline CPU processing capability within 2 days  = [Number of Service Events that result in increases/decreases of +/-20% of baseline CPU processing capability within 2 days ] / [Total number of Service Events] ","Percentage (%)","213-Technology - Efficiency","99.000000","99.000000","99.700000","99.000000","Over target","Monthly","99.730000","Met","There were 11,728 CPU Processing capacity measurements were performed during July 2012. 11,696 did not result in a request for increased CPU processing capacity.","08/31/2012","16:54:30"
"015-000014981","1078","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","866","177","Notification of Incident Priority Level 1 Outage to Help Desk:Percent of Service Events that appropriate people are notified of Priority Level 1 Outage to Help Desk incident within 10 minutes of discovering the incident = [Number of Service Events that Appropriate people are notified of Priority Level 1 Outage to Help Desk incident within 10 minutes of discovering the incident.] / [Total number of Service Events] ","Percentage (%)","113-Customer Results - Timeliness and Responsiveness","99.900000","99.900000","100.000000","99.900000","Over target","Monthly","100.000000","Met","There were 3 priority 1 outage notification incidents out of a total of 8 incidents reported during July 2012. All were handled within standard.","08/31/2012","16:54:30"
"015-000014981","1078","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","867","397","Support staff for Data Center:  Total Support Staff = FTEs + Contractors + Outsourced support","Count of Support Staff:  Reduce costs of operation","213-Technology - Efficiency","13.000000","13.000000","11.770000","12.000000","Under target","Monthly","12.000000","Met","Current staff is 12 FTEs + Contractors + Outsourced support continues during July 2012, as expected.","08/31/2012","16:54:30"
"015-000014981","1078","015","Department of the Treasury","IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","868","396","Cost per phtysical server - Reducing the cost of manufacturing by reducing IT operating costs improves seigniorage.  Cost per physical server = operational cost of servers /number of physical servers ","Dollars ($)","102-Mission and Business Results - Support Delivery of Services","0.030000","0.030000","0.029761","0.030000","Under target","Monthly","0.028500","Met","Cost per physical server continues to average 28,500 for July 2012.","08/31/2012","16:54:30"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","1216","127","New users will be enrolled within 48 hours 95 - 100% of the time.","Percentage","111-Customer Results - Customer Benefit","95.000000","95.000000","100.000000","95.000000","Over target","Monthly","100.000000","Met","","08/31/2012","17:27:07"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","1217","129","Maintain or increase the number of page hits for Account Statement","Count","101-Mission and Business Results - Services for Citizens","99500.000000","96000.000000","99595.000000","99000.000000","Over target","Quarterly","99595.000000","Met","Though this number fluctuates on a monthly basis due to the requirements for accounting support, the number should remain within 10% or increase as additional users are added.","08/31/2012","17:27:07"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","1219","131","The CARS system will be available to Account Statement users 24 hours per day 7 days per week 99% of the time. ","Percentage","215-Technology - Reliability and Availability","99.000000","99.000000","100.000000","99.000000","Over target","Monthly","99.000000","Met","","08/31/2012","17:27:07"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","4719","5198","The number of Agency Location Codes (ALC) not classified as CARS Reporters for at least one source system type (IPAC, Collections, or Payments) will decrease by 5% each quarter.","Percentage","213-Technology - Efficiency","4.000000","4.000000","","4.000000","Over target","Quarterly","","","4% or greater is considered green; 2 to 3.99% is yellow; and 0 to 1.99% is red","08/31/2012","17:27:07"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","4721","5199","The CARS - Authority Transaction Module (ATM) will  be available for end-user transaction input 24 hours per day, 7 days per week, 99% of the time.","Percentage","215-Technology - Reliability and Availability","99.000000","99.000000","100.000000","99.000000","Over target","Monthly","","","","08/31/2012","17:27:07"
"015-000014980","1105","015","Department of the Treasury","IT Infrastructure Telecommunications (ITI TSS)","1120","161","Internet Access Availability:Percent Available = [Minutes in Period - Minutes when Internet Access is not accessible] / [Minutes in Period]","percentage (%)","115-Customer Results - Service Accessibility","97.000000","97.000000","98.000000","98.000000","Over target","Monthly","100.000000","Met","Internet access availablity was 100% for July 2012.","08/31/2012","16:54:20"
"015-000014980","1105","015","Department of the Treasury","IT Infrastructure Telecommunications (ITI TSS)","1121","163","Communication Installs, Moves, Adds, Changes (IMAC - Gold Service LevelClosure within SLR time % = Number of tickets closed within 5 Days / Number of tickets in period","Percentage (%)","213-Technology - Efficiency","92.000000","93.000000","93.000000","94.000000","Over target","Monthly","92.380900","Not Met","105 IMAC Gold Level Service requests were made in July 2012, of which 97 were made within standard.  That is a 92.3% success rate. This was caused by a lack of ITSM licenses for this activity.  The contractor was not at fault.  It will be correctednexst month.","08/31/2012","16:54:20"
"015-000014980","1105","015","Department of the Treasury","IT Infrastructure Telecommunications (ITI TSS)","1122","172","Availability of Long Distance Telephone Services:Availability % = [Minutes in Period - ATB Minutes] / [Minutes in Period]","Percentage (%)","101-Mission and Business Results - Services for Citizens","99.990000","99.990000","100.000000","99.990000","Over target","Monthly","100.000000","Met","Inbound and outbound service availablity was 100% for July 2012. There were 42,640 inbound and outbound minutes during July 2012 with zero interruptions.","08/31/2012","16:54:20"
"015-000014980","1105","015","Department of the Treasury","IT Infrastructure Telecommunications (ITI TSS)","1123","173","Availability of WAN (Wide Area Network):Percent Available = [Minutes in Period - Minutes when WAN is not accessible] / [Minutes in Period]","Percentage (%)","101-Mission and Business Results - Services for Citizens","99.500000","99.500000","99.700000","99.500000","Over target","Monthly","100.000000","Met","Availability of WAN was 100% for the month of July 2012.  A total of 70 devices attached to the network and 100% availability was achieved.","08/31/2012","16:54:20"
"015-000014980","1105","015","Department of the Treasury","IT Infrastructure Telecommunications (ITI TSS)","1124","171","Time to repair Priority Level 2 and 3 Long Distance Voice Incidents - Gold Service LevelClosure within SLR time % = Number of tickets closed within 4 hrs / Number of tickets in period","Percentage (%)","213-Technology - Efficiency","95.000000","95.000000","97.000000","95.000000","Over target","Monthly","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for July 2012.  There were 3 Prioritiy 1 Voice incidents, all resolved within standard.","08/31/2012","16:54:20"
"015-000014980","1105","015","Department of the Treasury","IT Infrastructure Telecommunications (ITI TSS)","1125","411","Time to Complete implementation of Communications devices and systemsClosure within less than 1 business day 95% of the time % = Number of tickets closed within 1 Day / Number of tickets in period","Percentage (%)","215-Technology - Reliability and Availability","95.000000","95.000000","98.000000","96.000000","Over target","Monthly","100.000000","Met","100% of communication device installations were performed within standard during July 2012.","08/31/2012","16:54:20"
"015-000000395","1106","015","Department of the Treasury","FMS IT Infrastructure Mainframe and Servers Services and Support (IT MSSS)","1341","455","SLA #1 Critical hour of production availability","Full Day of Infrastructure availability","114-Customer Results - Service Quality","99.900000","100.000000","99.990000","99.990000","Over target","Monthly","100.000000","Met","","08/31/2012","16:57:24"
"015-000000395","1106","015","Department of the Treasury","FMS IT Infrastructure Mainframe and Servers Services and Support (IT MSSS)","1342","456","SLA Metric #3 Priority 1 incident response. To resolve 95% of incidents within 2hrs.","Percent","113-Customer Results - Timeliness and Responsiveness","95.000000","100.000000","97.000000","97.000000","Over target","Monthly","2.000000","Not Met","","08/31/2012","16:57:24"
"015-000000395","1106","015","Department of the Treasury","FMS IT Infrastructure Mainframe and Servers Services and Support (IT MSSS)","1343","457","% of O&M Projects completed on -time","Percent","203-Process and Activities - Cycle Time and Timeliness","100.000000","100.000000","99.990000","100.000000","Over target","Monthly","100.000000","Met","","08/31/2012","16:57:24"
"015-000000395","1106","015","Department of the Treasury","FMS IT Infrastructure Mainframe and Servers Services and Support (IT MSSS)","1344","458","Total Open Audit Findings","Total Open Audit Findings and Observations","204-Process and Activities - Quality","40.000000","40.000000","41.000000","40.000000","Over target","Monthly","41.000000","Met","","08/31/2012","16:57:24"
"015-000000395","1106","015","Department of the Treasury","FMS IT Infrastructure Mainframe and Servers Services and Support (IT MSSS)","1345","459","Ratio of SOW current Projects on schedule","Ratio","214-Technology - Information and Data","9.000000","11.000000","9.000000","11.000000","Over target","Monthly","11.000000","Met","","08/31/2012","16:57:24"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","3725","11090908731","Surveys are conducted with callers to determine the level of satisfaction they have with the level of service they received during their telephone interaction with call center agents at the Health Eligibility Center (HEC), Health Resource Center (HRC), and Health Administration Center (HAC).","Percentage","114-Customer Results - Service Quality","80.000000","0.000000","0.000000","80.000000","Over target","Monthly","90.000000","Met","May 2012 measure input.","07/17/2012","11:13:25"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","3726","11090908732","Surveys are conducted with callers by a 3rd party vendor to determine the level of satisfaction they have with the level of service they received during their telephone interactions with Veterans Benefit Administration (VBA) call center agents.","Number","114-Customer Results - Service Quality","720.000000","0.000000","0.000000","720.000000","Over target","Quarterly","0.000000","Not Met","New Metric - Baseline to be set with 2012 Actuals","07/17/2012","11:13:25"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","3727","11090908733","Reports the percentage of calls that cannot be completed because of a busy condition on the phone line. There are two different ways to track blocked calls:  Access to VA or Access to Toll Free Service; Access to Agent","Percentage","215-Technology - Reliability and Availability","1.000000","0.000000","0.000000","1.000000","Under target","Quarterly","0.000000","Met","New Metric - Baseline and CY Target to be set with 2012 Actuals for Q1 and Q2","07/17/2012","11:13:25"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","3728","11090908736","One Vet is intended to provide increased access of benefits to clients by providing multiple channels and easy access to reliable information about VA benefits by measuring the number of unique Veterans served by the eBenefits portal.","Number","215-Technology - Reliability and Availability","95000.000000","0.000000","0.000000","98800.000000","Over target","Monthly","1542716.000000","Met","May 2012 measure input","07/17/2012","11:13:25"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","3729","11090908737","One Vet is intended to provide increased access of benefits to clients by providing multiple channels and easy access to reliable information about VA benefits by measuring the increase  in the number of page views of Compensation and Pension (C&P) claim status accessed via the eBenefits.va.gov portal.","Number","215-Technology - Reliability and Availability","142940.000000","0.000000","0.000000","150087.000000","Over target","Quarterly","709423.000000","Met","May 2012 measure","07/17/2012","11:13:25"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","3730","11090908738","One Vet is intended to provide increased access of benefits to clients by providing multiple channels and easy access to reliable information about VA benefits as measured by increase  in the number of VA letters generated via the eBenefits.va.gov portal.","Number","215-Technology - Reliability and Availability","4778.000000","0.000000","0.000000","5017.000000","Over target","Quarterly","119906.000000","Met","May 2012 totals","07/17/2012","11:13:25"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3617","11090908991","Total monthly census number of Veterans receiving Home Telehealth care per year.","Number of Home Telehealth patients","202-Process and Activities - Productivity","40000.000000","40000.000000","58179.000000","72000.000000","Over target","Monthly","71830.000000","Not Met","","08/14/2012","09:10:42"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3618","11090908992","Total monthly census number of Veterans living in rural areas receiving Home Telehealth care per year.","Census number of rural Veterans","101-Mission and Business Results - Services for Citizens","16500.000000","16500.000000","24409.000000","29000.000000","Over target","Monthly","29615.000000","Met","","08/14/2012","09:10:42"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3619","11090908993","Total monthly number of Home Telehealth patient surveys received per year.","Number of surveys","111-Customer Results - Customer Benefit","370000.000000","370000.000000","654041.000000","720000.000000","Over target","Monthly","851404.000000","Met","","08/14/2012","09:10:42"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3620","11090908994","Percentage of Home Telehealth patients each month whose data is linked to VA systems per year.","Number of patients utilizing Telehealth systems","214-Technology - Information and Data","40.000000","40.000000","90.290000","92.000000","Over target","Monthly","84.400000","Not Met","","08/14/2012","09:10:42"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3621","11090908995","Number of Help Desk Tickets per month reporting missing Clinical Reminders Information.","Number of Help Desk Tickets re: Clinical Reminders","212-Technology - Quality Assurance","0.000000","0.000000","0.000000","0.000000","Under target","Monthly","0.000000","Met","Access Received Closer to Home pilot concluded in March.  Contract close-out is in process.","08/14/2012","09:10:42"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","4437","11090908996","Number of Telereader studies read each month towards an annual target of 180,000.","Number of Telereader studies read","202-Process and Activities - Productivity","15967.000000","150000.000000","162021.000000","180000.000000","Over target","Monthly","21461.000000","Not Met","","08/14/2012","09:10:42"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3671","11090908091","Total number of users working with VBMS","Unique Users added per month","215-Technology - Reliability and Availability","100.000000","20.000000","60.000000","50.000000","Over target","Monthly","149.000000","Met","as of 11/1/11","08/14/2012","09:10:43"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3672","11090908092","Number of Service Oriented Archictecture services available to other business lines or initiatives such as VRM and GI Bill.","Number of SOA services","214-Technology - Information and Data","0.000000","10.000000","0.000000","10.000000","Over target","Semi-Annual","0.000000","Not Met","Phase 2 goal which is not to be completed until end of 1st quarter FY12 therefore did not meet goal in FY2011. ","08/14/2012","09:10:43"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3673","11090908094","The number of regional offices (RO) using VBMS is an important metric for success. The number of ROs demonstrates scalability of the new system and accomplishment of iterative software development and deployment.","number","113-Customer Results - Timeliness and Responsiveness","2.000000","2.000000","2.000000","3.000000","Over target","Semi-Annual","4.000000","Met","","08/14/2012","09:10:43"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3674","11090908095","Percentage of eligible claims processed using VMBS relative to the stations' total inventory of eligible claims.","percentage","102-Mission and Business Results - Support Delivery of Services","0.000000","80.000000","80.000000","85.000000","Under target","Semi-Annual","80.000000","Met","","08/14/2012","09:10:43"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3675","11090908096","Percentage of planned work for a 3 week sprint cycle is completed on schedule within the sprint cycle.","percentage","203-Process and Activities - Cycle Time and Timeliness","50.000000","80.000000","75.000000","85.000000","Under target","Semi-Annual","75.000000","Met","","08/14/2012","09:10:43"
"029-666666268","469","029","Department of Veterans Affairs","Benefits IT Support","3676","11090908261","% of internal customers satisfied with reliability, availability, and responsiveness of IT services.","# of internal customers","111-Customer Results - Customer Benefit","67.000000","68.000000","67.000000","70.000000","Over target","Semi-Annual","81.000000","Met","","08/14/2012","09:10:43"
"029-666666268","469","029","Department of Veterans Affairs","Benefits IT Support","3677","11090908262","% of services meet the SLA goals.","# of services","114-Customer Results - Service Quality","85.000000","99.000000","85.000000","99.000000","Over target","Semi-Annual","76.900000","Not Met","","08/14/2012","09:10:43"
"029-666666268","469","029","Department of Veterans Affairs","Benefits IT Support","3678","11090908263","% of problems resolved on first contact.","# of problems","203-Process and Activities - Cycle Time and Timeliness","70.000000","70.000000","82.040000","70.000000","Over target","Monthly","96.440000","Met","","08/14/2012","09:10:43"
"029-666666268","469","029","Department of Veterans Affairs","Benefits IT Support","3679","11090908264","% of time Benefits Delivery Network (BDN) system is available.","# of minutes","215-Technology - Reliability and Availability","99.000000","99.000000","100.000000","99.000000","Over target","Monthly","100.000000","Met","","08/14/2012","09:10:43"
"029-666666268","469","029","Department of Veterans Affairs","Benefits IT Support","3680","11090908265","% of time Chapter 33 system is available.","# of minutes","215-Technology - Reliability and Availability","99.000000","99.000000","100.000000","99.000000","Over target","Monthly","100.000000","Met","","08/14/2012","09:10:43"
"029-666666268","469","029","Department of Veterans Affairs","Benefits IT Support","3681","11090908266","% of time VETSNET system is available.","# of minutes","215-Technology - Reliability and Availability","99.000000","99.000000","100.000000","99.000000","Over target","Monthly","100.000000","Met","","08/14/2012","09:10:43"
"029-666666109","470","029","Department of Veterans Affairs","Benefits Legacy","3660","11090908331","Executive and Congressional special reports fulfill 75% data requirements in first iteration.","Percentage","204-Process and Activities - Quality","75.000000","75.000000","80.000000","75.000000","Over target","Monthly","95.000000","Met","","08/14/2012","09:10:43"
"029-666666109","470","029","Department of Veterans Affairs","Benefits Legacy","3661","11090908332","User Acceptance Testing/Software Quality Assurance test plans and scenarios can detect up to 75% of code defects.","Percentage","212-Technology - Quality Assurance","75.000000","75.000000","80.000000","75.000000","Over target","Monthly","75.000000","Met","","08/14/2012","09:10:43"
"029-666666109","470","029","Department of Veterans Affairs","Benefits Legacy","3662","11090908333","Corporate WINRS (CWINRS) Help Desk response given within 24 hours of initial report 95% of the time.","Percentage","113-Customer Results - Timeliness and Responsiveness","70.000000","75.000000","80.000000","75.000000","Over target","Monthly","95.000000","Met","","08/14/2012","09:10:43"
