"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Other SDLC","Release Every Six Mo","Release Every Six Mo Comment","PM Experience Level","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320047",3559,"	320047","BMISS 2013-01","Provide the Office of Legal Counsel with a list of long awaited functionality.
Fully automate the business processes around site compliance.
Provide a method for BMISS users to access recently scanned historical participant files.
Provide requested upgrades to functionality for several Program areas in BMISS.",2012-07-02,2012-12-31,2.643,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.165,-6.24,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320066",3561,"	320066","BMISS 2013-02","Help the Programs reengineer their processes, and then automate what was streamlined.
Provide requested upgrades to functionality for several Program areas in BMISS.",2012-12-03,2013-03-29,2.405,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-2,-1.72,Green,0.048,2,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320067",3563,"	320067","BMISS 2013-03","Improve the processing and streamlining of the NHSC loan repayment application and award system; Improve  the processing and streamlining of the Nurse Corp loan repayment application and award system; automate invoicing process and all site changes processes.",2013-01-02,2013-06-28,2.668,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-2,-1.13,Green,0.06,2.25,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320085",3565,"	320085","BMISS 2013-04","Rearchitect the original Site Application and Approval workflows to fit the new streamlined processes; add scope to HRSA-wide Enterprise Site Repository project .  Introduce legislative changes to the Students to Service Loan application.",2013-06-01,2013-08-30,1.374,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.008,-0.58,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320102",3567,"	320102","BMISS 2014-01","Reengineer the continuation process for loan repayment programs.  Refactor task management system to accommodate previous release scope; introduce first layer of management decision making tools; complete end to end Student to Service rank and award workflow.",2013-08-01,2013-12-31,2.834,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320103",3569,"	320103","BMISS 2014-02","Provide a deferment process for NHSC scholar program and for Students-to-Service (S2S) program. Develop a scholar placement process.",2014-01-02,2014-03-31,2.947,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.095,3.22,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320105",3571,"	320105","BMISS 2014-03","Provide a low-fidelity integration with loan and credit companies.  Provide updates for Congressional, policy and/or Program mandates to the financial systems.",2014-03-01,2014-05-31,2.207,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.114,-5.17,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	320106",3573,"	320106","BMISS 2014-04","Provide a graphical participant timeline to improve access to key data.  Provide integration with a document management system.",2014-06-01,2014-09-30,4.473,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.101,-2.3,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	328101",7605,"	328101","BMISS 2015-01","Participant Timeline - BCRS staff members often need a full view of a program participant's service time, interruptions, etc.  This effort will provide a visual timeline for any selected participant. 

Document Management Integration - Progam applicants must provide supporting documentation to present their case to the BCRS Programs.  BMISS is storing this information and needs a way to manage it effectively.  This effort will install a third-party product that will allow BMISS to manage the records according to established record type schedules.",2014-10-01,2014-12-31,2.861,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.347,-12.13,Yellow,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	328105",7607,"	328105","BMISS 2015-02","NHSC SP / NCSP In-school Verfication - Provide schools with an electronic ability to verify program scholars are in school and in good standing. 

School Portal Enhancements - Now that Scholars have been using the electronic portal for some time now, provide enhancements that make their process easier.",2015-01-02,2015-02-28,0.883,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	328109",7609,"	328109","BMISS 2015-03","Electronic Participant File - Provides an exportable version of participant information similar to the information provided on the graphical participant timeline.  Two formats already defined are those for the Department of Justice and for the participant.",2015-03-01,2015-06-30,2.012,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.199,9.89,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	328112",7611,"	328112","BMISS 2015-04","Site Portal Expansion - Allow sites to manage their network information using the BMISS portal.  Possibility exists for also providing a participant resume matching feature for open jobs.",2015-07-01,2015-08-31,1.034,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.275,26.6,Yellow,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	332663",10257,"	332663","BMISS 2016-01","Implementation of prioritized Program items for BMISS and SDMS.  Planning for FY2017 and FY2018.",2015-09-01,2015-11-30,1.502,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.074,-4.93,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	332677",10259,"	332677","BMISS 2016-02","Implementation of prioritized Program items for BMISS and SDMS.  Planning for FY2017 and FY2018.  Planning for major technology changes.",2016-02-01,2016-03-31,0.956,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.047,-4.92,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	332692",10261,"	332692","BMISS 2016-03","Implementation of prirotized Programitems for BMISS and SDMS.  Planning for FY2017 and FY2018. Planning for major technology changes.  Implementation of an electronic record management system for the Bureau.",2016-04-01,2016-05-31,1.374,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.065,4.73,Green,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	332699",10263,"	332699","BMISS 2016-04","Implementation of prioritized Program items for BMISS and SDMS.  Planning for FY2017 and FY2018.  Planning for major technology changes.",2016-06-01,2016-06-30,0.63,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.08,-12.7,Yellow,Completed,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	346842",12850,"	346842","BMISS 2017-02","Integration of national data sets in SDMS - This project will allow more accurate designations of HPSAs.",2016-11-01,2017-03-31,3.332,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	346846",12853,"	346846","BMISS 2017-01","Refining SDMS Rescoring Methodology - provide an enhanced methodology to provide scores for Health Professional Shortage Areas (HPSA).",2016-07-01,2016-10-31,2.65,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.397,-14.98,Yellow,In-progress,08/31/2016,17:30:56
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)","	356455",13700,"	356455","BMISS 2016-01a","January Release.",2015-12-01,2016-01-31,1.03,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.05,-4.85,Green,Completed,08/31/2016,17:30:56
009-000267387,1175,"	009","Department of Health and Human Services","CMS Multidimensional Insurance Data Analytics System (MIDAS)","	320584",3575,"	320584","CMS CCIIO Enterprise IT Data Management Implementation of the Multi-dimentional Insurance Data Analytics System (MIDAS)","Development and implementation of the Multidimensional Insurance Data Analytics System (MIDAS) to provide a system for data storage for CCIIO systems. Implementation of data processing systems to support Marketplace.",2011-09-27,2013-09-26,7.582,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0.542,7.15,Green,Completed,02/04/2016,17:21:59
009-000267387,1175,"	009","Department of Health and Human Services","CMS Multidimensional Insurance Data Analytics System (MIDAS)","	333595",11121,"	333595","Enterprise Identity Data Management Investment - MIDAS Project, Option Year 1 (OY1)","Continuation of MIDAS Project, Contract Option Year (OY1) From October 1, 2012 to September 26, 2013.",2012-10-01,2013-09-26,12.97,"4 - Agile",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0.18,1.39,Green,Completed,02/04/2016,17:21:59
009-000267387,1175,"	009","Department of Health and Human Services","CMS Multidimensional Insurance Data Analytics System (MIDAS)","	333600",11123,"	333600","Enterprise Identity Data Management Investment - MIDAS Project, Option Year 2 (OY2)","MIDAS Project for Contract in Option Year (OY) 2 From September 1, 2013 to September 30, 2014.",2013-09-01,2014-09-30,23.292,"4 - Agile",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,3.099,13.3,Yellow,Completed,02/04/2016,17:21:59
009-000267387,1175,"	009","Department of Health and Human Services","CMS Multidimensional Insurance Data Analytics System (MIDAS)","	345739",12405,"	345739","MIDAS - OY3 Revised Pricing Project","Repricing for MIDAS investment.",2013-10-01,2014-09-30,23.491,"4 - Agile",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",11,3.02,Green,0,0,Green,Completed,02/04/2016,17:21:59
009-000267910,1177,"	009","Department of Health and Human Services","CMS CCIIO Health Insurance and Oversight IT Investment","	320839",3579,"	320839","CMS CCIIO HIOS Implementation of Health Plan Identifier (HPID) Release I","Development and implementation of the Health Plan Identifier (HPID) system which will establish a standardized system of billing identification numbers for individual health plans.",2012-07-02,2013-04-15,1.4,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,-0.094,-6.74,Green,Completed,04/29/2016,17:30:42
009-000267910,1177,"	009","Department of Health and Human Services","CMS CCIIO Health Insurance and Oversight IT Investment","	352478",13121,"	352478","HIOS - CMS Health Insurance Oversight System","This project is to enhance the HIOS - CMS Health Insurance Oversight System with the set of distinct efforts established as project activities from WBS items in the contractor's IPMR Format 1, where progress will be monitored and reported based on earned value parameters.",2015-04-15,2016-04-14,20.222,"4 - Agile",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-141,-38.63,Red,-0.072,-1.11,Green,In-progress,04/29/2016,17:30:42
009-000314914,1181,"	009","Department of Health and Human Services","CMS Master Data Management (MDM)","	318716",3583,"	318716","MDM Release 2","Build on MDM foundational data; potential integration of Medicaid beneficiary, provider, program and plan data; integration of provider quality data; continued support for Coordinated Care Organizations.",2012-09-03,2013-05-17,6.1,,,,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-75,-29.3,Yellow,1.393,22.84,Yellow,Completed,08/26/2016,01:06:38
009-000314914,1181,"	009","Department of Health and Human Services","CMS Master Data Management (MDM)","	318748",3585,"	318748","MDM Release 3","Build on MDM foundational data; scope of MDM Release 3 to be determined by Shared Services Change Control Board (CCB) and Business and Architecture and Technology Solutions (BATS) Board.",2013-03-01,2013-10-04,6.43,"1 - Waterfall",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,Completed,08/26/2016,01:06:38
009-000314914,1181,"	009","Department of Health and Human Services","CMS Master Data Management (MDM)","	318772",3587,"	318772","MDM Release 4","Build on MDM foundational data; scope of MDM Release 4 to be determined by Shared Services Change Control Board (CCB) and Business and Architecture and Technology Solutions (BATS) Board.",2013-09-01,2015-11-30,8.243,"1 - Waterfall",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",3,0.37,Green,0.396,4.8,Green,Completed,08/26/2016,01:06:38
009-000314914,1181,"	009","Department of Health and Human Services","CMS Master Data Management (MDM)","	345764",12401,"	345764","MDM - FY14 NEF","Build on MDM foundational data; scope of MDM Releases to be determined by Shared Services Change Control Board (CCB) and Business and Architecture and Technology Solutions (BATS) Board, as well as Marketplace MDM build determined by Marketplace Architecture Review.",2013-11-28,2014-11-27,10.527,"5 - Mixed",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,Completed,08/26/2016,01:06:38
009-000314914,1181,"	009","Department of Health and Human Services","CMS Master Data Management (MDM)","	352619",13217,"	352619","MDM - Release 5","Build on MDM foundational data; scope of MDM Releases 4 Part II and 5 to be determined by Shared Services Change Control Board (CCB) and Business and Architecture and Technology Solutions (BATS) Board.",2014-07-16,2016-09-30,15.604,"1 - Waterfall",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0.804,5.8,Green,In-progress,08/26/2016,01:06:38
009-000314915,1183,"	009","Department of Health and Human Services","CMS Enterprise Portal","	318245",3591,"	318245","CMS ePortal project","The Portal shared service will allow users and external systems access to CMS applications that exchange information and provide services defined under  provisions of the PPACA. The Portal shared service will provide: (1) The Portal platform; (2) Common ""integration glass""; (3) A CMS branded portal experience with role-based authorization functionality; (4) Allow data exchanges such as beneficiary alignments; (5)  Enable the access to reports; (6) Enable the ability to upload opt-in, opt-out and data preferences files.",2011-11-28,2013-09-30,3.09,"5 - Mixed",,yes,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",3,0.45,Green,0.143,4.63,Green,Completed,08/26/2016,01:05:45
009-000314915,1183,"	009","Department of Health and Human Services","CMS Enterprise Portal","	345752",12395,"	345752","CMS Enterprise Portal - FY14 NEF","The Portal shared service will allow users and external systems access to CMS applications that exchange information and provide services defined under provisions of the PPACA and for the purposes of the Federally Facilitated Marketplace. The Portal shared service will provide: (1) The Portal platform; (2) Common ""integration glass""; (3) A CMS branded portal experience with role-based authorization functionality; (4) Allow data exchanges such as beneficiary alignments; (5) Enable the access to reports; (6) Enable the ability to upload opt-in, opt-out and data preferences files.",2013-11-28,2014-11-27,4.913,"5 - Mixed",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,Completed,08/26/2016,01:05:45
009-000314915,1183,"	009","Department of Health and Human Services","CMS Enterprise Portal","	352641",13231,"	352641","CMS ePortal FY 16 Development","Adding vertical portlet integrations to the enterprise portal, to expand user access and functional support.",2015-10-01,2016-12-31,6.5,"1 - Waterfall",,yes,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,-1.873,-32.59,Red,In-progress,08/26/2016,01:05:45
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	318912",3593,"	318912","EIDM Release 1","Basic IDM Services:  new user registration, access management, identity lifecycle management.  Outcomes:  Users of the Healthcare Exchange Plan Management can register and get CMS credentials.",2012-06-18,2012-12-17,9.965,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,-2.282,-22.9,Yellow,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	318935",3595,"	318935","EIDM Release 2","New User Registration: Sec. 508 compliant interface, ID proofing process to establish user identity and issue EIDM username/pwd.  Access Management: agents installed, Multi-factor authentication using Symantec VIP, accept federated credential from certified ID providers within TFPAP, Federation as Identity Provider for CMS applications using SAML 2.0.  Workflow as a service: standard role management, chain of trust approval method.  Identity Lifecycle Management:  pwd mngt, user profile mgt, acct. reactivate/revoke, federated credential Management, enable temp disabled account thru self service, disable inactive users after 90 days inactivity. Outcomes:  increased security posture using Sec. 508 compliant CAPTCHA, Federated and CMS Legacy IDM Credentials supported, better role management capability, begin testing Healthcare Exchange Eligibility & Enrollement with State Based Exchanges and FFE,  successfully on-board 100-200K new users with CMS credentials, and allow SBE's to leverage Identity Proofing Service for thousands of users.",2013-01-01,2013-06-07,3.749,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0.036,0.96,Green,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	318951",3597,"	318951","EIDM Release 3","Begin migration of CMS applications from legacy IDM systems to EIDM.  Finalize testing and integration with Health Care Exchange Data Services hub in CMS private cloud.  Open registration service to Health Care Exchange Consumers.  Outcomes: Migrate at least 1 cms application from IACS to EIDM, finalize application and service integrations with Health Care Exchange Eligibility & Enrollment process, successfully on-board 21.25M new users with CMS credentials, and allow State Based Exchanges to leverage Identity Proofing Service for millions of users.",2013-03-18,2013-09-17,3.665,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-44,-24.04,Yellow,-3.127,-85.37,Red,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	318957",3599,"	318957","EIDM Release 4","Continue migration of CMS applications from legacy IDM systems to EIDM.  Upgrade core components of Oracle OIM software suite.  Outcomes: Migrate at least 3 cms applications from IACS and 1 legacy IDM system to EIDM, successfully on-board 21.25M new users with CMS credentials for Health Exchanges, and allow State Based Exchanges to leverage Identity Proofing Service for millions of users.",2013-06-18,2013-12-17,2.36,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,-2.621,-111.06,Red,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	324237",6403,"	324237","EIDM Release 1 Part 2","Basic IDM Services:  new user registration, access management, identity lifecycle management.  Outcomes:  Users of the Healthcare Exchange Plan Management can register and get CMS credentials.",2012-12-18,2013-04-27,3.265,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-27,-20.77,Yellow,-0.379,-11.61,Yellow,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	331347",9981,"	331347","EIDM HP VDC Re-Hosting","2013 NEF funded activities to Re-Host EIDM system from Verizon/Terremark to CMS HP Virtual Data Center.  Stand up EIDM system on physical hardware.  Deploy all Oracle IDM software suite and EIDM custom code.",2012-11-12,2013-01-31,7.555,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",23,28.75,Yellow,0,0,Green,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	331696",10033,"	331696","EIDM - First Half","In the past year, EIDM plans have changed significantly due to new legislative requirements, business applications schedule changes, etc. EIDM First Half is one of 2 halfs which comprises Maintenance , and Integration & Mitgration, Environment Support, User Support Services, Project Management, ODC, and RIDP/MFA.",2014-01-01,2014-03-31,7.652,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0.595,7.78,Green,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	331707",10035,"	331707","EIDM - Second Half","In the past year, EIDM plans have changed significantly due to new legislative requirements, business applications schedule changes, etc. EIDM First Half is one of 2 halfs which comprises Maintenance , and Integration & Mitgration, Environment Support, User Support Services, Project Management, ODC, and RIDP/MFA.",2014-04-01,2014-09-30,14.012,"1 - Waterfall",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,-0.548,-3.91,Green,Completed,02/06/2015,16:28:43
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)","	345189",12457,"	345189","EIDM - Infrastructure (FY2014)","The objective of this project is to enhance EIDM infrastructure components at the Teramark and HP datacenters in order to support MarketPlace open enrollment volume.",2014-04-10,2014-09-30,12.68,"1 - Waterfall",,no,"This is a one time infrastructure enhancement.","4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,Completed,02/06/2015,16:28:43
009-000316503,1189,"	009","Department of Health and Human Services","CMS MACBIS (Medicaid & CHIP Business Information and Solutions)","	349200",13146,"	349200","MACBIS - MACPro & TMSIS","About MACPro: 
Medicaid, authorized by Title XIX of the Social Security Act, and CHIP, reauthorized by the Children's Health Insurance Program Reauthorization Act of 2009 (CHIPRA) signed into law on February 4, 2009, play an important role in financing health care for approximately 48 million people throughout the country. By 2014, it is expected that an additional 16 million people will become eligible for Medicaid and CHIP as a result of the Affordable Care Act (Public Law 111-148 - Patient Protection and Affordable Care Act). In order to implement the statute, CMS must provide for a mechanism to ensure timely approval of Medicaid and CHIP state plans, waivers and demonstrations and provide for a repository for all Medicaid and CHIP program that supplies data to populate Healthcare.gov (sec. 1103) as well as other required reports. With these tremendous statutory changes in the Medicaid and CHIP programs, CMS will undergo a transformation from a reactive, mostly paper based processing entity to an active, electronic based program manager by automating and streamlining the current systems and processes.

About T-MSIS:
The Centers for Medicare and Medicaid Services (CMS) implemented the T-MSIS initiative in an effort to receive more complete and timely Medicaid and Children's Health Insurance Programs (CHIP) related data from states. This initiative seeks to reduce the burden on states of multiple requests for data, allowing states to better perform its responsibilities of Medicaid and CHIP program oversight, administration, and program integrity.",2014-09-22,2016-07-12,18.099,"4 - Agile",,yes,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-153,-23.22,Yellow,2.224,12.29,Yellow,In-progress,05/26/2016,19:47:21
009-000316503,1189,"	009","Department of Health and Human Services","CMS MACBIS (Medicaid & CHIP Business Information and Solutions)","	356580",13731,"	356580","MACBIS - TMSIS and MACPro (Option Year 1)","About MACPro: 
Medicaid, authorized by Title XIX of the Social Security Act, and CHIP, reauthorized by the Children’s Health Insurance Program Reauthorization Act of 2009 (CHIPRA) signed into law on February 4, 2009, play an important role in financing health care for approximately 48 million people throughout the country. By 2014, it is expected that an additional 16 million people will become eligible for Medicaid and CHIP as a result of the Affordable Care Act (Public Law 111-148 – Patient Protection and Affordable Care Act). In order to implement the statute, CMS must provide for a mechanism to ensure timely approval of Medicaid and CHIP state plans, waivers and demonstrations and provide for a repository for all Medicaid and CHIP program that supplies data to populate Healthcare.gov (sec. 1103) as well as other required reports. With these tremendous statutory changes in the Medicaid and CHIP programs, CMS will undergo a transformation from a reactive, mostly paper based processing entity to an active, electronic based program manager by automating and streamlining the current systems and processes.

About T-MSIS:
The Centers for Medicare and Medicaid Services (CMS) implemented the T-MSIS initiative in an effort to receive more complete and timely Medicaid and Children’s Health Insurance Programs (CHIP) related data from states. This initiative seeks to reduce the burden on states of multiple requests for data, allowing states to better perform its responsibilities of Medicaid and CHIP program oversight, administration, and program integrity.",2014-09-25,2016-11-25,12.917,"4 - Agile",,yes,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,-1.983,-16.02,Yellow,In-progress,05/26/2016,19:47:21
009-000316811,1191,"	009","Department of Health and Human Services","CMS Healthcare Web Support","	331943",10041,"	331943","Healthcare / Web Portal and Support","Launch healthcare.gov website from non recurring expenses in FY2013.",2013-07-01,2013-09-30,21.384,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,Completed,02/05/2015,10:24:57
009-000316811,1191,"	009","Department of Health and Human Services","CMS Healthcare Web Support","	345360",12397,"	345360","Healthcare Website Development","Website Development Projects to support the ACA.",2014-07-01,2014-09-30,14.897,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,Completed,02/05/2015,10:24:57
010-999993100,1197,"	010","Department of the Interior","DOI - Geospatial Platform and Shared Services",PLAT-0001,13181,,"Develop V3.0 Geospatial Platform","Enhance Market Place functionality, enhance capabilities for community support, build out cloud-based support capability. Develop WebMap Viewer as an open source alternative to ArcGIS. Deploy Geospatial Platform V 3.0.",2013-10-01,2014-09-30,0.901,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,Completed,08/17/2016,21:16:27
010-999993100,1197,"	010","Department of the Interior","DOI - Geospatial Platform and Shared Services",PLAT-0003,13182,,"Develop  V3.2 Geospatial Platform","Establish hosting capabilities for Federal Agencies.  Continue to enhance market place capabilities related to collaboration.  Employ new user requirements in accordance with Agile development methodology.  Develop metric tracking related to data hosting and continue to develop tools and applications to achieve portfolio management.  Deploy V 3.2.",2015-10-01,2016-09-30,1,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,08/17/2016,21:16:27
010-999993100,1197,"	010","Department of the Interior","DOI - Geospatial Platform and Shared Services",PLAT-0002,13183,,"Develop V3.1 Geospatial Platform","Enhancements to web map viewer such as geospatial analytical tools.  Deploy new communities and enhance capabilities. Deploy mobile applications based on community feedback.  Continue development of tools and applications to achieve portfolio management. Deploy V 3.1.",2014-10-01,2015-09-30,1,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,Completed,08/17/2016,21:16:27
018-000000071,1199,"	018","Department of Education","Enterprise Identity Management Service (EIMS)","	1",4035,,"Enterprise Identity Management Service (EIMS) Year 01","Integrate and enhance Identity Management systems.",2012-03-21,2013-12-31,1.609515,"7 - Not Primarily a Software Development Project",,n/a,,"5 - Other certification with between 2 and 4 years PM experience (within the last five years)",235,45.45,Red,0.030142,2.14,Green,Completed,08/15/2016,20:26:26
018-000000071,1199,"	018","Department of Education","Enterprise Identity Management Service (EIMS)","	2",4037,,"EIMS Year 2 (FY13)","Integrate and enhance Identity Management systems.",2012-10-01,2015-02-15,6.3,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",20,2.31,Green,1.316,20.89,Yellow,Completed,08/15/2016,20:26:26
018-000000071,1199,"	018","Department of Education","Enterprise Identity Management Service (EIMS)","	3",12111,,"EIMS Year 3 (FY14)","Integrate and enhance Identity and Access Management.",2014-07-01,2015-07-01,3.679,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-429,-117.53,Red,0,0,Green,In-progress,08/15/2016,20:26:26
018-000000071,1199,"	018","Department of Education","Enterprise Identity Management Service (EIMS)","	4",12113,,"EIMS PAS (FY15)","Additions to security functionality.",2015-01-15,2016-07-01,0.75,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-63,-11.82,Yellow,0,0,Green,In-progress,08/15/2016,20:26:26
018-000000044,1203,"	018","Department of Education","Enterprise Business Collaboration (EBC)","	100",6453,,"100 Maintenance Software Releases FY2012","Upon receipt of maintenance software (releases and patches), test and deploy.",2011-10-01,2012-09-30,0.5,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",2,0.55,Green,0,0,Green,Completed,08/15/2016,19:53:25
