"Unique Investment Identifier","Business Case Id","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
010-000000987,657,"	010","Department of the Interior","USGS - HAZ - Advanced National Seismic System (ANSS)",1.972,0,0,0,43.605,0,0,0,1.41,0,0,0,53.753,1.656,1.656,1.661,19.479,6.6,6.6,6.6,527,46,46,46,8.256,8.256,0,0
025-000004370,665,"	025","Department of Housing and Urban Development","Core Financial Services",0,0,0,0,24.918641,17.738307,3.93051,1,0,0,0,0,17.681115,6.359264,9.688461,8.011881,0,0,0,0,0,0,0,0,24.097571,13.618971,0,0
010-000001049,666,"	010","Department of the Interior","USGS - WAT - National Water Information System (NWIS)",0,0,0,0,0,0,0,0,0,0,0,0,65.402,1.54,1.518,1.34,70.318,6.06,6.082,6.26,556,43,35,35,7.6,7.6,0,0
010-000001050,667,"	010","Department of the Interior","USGS - CSS - TNM Reengineering Project",0.077,0,0,0,1.52894,0.14298,0.14298,0.14298,31.49706,0.03202,0.03202,0.03202,24.698,2.839,2.839,2.839,35.737,1.815,1.815,1.815,45,9,9,9,4.829,4.829,0,0
025-000004570,669,"	025","Department of Housing and Urban Development","Mortgage Insurance Risk Management",0,0,0,0,80.30759,1.747833,6.418062,13,0,0,0,0,23.266432,11.31082,11.388756,11.388756,0,0,0,0,67,0,0,0,13.058653,17.806818,0,0
010-000000316,673,"	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)",59.8124,0,0,0,301.9419,11.121,11.121,16.374,114.2414,5.159,5.159,5.159,222.375153,35.275559,35.302528,34.97517,61.324411,7.517,7.5479,7.5479,1192,92,110,110,59.072559,59.130428,0,0
010-000000319,674,"	010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)",0.36,0,0,0,39.448919,0,0,0,1.40332,0,0,0,6.918382,1.672827,2.772517,2.736669,5.96513,1.314219,2.133973,1.865909,83,8,9,9,2.987046,4.90649,0,0
010-000000368,676,"	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)",0.355,0,0,0,3.7931,0.32,0.25,0.25,1.107,0.06,0.025,0.025,5.322,0.33,0.37,0.37,0.84,0.06,0.03,0.03,14,1,1,1,0.77,0.675,0,0
006-000400900,678,"	006","Department of Commerce","Census - Geographic Support Systems (GSS)",14.309,0,0,0,20.118,0.773,1.515,0,10.486,2.184,0.89,0,116.734,4.074,19.716,28.344,184.527,18.176,16.674,14.56,864,89,86,92,5.908,0,30.6,0
010-000000703,681,"	010","Department of the Interior","OST - Accounting Reconciliation Tool (ART)",3.049,0,0,0,3.941,0,0,0,0.123,0,0,0,27.855,0.705,0.892,0.921,1.945,0.076,0.077,0.079,19,1,1,1,0.781,0.969,0,0
010-999991141,685,"	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider",0,0,0,0,1.245,23.755807,46.580138,21.859,0,2.43,3.551,2.874,175.96684,9.062047,16.355822,19.505278,51.78656,3.45,4.485,6.485,445,63,65,66,38.697854,70.97196,0,0
010-999991241,687,"	010","Department of the Interior","DOI - IBC Shared Service Center (HRLOB)",0,0,0,0,0,0,0,0,0,0,0,0,0,12.616054,12.507814,13.029347,0,0,0,0,504,507,507,500,12.616054,12.507814,0,0
010-000000710,688,"	010","Department of the Interior","OS-ONRR - Minerals Revenue Management Support System (MRMSS)",0,0,0,0,14.115,2.375,0,0,0,0,0,0,181.701,13.485,13.685,18.635,5.852,2.828,2.828,2.828,42,22,22,22,0,0,0,0
010-000000553,691,"	010","Department of the Interior","NPS - National Fee Collection Point of Sale (POS) System",0.978075,0,0,0,2.359084,0.443347,0.227,0.528,0.812947,0.105,0.077,0.072,2.796725,0.932331,1.04595,0.991,0.544676,0.182016,0.362373,0.38869,16,2,3,3,1.662694,1.712323,0,0
010-000000934,693,"	010","Department of the Interior","OST - Trust Funds Accounting System (TFAS)",0.015,0.265,0,0,0,0,0.964625,0,0,0.1,0.15,0,235.096441,17.059091,16.858815,17.766979,2.317719,0.268875,0.75,0.75,40,4,7,6,17.692966,18.72344,0,0
006-000310100,701,"	006","Department of Commerce","NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS)",0,0,0,0,211.555,15.779,17.592,17.592,32.063,2.647,2.5,2.5,445.382,30.654,33.463,33.463,70.973,4.57,5.115,5.115,637,49,49,49,53.65,58.67,0,0
006-000310400,703,"	006","Department of Commerce","NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup)",0,0,0,0,0,0,0,0,0,0,0,0,411.004,43.989,44.169,46.169,10.135,1.851,1.888,1.926,64,13,13,13,0,0,0,0
006-000380400,711,"	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",0,0,0,0,191.958,2,10.73,6.3,0,0,0,0,203.365,30.3,29.911,34.116,24.718,4.261,4.388,4.52,148,23,23,23,36.561,45.029,0,0
006-000400700,715,"	006","Department of Commerce","Census - Economic Census and Surveys",0.013,0,0,0,12.535758,1.5,13.414969,11.989858,7.584939,0.366997,19.994154,14.722017,197.401309,11.117243,1.395177,2.583758,479.963782,48.574108,29.533511,28.540217,3217,286,242,244,1.0E-6,-8.091019,0,-11.2
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",12.43,0,0,0,51.641,2.425,0.658,0.516,2.485,0.189,0.184,0.326,147.182,14.351,12.74,13.968,132.749,6.987,6.946,7.893,1020,55,54,54,-2.743,0.182,-10.3,0.9
014-000000012,718,"	014","Department of State","INV - A-LM - Integrated Logistics Management System (ILMS)",0,0,0,0,264.447421,11.183033,4.679598,7.924077,0,0,0,0,65.285579,27.771967,36.291402,38.516923,10.672,2.208,2.24,2.256,80,16,16,16,38.388,8.029,2.126813,22.821329
025-000004540,720,"	025","Department of Housing and Urban Development","Infrastructure and System Monitoring Support",0,0,0,0,0.162071,0.718364,0.6,0,0,0,0,0,1814.883809,197.212266,223.100345,146.257,100.566063,0,0,0,230,0,0,0,197.93063,223.700345,0,0
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0,0,0,0,65.58,0,0,0,11.882,0,0,0,371.675,24.638,30.615,42.751,162.528,16.695,16.695,16.695,1314,96,96,96,0,0,0,0
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",20.2,2.16,3.952,4.031,148.281,6.469,0,0,8.398,0.911,1.324,1.337,158.616,14.804,14.252,14.537,81.989,3.839,3.888,3.927,338,25,25,25,7.882,2.844,38.8,13.8
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",2.205,0,0,0,11.446,3.25277,4.023,4.063,4.747,2.03858,2.168,2.178,272.861,44.60168,51.428,51.803,81.561,12.68507,15.2327,15.2587,668,83,88,89,62.5781,72.8517,0,0
014-000000014,730,"	014","Department of State","INV - Global e-Travel Program (GeT)",3.406,0,0,0,40.009,3.8,3.3,2.9,2.0386,0.276,0.28,0.282,9.737,0.6,1.1,2.3,1.8775,0.414,0.42,0.423,29.15,5,5,5,5.09,0.065,1.292985,1.290963
014-000000018,734,"	014","Department of State","INV - Joint Financial Management System (JFMS)",0.285,0,0,0,74.239,3.93,4.017808,4.983,0,0,0,0,218.939,30.222,30.862192,33.892,8.284,1.794,1.82,1.833,62,13,13,13,35.946,36.7,19.9,0
202-000001051,735,"	202","U.S. Army Corps of Engineers","Corps Water Management System (CWMS)",0,0,0,0,7.476,0,0,0,1.037,0,0,0,4.163,1.061,2.15,2.15,6.897,0.85,0.85,0.85,149,4,4,4,1.911,3,0,0
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)",6.321376,0,0,0,149.713567,6.622,6.622,8.74,10.06808,2.09346,2.1238,2.13897,159.181057,26.894,26.894,28.694,19.89862,4.13724,4.1972,4.22718,224.6,45.15,45.15,45.15,39.7467,2.582,26.36656,6.930613
025-000004480,738,"	025","Department of Housing and Urban Development","Grants Management",3.72111,0,0,0,12.971,0.337528,2.345,2.5,0,0,0,0,41.361817,6.929011,6.917415,6.917415,5.443355,0,0,0,0,0,0,0,7.266539,9.262415,0,0
014-000000029,742,"	014","Department of State","INV - Global Foreign Affairs Compensation System (GFACS)",2.403,0,0,0,81.273,10.271,10.32,10.345,3.5735,0.828,0.56,0.423,44.904,15.21,18,19,7.8155,1.932,1.96,1.974,16,20,18,17,28.241,30.84,,
014-000000329,743,"	014","Department of State","INV - Foreign Assistance Coordination and Tracking System (FACTS)",1.10318,0,0,0,18.851933,6.113,7.261,0,0.4389,0,0,0,11.352887,2.035,1.13,8.391,1.4331,0.414,0.56,0.564,14,3,4,4,8.562,8.951,0.365566,0.386915
014-000000019,744,"	014","Department of State","INV - Electronic Medical Record (EMR)",7.796824,0,0,0,38.336763,4.103,1.3,2.127,1.06,0.828,1.12,0.141,15.149414,0.512,4,4.973,4.669,0.345,0.98,0.282,43,8.5,15,3,5.788,7.4,,
202-000001010,750,"	202","U.S. Army Corps of Engineers","Corps of Engineers Financial Management System (CEFMS)",11.971,0,0,1.2,10.41,0,0,0,0,0,0,0,164.907,8.619,8.876,10.393,40.778,2.199,2.023,2.838,391,22,22,25,0,0,0,0
202-000001017,761,"	202","U.S. Army Corps of Engineers","Enterprise Data Warehouse (EDW)",1.79,0,0,0,2.8,0,0,1.2,0,0,0,0,11.36,4.6798,5.3075,5.189,0,0.131,0.132,0.132,0,1,1,1,0,0,0,0
202-000001032,762,"	202","U.S. Army Corps of Engineers","Resident Management System (RMS)",1.977,0,0,0,0,0,0,0,0,0,0,0,30.78,2.2,2.2,2.705,0,0.5,0.5,0.519,14,5,3,4,0,2.7,0,0
202-000001033,765,"	202","U.S. Army Corps of Engineers","Program and Project Management System (PROMIS Phase 2) (P2)",33.9,0,0,0,11.53,0.6,2.1,4.25,0,0,0,0,63.894,7.85,8.35,8.35,0.65,0.65,0.65,0.65,9,3,3,3,-2.45,0.1,-21.2,0.9
202-000001031,766,"	202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)",4.5,0,0,0,6.938,0.106,0.025,0.683,0,0,0,0.307,32.093,2.611,2.569,2.694,29.782,2.852,3.065,3.116,65,14,14,14,5.569,5.659,0,0
202-000001060,768,"	202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)",2.5,0.4,0.4,0.4,14.735,1.703,2.98,1.48,0.2675,0,0.12,0.12,29.06813,8.75,9.5,9.5,6.267146,0.88,0.88,0.88,35,4,4,4,-1.397,1.13,-10.6,8.9
006-000320500,770,"	006","Department of Commerce","NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS)",52.246,5.96,5.951,5.951,110.647,15.493,12.001,5.468,1.764,0.592,0.825,0.825,45.575,6.914,11.152,11.193,0,0,0,0,13,4,5,5,0,0,0,0
010-000000287,783,"	010","Department of the Interior","BOR - CRSP SCADA (Colorado River Storage Project Supervisory Control and Data Acquisition System)",1,0,0,0,2.57,0,1,2,0,0.06,0.15,0.15,3.444626,0.25,0.25,0.25,5.061599,0.238375,0.606,0.612,29,7,7,7,0.548375,2.006,0,0
010-000000288,784,"	010","Department of the Interior","BOR - CVACS (Central Valley Automated Control System)",0,0,0,0,0,0,0,0,0,0,0,0,6.338094,1.13094,1.16486,1.19982,16.263,0.798525,1.62,1.6686,95,10,12,12,1.929465,2.78486,0,0
010-000000292,785,"	010","Department of the Interior","BOR - GCPO SCADA (Grand Coulee Power Office Supervisory Control and Data Acquisition System)",0.635,0,0,0,26.66086,3.364827,3.553424,2.655437,22.15796,0.8,4.00913,3.385736,7.772537,1.015376,1.018641,0.947441,10.386302,0.49228,0.86005,0.885852,244,34,41,36,5.672483,9.441245,0,0
010-000000294,786,"	010","Department of the Interior","BOR - LCDCSS (Lower Colorado Dams Control Systems and Services)",0.63,0,0,0,8.037,0,0,0,0,0,0,0,5.565797,0.513538,0.714597,0.556573,6.236228,0.542707,0.98876,1.013479,56,8,8,8,1.056245,1.703357,0,0
010-000000363,787,"	010","Department of the Interior","DOI - Integrated Reporting of Wildland-Fire Information (iRWIn)",2.935,0,0,0,4.865,2.4,2.24,2.24,1.1,0.3,0.25,0.2,0.1,0.2,0.36,0.36,0,0.1,0.15,0.2,9,3,3,3,3,3,0,0
018-000001140,802,"	018","Department of Education","Integrated Partner Management (IPM)",11.896,0,0,0,28.467,6.343,8.113,3.68,15.668,0.5,3.276,0.588,0,5.2,1.435,2.485,0.5,0.5,0.574,0.392,138,7,28,7,0,5.398,0,67.5
018-999993200,803,"	018","Department of Education","Budget Formulation and Execution Line of Business (BFE)",3.105,0.095,0.095,0.095,5.639,0.265,0.265,0.265,0,0.02,0.02,0.02,6.587,1.105,1.055,1.055,2.306,0.08,0.08,0.08,16,1,1,1,0,1.515,0,0
018-000001040,804,"	018","Department of Education","Integrated Support Service (ISS)",0,0,0,0,0,0,0,0,0,0,0,0,123.779,10.75,9.849,7.787,28.93,1.803,2.43,2.493,75,15,15,15,0,12.279,0,0
018-000001060,810,"	018","Department of Education","Federal Student Aid Financial Management System (FSA FMS)",0,0,0,0,12.83,0,0,0,4.02,0,0,0,90.667,8.904,7.532,7.812,12.728,1.815,1.869,1.925,114,12,12,12,0,0,0,0
018-999991341,811,"	018","Department of Education","Grants Management System (G5)",0,0,0,0,18.639,0.934,1.585,0.599,0.15,0.153,0.157,0.161,22.819,3.532,3.556,3.179,4.05,1.279,1.279,1.444,51,9,9,9,0,6.577,0,0
018-000001020,812,"	018","Department of Education","Education Department Utility for Communications, Applications and Technical Environment (EDUCATE)",0,0,0,0,3.2,5.456,3.27,0,0,0,0,0,427.156,45.35,46.087,49.296,19.5345,3.748,3.916,4.093,139,21,21,21,0,0.012,0,0
018-000001000,813,"	018","Department of Education","Migrant Student Information Exchange (MSIX)",6.471,0,0,0,15.021,0.9,1.55,1.55,0.697,0.15,0.16239,0.16239,15.095,2.6,2.565,2.565,0.456,0.15,0.16219,0.16219,12,2,3,3,0.138,4.43958,3.8,0
018-000001024,817,"	018","Department of Education","Financial Management Support System (FMSS)",1.1,0.62,0,0,31.187,0.644,0,3.796,1.581,0.146,0,0.152,45.392,2.686,2.284,2.5,14.222,1.312,1.487,1.365,150,10,10,10,0,0,0,0
018-000001031,818,"	018","Department of Education","IES Knowledge Utilization (IESK)",0,0,0,0,15.103,11.957,11.976,11.255,0.221,0.345,0.21,0.215,9.165,3.141,3.160012,0.048,0.5,0,0,0.08,8,3,3,3,-0.557,0.187012,-3.5,1.2
018-000001010,819,"	018","Department of Education",EDFacts,13.232611,0,0.1221,0.1421,35.008471,0.60987,1.0989,1.2789,5.04521,0.162,0.16056,0.163771,89.083106,8.464885,8.23,9.23,15.634082,1.54,2.705868,2.759986,151,12,18,18,-1.969245,12.317428,-15.4,0
018-000001018,820,"	018","Department of Education","ED Web",0,0,0,0,14.464,1.565,0.9,3.445,10.012,0.135,0.135,0.135,31.742,1.848,2.87,1.874,7.107,0.067,0.067,0.067,33,3,3,3,0,3.972,0,0
018-000001070,821,"	018","Department of Education","Contracts and Purchasing Support System (CPSS)",0,0,0,0,13.829,2.825,0.335,0.889,2.556,0.691,0.471,0.483,4.938,0.478,2.303,1.51,4.371,0.36,0.472,0.483,40,7,7,7,0,3.581,0,0
018-000001090,822,"	018","Department of Education","Virtual Data Center (VDC)",3.4,15.92,0,0,0.6,0,16,0,2.11,0.64,0.64,0,295.459,47.055,50.266,42.326,20.622,2.88,2.44,3.08,140,22,22,22,5.655,9.031,9.3,15
202-000001012,823,"	202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System",0.41,0,0,0,11.061,0,0,0,0.876,0,0,0,10.456,1.29,1.417,1.732,5.106,0.702,0.92,1.085,44,4,6,7,1.992,2.337,0,0
015-000000057,827,"	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)",8.396083,0.309756,1.196483,1.272606,50.395029,9.397769,6.402193,10.949035,2.497946,0.56021,0.396596,0.581612,31.513848,11.611137,12.368516,7.300029,1.115978,0.401128,0.742146,0.450384,23.65,5.85,6.13,6.13,0.576392,9.625802,3,84
015-000000061,830,"	015","Department of the Treasury","Wholesale Securities Services (WSS)",0.16,0,0,0,10.15,8.698424,9.134706,6.659594,9.109,2.60752,2.123857,2.641687,79.872,19.013649,16.741285,16.792947,15.435,1.792312,0.696891,0.696891,196,46,25,25,2.575905,-0.968261,8.721238,-3.263984
015-999990063,831,"	015","Department of the Treasury","Agency Accounting Services (AAS)",0.017,0,0,0,13.219,0,3.35,2.65,11.771,0.032,3.835114,3.911816,33.531467,11.140544,10.733147,10.753944,41.298438,9.217468,4.140526,4.223337,0,67.7,84.31,84.31,-4.297988,-3.661213,-17.409219,-14.234887
005-000002317,832,"	005","Department of Agriculture","RD-Comprehensive Loan Program",1,0,0,0,92.691,15.05,19.022,0,5.907,1.24,1.26,0,70.087,23.613,23.845,23.718,29.698,12.174,12.377,12.494,229.04,113.07,113.11,113.14,-0.004,-0.003,-0.008,-0.005
024-000005670,834,"	024","Department of Homeland Security","TSA - Air Cargo Security",12.92,0,0,0,174.316,0,0,0,0.195,0.074,0,0,98.798,15.9,15.337,16.737,22.754,0.663,0.741,0.778,77,4,4,4,-4.886,0,-23,0
010-000001047,835,"	010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)",0,0,9.23,13.72,31.965,0,0,0,2.238,0,0,0,32.318,11.09,11.09,11.09,2.663,1.281,1.281,1.281,28,7,7,7,0,0,0,0
024-000005395,836,"	024","Department of Homeland Security","ICE - Criminal Alien Identification Initiatives (CAII)",0.755,0,0,0,62.311,0,0,0,4.684,0,0,0,22.894,3.326,0.931,0.934,2.876,0.328,0.331,0.335,35,2,2,2,-0.575,-2.973,-14,-70
024-000004054,837,"	024","Department of Homeland Security","USSS - Information Integration and Technology Transformation (IITT)",32.843,0,0,0,127.776,33.186,34.332,35.674,3.46,1.025,1.057,1.085,9.742,11.369,9.405,9.563,0,0,0,0,33,10,10,10,-0.011,-1.5,0,-3
018-000003133,845,"	018","Department of Education","National Student Loan Database System (NSLDS)",19.493,0,0,0,14.831,8.8,2.5,2,2.729,1.68,1.68,1.68,110.333,10,9.937,10.138,10.947,0.756,0.756,0.56,124,15,15,16,0,-0.063,0,-0.4
015-000000062,846,"	015","Department of the Treasury","Retail Securities Services (RSS)",3.953,0,0,0,29.858833,9.399986,14.196632,5.018871,17.109291,4.188634,4.492098,4.492098,108.417612,22.525007,20.708429,23.283537,37.677228,8.475286,6.523716,6.523716,432,110,98,98,1.359913,3.143875,3.145835,7.349452
018-000003116,849,"	018","Department of Education","Application and Eligibility Determination System (AEDS)",6.92,0,0,0,51.685,13.25,1.5,36.469,2.616,0.75,0.934,0.96,389.766,36.25,19.878,20.299,9.472,2.05,1.866,1.922,96,20,20,20,0,-49.157,0,-67
010-000000279,850,"	010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)",0,0,0,0,0,0.2,0,0,0,0.3,0,0,3.477737,0.408,0.675,0.634,1.250155,0.07,0.5,0.505,10,2,3,3,0.978,1.175,0,0
010-000000578,851,"	010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System",0.135,0.14,0,0,1.697,0.288,0,0,0,0,0,0,31.742,7.077,7.814,7.144,4.868,0.846,0.851,0.877,43,7,7,7,8.351,8.665,0,0
422-000001328,852,"	422","National Science Foundation","Legacy Mission Applications",0,0,0,0,0,5.221,7.125,7.975,0,0,0,0.792,26.368,22.987,21.324,24.124,3.888,3.849,3.152,2.673,19,20,16,17.5,-0.795,0,-2.419944,0
024-000009540,853,"	024","Department of Homeland Security","NPPD - Next Generation Networks Priority Services (NGN-PS)",30.773,0,0,0,330.501,51.721,78.55,88.055,3.996,1.572,1.834,1.572,0,0,0,0,0,0,0,0,30,11,11,11,-16.278,0.075,-23,0
010-000000226,854,"	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",1.555,2.45,1.125,0.7,6.495,4.73,5.316,4.014,0.771,0.385,0.712,0.714,66.032,16.073,11.383,11.785,19.381,2.821,2.92,3.023,215,37,46,46,26.459,21.456,0,0
025-000004580,856,"	025","Department of Housing and Urban Development","Next Generation Management System",10.719,0,0,0,64.312336,0.943864,2.508154,8.5,0,0,0,0,1.77617,2.592947,2.410993,2.410993,0,0,0,0,39,0,0,0,3.536811,4.919147,0,0
011-000002501,858,"	011","Department of Justice","FBI Combined DNA Index System (CODIS)",3.471057,0.392,0,0,107.943,0,13.51158,12.66125,3.29694,0.15992,0.52586,0.53146,92.403094,10.65737,9.843,11.06875,8.83159,1.66771,1.57759,1.59439,122,13,14,14,-11.31647,3.53599,-46.8,16.1
010-000000355,862,"	010","Department of the Interior","DOI - Infrastructure - Security Management",6.035,0,0,0,7.28927,1.79653,11.79653,36.397852,0,0,0,0,462.862868,54.97323,47.938302,51.360302,169.924492,13.7253,17.508516,17.718922,1068,81,81,81,70.49506,77.243348,0,0
010-000000330,864,"	010","Department of the Interior","DOI - Infrastructure - End User Support",4.8727,0.0537,0.0538,0.0455,38.119765,5.197165,5.238265,4.986265,1.923,0.5925,0.598,0.604,1120.273161,144.585807,164.149256,175.732183,452.933973,51.147413,52.114992,52.543695,4409,309,309,307,201.576585,222.154313,0,0
010-000000338,865,"	010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities",0.572,0.0051,0.0051,0.0052,9.362323,6.1761,6.1797,5.2993,2.2219,0,0,0,166.592672,16.918071,23.959543,23.577585,203.219012,20.538022,17.053751,17.206228,1514,157,157,157,43.637293,47.198094,0,0
010-000000357,866,"	010","Department of the Interior","DOI - Infrastructure - Telecommunications",0.757,0.342,0.347,0.351,190.057036,8.71817,40.95307,27.89477,19.326,0.1322,0.1333,0.1354,1962.448265,181.125581,181.006013,217.961308,481.649518,34.994804,35.399329,37.429609,6733,652,651,660,225.312755,257.838712,0,0
010-000000342,868,"	010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support",1.322,0,0,0,3.792,0,0.0144,0,0.567,0,0,0,954.061692,122.645513,122.286972,129.133576,119.486154,16.842854,17.247825,17.870017,812,62,62,62,139.488367,139.549197,0,0
018-000002370,873,"	018","Department of Education","Aid Data Mart (ADM)",1.22,0,0,0,2.05,0.85,0.655,0.355,0.786,0.219,0.226,0.233,8.454,1.307,1.327,1.5,1.775,0.329,0.34,0.355,20,4,4,4,0,0.295,0,13.1
018-000003117,884,"	018","Department of Education","eCampus Based System",1.05,0,0,0,19.21,0.65,0.8,0.3,1.469,0.423,0.069,0.069,27.033,1.518,1.586,3.2,4.855,0.918,1.242,1.242,46,9,9,9,0,0.772,0,26.4
028-000008007,888,"	028","Small Business Administration","OII: Small Business Innovative Research (SBIR)",0,0,0,0,3.9155,0.6725,0.4705,0.485,1.1604,0.257,0.3295,0.27,1.22,0.34,0.34,0.385,0.18,0.06,0.06,0.06,11,2,2,2,1.3295,1.2,0,0
021-105731835,896,"	021","Department of Transportation","DOTXX129: Delphi Version Two (originally part of OSTXX001: Delphi)",5.6117,0,0,0,19.5648,0,0,0,16.0985,0,0,0,8.011,26.386726,26.172126,30.38044,5.486,13.4136,13.6282,13.8463,136.41,191.23,191.23,191.23,-2.162674,-2.666674,-5.15,-6.28
007-000001202,902,"	007","Department of Defense","Warfighter Information Network - Tactical Increment 1",28.513,0,0,0,1690.388,264.331,200.437,109.993,0,0,0,0,190.121,136.378,19.528,5.399,3.735,1.744,1.254,1.394,28,14,10,11,52.6,0,15,0
007-000001555,905,"	007","Department of Defense","Joint Battle Command-Platform",180.335,5.116,0,2.716,335.953,87.892,133.339,138.034,0.504,0,2.726,2.178,0,0,0,0,0,0,0,0,4,0,18,17,0.685,0,1,0
007-000001152,911,"	007","Department of Defense","Voice Switching System",0,0,0,0,0,0,0,0,0,0,0,0,4.862,3.748,11.211,16.646,0.038,0.039,0.041,0.042,0,0,0,0,0,0,0,0
007-000001042,917,"	007","Department of Defense","Defense Occupational and Environmental Health Readiness System - Industrial Hygiene",0,0,0,0,43.136,0.239,0.113,6.14,1.272,0,0,0,66.219,8.028,9.299,11.98,1.347,0.302,0.28,0.282,21,2,2,2,-0.033,0.289,0,3
007-000001243,918,"	007","Department of Defense","Teleport Generation 1/2",0,1.145,0.434,0.657,0.402,14.755,7.47,17.874,0,0,0,0,67.701,60.066,47.865,44.25,2.835,5.821,10.597,10.881,66,40,95,96,-1.041,0.185,-1,0
006-000351100,925,"	006","Department of Commerce","NOAA/NOAA/ IT Infrastructure",0,0,0,0,0.82,0.28,1.634719,1.985722,0,0,0,0,641.846761,74.91966,96.830173,78.444811,406.192798,45.884761,45.908121,46.165491,4172,397,393,323,68.907151,144.373013,132.1,0
006-999994060,926,"	006","Department of Commerce","OS OHRM Human Resource Management System (HRMS)",0.28129,0,0,0,15.143904,0,1.2552,14.867224,1.175121,0,0,0,14.34381,6.84944,9.3518,9.991115,0.775505,0.706754,0.739676,0.906825,12,4,5,5,7.556194,11.346676,0,0
006-000803100,927,"	006","Department of Commerce","USPTO Fee Processing Next Generation (FPNG)",0,0,0,0,24.58178,13.89608,11.05143,3.53556,6.48013,1.818,0.932,0.259,0,0,0,0,0,0,0,0,44,11,5,1,-2.14532,3.25843,-12,37.3
006-000401700,933,"	006","Department of Commerce","Census IT Infrastructure",14.929,8.119,6.679,6.679,76.072,38.407,39.847,48.247,5.597,0,0,0,937.084,90.719,85.074,78.747,342.34,45.229,58.08,68.242,3325,400,521,521,0,0,0,0
006-000050500,934,"	006","Department of Commerce","OS OCIO Enterprise Cyber Security Monitoring and Operations (ECMO)",0,0,0,0,10.186,0,0,0,0.2,0,0,0,4.376,3.525,3.525,6.535,0.328,0.17,0.17,0.16,3,1,1,1,0,3.695,0,0
010-000000310,935,"	010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)",0.08,0.01,0.005,0.005,7.557813,3.681938,2.06625,0.06625,0.468828,0.080193,0.08057,0.080957,10.98725,3.99045,4.04855,4.07555,3.149979,0.71891,0.739662,0.761437,39,15,15,15,8.481491,6.940032,0,0
011-000003457,938,"	011","Department of Justice","FBI Next Generation Identification (NGI)",23.872,0,0,0,813.967224,13.45389,7.24613,48.34787,39.104351,1.45353,1.20567,3.85868,117.276481,77.52343,63.17714,63.41942,5.668988,8.3765,10.51188,5.06155,507,78,91,67,-5.98944,82.14082,-5.6,0
021-435692236,939,"	021","Department of Transportation","FAAXX505: ERAM System Enhancements and Tech Refresh",14.5,0,0,0,35,45.2,79.4,78,0.786875,1.73,2.1,2.1,0,0,0,0,0,0,0,0,5,10.68,13,13,0,0,0,0
021-097274776,941,"	021","Department of Transportation","FAAXX778: Next Generation Air/Ground Communications (NEXCOM) Segment 2",0,0,0,0,102.602,40,43.3,50,24.44,7.882,8.352,10.55,0.599,0.354,0.833,0.904,2.908,1.378,1.656,2.282,175,53,55,68,0,0,0,0
