"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Investment Category","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2015 (PY) ($ M)","Total IT Spending FY2016 (CY) ($ M)","Total IT Spending FY2017 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	007","Department of Defense","	57",007-000003073,"SIMULATION TECHNOLOGY/WARGAMING",007-000003073,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.539,0.524,0.542,0,0,0,0,0,0,0.539,0,0.524,0,0.542,0,586712,429162,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003073,"SIMULATION TECHNOLOGY/WARGAMING",007-000003073,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,5.956,6.035,4.245,5.956,0,6.035,0,4.245,0,0,0,0,0,0,0,586713,429162,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003075,"Industrial Base Management System Surge and Sustainment Database",007-000003075,"	00","	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007",,,1.57,1.617,1.665,0,0,0,0,0,0,1.57,0,1.617,0,1.665,0,586714,429163,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003076,"Navy Knowledge Online",007-000003076,"	00","	04",007-10-1804,"Operation and Maintenance, Navy","	007",,,3.958,0,0,0,0,0,0,0,0,3.958,0,0,0,0,0,586715,429164,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003081,"Propulsion Engineering Workspace",007-000003081,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.005,0.005,0.005,0,0,0,0,0,0,0.005,0,0.005,0,0.005,0,586716,429165,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003081,"Propulsion Engineering Workspace",007-000003081,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.026,0.027,0.028,0,0,0,0,0,0,0.026,0,0.027,0,0.028,0,586717,429165,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003091,"Technology Investment Lab",007-000003091,"	00","	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007",,,1.051,0,0,0,0,0,0,0,0,1.051,0,0,0,0,0,586718,429166,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003092,"IT Program Support",007-000003092,"	00","	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007",,,8.784,9.95,15.314,0,0,0,0,0,0,8.784,0,9.95,0,15.314,0,586719,429167,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003096,"MAINTENANCE SUPPORT TOOL/HIERARCHAL ANALYSIS SUPPORT INFORMATION TOOL",007-000003096,"	00","	04",007-10-1804,"Operation and Maintenance, Navy","	007",,,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,586720,429168,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003097,"SIERRA HOTEL AVIATION READINESS PROGRAM",007-000003097,"	00","	04",007-10-1804,"Operation and Maintenance, Navy","	007",,,9.088,9.556,9.802,0,0,0,0,0,0,9.088,0,9.556,0,9.802,0,586721,429169,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003098,"AVIATION MAINTENANCE SUPPLY READINESS REPORTING",007-000003098,"	00","	04",007-10-1804,"Operation and Maintenance, Navy","	007",,,0.849,0.877,0.904,0,0,0,0,0,0,0.849,0,0.877,0,0.904,0,586722,429170,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003101,"Financial Management Information System",007-000003101,"	00","	04",007-10-0130,"Defense Health Program","	007",,,0.007,0.621,2.51,0,0,0,0,0,0,0.007,0,0.621,0,2.51,0,586723,429171,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003104,"Corrective Action Tracking System",007-000003104,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.02,0.02,0.02,0,0,0,0,0,0,0.02,0,0.02,0,0.02,0,586724,429172,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003104,"Corrective Action Tracking System",007-000003104,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.037,0.038,0.039,0,0,0,0,0,0,0.037,0,0.038,0,0.039,0,586725,429172,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003105,"Contract Repair Management System",007-000003105,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,1.027,1.416,1.601,0,0,0,0,0,0,1.027,0,1.416,0,1.601,0,586726,429173,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003107,"INTEGRATED ENGINEERING SUPPORT(IES) APPLICATION",007-000003107,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.996,1.062,1.096,0,0,0,0,0,0,0.996,0,1.062,0,1.096,0,586727,429174,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003110,"Item Unique Identification Registry",007-000003110,"	00","	04",007-40-493005,"Working Capital Fund, Defense-Wide","	007",,,0,0.312,0.315,0,0,0,0,0,0,0,0,0.312,0,0.315,0,586728,429175,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003110,"Item Unique Identification Registry",007-000003110,"	00","	04",007-40-493005,"Working Capital Fund, Defense-Wide","	007",,,1.856,2.382,1.415,0,0,0,0,0,0,1.856,0,2.382,0,1.415,0,586729,429175,2016-01-29,20:19:13
"	007","Department of Defense","	21",007-000003115,"GENERAL FUND ENTERPRISE BUSINESS SYSTEM SENSITIVE ACTIVITIES",007-000003115,"	00","	04",007-15-2035,"Other Procurement, Army","	007",,,8.228,0,0,8.228,0,0,0,0,0,0,0,0,0,0,0,586730,429176,2016-01-29,20:19:13
"	007","Department of Defense","	21",007-000003115,"GENERAL FUND ENTERPRISE BUSINESS SYSTEM SENSITIVE ACTIVITIES",007-000003115,"	00","	04",007-20-2040,"Research, Development, Test and Evaluation, Army","	007",,,3.191,1,0,3.191,0,1,0,0,0,0,0,0,0,0,0,586731,429176,2016-01-29,20:19:13
"	007","Department of Defense","	21",007-000003116,"Laboratory Information Management System",007-000003116,"	00","	04",007-10-2020,"Operation and Maintenance, Army","	007",,,0.184,0.187,0.192,0,0,0,0,0,0,0.184,0,0.187,0,0.192,0,586732,429177,2016-01-29,20:19:13
"	007","Department of Defense","	21",007-000003116,"Laboratory Information Management System",007-000003116,"	00","	04",007-40-493001,"Working Capital Fund, Army","	007",,,0.15,0.15,0.15,0,0,0,0,0,0,0.15,0,0.15,0,0.15,0,586733,429177,2016-01-29,20:19:13
"	007","Department of Defense","	21",007-000003121,"CAREER ACQUISITION MANAGEMENT PORTAL",007-000003121,"	00","	04",007-10-2020,"Operation and Maintenance, Army","	007",,,0.869,0.925,1,0,0,0,0,0,0,0.869,0,0.925,0,1,0,586734,429178,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003124,"Integrated Budget, Planning & Execution System",007-000003124,"	00","	04",007-40-493002,"Working Capital Fund, Navy","	007",,,0.491,0.627,0.645,0,0,0,0,0,0,0.491,0,0.627,0,0.645,0,586735,429179,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003125,"Joint Interoperability Test Command (JITC) Project Accounting System",007-000003125,"	00","	04",007-20-0400,"Research, Development, Test and Evaluation, Defense-wide","	007",,,0.45,0.45,0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,586736,429180,2016-01-29,20:19:13
"	007","Department of Defense","	21",007-000003128,"Army Processing Centers",007-000003128,"	00","	04",007-15-2035,"Other Procurement, Army","	007",,,7.143,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,586737,429181,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003130,"CE NexGen IT - TAM (CG1&2)",007-000003130,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,19.217,23.273,20.122,0,0,0,0,0,0,19.217,0,23.273,0,20.122,0,586738,429182,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003130,"CE NexGen IT - TAM (CG1&2)",007-000003130,"	00","	04",007-15-3080,"Other Procurement, Air Force","	007",,,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,586739,429182,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003130,"CE NexGen IT - TAM (CG1&2)",007-000003130,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,3.798,0,0,3.798,0,0,0,0,0,0,0,0,0,0,0,586740,429182,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003131,"Meteorology and Oceanography National Polar Orbiting Operational Environmental Satellite System",007-000003131,"	00","	04",007-10-1804,"Operation and Maintenance, Navy","	007",,,1.165,1.396,0,0,0,0,0,0,0,1.165,0,1.396,0,0,0,586741,429183,2016-01-29,20:19:13
"	007","Department of Defense","	97",007-000003133,"Army Warrior Care & Transition System",007-000003133,"	00","	04",007-10-0130,"Defense Health Program","	007",,,0.574,0.757,0.83,0,0,0,0,0,0,0.574,0,0.757,0,0.83,0,586742,429184,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003137,"Aircrew Graduate Evaluation Program - Introductory Flight Training",007-000003137,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.196,0.201,0.206,0,0,0,0,0,0,0.196,0,0.201,0,0.206,0,586743,429185,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003140,"Air Force Museum Artifact Tracking System",007-000003140,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.083,0.041,0.062,0,0,0,0,0,0,0.083,0,0.041,0,0.062,0,586744,429186,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003141,"Air University Library Integrated Library System",007-000003141,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.114,0.117,0.129,0,0,0,0,0,0,0.114,0,0.117,0,0.129,0,586745,429187,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003142,"Air University Registrar and Education Program Management",007-000003142,"	00","	04",007-05-3500,"Military Personnel, Air Force","	007",,,0.144,0.148,0.152,0,0,0,0,0,0,0.144,0,0.148,0,0.152,0,586746,429188,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003142,"Air University Registrar and Education Program Management",007-000003142,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.605,0.612,0.627,0,0,0,0,0,0,0.605,0,0.612,0,0.627,0,586747,429188,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003143,"Air University Student Records Information System",007-000003143,"	00","	04",007-05-3500,"Military Personnel, Air Force","	007",,,0.144,0.148,0.152,0,0,0,0,0,0,0.144,0,0.148,0,0.152,0,586748,429189,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003143,"Air University Student Records Information System",007-000003143,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.226,0.229,0.234,0,0,0,0,0,0,0.226,0,0.229,0,0.234,0,586749,429189,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003144,"Air University Student Management System (formerly called iGecko)",007-000003144,"	00","	04",007-05-3500,"Military Personnel, Air Force","	007",,,0.36,0.37,0.38,0,0,0,0,0,0,0.36,0,0.37,0,0.38,0,586750,429190,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003144,"Air University Student Management System (formerly called iGecko)",007-000003144,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.253,0.255,0.261,0,0,0,0,0,0,0.253,0,0.255,0,0.261,0,586751,429190,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003145,"Air University Student Information System",007-000003145,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.379,0.385,0.394,0,0,0,0,0,0,0.379,0,0.385,0,0.394,0,586752,429191,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003146,"Consolidated Afloat Networks and Enterprise Services",007-000003146,"	00","	04",007-05-1453,"Military Personnel, Navy","	007",,,1.062,1.062,0.806,0,0,0,0,0,0,1.062,0,1.062,0,0.806,0,586753,429192,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003146,"Consolidated Afloat Networks and Enterprise Services",007-000003146,"	00","	04",007-10-1804,"Operation and Maintenance, Navy","	007",,,44.785,27.046,34.098,0,0,0,0,0,0,44.785,0,27.046,0,34.098,0,586754,429192,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003146,"Consolidated Afloat Networks and Enterprise Services",007-000003146,"	00","	04",007-15-1810,"Other Procurement, Navy","	007",,,347.701,311.231,250.427,347.701,0,311.231,0,204.953,0,0,0,0,0,45.474,0,586755,429192,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003146,"Consolidated Afloat Networks and Enterprise Services",007-000003146,"	00","	04",007-20-1319,"Research, Development, Test and Evaluation, Navy","	007",,,21.048,21.667,23.541,21.048,0,21.667,0,23.541,0,0,0,0,0,0,0,586756,429192,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003146,"Consolidated Afloat Networks and Enterprise Services",007-000003146,"	00","	04",007-40-493002,"Working Capital Fund, Navy","	007",,,0,3.361,5.937,0,0,3.361,0,5.937,0,0,0,0,0,0,0,586757,429192,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003147,"T45TS GOSNet Extranet",007-000003147,"	00","	04",007-10-1804,"Operation and Maintenance, Navy","	007",,,0.503,0.528,0.555,0,0,0,0,0,0,0.503,0,0.528,0,0.555,0,586758,429193,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003148,"Contract Profit Reporting Systems",007-000003148,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.222,0.215,0.219,0,0,0,0,0,0,0.222,0,0.215,0,0.219,0,586759,429194,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003148,"Contract Profit Reporting Systems",007-000003148,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.404,0.291,0.349,0,0,0,0,0,0,0.404,0,0.291,0,0.349,0,586760,429194,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003155,ABETS,007-000003155,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.02,0.02,0.02,0,0,0,0,0,0,0.02,0,0.02,0,0.02,0,586761,429195,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003159,"Pilot Candidate Selection Method",007-000003159,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.313,0.326,0.332,0,0,0,0,0,0,0.313,0,0.326,0,0.332,0,586762,429196,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003161,"AFRL/HQ Web Applications",007-000003161,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,0.011,0.011,0.011,0,0,0,0,0,0,0.011,0,0.011,0,0.011,0,586763,429197,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003164,"Enterprise Data Collection Layer",007-000003164,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,2.984,0.275,1.804,0,0,0,0,0,0,2.984,0,0.275,0,1.804,0,586764,429198,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003164,"Enterprise Data Collection Layer",007-000003164,"	00","	04",007-15-3080,"Other Procurement, Air Force","	007",,,2.53,2.394,1.356,0,0,0,0,0,0,2.53,0,2.394,0,1.356,0,586765,429198,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003165,"HQ AFPC Intelligent Contact Management System",007-000003165,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.775,0.795,0.815,0,0,0,0,0,0,0.775,0,0.795,0,0.815,0,586766,429199,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003166,"Training Planning System",007-000003166,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.291,0.296,0.306,0,0,0,0,0,0,0.291,0,0.296,0,0.306,0,586767,429200,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003172,"Basic Training Management System",007-000003172,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.329,0.338,0.35,0,0,0,0,0,0,0.329,0,0.338,0,0.35,0,586768,429201,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003179,"Operational Environmental Management",007-000003179,"	00","	04",007-40-493002,"Working Capital Fund, Navy","	007",,,0.05,0.05,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,586769,429202,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003185,"Sensors Business Systems",007-000003185,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,0.112,0.13,0.104,0,0,0,0,0,0,0.112,0,0.13,0,0.104,0,586770,429203,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003187,"A-10 3D Model Data Management System",007-000003187,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.001,1.062,1.201,0,0,0,0,0,0,0.001,0,1.062,0,1.201,0,586771,429204,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003187,"A-10 3D Model Data Management System",007-000003187,"	00","	04",007-15-3010,"Aircraft Procurement, Air Force","	007",,,1.031,0,0,0,0,0,0,0,0,1.031,0,0,0,0,0,586772,429204,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003189,"ASSET AND INFORMATION MANAGEMENT",007-000003189,"	00","	04",007-40-493002,"Working Capital Fund, Navy","	007",,,0.077,0.19,0.197,0,0,0,0,0,0,0.077,0,0.19,0,0.197,0,586773,429205,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003193,"Automated Materiel Control System",007-000003193,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,0.085,0.085,0.085,0,0,0,0,0,0,0.085,0,0.085,0,0.085,0,586774,429206,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003194,"Automated Records Management System Legacy Conversion",007-000003194,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.736,0.813,0.923,0,0,0,0,0,0,0.736,0,0.813,0,0.923,0,586775,429207,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003195,"Big Safari Inventory (BSI) System",007-000003195,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.009,0.01,0.01,0,0,0,0,0,0,0.009,0,0.01,0,0.01,0,586776,429208,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003195,"Big Safari Inventory (BSI) System",007-000003195,"	00","	04",007-15-3010,"Aircraft Procurement, Air Force","	007",,,0.15,0.15,0.15,0,0,0,0,0,0,0.15,0,0.15,0,0.15,0,586777,429208,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003196,"Contribution-based Compensation System Software",007-000003196,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,0.606,0.621,0.682,0,0,0,0,0,0,0.606,0,0.621,0,0.682,0,586778,429209,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003198,"EZ Source",007-000003198,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.64,0.659,0.696,0,0,0,0,0,0,0.64,0,0.659,0,0.696,0,586779,429210,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003205,"SPAWARSYSCEN SECURITY SYSTEM",007-000003205,"	00","	04",007-40-493002,"Working Capital Fund, Navy","	007",,,1.002,1.109,0.842,0,0,0,0,0,0,1.002,0,1.109,0,0.842,0,586780,429211,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003207,"TRI ANNUAL REVIEW DATABASE",007-000003207,"	00","	04",007-40-493002,"Working Capital Fund, Navy","	007",,,0.294,0.092,0,0,0,0,0,0,0,0.294,0,0.092,0,0,0,586781,429212,2016-01-29,20:19:13
"	007","Department of Defense","	17",007-000003208,"NMCI ACCOUNT MANAGMENT AND COSTING APPLICATION",007-000003208,"	00","	04",007-40-493002,"Working Capital Fund, Navy","	007",,,0.121,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,586782,429213,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003210,"Reliability Asset Monitoring System - Classified",007-000003210,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.065,0.076,0.084,0,0,0,0,0,0,0.065,0,0.076,0,0.084,0,586783,429214,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003213,"Air Force-Global Enterprise Tracking",007-000003213,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,2.357,2.401,3.948,0,0,0,0,0,0,2.357,0,2.401,0,3.948,0,586784,429215,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003215,"Air Force Promotion System",007-000003215,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,1.423,1.663,1.888,0,0,0,0,0,0,1.423,0,1.663,0,1.888,0,586785,429216,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003216,"Automated Material Issue Centers",007-000003216,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.26,0.264,0.268,0,0,0,0,0,0,0.26,0,0.264,0,0.268,0,586786,429217,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003219,EmployeeDB,007-000003219,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.024,0.025,0.026,0,0,0,0,0,0,0.024,0,0.025,0,0.026,0,586787,429218,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003221,"Financial Automated Case Tracking System",007-000003221,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.055,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,586788,429219,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003222,"Geospatial Information Systems",007-000003222,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.05,0.06,0.062,0,0,0,0,0,0,0.05,0,0.06,0,0.062,0,586789,429220,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003225,"Weapon System Management Informaition System-Propulsion Requirements System",007-000003225,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.15,0.894,0.762,0,0,0,0,0,0,0.15,0,0.894,0,0.762,0,586790,429221,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003225,"Weapon System Management Informaition System-Propulsion Requirements System",007-000003225,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,0,0,1.02,0,0,0,0,1.02,0,0,0,0,0,0,0,586791,429221,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003231,"USAFA Voice Network System",007-000003231,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.194,0.198,0.202,0,0,0,0,0,0,0.194,0,0.198,0,0.202,0,586792,429222,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003232,"Training Business Area",007-000003232,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.627,0.643,2.277,0,0,0,0,0,0,0.627,0,0.643,0,2.277,0,586793,429223,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003236,"Supervisors Appraisal System",007-000003236,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.014,0.014,0.014,0,0,0,0,0,0,0.014,0,0.014,0,0.014,0,586794,429224,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003245,"C-130 Integrated Maintenance Information System",007-000003245,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,3.45,3.45,3.45,0,0,0,0,0,0,3.45,0,3.45,0,3.45,0,586795,429225,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003253,CONCERTO,007-000003253,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.501,0.519,0.529,0,0,0,0,0,0,0.501,0,0.519,0,0.529,0,586796,429226,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003254,"DD Form 2875",007-000003254,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.016,0.016,0.017,0,0,0,0,0,0,0.016,0,0.016,0,0.017,0,586797,429227,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003260,FinancialDB,007-000003260,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.006,0.006,0.006,0,0,0,0,0,0,0.006,0,0.006,0,0.006,0,586798,429228,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003261,"Form 107",007-000003261,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.068,0.069,0.044,0,0,0,0,0,0,0.068,0,0.069,0,0.044,0,586799,429229,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003267,"Integrated Maintenance Data System Central Data Base",007-000003267,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,3.678,4.432,8.352,0,0,0,0,0,0,3.678,0,4.432,0,8.352,0,586800,429230,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003267,"Integrated Maintenance Data System Central Data Base",007-000003267,"	00","	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007",,,0.125,1.411,7.134,0.125,0,1.411,0,7.134,0,0,0,0,0,0,0,586801,429230,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003273,"Air Force Military Personnel Data System",007-000003273,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,10.32,8.946,10.26,0,0,0,0,0,0,10.32,0,8.946,0,10.26,0,586802,429231,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003273,"Air Force Military Personnel Data System",007-000003273,"	00","	04",007-15-3080,"Other Procurement, Air Force","	007",,,0.907,0.283,0.532,0,0,0,0,0,0,0.907,0,0.283,0,0.532,0,586803,429231,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003276,"Profiles of the Air Force Depot",007-000003276,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.034,0.035,0.036,0,0,0,0,0,0,0.034,0,0.035,0,0.036,0,586804,429232,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003277,"Precision Measurement Equipment Labratory Automated Management System",007-000003277,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.571,0.599,1.489,0,0,0,0,0,0,0.571,0,0.599,0,1.489,0,586805,429233,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003281,"Automated Order Tracking System",007-000003281,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.016,0.017,0.017,0,0,0,0,0,0,0.016,0,0.017,0,0.017,0,586806,429234,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003283,"Contract File Digitization using Relativity Records Manager",007-000003283,"	00","	04",007-40-493003,"Working Capital Fund, Air Force","	007",,,0.053,0.055,0.057,0,0,0,0,0,0,0.053,0,0.055,0,0.057,0,586807,429235,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003287,"Lean Depot Management System",007-000003287,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.382,0.466,0.542,0,0,0,0,0,0,0.382,0,0.466,0,0.542,0,586808,429236,2016-01-29,20:19:13
"	007","Department of Defense","	57",007-000003292,"Enhanced Maintenance Operations Center",007-000003292,"	00","	04",007-10-3400,"Operation and Maintenance, Air Force","	007",,,0.783,0.652,1.395,0,0,0,0,0,0,0.783,0,0.652,0,1.395,0,586809,429237,2016-01-29,20:19:13
