Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Legislative Mandate Required,Legislative Mandate Description,Audit Finding Resolution Required,Audit Finding Resolution Description,Published Agency Strategic Performance Plan Required,Published Agency Strategic Performance Plan Description,Published Agency Strategic Performance Plan PRM Codes,Presidential Priority Required,Presidential Priority Description,Other Requirement Required,Other Requirement Description,Updated Date,Updated Time
"024-000009561","152","024","Department of Homeland Security","CBP - OBIM - Arrival and Departure Information System (ADIS)","yes","ADIS O&M supports DHS to meet legislative mandates: P.L. 104-208 requires the development of an automated entry and exit system to collect/match records of departure. P.L. 106-215 requires that the entry and exit data system integrate all authorized or required alien arrival and departure data and use available data to match an alien's arrival and departure; identify overstays; and use available data to produce a report of arriving and departing aliens. P.L. 106-396 requires that the entry and exit data system record every alien admitted under the VWP; use data to report to Congress the numbers of departing aliens. P.L. 107-56 requires that the entry and exit data system be implemented quickly and expeditiously.","no","","yes","OBIM Strategic Plan 2014 - 2018 (April, 2013). GOAL 1: Enable Homeland Security Missions; GOAL 2: Accelerate the Transformation of OBIM into the Biometrically-based Identity Services Provider for DHS; GOAL 3: Institutionalize Biometrics within the Department; GOAL 4: Provide Integrated Identity Services Management.","P40-024-026","yes","HSPD-6 calls for the collection and sharing of biographic information about KSTs to support screening processes. HSPD-11 implements a coordinated and comprehensive approach to terrorist-related screening that supports homeland security, at home and abroad.","no","","09/12/2012","14:33:27"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","no","","no","","yes","The Quadrennial Homeland Security Review (QHSR) identifies more clearly the critical homeland security missions, and define more completely a strategic approach to those missions by laying out the principal goals, essential objectives, and key strategic outcomes necessary for that strategic approach to succeed.","P43-024-027","no","","no","","09/21/2011","12:52:49"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","yes","Establish a personnel accountability process, in response to the National Security Presidential Directive-51/Homeland Security Presidential Directive-20  (NSPD-51/HSPD-20) National Continuity Policy, May 2007 and the Federal Continuity Directive 1 (FCD 1).","no","","yes","Established HRIT Executive Steering Committee (ESC) in response to provide governance.","P41-024-027","yes","President Obama (on July 2010) established a 4 year Protecting Our Workers and Ensuring Reemployment (POWER) Initiative, covering fiscal years 2011-2014.","no","","03/25/2013","12:38:38"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","yes","1. Implementing Recommendations of the 9/11 Commission Act of 2007 (Public Law 110-53) Title V: Intelligence & Information Sharing (P 2) 9/11 2. Homeland Security Act of 2002, Public Law 107-296, Nov 25, 2002, title II.A.201 (d) (14), Mandates establishment and use of Secure Communications and IT Infrastructure in DHS (Homeland Security Act, Sec 202, 204, 205, 206) 3. Intelligence Reform and Terrorism Prevention Act of 2004 4. The Homeland Secure Data Network (HSDN) implements capabilities required by the DHS's statutory mandate for coordinating and, as appropriate, consolidating, the Federal Government's communications and systems of communications relating to homeland security with State and local government personnel, agencies, and authorities, the private sector, other entities, and the public (Homeland Security Act, 6 USC 112(c )(2)) by providing the civilian SECRET network (the Homeland Secure Data Network, or HSDN), and Secure Communications in appropriate cases.","no","","yes","1. DHS Intelligence and Analysis (I&A) Strategic Plan (2011) (P 7-16): Collect, manage, and share intelligence analysis throughout intelligence community 2. DHS Chief Information Office (CIO) Information Strategic Plan (2011-15) (P 9): Strengthen and unify the department's ability to share information and services internally and with federal, state, local and tribal partners 3. Quadrennial Homeland Security Review Report (2010) (P. 21 & 38-41): Preventing Terrorism and Enhancing Security and Maturing and Strengthening the Homeland Security Enterprise 4. DHS Classified Information Technology Enterprise (CITE) Strategy (2012) 5. DHS Integrated Planning Guidance (IPG 2013-2017) M.1 Improve cross-Departmental management, policy, and functional integration. 6. DHS Information Sharing and Safeguarding Strategy (2013).","P40-024-027","yes","1. President's National Strategy for Homeland Security (2007) 2. President's National Strategy for Information Sharing and Safeguarding (2012) 3. Executive Order (EO) 13587, Structural Reforms to Improve the Security of Classified Networks and the Responsible Sharing and Safeguarding of Classified Information (2011).","yes","1. National Communication System Directive (NCSD) 3-10. Minimum Requirements for Continuity Communications Capability. Establishes and improves continuity of government communications at the Secret level 2. Classified National Security Information Program for State, Local, Tribal and Private Sector Entities Implementing Directive (2012). The Homeland Secure Data Network (HSDN) shall be the U.S. Government's primary nondefense, Secret level classified information network, and where appropriate shall be deployed to SLT entities for use by appropriately cleared SLT personnel.","09/10/2013","10:49:07"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","yes","Biggert-Waters Flood Insurance Reform and Modernization Act of 2012, Flood Insurance Reform Act of 2004, National Flood Insurance Reform Act of 1994, Flood Disaster Protection Act of 1973, National Flood Insurance Act of 1968, Code of Federal Regulations - Title 44: Emergency Management and Assistance.","no","","yes","2011 DHS Strategic Plan for fiscal years 2008 to 2013.","P40-024-066","no","","no","","03/11/2014","12:02:04"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","yes","Post-Katrina Emergency Management Reform Act of 2006 mandated Grants & Training Program be returned to FEMA for program management, oversight and administrative support.","yes","All audit findings have completed the remediation plans or been remediated.  Audit findings include:  access control, user rights, access form, and configuration management.","yes","Ensure Effective Emergency Response.","P43-024-066","yes","Chief Financial Officers Act to ensure accuracy of financial information.","no","","09/16/2011","15:04:25"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","no","","no","","yes","Project conforms to agency plan for Infrastructure including Data Center aand Telecommunications.","P40-024-065","yes","Infrastructure projects assist with logical access to information systems.","no","","09/23/2011","11:34:28"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","no","","no","","yes","The FEMA Web Strategic Plan, signed by FEMA Administrator Craig Fugate, sets forth a roadmap for the many different programs that have a need for a public web presence to more effectively support FEMA's mission by achieving a greater level of excellence in all of FEMA operations. The plan establishes goals and guiding principles intended to guide our efforts as we work together to improve the effectiveness and impact of FEMA's efforts.","P40-024-066","no","","no","","09/21/2011","12:52:25"
"024-999994100","166","024","Department of Homeland Security","FEMA - Disaster Assistance Improvement Plan (DAIP)","yes","- Post-Katrina Emergency. Management Reform Act of 2006 (P.L. 109-295 (H.R. 5441)).","no","","no","","P43-024-066","yes","Executive Order 13411 - Provide a centralized application process for Federal disaster assistance. Provide a centralized and continuously updated clearinghouse from which disaster victims may obtain information regarding Federal disaster assistance and State and local government and private sector sources of disaster assistance.","no","Executive Order 13411 - Provide a centralized application process for Federal disaster assistance. Provide a centralized and continuously updated clearinghouse from which disaster victims may obtain information regarding Federal disaster assistance and State and local government and private sector sources of disaster assistance.","02/29/2012","09:58:21"
"024-000007001","167","024","Department of Homeland Security","FEMA - Integrated Public Alert & Warning System (IPAWS)","yes","Executive Order 13407 requires an effective, reliable, integrated, flexible, and comprehensive system to alert and warn the American people in situations of war, terrorist attack, natural disaster or other hazards to public safety and well-being- and to ensure that under all conditions the President can communicate with the American people. Other requirements are defined in a 1995 Presidential memorandum, Emergency Alert System Statement of Requirements; Regulations 47 C.F.R.  11 and 47 C.F.R  10 for the Emergency Alert System (EAS), and the Commercial Mobile Alert System (CMAS);   The Federal Response to Hurricane Katrina: Lessons Learned, Feb 2006; The Robert T. Stafford Disaster Relief and Emergency Assistance Act, Section 611(d) and (e); 42 U.S.C. 5196(d), (e), and (g); National Response Framework, Jan 2008. Homeland Security Presidential Directive 20: National Continuity Policy, May 2007 and Warning Alert Response Network (WARN) Act, Oct 2006.","yes","The IPAWS Program has responded to all recommendations and corrective actions identified in GAO-09-834, Emergency Preparedness Planning Coordination Necessary for Modernization and Integration of Public Alert and Warning System.  The IPAWS Program is waiting for the GAO to close the 2009 report and is working with the GAO on a new 2012 initiated engagement.","yes","IPAWS supports DHS Strategic Goals 3 and 4. Strategic Goal 3- Protect Critical Infrastructure: Objective 3.1- Protect and Strengthen the Resilience of the Nation's Critical Infrastructure and Key Resources and Objective 3.2 Ensure Continuity of Government. Strategic Goal 4 -Strengthen Our Nation's Preparedness and Emergency Response Capabilities: Objective 4.1 Ensure Preparedness and Objective 4.2 Strengthen Response and Recovery.","P40-024-066","yes","Executive Order 13407 requires an effective, reliable, integrated, flexible, and comprehensive system to alert and warn the American people in situations of war, terrorist attack, natural disaster or other hazards to public safety and well-being- and to ensure that under all conditions the President can communicate with the American people. The Executive Order outlines ten functions for the DHS to accomplish in order to implement the public alert and warning system.  The IPAWS Program Management Office was established to fulfill the functions in the Executive Order.","yes","Regulations 47 C.F.R.  11 and 47 C.F.R  10 define the interface and operational requirements between FEMA and the private sector radio and television participants in the Emergency Alert System (EAS), and wireless carriers for the Commercial Mobile Alert System (CMAS).  The Communications Act of 1934, as amended (47 U.S.C  606) provides rules for the President's use of private sector telecommunications systems in national emergencies.","09/12/2012","14:33:21"
"024-000007333","168","024","Department of Homeland Security","FEMA - Logistics Supply Chain Management (LSCMS)","yes","Post Katrina Emergency Management Reform Act, SEC. 636. LOGISTICS.","no","","yes","Strategic Acquisition Plan published Feb 2011.","P43-024-066","yes","Recommendation 38 from the President's report on Hurricane Katrina which identified the need to provide full disaster logistics supply chain visibility to FEMA and its partners.","no","","09/19/2011","08:19:38"
"024-000005628","170","024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","yes","MTSA 2002 requires issuance of a biometric credential.","no","","no","","P41-024-027","no","","no","","09/15/2011","11:43:01"
"024-000005624","171","024","Department of Homeland Security","TSA - Security Technology Integrated Program (STIP)","no","","no","","no","","P40-024-027","no","","yes","As the technology component of the Passenger Screening Program (PSP) and the Electronic Baggage Screening Program, STIP meets the information collection, retrieval, and dissemination requirements of both programs, as well as address potential areas of improvements within operations and maintenance for airport security equipment.","09/20/2011","14:32:43"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","yes","The SF Program was created in response to the 9/11 Commission recommendation and the Intelligence Reform and Terrorism Prevention Act requiring TSA to assume watch list matching from aircraft operators.","no","","no","","P41-024-027","no","","no","","09/10/2013","10:46:13"
"024-000005664","173","024","Department of Homeland Security","TSA - Technology Infrastructure Modernization (TIM) Program","yes","Legislative mandated to meet ATSA (Aviation Transportation Security Act) and the MTSA (Maritime Transportation Security Act) requirements.  There are 2 URLs one for each Act.  Please use each URL individually.","no","","no","","P41-024-027","no","","no","","09/10/2013","10:57:02"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","no","DHS Act of 2002 mandated a coordinated effort to prevent terrorism, secure borders, enforce immigration laws, securing cyberspace, and ensuring disaster resilience.  These require technological communication and sharing of date across component platforms via technical infrastructure.","no","","yes","TSA Strategic Plan FY2011 - FY2015 - This IT Strategic Plan signals our ongoing commitment to formulating an actionable and measurable IT strategy that strengthens our role as the primary IT service provider for our customers and articulates our vision, mission, goals, and objectives and sets the context for all IT capabilities endeavors for fiscal years 2011 to 2015.","P41-024-027","no","","no","","02/24/2012","14:35:45"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","yes","USA PATRIOT Act prohibits states from issuing to any individual a license to transport hazardous materials in commerce without determination as to whether the person is a security risk. The Act requires that checks be conducted against criminal history, immigration, & international databases.","no","","no","","P41-024-027","no","","no","","02/24/2012","14:34:31"
"024-000005651","177","024","Department of Homeland Security","TSA - FAMSNet (Common Operating Environment)","no","House Conference Committee 107-593 (July 02, 2002) , House Report 108-86 (July 10, 2003).","no","","no","","P41-024-027","no","","yes"," FAMSNet provides FAMS with a General Support System or Information Technology infrastructure that supports the FAMS' mission.The consolidated IT infrastructure supports the TSA and DHS goals and business objectives: awareness, prevention, protection, response, recovery, service and organizational excellence. In today'scontinuously changing IT environment, TSA's target goal is to support the TSA mission through exceptional delivery of requirements-driven, lean, agile, and effective IT products and services. Emerging technologies and existing legacy platforms are constantly monitored, due to the infusion of new capabilities and the gradual decommission of legacy systems.","09/13/2012","09:57:01"
"024-000005632","178","024","Department of Homeland Security","TSA - FAMS Mission Scheduling and Notification System (MSNS)","no","","no","","no","","P41-024-027","no","","yes","MSNS was authorized through an Operations Requirements Document (ORD) in 2003.","09/16/2011","15:04:29"
"024-000005633","179","024","Department of Homeland Security","TSA - Transportation Vetting System","yes","TSA Emergency Amendments (EA) and Security Directives (SD) and CBP final rule on Electronic Transmission of Passenger and Crew Manifests for Vessels and Aircrafts (04/7/2005).","no","","no","","P40-024-027","no","","no","","09/20/2011","14:33:11"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","yes","Congressional requirements cited in the FY 2007 (includes 2004, 05, 06), 2008-2010 Department of Homeland Security Appropriations Act (P.L. 110-329). P.L. 110-329  which directed TSA to submit airport wait time data on a quarterly basis for domestic airports with above average wait times and for the 40 busiest (Focus 40) airports.","yes","DHS OIG-08-92 TSA's Controls over SIDA Badges, Uniforms, and Identification Cards Audit.","yes","DHS Annual Performance Report, page 38 has a references to the outputs from this investment.","P41-024-027","yes","The PMIS Program purchased and funds annual maintenance for a DHS enterprise-wide MicroStrategy license.  In June 2011 the White House documented DHS' plan for department-wide site licenses.  The URL mentiions this on page 4.","yes","PMIS contains the officially reported number of Firearms intercepted at the federalized airports.","09/15/2011","11:42:13"
"024-000006079","193","024","Department of Homeland Security","USCG - Rescue 21","no","","no","","no","","","no","","yes","Federal Information Security Management Act (FISMA) - Rescue 21 is FISMA compliant and has projects planned or in progress to maintain the confidentiality, integrity & availability of the information system.  FISMA driven projects include an operating system upgrade, VSAT wide area network reduncancy and ongoing obsolescence management.","09/23/2011","10:13:40"
"024-000006074","194","024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)","no","","no","","no","","","no","","no","","09/16/2011","06:46:24"
"024-000006005","195","024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)","yes","NAIS derives from the U.S. obligations under Safety of Life at Sea (SOLAS) 1974,  an international treaty, calls for automatic identification system of vessels; Maritime Transportation Safety Act (MTSA) Act of 2002 which is CG efforts in improving its knowledge of the ships calling at U.S. ports as Maritime Domain Awareness (MDA). Congressional Security and Accountability for Every Port (SAFE Port) Act of 2006.","no","N/A.","no","DHS Strategic and IT Strategic Plans; USCG Strategic and C4ISR Plans.","","no","","yes","DHS Strategic and IT Strategic Plans; USCG Strategic and C4ISR Plans, and to meet mission gap as defined in the MNS, ORD and by DHS Maritime Domain Awareness needs.","09/13/2012","07:25:26"
"024-000006064","196","024","Department of Homeland Security","USCG - Marine Information for Safety and Law Enforcement (MISLE)","yes","MISLE is required to provide the functions of a Marine Safety Information System as required under 46USC3717 and a Vessel Identification System under 46USC12501.   These functions have been developed and are being maintained in MISLE.  MISLE includes information on vessel owners, registration, financial responsibility, casualty history, repair problems and inspections & examinations. The Vessel Identification application under MISLE includes ownership information for documented vessels, state numbered vessels and state titled vessels.","yes","DHS OIG conducted and audit titled United States Coast Guard's Marine Safety Program - Offshore Vessel Inspections (WF 898516) that recommended MISLE be changed so that the person who initially records the results of an inspection cannot in theory edit and close the same entry.  This would required a change to authentication roles and functionality access not currently built into MISLE.  This change is planned for implementation on completion of the current technology refresh in 2010.","no","","","no","","no","","09/20/2011","15:59:50"
"024-000006117","197","024","Department of Homeland Security","USCG - Interagency Operations Centers (IOC)","yes","Congressional Security and Accountability for Every Port (SAFE Port) Act of 2006.","no","","no","","","no","","yes","USCG Maritime Port Operations Handbook (Jan. 2009).","09/16/2011","06:46:05"
"024-000006111","198","024","Department of Homeland Security","USCG - Vessel Logistics System (VLS)","no","","no","","no","","","no","","no","","09/20/2011","15:59:52"
"024-000006376","199","024","Department of Homeland Security","USCG - Infrastructure CGOne","no","","no","Increase security to protect DHS/USCG data.","yes","Interoperability with partners.   The Coast Guard must be able to effectively interoperate and share information across a wide range of inter- and intra-agency partners to support disaster relief, law enforcement, defense, and other mission and business areas.","P43-024-027","no","","no","","09/16/2011","06:46:44"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","yes","Titles 10 and 14 of the US Code and the Coast Guard 11 Statutory Missions.","no","N/A.","yes","DHS Strategic and IT Strategic Plans.","P40-024-066","yes","Shared Services Strategy, Implement the Campaign to Cut Waste (CCW), Executive Order 13520 - Reducing Improper Payments, Building a 21st Century Government by Cutting Duplication, Fragmentation, and Waste February 28, 2012, Implementation Plan to Reform IT (25 Point Plan).","yes","USCG Strategic and C4ISR Strategic Plans.","09/20/2011","14:33:08"
"024-000006104","201","024","Department of Homeland Security","USCG - Core Accounting System (CAS) Suite","yes","to complay with CFO Act and other related federal Financial management acts.","no","","no","","P43-024-066","no","","no","","09/13/2012","07:22:57"
"024-000006077","202","024","Department of Homeland Security","USCG - CG Business Intelligence (CGBI)","yes","CGBI provides data to analysts throughout the USCG for preparation of many legislatively mandated requirements. Some examples are 6 USC  752, All Hazards Preparedness; 5 USC  10102, Strategic Human Capital Compliance; 6 USC  481, Homeland Security Information Sharing Act; and 6 USC  468 (f)(1), Preserving Coast Guard Mission Performance.","yes","CGBI is used for reporting from multiple systems in HR and Financial audit remediation activities.","yes","Per 14 USC  651, Annual reporting data is first analized using CGBI prior to release.","P43-024-027","no","","no","CGBI fulfills reporting requirements not not possible freom other systems across 16 lines of buasiness within the USCG.","09/10/2013","10:47:16"
"024-000006115","203","024","Department of Homeland Security","USCG - CG-LIMS","yes","CG-LIMS is required for the USCG to comply with the CFO Act of 1990 and the Federal Financial Management Improvement Act of 1996.","no","","no","","","yes","Delivering a 21st century government. : Strengthen  IT foundation. The requirement is to deliver an IT project. CG-LIMS is following an Agile methodology, delivering usable functionality in 6 months increments.","no","","09/16/2011","06:46:27"
"024-000006343","204","024","Department of Homeland Security","USCG - C4ISR","yes","Homeland Security Act of 2002, Public Law 107-296.","no","","yes","DHS Strategic Goals.","P41-024-026","no","","yes","Integrated Deepwater System (IDS) Mission Need Statement (MNS) Rev 1.0, May 2004.","09/20/2011","15:59:55"
"024-000006006","205","024","Department of Homeland Security","USCG - Asset Logistics Management Information System (ALMIS)","yes","ALMIS is required to comply with the CFO Act of 1990 and the Federal Financial Management Improvement Act of 1996.  The AMMIS subsystem of ALMIS is 100% CFO Compliant.","no","","no","","","no","","no","","09/13/2012","07:21:43"
"024-000006375","206","024","Department of Homeland Security","USCG - Infrastructure - SWIRS","yes","SWIRS follows Section 508, Clinger-Cohen act recommendations.","no","","yes","SWIRS supports 'Safeguarding and Securing Cyberspace' and 'Ensuring Resilience to Disasters'.  We 'Strengthen and Unify DHS Operations and Management', 'Strengthen Our Nation's Preparedness and Emergency Response Capabilities' and we support all the DHS IT Strategic Goals.","P41-024-065","yes","A small portion of this investment must be used to fund research into implementation of unfunded OMB, DHS, or DOD IT mandates, such as implementation of Federal Desktop Core Configuration (FDCC) or Host Based Security System (HBSS).","no","","09/13/2012","07:23:20"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","no","","no","","yes","DHS IT Strategic Plan 2011-2015: Goal 1/Objective 1: Optimize IT Infrastructure that leverages enterprise capabilities and services.","P43-024-027","yes","Federal Data Center Consolidation Initiative (FDCCI), Strengthening IT Foundations - Implementation Plan to Reform IT, Strengthening IT Foundations - The Common Approach to Enterprise Architecture.","no","","09/16/2011","06:46:19"
"024-000004010","209","024","Department of Homeland Security","USSS - Enterprise Financial Management System (TOPS)","yes","OMB Circular A-127 prescribes policies and standards for executive agencies to follow when managing their financial management systems.","no","","no","","","no","","no","OMB Circular A-127 prescribes policies and standards for executive agencies to follow when managing their financial management systems.","02/24/2012","14:35:27"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","yes","The LBI investment allowed CBP to effectively address the requirements imposed by the Western Hemisphere Travel Initiative (Section 7209 of the Intelligence Reform and Terrorism Prevention Act of 2004 (IRTPA), Public Law 108-458), as amended, by the deadline of June 1, 2009.  LBI requires travelers entering the United States, who were previously exempt from documentary requirements, to present a passport or other authorized travel document which sufficiently denotes identity and citizenship.","yes","GAO-11-407T MOVING ILLEGAL PROCEEDS - Opportunities Exist for Strengthening the Federal Government's Efforts to Stem Cross-Border Currency Smuggling. For example, license plate readers are available at 48 of 118 outbound lanes on the southwest border and none of the 179 outbound lanes on the northern border. Additionally, CBP officials have estimated that there are a limited number of outbound lanes networked to support computer stations or wireless computing. However, CBP lacks data on the benefits and costs of an expanded program and as a result may be unable to most effectively inform decisions on how to apply scarce resources. We recommended that CBP collect data on program costs and benefits to better inform resource decisions. CBP concurred with this recommendation and stated that it is taking action to address the recommendation.","yes","The Quadrennial Homeland Security Review, Goal 2:1 Effective Control of U.S. Air, Land, Sea and Goal 2.2 Safeguard Lawful Trade and travel.","P40-024-026","no","","yes","Testimony of Secretary Janet Napolitano before Senate Homeland Security and Governmental Affairs Committee, Southern Border Violence: Homeland Security Threats, Vulnerabilities, and Responsibilities Release Date: March 25, 2009 - to address the need to stop illegal weapons being smuggled into Mexico. On March 24, 2009 the White House announced the Southwest Border Initiative to more effectively disrupt illegal flows of weapons and bulk cash to Mexico and to ensure that our border security remains resistant to the flow of drugs and violence into the United States.  Included in this initiative is the plan to increase the use of mobile license plate readers for Southbound traffic on the SW Border.","09/10/2013","10:54:19"
"024-000005056","304","024","Department of Homeland Security","CBP - SAP","no","","no","","yes","The program supports the CBP Mission Set 3:  Sustaining Investment in People and Capabilities, Goal 3.2:  Integrate CBP as an organization to enhance effectiveness. The program also supports the DHS strategic goal #5; Strengthen and Unify DHS Operations and Management, specifically objective 5.1, Improve department governance and performance.","P40-024-026","no","","no","","09/16/2011","15:09:07"
"024-000005064","307","024","Department of Homeland Security","CBP - Tactical Communications (TACCOM) Modernization","yes","The American Recovery and Reinvestment Act (ARRA) of 2009 earmarked $60M for the modernization of Tactical Communications equipment at CBP.  In addition, $10M in BSFIT supplemental funds were dedicated to CBP Tactical Communications.","no","","yes","TACCOM directly supports Goal 2.1, Effectively Control U.S. Air, Land, and Sea Borders, of the DHS Quadrennial Homeland Security Review (QHSR).","P40-024-026","no","","no","","09/10/2013","10:44:52"
"024-000005358","308","024","Department of Homeland Security","ICE - TECS Modernization","no","","no","","no","","P40-024-026","no","","yes","The current TECS system is more than 20 years old and does not provide the functionality needed by ICE special agents. The joint CBP & ICE Charter signed in 2009 formalized the modernization of TECS to migrate aging, costly, and unsustainable technology to a modern technical environment.  The ICE TECS Modernization program plans to complete Phase 1 Core Case Management functionality by FY2015, discontinuing the use of legacy TECS mainframe to avoid significant operations and maintenance costs starting in FY2016.  Core Case Management will include capabilities such as Case Management, Subject Record Management, Report of Investigations, and Notifications and Alerts.  Phase 2, Comprehensive Case Management functionality, will include major case enhancements and new features to existing case management functionality.  Comprehensive Case Management includes enhancements to Case Management, Subject Records, Report of Investigations, Intelligence Reporting and Advanced Analytics.","09/15/2011","11:45:57"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","yes","Data Center Migration - Fulfills the Department's mission, strategic goals and objectives to create One Infrastructure for all DHS;Addresses the DHS Secretary  S1 Goal to unify IT and technology Infrastructure across DHS.","yes","Addresses the DHS OIG findings noted in Disaster Recovery Planning for DHS Information Systems Needs  Improvement, OIG-IT-04-003, dated February 2005.","yes","Goal 2: Ensure the efficient flow of legitimate trade and travel across U.S. borders.","P42-024-026","yes","HSPD7 Critical Infrastructure Identification, Prioritization, and Protection.","no","","09/14/2011","07:13:48"
"024-000005052","312","024","Department of Homeland Security","CBP - Automated Targeting System (ATS) Maintenance","no","","no","","yes","Aligns with QHSR 1.1.2-Preventing terrorism and Enhancing Security-Preventing Terrorist Attacks-Deter and disrupt operations.","P40-024-027","no","","no","","09/15/2011","11:46:07"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","yes","Customs Modernization Act of 1993 - The delivery of ACE capabilities fulfills the Customs Modernization Act of 1993 by enabling CBP personnel and trade community users to electronically submit and retrieve trade data.  ACE is providing CBP personnel with enhanced automated tools and information to perform security and compliance targeting - before a shipment reaches U.S. borders - to decide which cargo poses a potential risk, and what cargo should be expedited because it complies with U.S. laws. SAFE Port Act of 2006 - directed that all agencies requiring documentation for clearing or licensing the importation and exportation of cargo participate in an interagency initiative to establish a single portal system known as the International Trade Data System. ACE is intended to facilitate the collection and distribution of standard electronic import and export data required by all Federal agencies participating in ITDS.","no","","yes","Department of Homeland Security Information Technology Strategic Plan, FY2011-2015 , Secure Borders, Safe Travel, Legal Trade - U.S. Customs and Border Protection Fiscal Year 2009-2014 Strategic Plan.","P40-024-026","no","","yes","Federal CIO - 25 Point Implementation Plan to Reform Federal Information Technology Management - All future development of ACE Functionality will be modular (6-month delivery release cycle) which is consistent with the direction in the 25 Point Plan.","09/10/2013","10:55:36"
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","yes","The Committee includes $42,750,000 for the CBP Office of Intelligence and Operations Coordination (OIOC), an increase of $24,000,000 as requested, for: an additional 27 positions associated with standing up a 24/7 Intelligence Watch capability; the development of an Analytical Framework for Intelligence Officers to improve access to CBP and DHS databases that currently must be accessed through separate channels; and the deployment of Homeland Security Data Network access to critical field sites. The growing role of OIOC in intelligence support is apparent in the fact that OIOC accounts for 75 percent of all DHS intelligence output. - (House Report 110-862 DHS Appropriations Bill, 2009). Note: On July 17, 2011, the Office of Intelligence and Operations Coordination was reorganized and renamed as the Office of Intelligence and Investigative Liaison (OIIL).","no","","yes","AFI provides intelligence analysts with technical capabilities that lead to securing and managing our borders. These capabilities include providing quicker access to multiple databases with information on persons and cargo entering or leaving the United States to assist in identifying trends in smuggling of illicit cargo, persons, or currency and monitoring activities of transnational criminal organizations. AFI allows analysts to quickly disseminate their intelligence findings and conclusions to users who can act in a tactical manner at US ports of entry or along the border on those findings.","P41-024-026","no","","no","","09/14/2011","07:14:08"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","yes","Aviation and Transportation Security Act of November 19, 2001.","no","","yes","Conforms to DHS strategic goal to Protect the Nation from Dangerous People.  Conforms to Customs and Border Protection Strategic Goal 1: Securing America's Borders and CBP Strategic Goal 2: Securing and Expediting the flow of people and movement of goods.","P40-024-026","no","","no","","09/16/2011","11:39:39"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","no","","yes","OIG 11-33 Insider Threat Recommendation #2:  Incorporate insider threat risk mitigation strategies into the Transformation effort.","yes","The USCIS Strategic Plan outlines the framework, core values and goals, and objectives of USCIS.","P41-024-019","no","","no","","09/23/2011","16:19:36"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","yes","Title 8, Code of Federal Regulation.","no","","yes","USCIS Strategic Priorities and Initiatives for 2012.","P41-024-019","yes","CIO 25 Point Implementation Plan.","yes","USCIS Immigration Laws.","09/10/2013","10:48:22"
"024-000003030","321","024","Department of Homeland Security","USCIS - Document Management Division (DMD)","yes","As part of the United States Citizenship and Immigration Services (USCIS) statutory mission, USCIS produces a variety of secure identification documents used to provide evidence of eligibility for immigration benefits to its customers.","no","","no","","P41-024-019","yes","USCIS follows presidential mandates, initiatives, and executive orders as directed. The USCIS IDP program aligns with DHS goals to improve national security and homeland security postures of the United States.","yes","Specific immigration laws include: Public Law 104-208, Illegal Immigration Reform and Immigrant Responsibility Act of 1996, which modified the Immigration and Nationality Act (INA) of 1952 requiring biometric machine-readable documents for border crossing documents; the INA at 8 USC 1304 (d), codified at section 264, requires that every individual who has been granted lawful permanent residence status be issued a certificate of alien registration or an alien registration receipt card in such form and manner and at such time as shall be  prescribed under the regulations issued by the Attorney General.  Federal courts have held that this provision imposes upon DHS nondiscretionary duty to issue such documentation in a timely manner; the INA at 8 USC 1324 a and 8 CFR 247 a (12) requires that individuals in those classes referenced in the statue to be authorized to be employed in the United States and they must apply to USCIS for a document evidencing such employment authorization.","09/20/2011","12:49:07"
