Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2013,Target 2014,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"015-000014981","1078","015","Department of the Treasury","US Mint IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","866","177","Incident Response and Resolution.  ","Percentage (%)","113-Customer Results - Timeliness and Responsiveness","99.900000","99.500000","Over target","Monthly","P44-015-108","102157","203267","96.010000","Met","900 of 902 data center incidents were responded to within standard during July 2014. SLA 4","2014-08-01","08/29/2014","10:08:34"
"015-000014981","1078","015","Department of the Treasury","US Mint IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","867","397","Availability of Critical Application Services.  Applications critical to the United States Mint have high level of availability.","Percentage (%)","213-Technology - Efficiency","12.000000","99.440000","Over target","Monthly","P44-015-108","102161","203269","100.000000","Met","100% of critical applications were available within standard during July 2014. SLA 2","2014-08-01","08/29/2014","10:08:34"
"015-000014981","1078","015","Department of the Treasury","US Mint IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)","868","396","Network Performance.  Round-trip transit delay is within specification for networks.","Percentage (%)","102-Mission and Business Results - Support Delivery of Services","0.030000","95.000000","Over target","Monthly","P44-015-108","102159","203268","98.360000","Met","4751 packet measurement polls were within specification for the reporting period of July 2014. SLA 18","2014-08-01","08/29/2014","10:08:34"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","1216","127","New users will be enrolled within 48 hours 95 - 100% of the time.","Percentage","111-Customer Results - Customer Benefit","95.000000","95.000000","Over target","Monthly","","101773","203100","100.000000","Met","For the month ending June 30 users were enrolled within 48 hours 100% of the time","2014-06-30","08/29/2014","10:07:35"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","1217","129","Maintain or increase the number of page hits for Account Statement","Count","101-Mission and Business Results - Services for Citizens","99000.000000","99000.000000","Over target","Quarterly","P43-015-108","101775","203117","218044.000000","Met","For the quarter ending 6/30/2014 there was a total of 218044 page hits.  An average of 3363 for each workday and 27 for each weekend day.","2014-06-30","08/29/2014","10:07:35"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","1219","131","The CARS system will be available to Account Statement users 24 hours per day 7 days per week 99% of the time. ","Percentage","215-Technology - Reliability and Availability","99.000000","99.000000","Over target","Monthly","P43-015-108","101777","203081","99.990000","Met","For the month ending June 30, 2014, CARS was available 99.99% of the time and SAM was available 99.99% of the time","2014-06-30","08/29/2014","10:07:35"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","4719","5198","The number of Agency Location Codes (ALC) not classified as CARS Reporters for at least one source system type (IPAC, Collections, or Payments) will decrease by 5% each quarter.","Percentage","213-Technology - Efficiency","4.000000","4.000000","Over target","Quarterly","P43-015-108","101779","203118","5.000000","Met","Q3 - Total 2077, 2152 Non Reporters Q4 - Total 2077, 2041 Non Reporters","2014-06-30","08/29/2014","10:07:35"
"015-000000335","1079","015","Department of the Treasury","Central Accounting and Reporting System","4721","5199","The CARS - Authority Transaction Module (ATM) will  be available for end-user transaction input 24 hours per day, 7 days per week, 99% of the time.","Percentage","215-Technology - Reliability and Availability","99.000000","99.000000","Over target","Monthly","P43-015-108","101781","203082","99.900000","Met","The CARS ATM was available for end-user transaction input 24 hours/day, 7 days/week 99.9% of the time.","2014-06-30","08/29/2014","10:07:35"
"015-000014980","1105","015","Department of the Treasury","US Mint IT Infrastructure Telecommunications (ITI TSS)","1120","161","Internet Access Availability.  The network is accessible to meet the business requirements of the Mint, as defined.  ","percentage (%)","115-Customer Results - Service Accessibility","98.000000","99.860000","Over target","Monthly","P44-015-108","102163","203270","99.910000","Met","Internet availability polls indicate full access in 8734 out of 8742 polls.  Internet access availability was 99.91 for July 2014. SLA 19B","2014-08-01","08/29/2014","10:08:38"
"015-000014980","1105","015","Department of the Treasury","US Mint IT Infrastructure Telecommunications (ITI TSS)","1121","163","Network Performance","Percentage (%)","213-Technology - Efficiency","94.000000","95.000000","Over target","Monthly","P44-015-108","102165","203271","98.360000","Met","Network Performance for July 2014 was 98.36%.  Total network polls taken were 4830 and 4751 were within the standard. SLA 18","2014-08-01","08/29/2014","10:08:38"
"015-000014980","1105","015","Department of the Treasury","US Mint IT Infrastructure Telecommunications (ITI TSS)","1122","172","Availability of Long Distance Telephone Services: This includes in-bound and out-bound LD telephone service.","Percentage (%)","101-Mission and Business Results - Services for Citizens","99.990000","99.990000","Over target","Monthly","P44-015-108","102169","203273","100.000000","Met","Inbound and outbound service availability was 99.99% for July 2014.  There were 44640 inbound and outbound minutes during the month with 0 interruptions.  SLA 16A","2014-08-01","08/29/2014","10:08:38"
"015-000014980","1105","015","Department of the Treasury","US Mint IT Infrastructure Telecommunications (ITI TSS)","1123","173","Network Availability","Percentage (%)","101-Mission and Business Results - Services for Citizens","99.500000","99.860000","Over target","Monthly","P44-015-108","102171","203274","100.000000","Met","Availability of WAN was 100% for the Month of July 2014.  A total of 88 devices attached to the network and 100% availability was achieved.","2014-08-01","08/29/2014","10:08:38"
"015-000014980","1105","015","Department of the Treasury","US Mint IT Infrastructure Telecommunications (ITI TSS)","1124","171","Service Request Fulfillment.  Complete service requests within defined service parameters.","Percentage (%)","213-Technology - Efficiency","95.000000","95.000000","Over target","Monthly","P44-015-108","102167","203272","99.990000","Met","Resolution of Long Distance Voice incidents was 99.99% within standard for July 2014.  SLA 16A","2014-08-01","08/29/2014","10:08:38"
"015-000014980","1105","015","Department of the Treasury","US Mint IT Infrastructure Telecommunications (ITI TSS)","1125","411","Web Operations - Mission Critical.   Building, maintaining and hosting mission-critical applications and websites.","Percentage (%)","215-Technology - Reliability and Availability","96.000000","98.000000","Over target","Monthly","P44-015-108","102173","203275","100.000000","Met","18 if 18 mission-critical Web operations were performed within standard during July 2014. SLA 12B","2014-08-01","08/29/2014","10:08:38"
"015-000000395","1106","015","Department of the Treasury","TWAI Services (formerly known as Legacy Infrastructure, Communication, Security, Services and Support (IT LICSSS))","1341","455","SLA #1 Critical hour of production availability","Full Day of Infrastructure availability","114-Customer Results - Service Quality","99.990000","99.990000","Over target","Monthly","P30-015-030","101993","203165","100.000000","Met","There were no P1s in July","2014-07-31","08/29/2014","10:08:06"
"015-000000395","1106","015","Department of the Treasury","TWAI Services (formerly known as Legacy Infrastructure, Communication, Security, Services and Support (IT LICSSS))","1342","456","SLA Metric #3 Priority 1 incident response. The Mean Time to Restore P1 Infrastructure Incidents.","minutes","113-Customer Results - Timeliness and Responsiveness","97.000000","120.000000","Under target","Monthly","P30-015-030","101995","203164","0.000000","Met","There were no P1s in July","2014-07-31","08/29/2014","10:08:06"
"015-000000395","1106","015","Department of the Treasury","TWAI Services (formerly known as Legacy Infrastructure, Communication, Security, Services and Support (IT LICSSS))","1344","458","Total Open Audit Findings","Total Open Audit Findings and Observations","204-Process and Activities - Quality","40.000000","49.000000","Under target","Monthly","P30-015-030","101997","203163","26.000000","Met","","2014-07-31","08/29/2014","10:08:06"
"015-000000395","1106","015","Department of the Treasury","TWAI Services (formerly known as Legacy Infrastructure, Communication, Security, Services and Support (IT LICSSS))","9321","200003","Problem Work Days to Root Cause for Priority 1 Incidents","Number of Days","216-Technology - Effectiveness","","15.000000","Under target","Monthly","P30-015-030","101999","203162","0.000000","Met","There were no P1s in the month of July","2014-07-31","08/29/2014","10:08:06"
"015-000000395","1106","015","Department of the Treasury","TWAI Services (formerly known as Legacy Infrastructure, Communication, Security, Services and Support (IT LICSSS))","9323","200004","Number of SOW Projects Currently not on Schedule","Count","214-Technology - Information and Data","","2.000000","Under target","Monthly","P30-015-030","102001","203161","0.000000","Met","10 of 10 projects are on schedule.","2014-07-31","08/29/2014","10:08:06"
"015-000000297","1161","015","Department of the Treasury","Do Not Pay (DNP) (previous name GOVerify Business Center (GVBC))","5681","6134","Increase the number of programs onboarded every quarter","Number of programs","101-Mission and Business Results - Services for Citizens","2.000000","8.000000","Over target","Quarterly","P43-015-108","102047","203251","8.000000","Met","","2014-07-31","08/29/2014","10:08:14"
"015-000000297","1161","015","Department of the Treasury","Do Not Pay (DNP) (previous name GOVerify Business Center (GVBC))","5683","6137","Average number of seconds to return online search results to user in the Portal","number","215-Technology - Reliability and Availability","7.500000","7.500000","Under target","Quarterly","P43-015-108","102051","203250","6.500000","Met","Migration of the Massively Parallel Processor into the TWAI has allowed for increased response to customers.","2014-07-31","08/29/2014","10:08:14"
"015-000000297","1161","015","Department of the Treasury","Do Not Pay (DNP) (previous name GOVerify Business Center (GVBC))","5685","6138","Percentage of batch processing results available to users within 1 business day of sucessful file transmission","percentage","215-Technology - Reliability and Availability","95.000000","96.000000","Over target","Monthly","P43-015-108","102053","203218","100.000000","Met","Infrastructure consolidation from moving our massively-parallel processor into the Treasury Web Application Infrastructure has allowed for 100% performance.","2014-07-31","08/29/2014","10:08:14"
"015-000000297","1161","015","Department of the Treasury","Do Not Pay (DNP) (previous name GOVerify Business Center (GVBC))","5687","6136","Percentage of results available to users within 1 business day of a continuous monotioring file change or data source update","percentage","215-Technology - Reliability and Availability","95.000000","96.000000","Over target","Monthly","P43-015-108","102049","203217","100.000000","Met","Infrastructure consolidation from moving our massively-parallel processor into the Treasury Web Application Infrastructure has allowed for 100% performance.","2014-07-31","08/29/2014","10:08:14"
"015-000000297","1161","015","Department of the Treasury","Do Not Pay (DNP) (previous name GOVerify Business Center (GVBC))","9329","200033","Percentage of payment integration reports available by the 2nd business day of the month","Percentage","111-Customer Results - Customer Benefit","","95.000000","Over target","Monthly","P43-015-108","102055","203219","100.000000","Met","Infrastructure consolidation from moving our massively-parallel processor into the Treasury Web Application Infrastructure has allowed for 100% performance.","2014-07-31","08/29/2014","10:08:14"
"015-000000038","1163","015","Department of the Treasury","International Treasury Services (ITS.gov)","4881","5691","Percentage of Fedwire payments made on time based on the requested settlement date, as directed by the Federal agency and payment recipient.  (The number of business days in which ITS.gov submits all Fedwire payments timely divided by the number of business days).","%","212-Technology - Quality Assurance","0.000000","0.970000","Over target","Monthly","P40-015-108","102119","203236","1.000000","Met","ITS.gov actual results exceeded the target for this metric","2014-07-31","08/29/2014","10:08:28"
"015-000000038","1163","015","Department of the Treasury","International Treasury Services (ITS.gov)","4883","5690","Percentage of ITS.gov EFT and check payments made on time based on the requested settlement date, as directed by Federal agency and payment recipient.  (The number of business days in which ITS did not need to request an extension of Citi's 2:00pm EST deadline divided by the number of business days).","%","212-Technology - Quality Assurance","0.000000","0.970000","Over target","Monthly","P40-015-108","102117","203235","1.000000","Met","ITS.gov actual results exceeded the target for this metric","2014-07-31","08/29/2014","10:08:28"
"015-000000038","1163","015","Department of the Treasury","International Treasury Services (ITS.gov)","4885","5697","Percentage of straight-through processing of payments. (The total number of payments less returned payments divided by total number of payments).","%","102-Mission and Business Results - Support Delivery of Services","0.000000","0.970000","Over target","Monthly","P40-015-108","102121","203237","0.998000","Met","ITS.gov actual results exceeded the target for this metric","2014-07-31","08/29/2014","10:08:28"
"015-000000038","1163","015","Department of the Treasury","International Treasury Services (ITS.gov)","4887","5698","Percentage of timely availability of FX rate files to customers by 8:00am ET.  (The number of business days in which ITS.gov has FX rates available for customers by 8:00am ET divided by the number of business days).","%","113-Customer Results - Timeliness and Responsiveness","0.000000","0.960000","Over target","Monthly","P40-015-108","102123","203238","1.000000","Met","ITS.gov actual results exceeded the target for this metric","2014-07-31","08/29/2014","10:08:28"
"015-000000038","1163","015","Department of the Treasury","International Treasury Services (ITS.gov)","4889","5699","Percentage of system availability to users (Monday-Friday).  (Actual application availability divided by scheduled application availability).","%","215-Technology - Reliability and Availability","0.000000","0.970000","Over target","Monthly","P40-015-108","102125","203239","0.997100","Met","ITS.gov actual results exceeded the target for this metric","2014-07-31","08/29/2014","10:08:28"
"015-000000037","1165","015","Department of the Treasury","Invoice Processing Platform","9455","200042","IPP is available to meet its user's needs with minimum interruption.","Percentage","215-Technology - Reliability and Availability","98.000000","99.000000","Over target","Monthly","P40-015-108","102175","203114","99.000000","Met","","2014-07-31","08/29/2014","10:13:51"
"015-000000037","1165","015","Department of the Treasury","Invoice Processing Platform","9457","200043","Number of agencies enrolling in IPP (out of remaining 150)","Number","103-Mission and Business Results - Management of Government Resources","1.500000","2.000000","Over target","Quarterly","P40-015-108","89073","202195","9.000000","Met","The current 2014 YTD total of agencies/bureaus added to IPP is currently 9. ","2014-04-10","08/29/2014","10:13:51"
"015-000000037","1165","015","Department of the Treasury","Invoice Processing Platform","9459","200044","Major Software Releases and patches Deployed with No Service Disruption","Percentage","212-Technology - Quality Assurance","97.000000","98.000000","Over target","Quarterly","P40-015-108","89075","202194","98.000000","Met"," IPP's current RAD release (3.2) is on-schedule with no anticipated SV. ","2014-04-10","08/29/2014","10:13:51"
"015-000000037","1165","015","Department of the Treasury","Invoice Processing Platform","9461","200045","Percentage of helpdesk calls answered within 60 seconds","Percentage","203-Process and Activities - Cycle Time and Timeliness","80.000000","80.000000","Over target","Monthly","P40-015-108","102177","203116","82.000000","Met","","2014-07-31","08/29/2014","10:13:51"
"015-000000037","1165","015","Department of the Treasury","Invoice Processing Platform","10039","200057","Number of Invoices processed in IPP (out of 20,000)","Number","103-Mission and Business Results - Management of Government Resources","20000.000000","20000.000000","Over target","Monthly","P30-015-030","102179","203115","32310.000000","Met","","2014-07-31","08/29/2014","10:13:51"
"015-000000037","1165","015","Department of the Treasury","Invoice Processing Platform","10155","200064","Number of Vendor organizations enrolling in IPP (out of 55,000) (Added 04/2014).","Number","112-Customer Results - Service Coverage","48000.000000","20000.000000","Over target","Annual","P30-015-030","","","","","","","08/29/2014","10:13:51"
"015-000000364","1229","015","Department of the Treasury","DO IT Infrastructure Telecommunications (ITT TSS)","6095","6319","Internet Access Availability: Percent Available = [Minutes in Period - Minutes when Internet Access is not accessible / [Minutes in Period]","Percentage (%)","115-Customer Results - Service Accessibility","98.000000","98.000000","Over target","Monthly","P44-015-108","102127","203252","98.000000","Met","","2014-07-31","08/29/2014","10:08:30"
"015-000000364","1229","015","Department of the Treasury","DO IT Infrastructure Telecommunications (ITT TSS)","6097","6320","Communication Installs, Moves, Adds, Changes (Gold Service Level Closure within SLR time % = Number of tickets closed withing 5 Days / Munber of tickets in period","Percentage (%)","213-Technology - Efficiency","97.000000","97.000000","Over target","Monthly","P44-015-108","102129","203253","97.000000","Met","","2014-07-31","08/29/2014","10:08:30"
"015-000000364","1229","015","Department of the Treasury","DO IT Infrastructure Telecommunications (ITT TSS)","6101","6322","Availability of Long Distance Telephone Services: Availability % = [Minutes in Period -ATB Minutes] / [Minutes in Period]","Percentage (%)","101-Mission and Business Results - Services for Citizens","99.990000","99.990000","Over target","Monthly","P44-015-108","102131","203254","99.990000","Met","","2014-07-31","08/29/2014","10:08:30"
"015-000000364","1229","015","Department of the Treasury","DO IT Infrastructure Telecommunications (ITT TSS)","6103","6323","Availability of WAN (Wide Area Network): Percent Available = [Minutes in period - Minutes when WAN is not accessible] / [Minutes in Period]","Percentage (%)","213-Technology - Efficiency","99.500000","99.500000","Over target","Monthly","P44-015-108","102133","203255","99.500000","Met","","2014-07-31","08/29/2014","10:08:30"
"015-000000364","1229","015","Department of the Treasury","DO IT Infrastructure Telecommunications (ITT TSS)","6105","6324","Time to Complete implementation of Communication and network devices and systems Closure within the established target (days/time/etc) 95% of the time =Number of tickets closed within target period / Number of tickets in the target period","Percentage (%)","215-Technology - Reliability and Availability","96.000000","96.000000","Over target","Monthly","P44-015-108","102135","203256","96.000000","Met","","2014-07-31","08/29/2014","10:08:30"
"015-000000432","1269","015","Department of the Treasury","Order Management System II (OMS-II)","10087","200058","Numismatic customer base: Total number of unique purchasers over a fiscal year, where a unique purchaser consists of an account number and address/name without a prior purchase in the fiscal year.","Size of base","102-Mission and Business Results - Support Delivery of Services","0.000000","0.000000","Over target","Monthly","P40-015-108","","","","","","","08/29/2014","10:07:56"
"015-000000432","1269","015","Department of the Treasury","Order Management System II (OMS-II)","10089","200059","Client satisfaction survey for system change requests number of clients satisfied or very satisfied with SCR responsiveness/total number of respondents.","Percentage (%)","212-Technology - Quality Assurance","0.000000","0.000000","Under target","Monthly","P40-015-108","","","","","","","08/29/2014","10:07:56"
"015-000000432","1269","015","Department of the Treasury","Order Management System II (OMS-II)","10091","200060","Timely implementation of maintenance patches. Number of main patches processed within one calendar day.","Percentage (%)","215-Technology - Reliability and Availability","0.000000","0.000000","Over target","Monthly","P40-015-108","","","","","","","08/29/2014","10:07:56"
"015-000000432","1269","015","Department of the Treasury","Order Management System II (OMS-II)","10093","200061","Numismatic Sales units","Sales","102-Mission and Business Results - Support Delivery of Services","0.000000","0.000000","Over target","Annual","P40-015-108","","","","","","","08/29/2014","10:07:56"
"015-000000432","1269","015","Department of the Treasury","Order Management System II (OMS-II)","10095","200062","The United States Mint contracts with National Analysts Research and Consulting to conduct a bimonthly Customer Satisfaction Measure (CSM) Tracking Survey among a random sample of active customers. The CSM Survey is intended to capture customer satisfaction with the United States Mint's performance as a coin supplier and the quality of specific products. The CSI is as a single quantitative score of CSM Survey results.","Percentage (%)","113-Customer Results - Timeliness and Responsiveness","0.000000","0.000000","Over target","Quarterly","P40-015-108","","","","","","","08/29/2014","10:07:56"
"015-000000432","1269","015","Department of the Treasury","Order Management System II (OMS-II)","10097","200063","Sales, General and Administrative (SG&A) expenses: SG&A 5% below previous year.","Dollars ($)","211-Technology - Technology Costs","0.000000","0.000000","Under target","Annual","P40-015-108","","","","","","","08/29/2014","10:07:56"
"015-000000285","1331","015","Department of the Treasury","Affordable Care Act Administration","9513","200050","Percent of successful transactions.","Percentage","204-Process and Activities - Quality","","95.000000","Over target","Monthly","P40-015-107","101905","203110","98.970000","Met","","2014-06-30","08/29/2014","10:07:52"
"015-000000285","1331","015","Department of the Treasury","Affordable Care Act Administration","9515","200051","Response Time Performance - Average Response Time in Seconds.","Seconds","203-Process and Activities - Cycle Time and Timeliness","","5.000000","Under target","Monthly","P40-015-107","101907","203111","0.904000","Met","","2014-06-30","08/29/2014","10:07:52"
"015-000000285","1331","015","Department of the Treasury","Affordable Care Act Administration","9517","200052","ACA applications in production requiring software code changes via P1/P2 defects. Note: Applications in production requiring no more than three P2 defects and zero P1 defects. Yellow Threshold is 4 P2 Defects and Red Threshold is 8 P2 defects or any P1 defect.","Number","204-Process and Activities - Quality","0.000000","3.000000","Under target","Monthly","P40-015-107","101909","203112","0.000000","Met","","2014-06-30","08/29/2014","10:07:52"
"015-000000285","1331","015","Department of the Treasury","Affordable Care Act Administration","9519","200053","Branded Prescription Drug FeeStatutory Allocated Amount Collected.","Percentage","102-Mission and Business Results - Support Delivery of Services","100.000000","100.000000","Over target","Annual","P30-015-030","74129","201303","100.000000","Met","","2013-10-08","08/29/2014","10:07:52"
"015-000000285","1331","015","Department of the Treasury","Affordable Care Act Administration","9521","200054","End-to-End Metric - Branded Prescription Drug.","Percentage","115-Customer Results - Service Accessibility","99.600000","97.000000","Over target","Monthly","P40-015-107","101911","203113","99.994000","Met","","2014-06-30","08/29/2014","10:07:52"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9427","200022","Collect $9.5B per month in FY14","Billions of dollars collected","101-Mission and Business Results - Services for Citizens","8.750000","9.500000","Over target","Monthly","P42-015-108","102105","203229","10.079413","Met","The operational metric : Collect $9.5B per month in FY14 has a green variance of 0.1159. This is due to $10.07 being collected in this month. This variance is due to citizen activity making payments to FPA, but is well with-in range of normal deviation.","2014-07-31","08/29/2014","10:08:27"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9429","200024","Process 9 million collection transactions per month in FY14","Millions of transactions processed","111-Customer Results - Customer Benefit","8.330000","9.000000","Over target","Monthly","P30-015-030","102107","203230","12.422710","Met","Process 9 million collection transactions per month in FY14 has a green variance of 0.3423. This is due to 12.42 million transactions being processed this month. This variance is due to citizen activity making payments to FPA, and is due to an increase in citizens choosing electronic payment options.","2014-07-31","08/29/2014","10:08:27"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9431","200026","Maintain system availability of 99.8% ","system availability %","215-Technology - Reliability and Availability","99.800000","99.800000","Over target","Monthly","P30-015-030","102109","203231","100.000000","Met","The operational metric: Maintain System Availability of 100.00% has a green variance of 0.0111% due to 100.0% system availability being reported this month.","2014-07-31","08/29/2014","10:08:27"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9433","200028","Implement 8 new Pay.gov implementations for federal agencies per month in FY2014.","Number of applications hosted","101-Mission and Business Results - Services for Citizens","8.000000","8.000000","Over target","Monthly","P30-015-030","102111","203232","12.000000","Met","The operational metric: Implement 8 new Pay.gov implementations for federal agencies per month in FY14 has a green variance of 0.2000%. This variance is due to 12 implementations being performed this month at the request of FPA.","2014-07-31","08/29/2014","10:08:27"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9435","200029","Maintain system availability of 99.8% at the end of FY15","system availability %","215-Technology - Reliability and Availability","99.800000","99.800000","Over target","Monthly","P30-015-030","","","","","","","08/29/2014","10:08:27"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9437","200030","Maintain system availability of 99.8% at the end of FY16","system availability %","215-Technology - Reliability and Availability","99.800000","99.800000","Over target","Monthly","P30-015-030","","","","","","","08/29/2014","10:08:27"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9507","200048","Percent of ACH Files sent to the Debit Gateway timely (by 2am EST cutoff)","Percentage of Files Sent","215-Technology - Reliability and Availability","","100.000000","Over target","Monthly","P30-015-030","102113","203233","100.000000","Met","","2014-07-31","08/29/2014","10:08:27"
"015-000000025","1337","015","Department of the Treasury","Pay.gov","9509","200049","Percentage of Credit/Debit card payments submitted to Card Acquiring Bank delivered timely (by 2am EST cutoff)","Percent of transactions submitted","215-Technology - Reliability and Availability","","100.000000","Over target","Monthly","P30-015-030","102115","203234","100.000000","Met","","2014-07-31","08/29/2014","10:08:27"
"015-999990047","1461","015","Department of the Treasury","USASpending.gov","10427","200078","Maintain availability of system","Percentage of time","215-Technology - Reliability and Availability","","90.000000","Over target","Monthly","P30-015-030","101935","203190","100.000000","Met","","2014-06-30","08/29/2014","10:07:58"
"015-999990047","1461","015","Department of the Treasury","USASpending.gov","10429","200079","Trend of usage and effectiveness of the website","Number of site visits","216-Technology - Effectiveness","","35000.000000","Over target","Monthly","P30-015-030","101937","203191","45064.000000","Met","","2014-06-30","08/29/2014","10:07:58"
"015-999990047","1461","015","Department of the Treasury","USASpending.gov","10431","200080","USAspending.gov mobile users","Percentage of mobile users","216-Technology - Effectiveness","","3.000000","Over target","Monthly","P30-015-030","101939","203192","6.600000","Met","","2014-06-30","08/29/2014","10:07:58"
"015-999990047","1461","015","Department of the Treasury","USASpending.gov","10433","200081","Help Desk Response","Number of days","113-Customer Results - Timeliness and Responsiveness","","3.000000","Under target","Monthly","P30-015-030","101941","203193","2.000000","Not Met","","2014-06-30","08/29/2014","10:07:58"
"015-999990047","1461","015","Department of the Treasury","USASpending.gov","10435","200082","Help desk resolve","Number of days","113-Customer Results - Timeliness and Responsiveness","","3.000000","Under target","Monthly","P30-015-030","101943","203195","2.000000","Not Met","","2014-06-30","08/29/2014","10:07:58"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10447","081214120803","Percentage of electronic claims (526EZ) submitted monthly vs. total electronic & paper","Percentage","115-Customer Results - Service Accessibility","0.045000","0.200000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10449","081214120821","American Customer Satisfaction Index (ACSI) score for VDC 526ez","Integer","114-Customer Results - Service Quality","48.000000","61.000000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10451","081214120828","Percentage of electronic claims (526EZ)  submitted monthly via VDC only vs. total electronic & paper","Percentage","101-Mission and Business Results - Services for Citizens","0.045000","0.200000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10453","081214120853","Percentage of electronic claims (526EZ)  submitted monthly via SEP only vs. total electronic & paper","Percentage","101-Mission and Business Results - Services for Citizens","0.000000","0.022000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10455","081214130805","Number of claims completed monthly using SEP","Integer","115-Customer Results - Service Accessibility","1714.000000","2405.000000","Over target","Monthly","P00-000-040","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10457","081214130835","Number of accredited Veteran advocates  on Stakeholder Enterprise Portal (SEP)","Integer","111-Customer Results - Customer Benefit","1856.000000","3500.000000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10459","081214130840","ACSI score for SEP","Integer","114-Customer Results - Service Quality","48.000000","61.000000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10461","081214130854","Number of VDC Dependency add/modify transactions (monthly)","Integer","115-Customer Results - Service Accessibility","6840.000000","13000.000000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10463","081214140805","Number of eBenefits registered Users (total)","Integer","115-Customer Results - Service Accessibility","3603826.000000","5000000.000000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10465","081214140818","Availability of IAM Access Services supporting internal VA customers","Percentage","215-Technology - Reliability and Availability","0.999000","0.999000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10467","081214140824","Availability of eBenefits application to customers","Percentage","215-Technology - Reliability and Availability","0.995000","0.995000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10469","081214140825","ACSI score for eBenefits","Integer","114-Customer Results - Service Quality","57.000000","63.000000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10471","081214140834","VAAFI availability to support external VA customers","Percentage","215-Technology - Reliability and Availability","1.000000","1.000000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-888888105","7","029","Department of Veterans Affairs","Interagency 21st Century One Vet","10473","081214140855","Percentage of electronic claims (526EZ)  submitted monthly via D2D only vs. total electronic & paper","Percentage","101-Mission and Business Results - Services for Citizens","0.000000","8.500000","Over target","Monthly","P00-000-471","","","","","","","08/26/2014","15:22:40"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3617","11090908991","Total monthly census number of Veterans receiving Home Telehealth care per year.","Number of Home Telehealth patients","202-Process and Activities - Productivity","73376.000000","","Over target","Monthly","P40-029-071","","","","","Additional input from the agency is necessary","","07/24/2013","13:27:26"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3618","11090908992","Total monthly census number of Veterans living in rural areas receiving Home Telehealth care per year.","Census number of rural Veterans","101-Mission and Business Results - Services for Citizens","31623.000000","","Over target","Monthly","P40-029-071","","","","","Additional input from the agency is necessary","","07/24/2013","13:27:26"
