Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"028-000007008","1098","028","Small Business Administration","OCIO: IT Infrastructure","38000","8511","","Patch Management","Provide for a managed service that enables early warning and assessments of threats with specific notifications and scalable response.","2013-10-01","2014-09-30","1.000000","-153","-84.53","Red","0.000000","0.00","Green","2013-09-13","13:00:09"
"028-000007008","1098","028","Small Business Administration","OCIO: IT Infrastructure","39000","8513","","Configuration Management","Leverage WCTS CMaaS to provide centralized secure location the meets erquirements consistent with FISMA and SBA C&amp;A mandates.","2013-10-01","2014-08-29","1.000000","-184","-122.67","Red","0.000000","0.00","Green","2013-09-13","13:00:10"
"028-000007008","1098","028","Small Business Administration","OCIO: IT Infrastructure","40000","8515","","Asset Management","Provide an intrgrated, Real-Time monitoring for IT and non IT assets.","2013-10-01","2014-09-30","1.000000","-153","-84.53","Red","0.000000","0.00","Green","2013-09-13","13:00:10"
"028-000001005","1333","028","Small Business Administration","OCFO: Financial Systems","JAAMS1","8309","","JAAMS Enhancements","Enhance system to provide additional integration to improve process effiecieny and data integration, improve budget reporting.","2013-10-31","2014-07-01","0.231250","-61","-25.10","Yellow","0.000000","0.00","Green","2014-06-30","16:15:31"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","01","8517","","PROJ: OHRS: Talent Management Center FY2014","Provisioning of Talent Management Center (TMC) Performance &amp; Learning modules.","2013-10-01","2014-09-30","0.659000","0","0.00","Green","0.000020","0.00","Green","2013-09-13","13:00:23"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","02","8519","","PROJ: OHRS: Workforce Planning System FY2014","Operations and Maintenance of Workforce Analytics (WFA) tool.","2013-10-01","2014-09-30","0.211250","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:23"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","03","8521","","PROJ: OHRS: eOPF (Electronic Official Personnel File) FY2014","Operations and maintenance for eOPF.","2013-10-01","2014-09-30","0.141250","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:23"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","04","8523","","PROJ: OHRS: Skillsoft FY2014","Subscription services for Skillsoft Courseware.","2013-10-01","2014-09-30","0.390000","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:23"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","05","8525","","PROJ: OHRS: WebTA FY2013","Migration from legacy T&amp;A system to Kronos WebTA (Phase 1).","2013-03-04","2013-09-30","0.438300","-335","-159.52","Red","0.000000","0.00","Green","2013-09-13","13:00:23"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","06","8527","","PROJ: OHRS: WebTA FY2014","Migration from legacy T&amp;A system to Kronos WebTA (Phase 2).","2013-10-01","2014-09-30","0.869500","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:23"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","07","8529","","PROJ: OHRS HR Connect: FY2014","Migration of OHRS systems to core transactional HRIS system (Phase 1).","2014-01-06","2014-09-30","1.543000","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:24"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","08","8531","","PROJ: OHRS HR Connect FY2015","Migration of OHRS systems to core transactional HRIS system (Phase 2).","2014-10-01","2015-09-30","1.168000","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:24"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","09","8533","","PROJ: OHRS Federal Retirements Benefit (FRB) FY2014","Operations and maintenance for Federal Retirements Benefit (FRB) tool.","2013-10-01","2014-09-30","0.042050","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:24"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","10","8535","","PROJ: OHRS: Payroll /Personnel System (PPS) FY2014","Operations and maintenance for Payroll /Personnel System (PPS).","2013-10-01","2014-09-30","0.492500","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:24"
"028-000000045","1349","028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)","11","8537","","PROJ: OHRS USA Staffing / USAJobs FY2014","Operations and maintenance for USA Staffing / USAJobs service.","2013-10-01","2014-09-30","0.317500","0","0.00","Green","0.000000","0.00","Green","2013-09-13","13:00:25"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0401","793","","FY11 CARE through 2020","Transition and Development.","2010-10-01","2011-09-30","46.360250","0","0.00","Green","1.308110","2.82","Green","2011-11-09","15:59:55"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0501","794","","FY12 Transition and Development Management Resources","Contractor and Government Budgeted (SITAR) Resources  as well as Engineering Support Services.","2011-10-01","2012-09-30","2.820000","-2","-0.55","Green","-0.047670","-1.69","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0502","795","","FY12 Interactive Voice Response (IVR) Services","Automated Applications for SSA National 800 Number.","2011-11-27","2012-09-30","18.400000","11","3.61","Green","0.000000","0.00","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0503","796","","FY12 Computer Telephony Interation (CTI) Desktop Project","Agent/Supervisor Desktop as well as Screen Pop.","2011-10-01","2012-09-30","6.000000","-93","-34.44","Red","0.000000","0.00","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0504","797","","FY12 Management Information (MI) Reporting","Reporting system providing cradle to grave information for reviewing and improving performance.","2011-10-01","2012-09-30","8.750000","-146","-81.56","Red","0.000000","0.00","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0505","798","","FY12 Quality Monitoring and WorkForce Mgmt","Supervisor's monitoring tool.","2011-10-01","2012-09-30","9.000000","-56","-31.28","Red","0.000000","0.00","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0506","799","","FY12 Unified Call Center Engineering (UCCE) Call Routing","Call Flows and Call Routing supporting the Automated Applications.","2011-10-01","2011-12-31","6.150000","0","0.00","Green","0.000000","0.00","Green","2012-09-13","17:15:20"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0507","800","","FY12 TeleService Center (TSC) Deployments","Includes site cut overs and training.","2012-01-01","2012-09-30","19.100000","-90","-50.28","Red","0.000000","0.00","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0509","802","","FY12 Management Overhead O/H","Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.","2011-10-01","2012-09-30","0.360000","-2","-0.55","Green","0.002080","0.58","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0510","803","","FY12 Non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-01","2012-09-30","0.200000","-2","-0.55","Green","0.003800","1.90","Green","2012-11-02","11:58:23"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0601","4521","","FY13 IVR Services","Automated Applications for SSA National 800 Number.","2012-11-25","2013-05-25","10.000000","0","0.00","Green","0.000000","0.00","Green","2013-08-27","16:15:49"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0602","4523","","FY13 CTI Desktop Project","Agent/Supervisor Desktop as well as Screen Pop.","2012-10-01","2012-12-29","2.600000","-91","-103.41","Red","0.000000","0.00","Green","2013-08-27","16:15:49"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0603","4525","","FY13 MI Reporting","Reporting system providing cradle to grave information for reviewing and improving performance.","2012-10-01","2013-09-30","11.232000","3","0.82","Green","0.001150","0.01","Green","2013-10-28","15:32:48"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0604","4527","","FY13 Quality Monitoring and WorkForce Management","Supervisor's monitoring tool.","2012-10-01","2012-12-29","5.000000","-112","-127.27","Red","0.000000","0.00","Green","2013-08-27","16:15:49"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0605","4529","","FY13 TSC Deployments","Includes site cut overs and training.","2012-10-01","2013-05-25","21.910000","0","0.00","Green","0.000000","0.00","Green","2013-08-19","18:21:00"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0606","4531","","FY13 Post-Transition Activities","Disconnection of existing services as well as ongoing operations and management support.","2013-03-31","2013-09-30","11.000000","3","1.64","Green","0.000000","0.00","Green","2013-10-28","15:32:48"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0701","4533","","Management Information (MI) Reporting","Reporting system providing cradle to grave information for reviewing and improving performance.","2013-10-01","2013-12-31","1.500000","26","29.55","Yellow","0.000000","0.00","Green","2014-01-27","15:28:33"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0702","8331","","Business Intelligence (BI) Reporting","Reporting system providing information for reviewing and improving performance.","2013-12-29","2014-09-30","1.427355","0","0.00","Green","-0.000005","0.00","Green","2014-08-29","17:07:04"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0703","8333","","Quality Monitoring and WorkForce Management","Supervisor's monitoring tool.","2013-12-29","2014-03-29","2.045000","-2","-2.22","Green","0.000010","0.00","Green","2014-05-01","13:46:05"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0704","8335","","Computer Telephone Integration (CTI) Screen Pop","Agent/Supervisor Desktop as well as Screen Pop.","2013-10-27","2013-11-30","1.500000","-114","-422.22","Red","0.000000","0.00","Green","2014-05-01","13:46:05"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0705","8337","","Deployment","Includes site cut overs and training for OCO and OIG.","2013-10-01","2013-10-31","2.000000","-52","-208.00","Red","0.000000","0.00","Green","2014-01-27","15:28:33"
"016-000002139","495","016","Social Security Administration","Citizen Access Routing Enterprise through 2020-CARE 2020","CARE0710","10251","","Telework N8NN Pilot","This pilot will demonstrate secure access to the CARE 2020 Voice over Internet Protocol (VoIP) solution from an alternate work location. This access would enable a teleservice center (TSC) agent or supervisor to securely perform duties at an alternate work location, physically located on non-SSA premises such as their home.","2014-04-01","2014-09-30","0.267660","0","0.00","Green","0.000000","0.00","Green","2014-08-29","17:07:04"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA06","824","","FY11  Disability Determination Services Automation (DDSA)","FY11 Disability Determination Services Automation (DDSA).","2010-10-01","2011-09-30","49.900490","0","0.00","Green","0.352810","0.71","Green","2011-10-31","16:29:36"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0701","825","","FY12 - DDS Support","IBM support of SSA's IBM Systems used by all DDSs, including daily systems support, system infrastructure upgrades to hardware and software when necessary, Training, and WebSphere MQ Technical Support. In addition DDS Support provides onsite and remote State Account Manager support to all DDSs for software/hardware implementation. SAMs provide the DDSs with assistance in testing software changes and with troubleshooting of systems issues.","2011-10-03","2012-09-30","7.880950","0","0.00","Green","-0.209150","-2.65","Green","2013-09-12","21:27:33"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0702","826","","FY12 - Iron Data (ID)","Provides Iron Data (ID) support to the 17 Toronto and 30 St. Louis Legacy System-Supported DDSs for troubleshooting and software updates. Planned accomplishments include Legacy System functionality to support Intelligent Disability projects: Compassionate Allowances (CAL), the Electronic Case Analysis Tool (eCAT), Continuing Disability Reviews (CDR), Health Information Technology (HIT), Special Notice Option (SNO), Electronic Records Express (ERE), and Electronic Folder Interface (EFI).","2011-10-03","2012-09-30","8.822430","0","0.00","Green","0.092800","1.05","Green","2013-09-12","21:27:34"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0703","827","","FY12 - MIDAS","Develops new software releases and provides software support for the MIDAS Legacy System-Supported DDSs. Planned accomplishments include Legacy System functionality to support Intelligent Disability projects: Compassionate Allowances (CAL), the Electronic Case Analysis Tool (eCAT), Continuing Disability Reviews (CDR), Health Information Technology (HIT), Special Notice Option (SNO), Electronic Records Express (ERE), and Electronic Folder Interface (EFI).","2011-10-03","2012-09-30","2.823540","0","0.00","Green","0.515080","18.24","Yellow","2013-09-12","21:27:34"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0704","828","","FY12 - Independent DDS Support","Provides software support, testing, and troubleshooting for the NY &amp; NE DDSs, which are supported by two different Independent Legacy Systems.","2011-10-03","2012-09-30","0.735260","0","0.00","Green","0.154110","20.96","Yellow","2013-09-12","21:27:34"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0705","829","","FY12 - Management Support","Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","1.070940","0","0.00","Green","0.000060","0.01","Green","2012-11-09","13:34:04"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0706","830","","FY12 - Non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-03","2012-09-30","0.196210","0","0.00","Green","0.000000","0.00","Green","2012-11-09","13:34:04"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0801","5451","","Iron Data Legacy Updates","Provides necessary updates to the Iron Data Legacy Systems to maintain compatability with Intelligent Disability's  changes to Electronic Case Analysis Tool (eCAT), Health Information Technology (HIT), Compassionate Allowance (CAL), and Electronic Records Express (ERE).Provides updates to the DDSs not yet transitioned to DCPS, using Iron Data St. Louis (IDS) and Iron Data Toronto (IDT) Legacy systems.  Updates needed to maintain compatability with Intelligent Disability's (IDIB) enhancements to the Electronic Folder Interface, as well as emergency fixes and SSA policy changes through Fiscal Year 2016.","2012-10-01","2016-09-30","28.480418","0","0.00","Green","0.343810","1.31","Green","2014-07-31","14:05:50"
"016-000002125","553","016","Social Security Administration","DDS Automation","DDSA0802","5453","","MIDAS Legacy Updates","Provides necessary MIDAS Legacy System updates to maintain compatability with Intelligent Disability's  changes to Electronic Case Analysis Tool (eCAT), Health Information Technology (HIT), Compassionate Allowance (CAL), and Electronic Records Express (ERE).Provides updates to the DDSs not yet transitioned to DCPS, using the MIDAS Legacy system.  Updates needed to maintain compatability with Intelligent Disability's (IDIB) enhancements to the Electronic Folder Interface, as well as emergency fixes and SSA policy changes through Fiscal Year 2016.","2012-10-01","2016-09-30","5.354847","0","0.00","Green","0.814865","15.39","Yellow","2014-02-25","16:08:20"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS01","831","","FY11 FACTS","The Financial Accounting System (FACTS) is a steady-state investment that provides for the operations and maintenance of the Social Security Administration's (SSA's) accounting system, Social Security Online Accounting &amp; Reporting System (SSOARS).","2010-10-01","2011-09-30","11.987903","0","0.00","Green","0.188037","1.57","Green","2012-09-13","15:18:27"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0201","832","","FY 12 - Oracle","Ongoing maintenance support.","2011-10-27","2012-09-30","6.158000","0","0.00","Green","0.673230","10.93","Yellow","2012-12-07","11:29:52"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0202","833","","FY12 - Services","Contractor support to implement small, incremental enhancements on as-needed basis.","2011-10-01","2012-09-30","3.626200","0","0.00","Green","0.200600","5.53","Green","2012-12-07","11:29:52"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0203","834","","FY12 - SSOARS Maintenance &amp; Support Services","System maintenance and support, which includes production, software upgrade and enhancement, and application database administration support.","2011-10-01","2012-09-30","3.205000","0","0.00","Green","0.033362","1.04","Green","2012-12-07","11:29:52"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0204","835","","FY12 - MGMT O/H","Management and overhead workyears are based on the total number of FTEs and Contractors allocated to this program for project-related work.","2011-10-01","2012-09-30","0.272220","0","0.00","Green","0.000000","0.00","Green","2012-12-07","11:29:52"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0205","836","","FY12 - non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-01","2012-09-30","0.444572","0","0.00","Green","0.000000","0.00","Green","2012-12-07","11:29:52"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0301","4273","","FY13 - Oracle","Ongoing maintenance support projects.","2012-10-01","2014-04-27","6.529000","0","0.00","Green","0.056606","0.87","Green","2014-08-29","17:21:19"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0302","4275","","FY13 - Services","Contractor support to implement small, incremental enhancements on as-needed basis.","2012-10-01","2014-04-27","1.975000","-77","-19.64","Yellow","0.276064","13.98","Yellow","2014-04-04","15:33:11"
"016-000002015","554","016","Social Security Administration","Financial Accounting System-FACTS","FACTS0401","8575","","SSOARS Maintenance support","Ongoing maintenance support projects.","2014-01-01","2017-04-27","33.410000","0","0.00","Green","0.000000","0.00","Green","2014-08-29","17:21:19"
"016-000002045","557","016","Social Security Administration","Title II","T20601","1021","","FY11 Title II","The Social Security Administration (SSA) Title II investment provides for a single system for processing all Title II initial claims and client related post-entitlement actions in an online and interactive environment.","2010-10-01","2011-09-30","11.163990","0","0.00","Green","0.442040","14.38","Yellow","2012-01-23","18:07:55"
"016-000002045","557","016","Social Security Administration","Title II","T20701","1022","","FY12 - Title II PE Modernization - Eliminate AJS3","This project will eliminate Automated Job Stream 3 (AJS3) and incorporate its functionality into Title II.","2011-10-01","2012-09-30","3.264985","-59","-19.54","Yellow","-3.639947","-111.48","Red","2012-10-26","17:10:42"
"016-000002045","557","016","Social Security Administration","Title II","T20702","1023","","FY12 - Title II Modernization - P &amp; A","Conduct Planning and Analysis activities as agreed upon with Operations and Systems.","2011-10-01","2012-09-30","3.922230","0","0.00","Green","1.853160","49.56","Red","2013-09-12","17:31:05"
"016-000002045","557","016","Social Security Administration","Title II","T20703","1024","","FY12 - Title II Systems - Maintenance","This project will provide the maintenance support needed for releases in FY12.","2011-10-01","2012-09-30","5.891714","-2","-0.55","Green","-0.032870","-0.56","Green","2012-10-26","17:10:42"
"016-000002045","557","016","Social Security Administration","Title II","T20704","1025","","FY12 - APM - Elimination of AJS1 &amp; FDOPS - P&amp;A","This project will fold the Automated Job Stream 1 (AJS1) Functionality into Title II Retirement Survivor Disability Insurance System.","2011-10-01","2012-09-30","1.543056","-2","-0.55","Green","1.299950","84.25","Red","2013-09-12","17:31:05"
"016-000002045","557","016","Social Security Administration","Title II","T20705","1026","","FY12 - Whole File Certification (WFC) - Cycle 1","WFC will change how the Title II 3rd of the month payment file is delivered to Treasury.  This will help to lead in the modernization efforts for the back-end systems support.","2011-10-24","2012-09-30","1.342797","3","0.88","Green","0.611113","48.32","Red","2013-09-12","17:31:05"
"016-000002045","557","016","Social Security Administration","Title II","T20706","1027","","FY12 Management Overhead O/H","Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.","2011-10-01","2012-09-30","2.670000","-2","-0.55","Green","-0.006480","-0.24","Green","2012-10-26","17:10:43"
"016-000002045","557","016","Social Security Administration","Title II","T20707","1028","","FY12 Non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level Offices outside the Office of Systems.","2011-10-01","2012-09-30","0.200000","-2","-0.55","Green","0.003780","1.89","Green","2012-10-26","17:10:43"
"016-000002045","557","016","Social Security Administration","Title II","T20801","5475","","FY13 - Title II Modernization","Conduct FY13 modernization activities as agreed with Operations and Systems.","2012-10-01","2013-09-28","5.092000","0","0.00","Green","2.224475","43.69","Red","2013-10-31","17:26:20"
"016-000002045","557","016","Social Security Administration","Title II","T20802","5477","","FY13 - Title II Eliminate AJS3","This project will eliminate AJS3 and incorporate its functionality into T2.","2012-10-01","2012-12-31","0.151000","-197","-223.86","Red","0.009090","6.02","Green","2013-08-05","17:57:41"
"016-000002045","557","016","Social Security Administration","Title II","T20803","5479","","FY13 - APM Eliminate AJS1 &amp; FDOPS","This project will fold the AJS1 Functionality into Title 2 Retirement Survivor Disability Insurance System.","2012-10-01","2013-09-28","5.576000","-3","-0.83","Green","2.052560","37.84","Red","2013-10-31","17:26:20"
"016-000002045","557","016","Social Security Administration","Title II","T20804","5481","","FY13 - Whole File Certification Cycle 1","WFC will change how the T2 3rd of the month payment file is delivered to Treasury.","2012-10-01","2013-04-30","0.563000","30","14.29","Yellow","-0.073100","-12.99","Yellow","2013-09-12","17:31:05"
"016-000002045","557","016","Social Security Administration","Title II","T20805","5483","","FY13 - APM FALCON","APM FALCON project will modernize ORSIS FALCON applications.","2012-10-01","2013-09-28","0.748000","-1","-0.28","Green","0.382240","51.10","Red","2013-10-31","17:26:20"
"016-000002045","557","016","Social Security Administration","Title II","T20902","8339","","T2 Mod - Elimination of SSACCS","Elimination of SSACCS to incorporate SDO Cutoff in MCS and rolling MEDCDR credits into SUMS.","2013-10-01","2014-09-28","0.480250","125","57.87","Red","0.147070","86.01","Red","2014-07-28","15:00:06"
"016-000002045","557","016","Social Security Administration","Title II","T20903","8341","","T2 Mod-Improve PE Search Transaction Prior","Improve PE search transaction prioritization process for TIIR and MADCAP transactions.","2013-10-01","2013-12-27","0.005430","42","48.28","Red","0.003470","63.90","Red","2014-03-06","16:51:25"
"016-000002045","557","016","Social Security Administration","Title II","T20904","8343","","T2 Mod-T2 Notice Improvements","T2 Notice Improvement to improve the clarity, readability, tone, structure, maintainability, accuracy and appearance of T2R notices.","2013-10-01","2014-12-01","0.335880","0","0.00","Green","0.142140","59.36","Red","2014-07-28","15:00:06"
"016-000002045","557","016","Social Security Administration","Title II","T20905","8345","","T2 Mod -Incorporate ANYPIA","Incorporate ANYPIA in our PIA calculations and store in a Global Reference Table.","2013-08-05","2014-02-14","0.209830","-14","-7.25","Green","0.107440","51.20","Red","2014-05-01","15:40:11"
"016-000002045","557","016","Social Security Administration","Title II","T20906","8347","","APM - Elimination of AJS1 &amp; FDOPS","This project will fold the AJS1 Functionality into Title 2 Retirement Survivor Disability Insurance System.","2013-10-01","2015-07-03","11.517080","0","0.00","Green","-2.233270","-28.16","Yellow","2014-07-28","15:00:06"
"016-000002045","557","016","Social Security Administration","Title II","T20907","8349","","APM FALCON (T2 Apps)","APM FALCON project will modernize ORSIS FALCON applications.","2013-10-01","2014-01-31","0.038000","-212","-173.77","Red","-0.019120","-50.32","Red","2014-06-26","10:13:57"
"016-000002045","557","016","Social Security Administration","Title II","T20908","8351","","APM CSPOTRUN Redesign","This project is to redesign the ORSIS application Claims System Pass of the Regular Transcript (CSPOT).","2013-10-01","2014-09-28","0.665000","0","0.00","Green","0.172120","27.11","Yellow","2014-07-28","15:00:06"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0101","808","","FY12 iClaim","Provide the public with the ability to apply for Social Security Benefits via the Internet.","2011-10-02","2012-09-30","8.793260","-2","-0.55","Green","2.739005","31.15","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0102","809","","FY12 Appointed Representative","Integrated suite of Internet and Intranet services to document Representative appointments and provide online services to those representative to file appeals and update registration information.","2011-10-03","2012-09-30","1.620460","-31","-17.32","Yellow","0.479551","37.58","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0103","810","","FY12 iAppeals","Online application for filing an appeal and beginning the appeal's process.","2011-10-03","2012-09-30","3.607990","-142","-64.25","Red","2.915930","80.82","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0104","811","","FY12 iClaim Maintenance","Enhancements and upgrades to the existing iClaim application.","2011-10-03","2012-09-30","0.159560","-2","-0.55","Green","-0.223740","-140.22","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0105","812","","FY12 Retirement Estimator Maintenance","Maintenance activities for the interactive retirements benefit calculator on the Internet that uses the person's actual earnings history to estimate benefits.","2011-10-03","2012-09-30","0.092460","-2","-0.55","Green","-0.202980","-219.53","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0106","813","","FY12 ERE Maintenance","To ensure the integrity and level of service the Electronic Records Express application and Web Service currently provide in the production environment.   This includes addressing emergency releases, defect resolutions, and other customer service requests.","2011-10-03","2012-09-30","0.869990","-2","-0.55","Green","-0.943720","-108.49","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0107","814","","FY12 Appointed Representative Maintenance","Maintenance activities for the Appointed Representative Suite of Services online applications.","2011-10-03","2012-09-30","0.200880","-2","-0.55","Green","-0.114870","-57.18","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0108","815","","FY12 Internet Disability Reports (IDR) Maintenance","Maintenance activities for the Internet Disability Reports.","2011-10-03","2012-09-30","0.565530","-2","-0.55","Green","0.455300","80.51","Red","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0109","816","","FY12 Management Support","Management and overhead workyears are based on the total number of FTEs and Contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","2.712990","-2","-0.55","Green","0.000000","0.00","Green","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","OLC0110","817","","FY12 Non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various Agency-level Offices outside the Office of Systems.","2011-10-03","2012-09-30","0.196210","-2","-0.55","Green","-0.007340","-3.74","Green","2013-09-13","12:57:43"
"016-000002146","586","016","Social Security Administration","Online Claims","ES0201","4853","","iClaim","Provide the public with the ability to apply for Social Security Benefits via the Internet.","2012-10-01","2024-09-30","17.228210","0","0.00","Green","-3.604057","-34.35","Red","2014-08-29","17:12:13"
"016-000002146","586","016","Social Security Administration","Online Claims","ES0202","4855","","iAppeals","Online application for filing an appeal and beginning the appeal's process.","2012-10-01","2024-09-30","20.246550","0","0.00","Green","1.822560","25.79","Yellow","2014-08-29","17:12:13"
"016-000002146","586","016","Social Security Administration","Online Claims","ES0203","4857","","MY SSA Applications","This project enables self-service for the public and contributes to improved accuracy, saved work years in a more convenient, integrated and personalized electronic method for our customers to interact with the agency. The project will develop a citizen based account allowing access to new and existing eServices.","2012-10-01","2013-09-30","9.166060","0","0.00","Green","2.995210","40.57","Red","2014-01-08","12:41:32"
"016-000002146","586","016","Social Security Administration","Online Claims","ES0204","4859","","Electronic Records Express (ERE)","This project enables medical evidence suppliers the ability to electronically submit evidence in support of a Disability claim. This project will enhance on that functionality.","2012-10-01","2013-09-30","1.884428","-3","-0.83","Green","0.329040","17.68","Yellow","2014-03-18","14:30:57"
