Unique Investment Identifier,Business Case Id,Performance Metric Id,Agency Performance Metric Id,Performance Metric Actual Id,Agency Performance Metric Actual Id,Actual Result,Actual Result Met/Not Met,Actual Result Comment,Actual Result Date,Updated Date,Updated Time
"024-000005072","1104","5653","202200","54959","207655","0.000000","Met","Will only pertain to Air and Sea inspection during FY 2013 and to Land Border inspection in FY 2014 and following.  Not measurable until 3rd Quarter FY 2013 at earliest.","2013-05-17","05/24/2013","07:54:11"
"024-000005072","1104","5653","202200","58480","210459","0.000000","Met","Will only pertain to Air and Sea inspection during FY 2013 and to Land Border inspection in FY 2014 and following.  Not measurable until 3rd Quarter FY 2013 at earliest.","2013-06-25","06/28/2013","07:46:44"
"024-000005072","1104","5653","202200","61419","214393","0.000000","Met","Will only pertain to Air and Sea inspection during FY 2013 and to Land Border inspection in FY 2014 and following.  Not measurable until 3rd Quarter FY 2013 at earliest.","2013-07-30","08/01/2013","09:24:10"
"024-000005072","1104","5653","202200","63269","215531","0.000000","Met","Will only pertain to Air and Sea inspection during FY 2013 and to Land Border inspection in FY 2014 and following.  Not measurable until 3rd Quarter FY 2013 at earliest.","2013-08-16","08/29/2013","08:07:24"
"015-000014980","1105","1120","161","3167","","100.000000","Met","Internet access availablity was 100% for March 2012.","","04/30/2012","16:15:08"
"015-000014980","1105","1120","161","14083","","100.000000","Met","Internet access availablity was 100% for April 2012.","","05/31/2012","09:33:27"
"015-000014980","1105","1120","161","17751","","100.000000","Met","Internet access availablity was 100% for May 2012.","","06/29/2012","09:32:33"
"015-000014980","1105","1120","161","20711","","100.000000","Met","Internet access availablity was 100% for June 2012.","","07/30/2012","09:58:54"
"015-000014980","1105","1120","161","25097","","100.000000","Met","Internet access availablity was 100% for July 2012.","","08/31/2012","16:54:20"
"015-000014980","1105","1120","161","25543","161","100.000000","Met","Internet access availablity was 100% for July 2012.","2012-07-31","09/12/2012","14:17:05"
"015-000014980","1105","1120","161","30311","1686","100.000000","Met","Internet access availablity was 100% for Sep 2012. SLA A.2.B","2012-09-30","10/31/2012","15:22:19"
"015-000014980","1105","1120","161","34843","6915","100.000000","Met","Internet access availablity was 100% for Oct 2012. SLA A.2.B","2012-11-01","11/30/2012","14:58:15"
"015-000014980","1105","1120","161","37517","9332","100.000000","Met","Internet access availablity was 100% for Nov 2012. SLA A.2.B","2012-12-01","12/27/2012","16:04:20"
"015-000014980","1105","1120","161","40209","10786","100.000000","Met","Internet access availablity was 100% for Dec 2012. SLA A.2.B","2013-01-14","01/29/2013","14:10:42"
"015-000014980","1105","1120","161","43973","13339","100.000000","Met","Internet access availablity was 100% for Jan 2013. SLA A.2.B","2013-02-01","02/26/2013","16:22:41"
"015-000014980","1105","1120","161","49253","15843","100.000000","Met","Internet access availablity was 100% for Feb 2013. SLA A.2.B","2013-03-04","03/29/2013","14:46:48"
"015-000014980","1105","1120","161","51687","18174","100.000000","Met","Internet access availablity was 100% for Mar 2013. SLA A.2.B","2013-04-01","04/26/2013","15:17:03"
"015-000014980","1105","1120","161","55465","21004","100.000000","Met","Internet access availablity was 100% for Apr 2013. SLA A.2.B","2013-05-01","05/24/2013","13:02:33"
"015-000014980","1105","1120","161","58743","23504","100.000000","Met","Internet access availablity was 100% for May 2013. SLA A.2.B","2013-06-01","06/28/2013","13:30:29"
"015-000014980","1105","1120","161","61005","200192","100.000000","Met","Internet access availablity was 100% for June 2013. SLA A.2.B","2013-07-01","07/30/2013","15:18:48"
"015-000014980","1105","1120","161","63667","200435","100.000000","Met","Internet access availablity was 100% for July 2013. SLA A.2.B","2013-08-01","08/29/2013","16:54:08"
"015-000014980","1105","1121","163","3169","","99.600000","Met","245 IMAC Gold Level Service requests were made in March 2012, of which 244 were made within standard.  That is a 99.6% success rate. ","","04/30/2012","16:15:08"
"015-000014980","1105","1121","163","14085","","100.000000","Met","328 IMAC Gold Level Service requests were made in April 2012, of which 328 were made within standard.  That is a 100% success rate. ","","05/31/2012","09:33:27"
"015-000014980","1105","1121","163","17753","","95.100000","Met","82 IMAC Gold Level Service requests were made in May 2012, of which 78 were made within standard.  That is a 95.1% success rate. ","","06/29/2012","09:32:33"
"015-000014980","1105","1121","163","20713","","97.500000","Met","80 IMAC Gold Level Service requests were made in June 2012, of which 78 were made within standard.  That is a 97.5% success rate. ","","07/30/2012","09:58:54"
"015-000014980","1105","1121","163","25099","","92.380900","Not Met","105 IMAC Gold Level Service requests were made in July 2012, of which 97 were made within standard.  That is a 92.3% success rate. This was caused by a lack of ITSM licenses for this activity.  The contractor was not at fault.  It will be correctednexst month.","","08/31/2012","16:54:20"
"015-000014980","1105","1121","163","25541","163","92.300000","Not Met","105 IMAC Gold Level Service requests were made in July 2012, of which 97 were made within standard.  That is a 92.3% success rate.  The drop in performance can be attributed to insufficient licenses for Help Desk contractors.","2012-07-31","09/12/2012","14:17:05"
"015-000014980","1105","1121","163","30309","1687","94.000000","Met","123 IMAC Gold Level Service requests were made in August 2012, of which 116 were made within standard. That is a 94.3% success rate. SLA D.5","2012-09-30","10/31/2012","15:22:19"
"015-000014980","1105","1121","163","34841","6920","90.950000","Met","188 IMAC Gold Level Service requests were made in Oct 2012, of which 171 were made within standard. That is a 90.95% success rate. SLA D.5  That is at the Red Threshold.  The contractor has requeested a waiver of this standard because the government was closed 2 days last week due to Hurricane Sandy.  ","2012-11-01","11/30/2012","14:58:15"
"015-000014980","1105","1121","163","37515","9336","81.410000","Not Met","199 IMAC Gold Level Service requests were made in Nov 2012, of which 162 were made within standard. That is an 81.41% success rate. SLA D.5  This was below the Red THreshold and the contractor was penalized for substandard performance in this metric.  See CIO notes.","2012-12-01","12/27/2012","16:04:20"
"015-000014980","1105","1121","163","40207","10789","81.865280","Not Met","193 IMAC Gold Level Service requests were made in Dec 2012, of which 158 were made within standard. That is an 81.9% success rate. SLA D.5 This was below the Red THreshold and the contractor was penalized for substandard performance in this metric. See CIO notes.","2013-01-14","01/29/2013","14:10:42"
"015-000014980","1105","1121","163","43971","13341","86.000000","Met","293 IMAC Gold Level Service requests were made in Jan 2013, of which 252 were made within standard. That is an 86% success rate. SLA D.5 This is an improvement over the previous month (82%) but was still below the Red Threshold and the contractor was penalized for substandard performance in this metric. See CIO notes.","2013-02-01","02/26/2013","16:22:41"
"015-000014980","1105","1121","163","49251","15845","80.100000","Not Met","292 IMAC Gold Level Service requests were made in Feb 2013, of which 234 were made within standard. That is an 80.1% success rate. SLA D.5 This is still below the Red Threshold and the contractor was penalized for substandard performance in this metric. See CIO notes.","2013-03-04","03/29/2013","14:46:48"
"015-000014980","1105","1121","163","51685","18176","59.940000","Not Met","352 IMAC Gold Level Service requests were made in Mar 2013, of which 211 were made within standard. That is an 59.94% success rate. SLA D.5 This is still below the Red Threshold and the contractor was penalized for substandard performance in this metric. An external contractor, MITRE Corp, has been retained to examine the issues involved in this area, which has become chronic.  We are awaiting their recommendations.","2013-04-01","04/26/2013","15:17:03"
"015-000014980","1105","1121","163","55463","21006","81.000000","Not Met","241 IMAC Gold Level Service requests were made in Apr 2013, of which 195 were made within standard. That is an 81% success rate. SLA D.5 This is still below the Red Threshold but is a significant improvement over last month's performance.  It indicates the contractor is addressing the issue and is improving results.  We expect further improvement next month.","2013-05-01","05/24/2013","13:02:33"
"015-000014980","1105","1121","163","58744","23506","90.206000","Met","194 IMAC Gold Level Service requests were made in May 2013, of which 175 were made within standard. That is an 90% success rate. SLA D.5 This is still below the Red Threshold but is a significant improvement over last month's performance (81%). It indicates the contractor is addressing the issue and is improving results. We expect further improvement next month.","2013-06-01","06/28/2013","13:30:29"
"015-000014980","1105","1121","163","61006","200193","94.100000","Met","152 IMAC Gold Level Service requests were made in June 2013, of which 143 were made within standard. That is an 94.1% success rate. SLA D.5  ","2013-07-01","07/30/2013","15:18:48"
"015-000014980","1105","1121","163","63669","200436","92.230000","Met","152 IMAC Gold Level Service requests were made in July 2013, of which 143 were made within standard. That is an 92.23% success rate. SLA D.5 ","2013-08-01","08/29/2013","16:54:08"
"015-000014980","1105","1122","172","3165","","100.000000","Met","Inbound and outbound service availablity was 100% for March 2012. There were 44,640 inbound and outbound minutes during February 2012 with zero interruptions.","","04/30/2012","16:15:08"
"015-000014980","1105","1122","172","14081","","100.000000","Met","Inbound and outbound service availablity was 100% for April 2012. There were 43,200 inbound and outbound minutes during February 2012 with zero interruptions.","","05/31/2012","09:33:27"
"015-000014980","1105","1122","172","17749","","100.000000","Met","Inbound and outbound service availablity was 100% for May 2012. There were 44,640 inbound and outbound minutes during May 2012 with zero interruptions.","","06/29/2012","09:32:33"
"015-000014980","1105","1122","172","20709","","100.000000","Met","Inbound and outbound service availablity was 100% for June 2012. There were 43,200 inbound and outbound minutes during June 2012 with zero interruptions.","","07/30/2012","09:58:54"
"015-000014980","1105","1122","172","25095","","100.000000","Met","Inbound and outbound service availablity was 100% for July 2012. There were 42,640 inbound and outbound minutes during July 2012 with zero interruptions.","","08/31/2012","16:54:20"
"015-000014980","1105","1122","172","25545","172","100.000000","Met","Inbound and outbound service availablity was 100% for July 2012. There were 44,640 inbound and outbound minutes during June 2012 with zero interruptions.","2012-07-31","09/12/2012","14:17:05"
"015-000014980","1105","1122","172","30313","6514","100.000000","Met","Inbound and outbound service availablity was 100% for Sep 2012. There were 43,200 inbound and outbound minutes during Sep 2012 with zero interruptions.","2012-09-30","10/31/2012","15:22:19"
"015-000014980","1105","1122","172","34845","6914","100.000000","Met","Inbound and outbound service availablity was 100% for Oct 2012. There were 44,640 inbound and outbound minutes during Oct 2012 with zero interruptions. SLA A.3","2012-11-01","11/30/2012","14:58:15"
"015-000014980","1105","1122","172","37519","9335","100.000000","Met","Inbound and outbound service availablity was 100% for Nov 2012. There were 43,200 inbound and outbound minutes during Nov 2012 with zero interruptions. SLA A.3","2012-12-01","12/27/2012","16:04:20"
"015-000014980","1105","1122","172","40211","10785","100.000000","Met","Inbound and outbound service availablity was 100% for Dec 2012. There were 44,640 inbound and outbound minutes during Dec 2012 with zero interruptions. SLA A.3","2013-01-14","01/29/2013","14:10:42"
"015-000014980","1105","1122","172","43975","13338","100.000000","Met","Inbound and outbound service availablity was 100% for Jan 2013. There were 44,640 inbound and outbound minutes during Dec 2012 with zero interruptions. SLA A.3","2013-02-01","02/26/2013","16:22:41"
"015-000014980","1105","1122","172","49255","15842","100.000000","Met","Inbound and outbound service availablity was 100% for Feb 2013. There were 40,320 inbound and outbound minutes during Dec 2012 with zero interruptions. SLA A.3","2013-03-04","03/29/2013","14:46:48"
"015-000014980","1105","1122","172","51689","18173","100.000000","Met","Inbound and outbound service availablity was 100% for Mar 2013. There were 44,640 inbound and outbound minutes during the month with zero interruptions. SLA A.3","2013-04-01","04/26/2013","15:17:03"
"015-000014980","1105","1122","172","55467","21003","100.000000","Met","Inbound and outbound service availablity was 100% for Apr 2013. There were 43,200 inbound and outbound minutes during the month with zero interruptions. SLA A.3","2013-05-01","05/24/2013","13:02:33"
"015-000014980","1105","1122","172","58746","23503","100.000000","Met","Inbound and outbound service availablity was 100% for May 2013. There were 44,640 inbound and outbound minutes during the month with zero interruptions. SLA A.3","2013-06-01","06/28/2013","13:30:29"
"015-000014980","1105","1122","172","61008","200195","100.000000","Met","Inbound and outbound service availablity was 100% for June 2013. There were 43,200 inbound and outbound minutes during the month with zero interruptions. SLA A.3","2013-07-01","07/30/2013","15:18:48"
"015-000014980","1105","1122","172","63673","200438","100.000000","Met","Inbound and outbound service availablity was 100% for July 2013. There were 44,640 inbound and outbound minutes during the month with zero interruptions. SLA A.3","2013-08-01","08/29/2013","16:54:08"
"015-000014980","1105","1123","173","3163","","100.000000","Met","Availability of WAN was 100% for the month of March 2012.  A total of 69 devices attached to the network and 100% availability was achieved.","","04/30/2012","16:15:08"
"015-000014980","1105","1123","173","14079","","100.000000","Met","Availability of WAN was 100% for the month of April 2012.  A total of 69 devices attached to the network and 100% availability was achieved.","","05/31/2012","09:33:27"
"015-000014980","1105","1123","173","17747","","99.990000","Met","Availability of WAN was 99.99% for the month of May 2012.  A total of 68 devices attached to the network and 99.99% availability was achieved.","","06/29/2012","09:32:33"
"015-000014980","1105","1123","173","20707","","100.000000","Met","Availability of WAN was 100% for the month of June 2012.  A total of 80 devices attached to the network and 100% availability was achieved.","","07/30/2012","09:58:54"
"015-000014980","1105","1123","173","25093","","100.000000","Met","Availability of WAN was 100% for the month of July 2012.  A total of 70 devices attached to the network and 100% availability was achieved.","","08/31/2012","16:54:20"
"015-000014980","1105","1123","173","25535","173","100.000000","Met","Availability of WAN was 100% for the month of July 2012.  A total of 80 devices attached to the network and 100% availability was achieved.","2012-07-31","09/12/2012","14:17:05"
"015-000014980","1105","1123","173","30307","1685","100.000000","Met","Availability of WAN was 100% for the month of Sep 2012. A total of 57 devices attached to the network and 100% availability was achieved.","2012-10-01","10/31/2012","15:22:19"
"015-000014980","1105","1123","173","34839","6913","100.000000","Met","Availability of WAN was 100% for the month of Oct 2012. A total of 76 devices attached to the network and 100% availability was achieved.  SLA A.2.A","2012-11-01","11/30/2012","14:58:15"
"015-000014980","1105","1123","173","37513","9318","99.700000","Met","Availability of WAN was 99.7% for the month of Nov 2012. A total of 77 devices attached to the network and 100% availability was achieved. SLA A.2.A","2012-12-01","12/27/2012","16:04:20"
"015-000014980","1105","1123","173","40205","10784","100.000000","Met","Availability of WAN was 100% for the month of Dec 2012. A total of 60 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-01-14","01/29/2013","14:10:42"
"015-000014980","1105","1123","173","43969","13337","100.000000","Met","Availability of WAN was 100% for the month of Jan 2013. A total of 60 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-02-01","02/26/2013","16:22:41"
"015-000014980","1105","1123","173","49249","15841","100.000000","Met","Availability of WAN was 100% for the month of Feb 2013. A total of 60 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-03-04","03/29/2013","14:46:48"
"015-000014980","1105","1123","173","51683","18172","100.000000","Met","Availability of WAN was 100% for the month of Mar 2013. A total of 70 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-04-01","04/26/2013","15:17:03"
"015-000014980","1105","1123","173","55461","21002","100.000000","Met","Availability of WAN was 100% for the month of Apr 2013. A total of 70 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-05-01","05/24/2013","13:02:33"
"015-000014980","1105","1123","173","58747","23502","100.000000","Met","Availability of WAN was 100% for the month of May 2013. A total of 70 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-06-01","06/28/2013","13:30:29"
"015-000014980","1105","1123","173","61009","200196","100.000000","Met","Availability of WAN was 100% for the month of June 2013. A total of 75 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-07-01","07/30/2013","15:18:48"
"015-000014980","1105","1123","173","63675","200439","100.000000","Met","Availability of WAN was 100% for the month of July 2013. A total of 70 devices attached to the network and 100% availability was achieved. SLA A.2.A","2013-08-01","08/29/2013","16:54:08"
"015-000014980","1105","1124","171","3173","","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for March 2012.","","04/30/2012","16:15:08"
"015-000014980","1105","1124","171","14089","","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for April 2012.  There were 22 Voice incidents, all resolved within standard.","","05/31/2012","09:33:27"
"015-000014980","1105","1124","171","17757","","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for May 2012.  There were 15 Voice incidents, all resolved within standard.","","06/29/2012","09:32:33"
"015-000014980","1105","1124","171","20717","","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for June 2012.  There were 4 Voice incidents, all resolved within standard.","","07/30/2012","09:58:54"
"015-000014980","1105","1124","171","25103","","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for July 2012.  There were 3 Prioritiy 1 Voice incidents, all resolved within standard.","","08/31/2012","16:54:20"
"015-000014980","1105","1124","171","25537","171","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for July 2012.  There were 8 Voice incidents, all resolved within standard.","2012-07-31","09/12/2012","14:17:05"
"015-000014980","1105","1124","171","30305","1688","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Sep 2012. There were 2 Voice incidents, all resolved within standard. SLA A.3, D12 ","2012-09-30","10/31/2012","15:22:19"
"015-000014980","1105","1124","171","34837","6916","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Oct 2012. There were 3 Voice incidents, all resolved within standard. SLA A.3, D12 ","2012-11-01","11/30/2012","14:58:15"
"015-000014980","1105","1124","171","37511","9333","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Nov 2012. There were 16 Voice incidents, all resolved within standard. SLA A.3, D12 ","2012-12-01","12/27/2012","16:04:20"
"015-000014980","1105","1124","171","40203","10787","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Dec 2012. There were 31 Voice incidents, all resolved within standard. SLA A.3, D12","2013-01-14","01/29/2013","14:10:42"
"015-000014980","1105","1124","171","43967","13340","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Jan 2013. There were 29 Voice incidents, all resolved within standard. SLA A.3, D12","2013-02-01","02/26/2013","16:22:41"
"015-000014980","1105","1124","171","49247","15844","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Feb 2013. There were 10 Voice incidents, all resolved within standard. SLA A.3, D12","2013-03-04","03/29/2013","14:46:48"
"015-000014980","1105","1124","171","51681","18175","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Mar 2013. There were 12 Voice incidents, all resolved within standard. SLA A.3, D12","2013-04-01","04/26/2013","15:17:03"
"015-000014980","1105","1124","171","55459","21005","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for Apr 2013. There were 15 Voice incidents, all resolved within standard. SLA A.3, D12","2013-05-01","05/24/2013","13:02:33"
"015-000014980","1105","1124","171","58745","23505","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for May  2013. There were 20 Voice incidents, all resolved within standard. SLA A.3, D12","2013-06-01","06/28/2013","13:30:29"
"015-000014980","1105","1124","171","61007","200194","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for June 2013. There were 34 Voice incidents, all resolved within standard. SLA A.3, D12","2013-07-01","07/30/2013","15:18:48"
"015-000014980","1105","1124","171","63671","200437","100.000000","Met","Resolution of Long Distance Voice incidents was 100% within standard for July 2013. There were 29 Voice incidents, all resolved within standard. SLA A.3, D12","2013-08-01","08/29/2013","16:54:08"
"015-000014980","1105","1125","411","3171","","100.000000","Met","100% of communication device installations were performed within standard during March 2012.","","04/30/2012","16:15:08"
"015-000014980","1105","1125","411","14087","","100.000000","Met","100% of communication device installations were performed within standard during April 2012.","","05/31/2012","09:33:27"
"015-000014980","1105","1125","411","17755","","100.000000","Met","100% of communication device installations were performed within standard during May 2012.","","06/29/2012","09:32:33"
"015-000014980","1105","1125","411","20715","","100.000000","Met","100% of communication device installations were performed within standard during June 2012.","","07/30/2012","09:58:54"
"015-000014980","1105","1125","411","25101","","100.000000","Met","100% of communication device installations were performed within standard during July 2012.","","08/31/2012","16:54:20"
"015-000014980","1105","1125","411","25539","411","100.000000","Met","100% of communication device installations were performed within standard during July 2012.","2012-07-31","09/12/2012","14:17:05"
"015-000014980","1105","1125","411","30303","1689","100.000000","Met","100% of communication device installations were performed within standard during Sep 2012. ","2012-09-30","10/31/2012","15:22:19"
"015-000014980","1105","1125","411","34835","6921","100.000000","Met","100% of communication device installations were performed within standard during Oct 2012. ","2012-11-01","11/30/2012","14:58:15"
"015-000014980","1105","1125","411","37509","9334","100.000000","Met","100% of communication device installations were performed within standard during Nov 2012","2012-12-01","12/27/2012","16:04:20"
"015-000014980","1105","1125","411","40201","10790","100.000000","Met","100% of communication device installations were performed within standard during Dec 2012.  SLA A.4","2013-01-14","01/29/2013","14:10:42"
"015-000014980","1105","1125","411","43965","13342","100.000000","Met","100% of communication device installations were performed within standard during Jan 2013. SLA A.4","2013-02-01","02/26/2013","16:22:40"
"015-000014980","1105","1125","411","49245","15846","100.000000","Met","100% of communication device installations were performed within standard during Feb 2013. SLA A.4","2013-03-04","03/29/2013","14:46:48"
"015-000014980","1105","1125","411","51679","18177","100.000000","Met","100% of communication device installations were performed within standard during Mar 2013. SLA A.4","2013-04-01","04/26/2013","15:17:03"
"015-000014980","1105","1125","411","55457","21007","100.000000","Met","100% of communication device installations were performed within standard during Apr 2013. SLA A.4","2013-05-01","05/24/2013","13:02:33"
"015-000014980","1105","1125","411","58748","23507","100.000000","Met","100% of communication device installations were performed within standard during May 2013. SLA A.4","2013-06-01","06/28/2013","13:30:29"
"015-000014980","1105","1125","411","61010","200197","100.000000","Met","100% of communication device installations were performed within standard during June 2013. SLA A.4","2013-07-01","07/30/2013","15:18:48"
"015-000014980","1105","1125","411","63677","200440","100.000000","Met","100% of communication device installations were performed within standard during July 2013. SLA A.4","2013-08-01","08/29/2013","16:54:08"
"015-000000395","1106","1341","455","1891","","100.000000","Met","","","09/22/2011","15:53:40"
"015-000000395","1106","1341","455","14077","","100.000000","Met","","","05/31/2012","09:33:25"
"015-000000395","1106","1341","455","17613","","100.000000","Met","","","06/29/2012","09:32:09"
"015-000000395","1106","1341","455","20791","","100.000000","Met","","","07/30/2012","09:59:04"
"015-000000395","1106","1341","455","25209","","100.000000","Met","","","08/31/2012","16:57:24"
"015-000000395","1106","1341","455","37487","9083","100.000000","Met","","2012-12-07","12/27/2012","16:04:13"
"015-000000395","1106","1341","455","40267","11023","100.000000","Met","","2013-01-16","01/29/2013","14:10:56"
"015-000000395","1106","1341","455","43959","13257","100.000000","Met","","2013-01-31","02/26/2013","16:22:37"
"015-000000395","1106","1341","455","49357","16360","99.940000","Not Met","","2013-02-28","03/29/2013","14:47:13"
"015-000000395","1106","1341","455","51601","18121","99.950000","Not Met","","2013-03-30","04/26/2013","15:16:31"
"015-000000395","1106","1341","455","56047","20617","99.780000","Not Met","Trending below the norm.  The P1 #45626 related to the SAN Switch failure impacted multiple applicaitons for a longer than normal time.","2013-04-30","05/24/2013","15:36:57"
"015-000000395","1106","1341","455","58794","23068","99.990000","Met","","2013-05-31","06/28/2013","13:30:40"
"015-000000395","1106","1341","455","61024","200229","99.970000","Not Met","","2013-06-30","07/30/2013","15:18:52"
"015-000000395","1106","1341","455","63613","200401","99.970000","Not Met","","2013-07-31","08/29/2013","16:54:03"
"015-000000395","1106","1342","456","1889","","2.000000","Not Met","","","09/22/2011","15:53:40"
"015-000000395","1106","1342","456","14075","","2.000000","Not Met","","","05/31/2012","09:33:25"
"015-000000395","1106","1342","456","17611","","2.000000","Not Met","","","06/29/2012","09:32:09"
"015-000000395","1106","1342","456","20789","","2.000000","Not Met","","","07/30/2012","09:59:04"
"015-000000395","1106","1342","456","25207","","2.000000","Not Met","","","08/31/2012","16:57:24"
"015-000000395","1106","1342","456","37485","9082","100.000000","Met","No priority 1 occurred","2012-12-07","12/27/2012","16:04:13"
"015-000000395","1106","1342","456","40265","11022","100.000000","Met","","2013-01-16","01/29/2013","14:10:56"
"015-000000395","1106","1342","456","43957","13256","100.000000","Met","","2013-01-31","02/26/2013","16:22:37"
"015-000000395","1106","1342","456","49355","16361","100.000000","Met","","2013-02-28","03/29/2013","14:47:13"
"015-000000395","1106","1342","456","56045","20622","96.750000","Not Met","Trending down.  The 2 P1 for April (incident #75626) were related to the SAN switch failure and then subsequent VCS issues took longr than normal to resolve.  ","2013-04-30","05/24/2013","15:36:57"
"015-000000395","1106","1342","456","58795","23067","100.000000","Met","","2013-05-31","06/28/2013","13:30:40"
"015-000000395","1106","1342","456","61025","200232","99.900000","Met","","2013-06-30","07/30/2013","15:18:52"
"015-000000395","1106","1342","456","63615","200402","100.000000","Met","","2013-07-31","08/29/2013","16:54:03"
"015-000000395","1106","1343","457","1887","","100.000000","Met","","","09/22/2011","15:53:40"
"015-000000395","1106","1343","457","14073","","100.000000","Met","","","05/31/2012","09:33:25"
"015-000000395","1106","1343","457","17609","","100.000000","Met","","","06/29/2012","09:32:09"
"015-000000395","1106","1343","457","20787","","100.000000","Met","","","07/30/2012","09:59:04"
"015-000000395","1106","1343","457","25205","","100.000000","Met","","","08/31/2012","16:57:24"
"015-000000395","1106","1343","457","37479","9084","100.000000","Met","","2012-12-07","12/27/2012","16:04:13"
"015-000000395","1106","1343","457","40263","11024","100.000000","Met","","2013-01-16","01/29/2013","14:10:56"
"015-000000395","1106","1343","457","43951","13258","100.000000","Met","","2013-01-31","02/26/2013","16:22:37"
"015-000000395","1106","1343","457","49349","16362","100.000000","Met","","2013-02-28","03/29/2013","14:47:13"
"015-000000395","1106","1343","457","51593","18119","100.000000","Met","","2013-04-30","04/26/2013","15:16:31"
"015-000000395","1106","1343","457","51595","18120","100.000000","Met","","2013-03-30","04/26/2013","15:16:31"
"015-000000395","1106","1343","457","56039","20618","100.000000","Met","","2013-05-01","05/24/2013","15:36:57"
"015-000000395","1106","1343","457","58796","23074","100.000000","Met","","2013-05-31","06/28/2013","13:30:40"
"015-000000395","1106","1343","457","61026","200230","100.000000","Met","","2013-06-30","07/30/2013","15:18:52"
"015-000000395","1106","1343","457","63617","200403","100.000000","Met","","2013-07-31","08/29/2013","16:54:03"
"015-000000395","1106","1344","458","1885","","41.000000","Met","","","09/22/2011","15:53:40"
"015-000000395","1106","1344","458","14071","","41.000000","Met","","","05/31/2012","09:33:25"
"015-000000395","1106","1344","458","17607","","41.000000","Met","","","06/29/2012","09:32:09"
"015-000000395","1106","1344","458","20785","","41.000000","Met","","","07/30/2012","09:59:04"
"015-000000395","1106","1344","458","25203","","41.000000","Met","","","08/31/2012","16:57:24"
"015-000000395","1106","1344","458","37481","9085","19.000000","Not Met","","2012-12-07","12/27/2012","16:04:13"
"015-000000395","1106","1344","458","43953","13260","37.000000","Not Met","","2013-01-31","02/26/2013","16:22:37"
"015-000000395","1106","1344","458","49351","16363","40.000000","Met","","2013-02-28","03/29/2013","14:47:13"
"015-000000395","1106","1344","458","51597","18122","40.000000","Met","","2013-03-30","04/26/2013","15:16:31"
"015-000000395","1106","1344","458","56041","20621","40.000000","Met","","2013-04-30","05/24/2013","15:36:57"
"015-000000395","1106","1344","458","58797","23076","40.000000","Met","","2013-05-31","06/28/2013","13:30:40"
"015-000000395","1106","1344","458","61027","200233","41.000000","Met","","2013-06-30","07/30/2013","15:18:52"
"015-000000395","1106","1344","458","63619","200404","41.000000","Met","","2013-07-31","08/29/2013","16:54:03"
"015-000000395","1106","1345","459","1883","","11.000000","Met","","","09/22/2011","15:53:40"
"015-000000395","1106","1345","459","14069","","11.000000","Met","","","05/31/2012","09:33:25"
"015-000000395","1106","1345","459","17605","","11.000000","Met","","","06/29/2012","09:32:09"
"015-000000395","1106","1345","459","20783","","11.000000","Met","","","07/30/2012","09:59:04"
"015-000000395","1106","1345","459","25201","","11.000000","Met","","","08/31/2012","16:57:24"
"015-000000395","1106","1345","459","37483","9086","11.000000","Met","There were no SOWs due this month","2012-12-07","12/27/2012","16:04:13"
"015-000000395","1106","1345","459","43955","13259","11.000000","Met","","2013-01-31","02/26/2013","16:22:37"
"015-000000395","1106","1345","459","49353","16364","11.000000","Met","","2013-02-28","03/29/2013","14:47:13"
"015-000000395","1106","1345","459","51599","18118","11.000000","Met","","2013-03-30","04/26/2013","15:16:31"
"015-000000395","1106","1345","459","56043","20619","18.000000","Met","","2013-04-30","05/24/2013","15:36:57"
"015-000000395","1106","1345","459","58798","23075","11.000000","Met","","2013-05-31","06/28/2013","13:30:40"
"015-000000395","1106","1345","459","61028","200231","11.000000","Met","","2013-06-30","07/30/2013","15:18:52"
"015-000000395","1106","1345","459","63621","200405","11.000000","Met","","2013-07-31","08/29/2013","16:54:03"
"024-000005219","1108","6125","191382","45039","205934","95.000000","Not Met","","2012-06-30","02/28/2013","12:17:13"
