Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2012,Target 2013,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Result Met/Not Met,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"422-999991361","454","422","National Science Foundation","Research.gov","2722","3969","# of Grants Management Service Offerings and Capabilities","Number","216-Technology - Effectiveness","12.000000","21.000000","Over target","Semi-Annual","","53037","134699","25.000000","Met","","2013-04-08","08/30/2013","11:31:10"
"422-999991361","454","422","National Science Foundation","Research.gov","2723","3968","Grantee Satisfaction","Percent","111-Customer Results - Customer Benefit","75.000000","65.000000","Over target","Quarterly","","61082","153763","37.670000","Not Met","","2013-07-30","08/30/2013","11:31:10"
"422-999991361","454","422","National Science Foundation","Research.gov","2724","3971","Portal Uptime","Percent","215-Technology - Reliability and Availability","100.000000","100.000000","Over target","Monthly","","63903","161180","100.000000","Met","","2013-08-29","08/30/2013","11:31:10"
"422-999991361","454","422","National Science Foundation","Research.gov","2725","3967","# of Registered Users","Number","216-Technology - Effectiveness","10890.000000","10890.000000","Over target","Semi-Annual","","53043","134701","13755.000000","Met","","2013-04-22","08/30/2013","11:31:10"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","2716","3956","Improve percentage of 6 month time-to-decision for proposals","Months","103-Mission and Business Results - Management of Government Resources","75.000000","75.000000","Over target","Semi-Annual","","53045","134713","100.000000","Met","","2013-04-18","08/30/2013","12:34:53"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","2717","3960","% of Recommendation of Awards processed electronically in EJacket","Percent","216-Technology - Effectiveness","98.000000","98.000000","Over target","Monthly","","63905","161217","100.000000","Met","","2013-08-25","08/30/2013","12:34:53"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","2718","3958","% of electronic correspondence for Project Reports and Cost Share","Percent","213-Technology - Efficiency","90.000000","90.000000","Over target","Monthly","","63907","161216","100.000000","Met","","2013-08-25","08/30/2013","12:34:53"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","2719","3957","Reduce number of days to process customer financial transactions","Days","113-Customer Results - Timeliness and Responsiveness","75.000000","75.000000","Over target","Semi-Annual","","53051","134707","100.000000","Met","","2013-04-18","08/30/2013","12:34:53"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","2720","3959","Maintain % of Electronic Funds Transfer Certifications","Percent","214-Technology - Information and Data","100.000000","100.000000","Over target","Semi-Annual","","53053","134711","97.470000","Not Met","","2013-04-25","08/30/2013","12:34:53"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","6211","79685","Reduce the number of Tier III Customer Support tickets","Percent","111-Customer Results - Customer Benefit","0.000000","5.000000","Over target","Semi-Annual","","53055","134712","-3.910000","Not Met","","2013-04-19","08/30/2013","12:34:53"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","6213","79686","On-time delivery of software products","Percent","102-Mission and Business Results - Support Delivery of Services","0.000000","75.000000","Over target","Semi-Annual","","53057","134708","100.000000","Met","","2013-04-22","08/30/2013","12:34:53"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","6643","","Components available to support event responders and stakeholders that support catastrophic defense functions for nuclear security and public safety.","Percent","203-Process and Activities - Cycle Time and Timeliness","0.000000","99.400000","Over target","Monthly","","","","","","","","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","6645","","Time allow to respond to stakeholders during an emergency incident.","Hours","101-Mission and Business Results - Services for Citizens","0.000000","1.500000","Over target","Quarterly","","","","","","","","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","6647","","ERDS components available to support event responders and stakeholders that support catastrophic defense functions for nuclear security and public safety.","Percent","103-Mission and Business Results - Management of Government Resources","0.000000","99.400000","Over target","Semi-Annual","","","","","","","","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","6649","","Equipment available in the Operations Center to support the coordination of emergency events.","Percent","114-Customer Results - Service Quality","0.000000","99.700000","Over target","Monthly","","","","","","","","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","6651","","Information in regards to Nuclear Power Plants available electronically versus paper.","Percent","215-Technology - Reliability and Availability","0.000000","90.000000","Over target","Monthly","","","","","","","","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","6653","","Ensure IT refresh cycle is met.","Percentage","212-Technology - Quality Assurance","0.000000","99.500000","Over target","Monthly","","","","","","","","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","7195","","Time allowed for ERDS support staff to respond to stakeholders during an emergency incident.","Hours","113-Customer Results - Timeliness and Responsiveness","0.000000","2.000000","Under target","Monthly","","61698","","0.250000","Met","","2013-08-01","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","7197","","Time allowed for OCIMS support staff to respond to stakeholders during an emergency incident.","Hours","113-Customer Results - Timeliness and Responsiveness","0.000000","2.000000","Under target","Monthly","","61695","","0.500000","Met","","2013-08-01","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","7199","","OCIMS components available to support event responders and external stakeholders that support catastrophic defense functions for nuclear security and public safety.","Percent","103-Mission and Business Results - Management of Government Resources","0.000000","99.700000","Over target","Monthly","","61696","","100.000000","Met","","2013-08-01","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","7201","","OCIMS IT refresh cycle is met.","Percent","212-Technology - Quality Assurance","0.000000","99.500000","Over target","Semi-Annual","","49913","","100.000000","Met","","2013-04-01","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","7203","","FY2013: Percentage of IRS components available to support event responders and stakeholder who support catastrophic defense functions for nuclear security and public safety.","Percent","101-Mission and Business Results - Services for Citizens","0.000000","97.900000","Over target","Semi-Annual","","49907","","97.900000","Met","","2013-04-01","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","7205","","ERDS components available to support event responders and external stakeholders that support catastrophic defense functions for nuclear security and public safety.","Percent","103-Mission and Business Results - Management of Government Resources","0.000000","97.900000","Over target","Monthly","","61697","","100.000000","Met","","2013-08-01","08/02/2013","13:13:35"
"429-000002005","4","429","Nuclear Regulatory Commission","Incident Response System (IRS)","7207","","ERDS IT refresh cycle is met.","Percent","212-Technology - Quality Assurance","0.000000","99.500000","Over target","Semi-Annual","","49915","","100.000000","Met","","2013-04-01","08/02/2013","13:13:35"
"429-000001020","9","429","Nuclear Regulatory Commission","Budget Formulation System (BFS)","1291","","Availability of system during normal and off-peak hours","Percent","215-Technology - Reliability and Availability","93.000000","95.000000","Over target","Monthly","","61703","","99.000000","Met","BFS experienced near zero system down-time for both onoff peak hours","2013-07-31","08/02/2013","13:16:34"
"429-000001020","9","429","Nuclear Regulatory Commission","Budget Formulation System (BFS)","1292","","Number of supplemental subsystems maintained to compensate for lack of BFS capabilities.","Units","214-Technology - Information and Data","21.000000","10.000000","Under target","Semi-Annual","","49941","","7.000000","Met","NRC indirect/smaller offices have eliminated their supplemental subsystems to perform budget formulation.  The major program offices will phase out their subsystems with the introduction of funds utilization plan application in FY14 and budget app job code enhancement project.","2013-03-29","08/02/2013","13:16:34"
"429-000001020","9","429","Nuclear Regulatory Commission","Budget Formulation System (BFS)","1293","","Overtime hours required to complete budget formulation process","Hours","202-Process and Activities - Productivity","1250.000000","1249.000000","Over target","Semi-Annual","","49947","","121.000000","Not Met","Establishment of a new web form to capture baseline activity has dramatically cut the previously necessary overtime hours in establishing formulation year budget.","2013-03-29","08/02/2013","13:16:34"
"429-000001020","9","429","Nuclear Regulatory Commission","Budget Formulation System (BFS)","1296","","User acceptance and satisfaction with system as measured by surveys","Percent","111-Customer Results - Customer Benefit","68.000000","75.000000","Over target","Annual","P41-429-003","22145","","80.000000","Met","Users have embraced BFS for budget formulation and have contacted OCFO with ideas for future processes/integration","","08/02/2013","13:16:34"
"429-000001020","9","429","Nuclear Regulatory Commission","Budget Formulation System (BFS)","6663","","BFS Related User Issues are resolved in a timely manner by Financial Systems Branch","Days","113-Customer Results - Timeliness and Responsiveness","0.000000","3.000000","Over target","Monthly","","61702","","2.000000","Not Met","All critical/high issues for BFS were resolved within 2 business days","2013-07-31","08/02/2013","13:16:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1282","","Availability of the ADAMS Main Library during operating hours.","percentage","216-Technology - Effectiveness","99.000000","99.000000","Over target","Quarterly","","61689","","99.470000","Met","","2013-07-31","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1283","","Availability of the ADAMS PARS Library during working hours.","percentage","216-Technology - Effectiveness","99.000000","99.000000","Over target","Quarterly","","61688","","99.780000","Met","","2013-07-31","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1284","","Provide customer support response within 2 day","percentage","111-Customer Results - Customer Benefit","75.000000","75.000000","Over target","Quarterly","","59965","","100.000000","Met","","2013-07-17","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1285","","Release of non-sensitive, unclassified, regulatory documents internally within 6 days","percentage","102-Mission and Business Results - Support Delivery of Services","90.000000","90.000000","Over target","Quarterly","","61691","","95.000000","Met","","2013-07-31","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1286","","Release of non-sensitive, unclassified, regulatory documents to the public within 6 working days.","percentage","102-Mission and Business Results - Support Delivery of Services","90.000000","90.000000","Over target","Quarterly","","61690","","96.000000","Met","","2013-07-31","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1287","","Respond to customer inquiries within 1 day","percentage","203-Process and Activities - Cycle Time and Timeliness","90.000000","95.000000","Over target","Quarterly","","727","","90.000000","Met","","","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1288","","Sucessful processing of ADAMS documents into Official Agency Records (OARs).","percentage","215-Technology - Reliability and Availability","100.000000","90.000000","Over target","Quarterly","","729","","100.000000","Met","","","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1289","","Expand the use of ADAMS custom tools to improve efficienty throughout the agency.","percentage","213-Technology - Efficiency","99.000000","90.000000","Over target","Quarterly","","22143","","100.000000","Met","","","08/02/2013","13:13:34"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","1290","","Document Processing Center Scanning Statistics","percentage","202-Process and Activities - Productivity","100.000000","90.000000","Over target","Monthly","","61692","","100.000000","Met","","2013-07-31","08/02/2013","13:13:34"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","1325","","% in compliance with federal regulations and policies on payroll and time and labor reporting.","%","103-Mission and Business Results - Management of Government Resources","99.000000","99.300000","Over target","Semi-Annual","","49933","","99.300000","Met","TLM is in total compliance with federal regulations on time and labor reporting","2013-03-29","08/02/2013","13:13:37"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","1326","","% of customers satisfied with the Upgraded T&amp;L System","%","111-Customer Results - Customer Benefit","60.000000","65.000000","Over target","Semi-Annual","","49931","","65.000000","Met","Survey/Poll results of users who were satisfied with the Dec 2012 minor enhancements to TLM system","2013-03-29","08/02/2013","13:13:37"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","1327","","Number of unresolved TLM issues after upgrade","Units","204-Process and Activities - Quality","30.000000","33.000000","Under target","Monthly","","60001","","10.000000","Met","","2013-06-28","08/02/2013","13:13:37"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","1328","","System availability during normal and off-peak hours.","%","215-Technology - Reliability and Availability","97.000000","99.000000","Over target","Monthly","","60000","","99.000000","Met","","2013-06-28","08/02/2013","13:13:37"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","1329","","Time required to enter, submit and approve employee time","Hours","203-Process and Activities - Cycle Time and Timeliness","4.000000","3.500000","Under target","Monthly","","60002","","3.150000","Met","","2013-06-28","08/02/2013","13:13:37"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1302","","% of time system is up and fully operational during regular work hours","%","112-Customer Results - Service Coverage","99.000000","99.000000","Over target","Monthly","","59973","","99.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1303","","Days to issue monthly Part 171 license fee bills to customers in order to improve the timeliness of receipts and to maximize the return of receipts to the Treasury General Fund.","days","201-Process and Activities - Financial","5.000000","5.000000","Under target","Monthly","","59975","","5.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1304","","Days to issue monthly Part 170 license fee bills to customers in order to improve the timeliness of receipts and to maximize the return of receipts to the Treasury General Fund.","days","201-Process and Activities - Financial","5.000000","","Under target","Monthly","","4441","","5.000000","Met","NRC strives to send out monthly 170 Bills the first week of every month.","","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1305","","Days to issue quarterly Part 170 license fee bills to customers in order to improve the timeliness of receipts and to maximize the return of receipts to the Treasury General Fund.","days","201-Process and Activities - Financial","5.000000","5.000000","Under target","Quarterly","","59971","","5.000000","Met","100% of the corrected invoices were mailed before the deadline of 30 days after the end of the quarter","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1306","","Help Desk requests processed from users requesting passwords re-set with in one hour","%","114-Customer Results - Service Quality","95.000000","95.000000","Over target","Monthly","","59972","","98.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1307","","maintain compliance with Federal Financial Management System Requirements (FFMSR) in accordance with OMB policy","%","103-Mission and Business Results - Management of Government Resources","100.000000","100.000000","Over target","Monthly","","59974","","100.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1308","","Help desk requests on operational issues dealing with technical, infrastructure security and O&amp;M  -- year to date","%","114-Customer Results - Service Quality","40.000000","45.000000","Under target","Monthly","","59976","","30.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1309","","Help desk requests related to functional questions and issues with a severity level of 3 or 4 (high)","number","111-Customer Results - Customer Benefit","125.000000","130.000000","Under target","Semi-Annual","","49881","","25.000000","Met","","2013-03-29","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1310","","days to deactivate accounts of FAIMIS users leaving NRC","days","205-Process and Activities - Security and Privacy","2.000000","2.000000","Under target","Quarterly","","59977","","2.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1311","","Manage User inactivity. Monthly identify all users who have not logged into the system in the last 60 days. Notify them and request they log in. If they do not log in within a predefined number of days, de-activate their account.","days","102-Mission and Business Results - Support Delivery of Services","15.000000","14.000000","Under target","Monthly","","59978","","14.000000","Met","Will automating this process in the next 30 days.  The system will automatically lock all user accounts that have not logged in, in the past 60 days.","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","1312","","% of time system is up and fully operational during regular work hours","%","215-Technology - Reliability and Availability","99.000000","99.000000","Over target","Monthly","","59979","","99.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","6655","","Time that the E-Travel interface in available during Core Hours.","%","214-Technology - Information and Data","90.000000","95.000000","Over target","Monthly","","59980","","97.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","6657","","% of transactions that complete within documented thresholds during core hours","%","203-Process and Activities - Cycle Time and Timeliness","90.000000","95.000000","Over target","Monthly","","59981","","96.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","6659","","% of properly completed and approved requests for updates and changes to system reference tables, processed within one day of receipt.","%","214-Technology - Information and Data","90.000000","95.000000","Over target","Monthly","","59982","","95.000000","Met","","2013-06-30","08/02/2013","13:13:35"
"429-000001100","112","429","Nuclear Regulatory Commission","Core Financial System - Replacement (CFS)","6661","","Percent or user's who are satisfied with the with system as measured by and annual survey","%","111-Customer Results - Customer Benefit","35.000000","45.000000","Over target","Annual","P43-429-003","","","","","","","08/02/2013","13:13:35"
"429-000002080","128","429","Nuclear Regulatory Commission","Enterprise Project Management (EPM)","1313","","Number of review hours required to assess new requested license application.","Number","102-Mission and Business Results - Support Delivery of Services","400000.000000","400000.000000","Over target","Monthly","","59986","","0.000000","Not Met","","2013-07-10","08/02/2013","13:13:35"
"429-000002080","128","429","Nuclear Regulatory Commission","Enterprise Project Management (EPM)","1314","","Customer satisfaction rating of support services.","Average per survey (on 10 point scale)","111-Customer Results - Customer Benefit","7.500000","7.700000","Under target","Monthly","","59988","","7.700000","Met","","2013-07-10","08/02/2013","13:13:35"
"429-000002080","128","429","Nuclear Regulatory Commission","Enterprise Project Management (EPM)","1315","","Cost of Licensing Program associated with per licensing activity.","Cost ($M)","201-Process and Activities - Financial","120.000000","140.000000","Under target","Monthly","","59987","","140.000000","Met","","2013-07-10","08/02/2013","13:13:35"
"429-000002080","128","429","Nuclear Regulatory Commission","Enterprise Project Management (EPM)","1316","","Average variance between estimated hours vs. actual hours for license issuance.","Percent","214-Technology - Information and Data","10.000000","10.300000","Under target","Quarterly","","59983","","10.300000","Met","","2013-07-10","08/02/2013","13:13:35"
"429-000002080","128","429","Nuclear Regulatory Commission","Enterprise Project Management (EPM)","1317","","Average system availability vs unavailability for end users.","Percent","214-Technology - Information and Data","90.000000","98.000000","Over target","Monthly","","59985","","98.000000","Met","","2013-07-10","08/02/2013","13:13:35"
"429-000002080","128","429","Nuclear Regulatory Commission","Enterprise Project Management (EPM)","1318","","Percentage of project schedule changes received that are included in weeekly published scheduled updates.","Percent","214-Technology - Information and Data","90.000000","99.000000","Over target","Monthly","","59984","","99.000000","Met","","2013-07-10","08/02/2013","13:13:35"
"429-000001012","129","429","Nuclear Regulatory Commission","Infrastructure Services and Support (ISS)","2026","","Average customer survey score (1-5) for customer satisfaction based on the customer support center survey obtained after each service request. Maintaining a high-quality workforce requires that employees are satisfied with the IT services they receive.","Number, 1-5","103-Mission and Business Results - Management of Government Resources","3.500000","4.000000","Over target","Quarterly","","59995","","4.000000","Met","","2013-06-30","08/02/2013","13:13:36"
"429-000001012","129","429","Nuclear Regulatory Commission","Infrastructure Services and Support (ISS)","2027","","Percent of equipment (printers, phones, computers, etc.) that is moved and working within the current service level agreement (with 10 days notification)","Percentage","111-Customer Results - Customer Benefit","95.000000","96.000000","Over target","Quarterly","","59994","","96.000000","Met","","2013-06-30","08/02/2013","13:13:36"
"429-000001012","129","429","Nuclear Regulatory Commission","Infrastructure Services and Support (ISS)","2028","","Percent of identified IT security vulnerabilities that are addressed within 12 hours. Once an IT security vulnerability is identified, it is vital that it is mitigated quickly to reduce the risk of unauthorized access to sensitive information.","Percentage","216-Technology - Effectiveness","90.000000","91.000000","Over target","Monthly","","61700","","92.000000","Met","Over target","2013-07-31","08/02/2013","13:13:36"
"429-000001012","129","429","Nuclear Regulatory Commission","Infrastructure Services and Support (ISS)","2029","","Percentage agencywide IT infrastructure services are available to the staff. Access to the IT infrastructure is essential for completion of the agency's mission. If the infrastructure is unavailable employees cannot access major agency systems.","Percentage","215-Technology - Reliability and Availability","99.500000","99.600000","Over target","Quarterly","","59993","","99.600000","Met","","2013-06-30","08/02/2013","13:13:36"
"429-000001012","129","429","Nuclear Regulatory Commission","Infrastructure Services and Support (ISS)","2030","","Ensure IT refresh cycle is met","Percentage","114-Customer Results - Service Quality","33.000000","35.000000","Over target","Monthly","","61699","","35.000000","Met","","2013-07-31","08/02/2013","13:13:36"
"429-000001012","129","429","Nuclear Regulatory Commission","Infrastructure Services and Support (ISS)","2031","","Achieve NRC security outcomes relying on Safeguards processes and Safeguards security staff ability to easily and quickly access Safeguards information that will affect security outcomes.","Minutes","203-Process and Activities - Cycle Time and Timeliness","60.000000","59.000000","Over target","Quarterly","","59996","","59.000000","Met","","2013-06-30","08/02/2013","13:13:36"
"429-000001014","1034","429","Nuclear Regulatory Commission","Business Application System Support (BASS)","1297","","Completeness and timeliness of BASS/Application modifications to align with new regulatory requirements.","Percent","102-Mission and Business Results - Support Delivery of Services","95.000000","95.000000","Over target","Quarterly","","59967","","98.000000","Met","","2013-06-30","08/02/2013","13:13:34"
"429-000001014","1034","429","Nuclear Regulatory Commission","Business Application System Support (BASS)","1298","","Availability of all systems' applications during normal working hours (7:30 AM - 5:00 PM EST) to provide access to the data.","Percent","215-Technology - Reliability and Availability","97.000000","97.000000","Over target","Monthly","","61693","","98.000000","Met","","2013-07-31","08/02/2013","13:13:34"
"429-000001014","1034","429","Nuclear Regulatory Commission","Business Application System Support (BASS)","1299","","Reliability of all system-level backups and data backups to provide backup production files for 60 days.","Percent","215-Technology - Reliability and Availability","98.000000","98.000000","Over target","Semi-Annual","","49869","","98.000000","Met","","2013-03-31","08/02/2013","13:13:34"
"429-000001014","1034","429","Nuclear Regulatory Commission","Business Application System Support (BASS)","1300","","Applications Maintenance Service Effectiveness - Percent of requests that are completed by the target date.","Percent","113-Customer Results - Timeliness and Responsiveness","91.000000","91.000000","Over target","Quarterly","","59968","","98.000000","Met","","2013-06-30","08/02/2013","13:13:34"
"429-000001014","1034","429","Nuclear Regulatory Commission","Business Application System Support (BASS)","1301","","Availability of all systems' database infrastructures during normal working hours (7:30 AM - 5:00 PM EST) to provide access to the data.","Percent","215-Technology - Reliability and Availability","98.000000","97.000000","Over target","Monthly","","61694","","98.000000","Met","","2013-07-31","08/02/2013","13:13:34"
"429-000001001","1035","429","Nuclear Regulatory Commission","Integrated Source Management Portfolio (ISMP)","1319","","Percentage of applicable licensees that have one or more credentialed NSTS users.","Percentage","101-Mission and Business Results - Services for Citizens","15.000000","16.000000","Over target","Semi-Annual","P41-429-002","47699","","24.100000","Met","","2013-02-28","08/02/2013","13:13:36"
"429-000001001","1035","429","Nuclear Regulatory Commission","Integrated Source Management Portfolio (ISMP)","1320","","Percentage of Shipments Received On-Line.","Percentage","113-Customer Results - Timeliness and Responsiveness","30.000000","35.000000","Over target","Semi-Annual","P41-429-002","47703","","37.000000","Met","","2013-02-28","08/02/2013","13:13:36"
"429-000001001","1035","429","Nuclear Regulatory Commission","Integrated Source Management Portfolio (ISMP)","1321","","Percentage of Calls Handled by Tier 1 Help Desk.","Percentage","113-Customer Results - Timeliness and Responsiveness","82.000000","85.000000","Over target","Semi-Annual","P41-429-002","47695","","94.600000","Met","","2013-02-28","08/02/2013","13:13:36"
"429-000001001","1035","429","Nuclear Regulatory Commission","Integrated Source Management Portfolio (ISMP)","1322","","Number of code scan reports with 'high' security issues.","Count","205-Process and Activities - Security and Privacy","2.000000","3.000000","Under target","Semi-Annual","P41-429-002","47697","","2.000000","Met","","2013-02-28","08/02/2013","13:13:36"
"429-000001001","1035","429","Nuclear Regulatory Commission","Integrated Source Management Portfolio (ISMP)","1323","","Percentage of System Availability (Uptime).","Percentage","215-Technology - Reliability and Availability","99.500000","99.500000","Over target","Monthly","P41-429-002","61701","","99.951900","Met","","2013-07-31","08/02/2013","13:13:36"
"429-000001001","1035","429","Nuclear Regulatory Commission","Integrated Source Management Portfolio (ISMP)","1324","","Number of 'Emergency Releases' due to code quality issues.","Count","212-Technology - Quality Assurance","4.000000","4.000000","Under target","Semi-Annual","P41-429-002","47701","","1.000000","Met","","2013-02-28","08/02/2013","13:13:36"
"429-000001001","1035","429","Nuclear Regulatory Commission","Integrated Source Management Portfolio (ISMP)","7209","","Number of Agreement States contributing license data to the WBL National License Warehouse","Count","111-Customer Results - Customer Benefit","20.000000","20.000000","Over target","Semi-Annual","P41-429-002","47693","","21.000000","Met","","2013-02-28","08/02/2013","13:13:36"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6665","","% of time system is up and fully operational during regular work hours.","%","112-Customer Results - Service Coverage","90.000000","95.000000","Over target","Monthly","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6667","","Help Desk requests processed from users requesting passwords re-set with in one hour.","%","114-Customer Results - Service Quality","90.000000","90.000000","Over target","Monthly","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6669","","maintain compliance with Federal Financial Management System Requirements (FFMSR) in accordance with OMB policy.","%","103-Mission and Business Results - Management of Government Resources","90.000000","100.000000","Over target","Monthly","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6671","","Help desk requests on operational issues dealing with technical, infrastructure security and O&amp;M  -- year to date.","%","114-Customer Results - Service Quality","90.000000","40.000000","Under target","Monthly","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6673","","Help desk requests related to functional questions and issues with a severity level of 3 or 4 (high).","number","111-Customer Results - Customer Benefit","90.000000","125.000000","Under target","Semi-Annual","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6675","","% of open contracts migrated to the Strategic Acquisition System with a % accuracy rate. Complete and accurate begining balances helps ensure funds control &amp; audit integrity of data.","%","214-Technology - Information and Data","90.000000","95.000000","Over target","Semi-Annual","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6677","","% completion of the to-be requirements identified for all Acquisition functional areas.","%","206-Process and Activities - Management and Innovation","90.000000","95.000000","Over target","Semi-Annual","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6679","","days to inactivate accounts of Strategic Acquisition System users leaving NRC.","days","205-Process and Activities - Security and Privacy","90.000000","2.000000","Under target","Quarterly","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6681","","Manage User inactivity.  Monthly identify all users who have not logged into the system in the last 60 days.  Notify them and request they log in.  If they do not log in within 15 days de-activate their account.","days","102-Mission and Business Results - Support Delivery of Services","90.000000","15.000000","Under target","Monthly","","","","","","","","08/02/2013","13:13:37"
