Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
009-000281603,9,CMS Shared Systems Integrated Testing,3352,The percentage of incidents that were closed timely and efficiently as a result of one help desk interaction,Percentage,113-Customer Results - Timeliness and Responsiveness,90.0,100.0,
009-000281783,9,CMS Accountable Care Organizations,3353,Percent of ACOs that successfully receive transmitted program data reports (monthly/quarterly/annually),percentage,202-Process and Activities - Productivity,0.0,90.0,
009-000281783,9,CMS Accountable Care Organizations,3354,Percent of ACOs that successfully receive transmitted program data reports through EFT (monthly/quarterly/annually),percentage,115-Customer Results - Service Accessibility,0.0,75.0,
009-000281783,9,CMS Accountable Care Organizations,3355,Percent of SSP ACO applications received through the automated application system,percentage ,115-Customer Results - Service Accessibility,0.0,75.0,
009-000281783,9,CMS Accountable Care Organizations,3356,Percent of excluded ACO participants from MDM per ACO,percentage ,204-Process and Activities - Quality,0.0,15.0,
009-000281783,9,CMS Accountable Care Organizations,3357,Percent of Accurate per capita expenditure calculated per ACOs,percentage,204-Process and Activities - Quality,0.0,95.0,
009-000281783,9,CMS Accountable Care Organizations,3358,Percent of Accurate benchmark calculations per ACO (preliminary/Final/Annual),percentage,101-Mission and Business Results - Services for Citizens,0.0,95.0,
009-000281787,9,CMS Medicare Program Integrity Support Systems,3359,Percent of time system is available during normal working hours.,Percent,202-Process and Activities - Productivity,95.0,95.0,
009-000281787,9,CMS Medicare Program Integrity Support Systems,3360,Data is up to date as measured by the number of times the date of data does not match the planned date.,Number,101-Mission and Business Results - Services for Citizens,0.0,1.0,
009-000281787,9,CMS Medicare Program Integrity Support Systems,3361,Percent of  special requests answered within 30 days.,Percent,203-Process and Activities - Cycle Time and Timeliness,0.0,95.0,
009-000281787,9,CMS Medicare Program Integrity Support Systems,3362,Costs remain within budget  (measured by percent over or under planned budget).,Percent,201-Process and Activities - Financial,5.0,5.0,
009-000281787,9,CMS Medicare Program Integrity Support Systems,3363,User base is accommodated; measured by number of calls to the service desk when a user cannot access system due to limited access points (yet system is still functional),Number,115-Customer Results - Service Accessibility,0.0,0.0,
009-000282322,9,CMS Physician Feedback Program,3543,Number of QRURs that are successfully disseminated to target population,Number,101-Mission and Business Results - Services for Citizens,0.0,20000.0,
009-000282322,9,CMS Physician Feedback Program,3544,Ease of Use - This metric will evaluate the number of technical inquiries we recieve from the target population.  A lower observed value would indicate that the system was relatively easy to use,Number,115-Customer Results - Service Accessibility,0.0,20000.0,
009-000282322,9,CMS Physician Feedback Program,3545,Level of successful authentication - This metric will evaluate the number of unsuccessful authentications in the target population.  A lower number would indicate that majority of the population was being successfully authenticated,Number,205-Process and Activities - Security and Privacy,0.0,20000.0,
009-000282322,9,CMS Physician Feedback Program,3546,Server response time - Number of reports produced per minute,Number,204-Process and Activities - Quality,0.0,20000.0,
009-000282322,9,CMS Physician Feedback Program,3547,Scalability - This metric indicates how efficient the system is by identifying how many servers are necessary to efficiently accommodate user demand and activities.,Number,202-Process and Activities - Productivity,0.0,1.0,
