Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
020-000016227,20,PPL-HR - PeoplePlus-Human Resources,2609,"Ensure that all EPA personnel data is stored, retieved and tracked in HRLoB Shared Service Center (SSC) HR system by the end of 4th Qtr.",Percent Change,202-Process and Activities - Productivity,60.0,100.0,Not Met
020-000016227,20,PPL-HR - PeoplePlus-Human Resources,2610,Reduce annual contract support cost by the end of 4th Qtr.,Percent Change,211-Technology - Technology Costs,60.0,50.0,Met
020-000016227,20,PPL-HR - PeoplePlus-Human Resources,4763,De-commission the PPL System for HR use 6 months after the HRLoB Implementation.,Number,103-Mission and Business Results - Management of Government Resources,60.0,60.0,Not Met
020-000013015,20,SEMS - Superfund Enterprise Management System,2832,Percentage of targeted stakeholder groups involved in requirements effort (FY 11 measurement),Percentage of targeted stakeholder groups,114-Customer Results - Service Quality,1.0,85.0,Not Met
020-000013015,20,SEMS - Superfund Enterprise Management System,2833,Number of descriptions of SEMS system releases with defined scope (Note: Scope has now changed from &quot;periodic O&amp;M releases&quot; to &quot;major releases&quot;),Number of descriptions of SEMS system releases,101-Mission and Business Results - Services for Citizens,0.0,4.0,Met
020-000013015,20,SEMS - Superfund Enterprise Management System,2834,Percentage of SEMS server uptime,Percentage,215-Technology - Reliability and Availability,99.0,99.0,Met
020-000013015,20,SEMS - Superfund Enterprise Management System,2835,"Number of SEMS business process templates completed for SEMS-supported business processes, e.g., site clean up.",Number,202-Process and Activities - Productivity,0.0,5.0,Met
020-000013015,20,SEMS - Superfund Enterprise Management System,2836,"User assessment of system performance (Note: new metric, no data for PY available)",Numerical Rating (1 low / 5 high),114-Customer Results - Service Quality,3.0,4.0,Not Met
020-000013015,20,SEMS - Superfund Enterprise Management System,2837,"User assessment of SEMS searching capability (Note: new metric, no data for PY available)",Numerical Rating (1 low / 5 high),213-Technology - Efficiency,3.0,4.0,Not Met
020-000020201,20,TIM - Technology Infrastructure Modernization,4709,% availability of email servers,Percent,215-Technology - Reliability and Availability,95.0,95.0,Met
020-000020201,20,TIM - Technology Infrastructure Modernization,4711,% applicable US-CERT Security Awareness Reports addressed appropriately,Percent,215-Technology - Reliability and Availability,99.0,99.0,Met
020-000020201,20,TIM - Technology Infrastructure Modernization,4713,% of systems patched by CSIRC required timeframe,Percent,215-Technology - Reliability and Availability,95.0,95.0,Met
020-000020201,20,TIM - Technology Infrastructure Modernization,4715,% of time Agency has access to internet,Percent,103-Mission and Business Results - Management of Government Resources,99.0,99.0,Met
020-000020201,20,TIM - Technology Infrastructure Modernization,4717,% of time headquarters wide area network is available,Percent,115-Customer Results - Service Accessibility,99.8,99.8,Met
020-999996060,20,eRulemaking,2611,Availability of the FDMS application to public and agency users. Calculation formula: (Hours FDMS application accessible to public and agencies)/(total hours in measurement period) - (scheduled maintenance hours + network downtime).,Percentage of time system is available,215-Technology - Reliability and Availability,99.9,99.9,Not Met
020-999996060,20,eRulemaking,2612,"Federal regulatory entities using the Federal Docket Management System (FDMS). An Entity is defined as a Department, Agency, Bureau, Office, Commission or other organization with federal regulatory authority.",Number of Federal entities implemented in FDMS,112-Customer Results - Service Coverage,166.0,175.0,Met
020-999996060,20,eRulemaking,2613,Rulemakings promulgated by Federal entities that have associated FDMS dockets available and posted to the public. This is measured as a percentage of total federal rules published in the Federal Register that are promulgated by Federal entities implemented in FDMS.,Percentage of total rules published,102-Mission and Business Results - Support Delivery of Services,90.0,90.0,Met
020-999996060,20,eRulemaking,2614,"Enhancements to the Federal Docket Management System, providing improved usability and functionality of FDMS.gov and Regulations.gov.",Number of website releases,206-Process and Activities - Management and Innovation,4.0,4.0,Met
020-999996060,20,eRulemaking,2615,Public comments submitted via Regulations.gov.,Number of public comments,214-Technology - Information and Data,300000.0,350000.0,Not Met
023-000003060,23,Cloud Computing,539,"Number of new federal customers using cloud service offerings (IaaS, PaaS, SaaS, Email)",1 federal customer,112-Customer Results - Service Coverage,0.0,4.0,Not Met
023-000003060,23,Cloud Computing,540,Number of cloud computing implementations in the Federal Government as identified through documented use cases,1 federal implementation,103-Mission and Business Results - Management of Government Resources,19.0,24.0,Not Met
023-000003060,23,Cloud Computing,541,Number of outreach sessions targeted at informing customers of service offerings or facilitating cloud adoption,1 session,203-Process and Activities - Cycle Time and Timeliness,12.0,12.0,Not Met
023-000003060,23,Cloud Computing,542,Number of visitors to info.apps.gov,1 visitor,214-Technology - Information and Data,5000.0,5000.0,Not Met
023-000003060,23,Cloud Computing,543,Update document library section of the info.apps.gov website,1 document,214-Technology - Information and Data,17.0,12.0,Not Met
023-000003060,23,Cloud Computing,544,Percentage of CFO Act agencies submitting quarterly data center consolidation status report to FDCCI PMO,Percentage,212-Technology - Quality Assurance,100.0,100.0,Met
023-000003302,23,Data.gov,490,Number of Suggestions Received from Visitors will increase by 100 each year,Number of suggestions,111-Customer Results - Customer Benefit,850.0,1050.0,Not Met
023-000003302,23,Data.gov,491,Visitors using 5-star rating will rate datasets and tools at least 3 stars 75% of the time,% of visitors,111-Customer Results - Customer Benefit,40.0,75.0,Met
023-000003302,23,Data.gov,492,Dats.gov will result in a number of applications and research,Number of applications,102-Mission and Business Results - Support Delivery of Services,0.0,50.0,Not Met
023-000003302,23,Data.gov,493,Dats.gov system will be available 99% of the time,% of time,214-Technology - Information and Data,99.0,99.0,Met
023-000003302,23,Data.gov,494,Number of published datasets and tools contributed by agencies will increase by 100 a year,Number of datasets,214-Technology - Information and Data,3749.0,4600.0,Not Met
023-000003302,23,Data.gov,495,Sustain or increase the number of visitor hits to Data.gov,Number of hits,214-Technology - Information and Data,90000000.0,150000000.0,Not Met
023-000003302,23,Data.gov,496,Number of CFO act agencies with data quality standards posted at agency websites will increase,Number of agencies,214-Technology - Information and Data,15.0,22.0,Met
023-000003302,23,Data.gov,497,Time to process datasets and tools from POC's to the time of publication will decrease,Business days,203-Process and Activities - Cycle Time and Timeliness,3.0,2.5,Not Met
023-999990220,23,E-Gov Travel (ETS),499,# of (BRM) agencies using E-Gov Travel.,BRM agency,102-Mission and Business Results - Support Delivery of Services,23.0,24.0,Met
023-999990220,23,E-Gov Travel (ETS),500,% of trips planned using online booking (on an annual basis).,Ticketed reservation,201-Process and Activities - Financial,70.0,68.0,Met
023-999990220,23,E-Gov Travel (ETS),501,% of vouchers serviced through E-Gov Travel.,Travel voucher,216-Technology - Effectiveness,82.8,73.48,Not Met
023-999990220,23,E-Gov Travel (ETS),502,% of (BRM) agencies/components that have interfaces to financial system.,BRM agency,214-Technology - Information and Data,40.0,40.0,Met
023-000001100,23,Electronic Acquisition System (EAS)/Comprizon,509,Number of contracts in EAS/Comprizon targeted for closeout.,Number,114-Customer Results - Service Quality,6500.0,650.0,Not Met
023-000001100,23,Electronic Acquisition System (EAS)/Comprizon,510,Have zero Draft awards in excess of 30 days of the Contracting Officer's signed on date.,Number,102-Mission and Business Results - Support Delivery of Services,2200.0,220.0,Not Met
023-000001100,23,Electronic Acquisition System (EAS)/Comprizon,511,Have zero Draft mods in excess of 30 days of the Contracting Officer's modification signed on date.,Number,206-Process and Activities - Management and Innovation,3500.0,350.0,Not Met
023-000001100,23,Electronic Acquisition System (EAS)/Comprizon,512,No electronic signed on date on award document will cause electronic award to present an inaccurate picture of paper award.,Number,214-Technology - Information and Data,2331.0,350.0,Not Met
023-000001100,23,Electronic Acquisition System (EAS)/Comprizon,513,Help Desk time to respond to issues by severity level.,Percentage,206-Process and Activities - Management and Innovation,94.0,94.0,Met
023-000004120,23,Federal Real Property Asset Management,503,Increase in Number of Agencies Submitting Required Data Elements at the Constructed Asset or Lease Level,Number,103-Mission and Business Results - Management of Government Resources,24.0,35.0,Met
023-000004120,23,Federal Real Property Asset Management,504,Increase in Number of New System Goals Met as Defined by the FRPC and the RPAC.,Number,102-Mission and Business Results - Support Delivery of Services,0.0,1.0,Met
023-000004120,23,Federal Real Property Asset Management,505,Average Number of Monthly Helpdesk issues addressed.,Number,113-Customer Results - Timeliness and Responsiveness,0.0,150.0,Met
023-000004120,23,Federal Real Property Asset Management,506,Average number of successful system logons per quarter.,Number,202-Process and Activities - Productivity,231.0,240.0,Not Met
023-000004120,23,Federal Real Property Asset Management,507,Average Number of Active Users.,Number,206-Process and Activities - Management and Innovation,66.0,102.0,Not Met
023-000004120,23,Federal Real Property Asset Management,508,Number of system updates providing improved methods for collecting data.,Number,214-Technology - Information and Data,0.0,2.0,Met
023-000001020,23,GSA Advantage,1232,Number of postings on e-Buy (Indicates popularity or customer satisfaction).,e-Buy posting count,112-Customer Results - Service Coverage,25000.0,35000.0,Met
023-000001020,23,GSA Advantage,1233,Improve the average processing time for purchasing transactions while average number of transactions increases.,Average processing time (in seconds),216-Technology - Effectiveness,60.0,59.0,Not Met
023-000001020,23,GSA Advantage,1234,System Availability (uptime) will exceed 98%,System availability - uptime,215-Technology - Reliability and Availability,99.0,100.0,Not Met
023-000001020,23,GSA Advantage,1235,Increased sales on GSAAdvantage!,Sales in millions,103-Mission and Business Results - Management of Government Resources,400.0,400.0,Met
023-000001151,23,GSA FMLOB Shared Service/Pegasys,524,# of customer agencies migrated successfully,Number,112-Customer Results - Service Coverage,1.0,3.0,Met
023-000001151,23,GSA FMLOB Shared Service/Pegasys,525,# of days to complete month end close object,Number,103-Mission and Business Results - Management of Government Resources,3.0,3.0,Met
023-000001151,23,GSA FMLOB Shared Service/Pegasys,526,% of reduction in transaction processing cost per FTE,Percent,202-Process and Activities - Productivity,1.25,1.25,Met
023-000001151,23,GSA FMLOB Shared Service/Pegasys,527,% increase in standardized date,Percent,214-Technology - Information and Data,90.0,90.0,Met
023-000001151,23,GSA FMLOB Shared Service/Pegasys,528,Migration of BAAR from NEAR platform to Pegasys,Number,216-Technology - Effectiveness,2.0,3.0,Met
023-000004030,23,GSA Office of Enterprise Infrastructure,2531,% on-first contact resolution based on CTI/STC.,%,213-Technology - Efficiency,75.0,80.0,Not Met
023-000004030,23,GSA Office of Enterprise Infrastructure,2532,% on-time response to IT Service Desk calls.,%,103-Mission and Business Results - Management of Government Resources,90.0,94.0,Met
023-000004030,23,GSA Office of Enterprise Infrastructure,2533,% of overall customer satisfaction with Infrastructure Operations,%,114-Customer Results - Service Quality,80.0,80.0,Met
023-000004030,23,GSA Office of Enterprise Infrastructure,2534,% of time to resolve incidents by priority,%,202-Process and Activities - Productivity,90.0,96.0,Not Met
023-000004030,23,GSA Office of Enterprise Infrastructure,2535,% of variance from planned GITGO budget amount,%,211-Technology - Technology Costs,0.0,10.0,Met
023-000001226,23,Human Capital Information Technology Services,514,Maintain existing customer base,users,103-Mission and Business Results - Management of Government Resources,25000.0,27000.0,Met
023-000001226,23,Human Capital Information Technology Services,515,Improve data integrity,integer,204-Process and Activities - Quality,0.0,781.0,Not Met
023-000001226,23,Human Capital Information Technology Services,516,CHRIS availability,percentage,215-Technology - Reliability and Availability,98.0,99.8,Met
023-000001226,23,Human Capital Information Technology Services,517,Increase percentage of first time users of CHRIS Self Services for GSA and client agencies.,percentage,112-Customer Results - Service Coverage,37.0,56.0,Met
023-000001226,23,Human Capital Information Technology Services,518,Increase customer base by providing GSA HRLoB SSC services to a new agency.,integer,216-Technology - Effectiveness,7.0,7.0,Met
023-000003040,23,Identity Credential and Access Management (ICAM),1193,Number of GSA applications integrated with GSA Access Management System (GAMS) infrastructure,Number of GSA applications,103-Mission and Business Results - Management of Government Resources,0.0,4.0,Not Met
023-000003040,23,Identity Credential and Access Management (ICAM),1194,Number of applications using GSA Access Cards for authentication through GAMS,Number of PIV card-enabled applications,216-Technology - Effectiveness,0.0,4.0,Not Met
023-000003040,23,Identity Credential and Access Management (ICAM),1196,Time to issue GSA Access Card for employee on-boarding,Average number of days,113-Customer Results - Timeliness and Responsiveness,30.0,20.0,Met
023-000003040,23,Identity Credential and Access Management (ICAM),1198,Number of applications providing single sign-on using GSA Access Management System (GAMS) infrastructure,Number of applications,101-Mission and Business Results - Services for Citizens,0.0,2.0,Met
023-000003040,23,Identity Credential and Access Management (ICAM),4435,Number of applications utilizing centralized deprovisioning within 4 hours upon notification within GCIMS,Number of applications,205-Process and Activities - Security and Privacy,2.0,4.0,Not Met
023-000003040,23,Identity Credential and Access Management (ICAM),4436,Frequency of sponsorships for GSA Access Card,Times per day,203-Process and Activities - Cycle Time and Timeliness,2.0,4.0,Not Met
023-999990230,23,Integrated Acquisition Environment (IAE),1032,Customer Satisfaction: Customer satisfaction % by service based on survey,Customers,111-Customer Results - Customer Benefit,75.5,75.0,Met
023-999990230,23,Integrated Acquisition Environment (IAE),1033,Frequency and Depth:Cumulative Hits/Searches per Month averaged for each Month of the CY,Hits/Searches,214-Technology - Information and Data,22257591.0,22500000.0,Met
023-999990230,23,Integrated Acquisition Environment (IAE),1034,Reduce Compaints:  Cumulative Helpdesk calls averaged for each Month of the CY,Calls/Incidents,203-Process and Activities - Cycle Time and Timeliness,30339.0,30000.0,Met
023-999990230,23,Integrated Acquisition Environment (IAE),1035,New Customers and Market Penetration: No of Customers averaged for each Month of the CY,Users,112-Customer Results - Service Coverage,930886.0,950000.0,Met
023-999990230,23,Integrated Acquisition Environment (IAE),1036,Goods Acquistion:  Yearly # of  Records,Records,103-Mission and Business Results - Management of Government Resources,15134519.0,15500000.0,Met
023-999990230,23,Integrated Acquisition Environment (IAE),1037,Availability averaged for each Month of the CY,Hours,215-Technology - Reliability and Availability,99.64,99.0,Met
023-000004050,23,National Electronic Accounting and Reporting (NEAR) System,529,% of Functionality Remaining in System - Complete 100% of migration of reporting functionality of FAIM from NEAR,Percent,213-Technology - Efficiency,0.0,100.0,Met
023-000004050,23,National Electronic Accounting and Reporting (NEAR) System,530,% of Transactions Processed Timely and Accurately,Percent,115-Customer Results - Service Accessibility,100.0,100.0,Met
023-000004050,23,National Electronic Accounting and Reporting (NEAR) System,531,% of Functionality Remaining in System Complete 100% of migration of reporting functionality of A/R Billing from NEAR,Percent,103-Mission and Business Results - Management of Government Resources,0.0,100.0,Met
023-000004050,23,National Electronic Accounting and Reporting (NEAR) System,532,% of Transactions Processed Timely and Accurately,Percent,201-Process and Activities - Financial,100.0,100.0,Met
023-000004050,23,National Electronic Accounting and Reporting (NEAR) System,533,Migration of BAAR from NEAR to Pegasys,number,216-Technology - Effectiveness,2.0,3.0,Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),639,EMORRIS: Customer Satisfaction with Reliability,% Points,111-Customer Results - Customer Benefit,89.0,95.0,Not Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),640,MORRIS: Agencies Satisfaction with Agency Invoice Data and Various Web Reports,% Points,111-Customer Results - Customer Benefit,90.0,90.0,Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),641,MORRIS: Agencies Satisfaction with e-Billing,% Points,111-Customer Results - Customer Benefit,89.0,90.0,Not Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),642,TOPS: Agencies Satisfaction with e-Billing,% Points,111-Customer Results - Customer Benefit,91.0,95.0,Not Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),643,TOPS: Customer Satisfaction with Asset &amp; Inventory Management,% Points,111-Customer Results - Customer Benefit,96.0,96.0,Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),644,Recover Business and Operational Costs,% Points,102-Mission and Business Results - Support Delivery of Services,100.0,100.0,Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),645,TOPS: Financial Analyst Satisfaction with e-Financial,% Points,201-Process and Activities - Financial,94.0,95.0,Not Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),646,EMORRIS: Volume of Help Desk Trouble Tickets Per User,% Points,204-Process and Activities - Quality,92.0,95.0,Not Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),647,EMORRIS: System Availability to Customers,% Points,215-Technology - Reliability and Availability,100.0,100.0,Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),648,TOPS: Customer Usage of e-Billing,% Points,215-Technology - Reliability and Availability,90.0,95.0,Not Met
023-000001010,23,Network Services Ordering &amp; Billing System (NSOBS),649,TOPS: Customer Usage of e-Ordering,% Points,215-Technology - Reliability and Availability,90.0,95.0,Not Met
023-000001221,23,PAR (e-Payroll),534,% of customer service helpdesk hours of operation met,Percent,115-Customer Results - Service Accessibility,99.0,99.0,Met
023-000001221,23,PAR (e-Payroll),535,% of performance objectives met,Percent,103-Mission and Business Results - Management of Government Resources,100.0,100.0,Met
023-000001221,23,PAR (e-Payroll),536,% of employee input is entered accurately in the PAR system,Percent,204-Process and Activities - Quality,98.0,98.0,Met
023-000001221,23,PAR (e-Payroll),537,% of employee issues resolved,Percent,216-Technology - Effectiveness,96.0,96.0,Met
023-000001221,23,PAR (e-Payroll),538,Increase customer base by providing GSA Payroll SSC services to a new agency,Number,216-Technology - Effectiveness,0.0,2.0,Not Met
023-000001060,23,Regional Business Application (RBA),650,Technical Support Responsiveness average time for Priority 1 incidents measured as time from incident open to closure,Days,202-Process and Activities - Productivity,1.0,1.0,Met
023-000001060,23,Regional Business Application (RBA),651,Average Customer Satisfaction Score,Decimal,111-Customer Results - Customer Benefit,4.75,4.8,Met
023-000001060,23,Regional Business Application (RBA),652,Incorporated changes to improve organizational reporting and financial reconciliation,LOE Reduction Percentage,103-Mission and Business Results - Management of Government Resources,30.0,30.0,Met
023-000001060,23,Regional Business Application (RBA),653,Quality of changes deployed including number of changes that were deployed containing errors,SW Deployment Error Percentage,216-Technology - Effectiveness,1.5,1.0,Not Met
023-000001060,23,Regional Business Application (RBA),654,System Availability to Customers during core business hours,% Points,215-Technology - Reliability and Availability,100.0,99.8,Met
023-000004190,23,IT Dashboard,578,Reduce time to respond; respond to 75% of the comments received.,Days taken to respond.,203-Process and Activities - Cycle Time and Timeliness,4.0,3.0,Met
023-000004190,23,IT Dashboard,579,"Of the comments received at the ITDashboard.gov website, the majority are suggestions or positive comments.",Number of comments received.,111-Customer Results - Customer Benefit,85.0,90.0,Met
023-000004190,23,IT Dashboard,580,The website is more usable by making improvements to source data through the data improvement process.,Percentage of overall data quality.,102-Mission and Business Results - Support Delivery of Services,85.0,90.0,Met
023-000004190,23,IT Dashboard,581,Improve timeliness   Update data for high-risk IT projects.,Days or time taken for data to be updated regularl,203-Process and Activities - Cycle Time and Timeliness,35.0,30.0,Met
023-000004190,23,IT Dashboard,582,Application availability,Percentage of application uptime,215-Technology - Reliability and Availability,95.0,99.0,Met
023-000001290,23,eLease,573,Delivered lease space,Percentage,111-Customer Results - Customer Benefit,75.0,90.0,Not Met
023-000001290,23,eLease,574,Costs of administering leased space,Percentage,103-Mission and Business Results - Management of Government Resources,-8.25,1.0,Not Met
023-000001290,23,eLease,575,Vacant space in leased buildings,Percentage,201-Process and Activities - Financial,1.5,1.5,Met
023-000001290,23,eLease,576,Number of active Project Records accessed,Percentage,216-Technology - Effectiveness,45.0,55.0,Not Met
023-000001290,23,eLease,577,Reduced lease cycle time,Percentage,203-Process and Activities - Cycle Time and Timeliness,0.0,3.0,Met
023-000004130,23,Regulatory Information Service Center (ROCIS II),519,Customer satisfaction as indicated by survey of ROCIS public website users,User Rating,111-Customer Results - Customer Benefit,60.0,62.0,Met
023-000004130,23,Regulatory Information Service Center (ROCIS II),520,% of help desk tickets related to system issues resolved,% of tickets,202-Process and Activities - Productivity,0.0,100.0,Met
023-000004130,23,Regulatory Information Service Center (ROCIS II),521,% of time system is operationally available excluding scheduled maintenance,% of hours available,215-Technology - Reliability and Availability,98.0,98.0,Met
023-000004130,23,Regulatory Information Service Center (ROCIS II),522,% of agencies able to submit regulatory reviews and information collection reviews,% of agencies,102-Mission and Business Results - Support Delivery of Services,100.0,100.0,Met
023-000004130,23,Regulatory Information Service Center (ROCIS II),523,% of requests for information or reports satisfied within customer required timeframe (varies depending upon request),% of requests,203-Process and Activities - Cycle Time and Timeliness,0.0,100.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),2494,Increase the amount of re-use (code) as a percentage of total system that is being used for cost reduction,Percent (of total) of reuse code leading to cost r,213-Technology - Efficiency,50.0,70.0,Not Met
023-000003319,23,Enterprise Acquisition System (EAS),2495,Non-standardized configurations items converted to be standardized EA configuration,Number of Non-standardized configurations items co,214-Technology - Information and Data,6.0,6.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),2496,Initial pass rate for user acceptance test,First Pass Yield Rate,111-Customer Results - Customer Benefit,21.0,0.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),2497,Business Process capturing as process models for business process automation and agility,Percentage of automated business processes relativ,103-Mission and Business Results - Management of Government Resources,66.0,100.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),2498,Minimize requirements churn to obviate the introduction of requirements defects which are a core cause of excessive cost and schedule variances.,"New Requirements, Modified Requirements, Deleted R",202-Process and Activities - Productivity,550.0,5.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),4532,Establish a zero critical defect rate for all baselines released into Production.,Production Defects,213-Technology - Efficiency,5.0,5.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),4533,Establish a 90% Pass threshold for Test Cases Executed and Passed per month.,Test cases executed and Passed per month,212-Technology - Quality Assurance,90.0,90.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),4534,Percent of Test Cases planned for execution vs Actually executed: Establish a 90% percent threshold for Test Cases Planned and Executed per month,Test Cases Planned and Executed per month,213-Technology - Efficiency,90.0,90.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),4536,Contracting Officers / Contracting Specialists Training Impact: - GOAL 60% of the CO/CSs for each schedule rollout is maintained.,Number of CO/CS's trained for each rollout,213-Technology - Efficiency,60.0,60.0,Not Met
023-000003319,23,Enterprise Acquisition System (EAS),4537,Acquisition Solicitation Impact: GOAL   No Award / Mod delayed longer than 30 days resulting from a Pricing Evaluation Tool (PET) defect.,Days,113-Customer Results - Timeliness and Responsiveness,30.0,30.0,Met
023-000003319,23,Enterprise Acquisition System (EAS),4538,Service Schedules Rollout Adoption:  GOAL   20% of Vendors trained on New Offers / Mods received within 30 days of rollout.,Vendors &amp;amp; Days,203-Process and Activities - Cycle Time and Timeliness,20.0,20.0,Not Met
023-000004070,23,USA.gov Citizen Services,588,Number of searched by public on all Agency websites powered by USA Search,Number of searches,111-Customer Results - Customer Benefit,0.0,2000000.0,Met
023-000004070,23,USA.gov Citizen Services,589,Visits/touchpoints per week to the web site.,Number of visits,202-Process and Activities - Productivity,0.0,285000000.0,Not Met
023-000004070,23,USA.gov Citizen Services,590,Uptime of the Infrastructure,Percent of uptime,215-Technology - Reliability and Availability,99.5,99.5,Met
023-000004070,23,USA.gov Citizen Services,591,Time when capacity resources are being used below expectation,Percent of uptime,215-Technology - Reliability and Availability,0.0,5.0,Met
023-000004070,23,USA.gov Citizen Services,592,Number of Citizen Engagements,Number of engagements,111-Customer Results - Customer Benefit,0.0,104.0,Not Met
023-000004210,23,Real Estate Across the US (REXUS),989,Eliminate Regional printing of lease digest 620.,percentage value,211-Technology - Technology Costs,0.0,20.0,Met
023-000004210,23,Real Estate Across the US (REXUS),990,User satisfaction of GSA users.,percentage value,111-Customer Results - Customer Benefit,0.0,60.0,Not Met
023-000004210,23,Real Estate Across the US (REXUS),991,90% of all downstream systems required to integrate with REXUS by the end of FY12.,percentage value,213-Technology - Efficiency,0.0,90.0,Met
023-000004210,23,Real Estate Across the US (REXUS),992,Reduce the number of calls that HelpDesk receives.,number,113-Customer Results - Timeliness and Responsiveness,0.0,619.0,Met
023-000004210,23,Real Estate Across the US (REXUS),993,Eliminate any manual 620s going to finance.,percentage value,212-Technology - Quality Assurance,0.0,90.0,Not Met
023-000004200,23,Performance Dashboards,583,Customer Satisfaction survey.,Average survey scores,111-Customer Results - Customer Benefit,60.0,65.0,Not Met
023-000004200,23,Performance Dashboards,584,Application availability,Application Up-time achieved,215-Technology - Reliability and Availability,95.0,95.0,Met
023-000004200,23,Performance Dashboards,585,Completion of GPRAMA requirements,Number of  requirements met on time,203-Process and Activities - Cycle Time and Timeliness,85.0,90.0,Not Met
023-000004200,23,Performance Dashboards,586,Implementation and use of auto- upload mechanisms,Total number of agencies using auto-upload,214-Technology - Information and Data,0.0,2.0,Not Met
023-000004200,23,Performance Dashboards,587,Standard Operation Procedures (SOP) for management dashboards,Total number of dashboards with SOPs,102-Mission and Business Results - Support Delivery of Services,0.0,3.0,Not Met
023-000003303,23,USAspending.gov,676,Reduce time to respond; respond to 90% of the comments received.,Time to respond to comments.,111-Customer Results - Customer Benefit,5.0,2.0,Met
023-000003303,23,USAspending.gov,677,"Of the comments received at the USAspending.gov website, the majority are suggestions or positive comments.","Percent positive comments, or suggestion",111-Customer Results - Customer Benefit,60.0,70.0,Met
023-000003303,23,USAspending.gov,678,The website is more usable by improving source data through the data improvement process.,Days to correct data in source systems,204-Process and Activities - Quality,180.0,90.0,Met
023-000003303,23,USAspending.gov,679,Improve timeliness and availability of current information - decrease the time to post grant and other non-contract transactions.,Days to post transaction,203-Process and Activities - Cycle Time and Timeliness,60.0,55.0,Met
023-000003303,23,USAspending.gov,680,Accurately record and analyze the contractor's monthly costs and evaluate the level of  progress that has been made.,Dollars expended,201-Process and Activities - Financial,145.0,145.0,Met
026-000002411,26,Integrated Collaborative Environment,1265,Production Availability.,Uptime %,102-Mission and Business Results - Support Delivery of Services,98.0,98.0,Met
026-000002411,26,Integrated Collaborative Environment,1266,Customer Satisfaction on Ticket Closure.,Numeric Scale of 1-5,114-Customer Results - Service Quality,4.2,4.5,Met
026-000002411,26,Integrated Collaborative Environment,1267,Application Enhancement.,% Delivered,214-Technology - Information and Data,93.0,97.0,Met
026-000002411,26,Integrated Collaborative Environment,1268,Account Creation.,% Complete,202-Process and Activities - Productivity,95.0,95.0,Met
026-000002411,26,Integrated Collaborative Environment,1269,Training Customer Satisfaction.,% of Customers Very Satisfied with Training,114-Customer Results - Service Quality,95.0,95.0,Met
026-000002411,26,Integrated Collaborative Environment,1270,Application Security Compliance.,% Compliant with Security Policies,205-Process and Activities - Security and Privacy,99.0,99.0,Met
026-000002411,26,Integrated Collaborative Environment,1271,Incident Resolution - Severity 1 w/4hours.,% of Resolving Incidents within 4 hours,215-Technology - Reliability and Availability,95.0,98.0,Met
026-000001501,26,NASA Earth Observing System Data Information System (EOSDIS),1362,EOSDIS average American Customer Satisfaction Index (ACSI) score,Index,111-Customer Results - Customer Benefit,68.0,68.0,Met
026-000001501,26,NASA Earth Observing System Data Information System (EOSDIS),1363,Number of distinct products distributed in the FY,Count,113-Customer Results - Timeliness and Responsiveness,3700.0,3700.0,Met
026-000001501,26,NASA Earth Observing System Data Information System (EOSDIS),1364,Number of products distributed,Count,214-Technology - Information and Data,12000000.0,12000000.0,Met
026-000001501,26,NASA Earth Observing System Data Information System (EOSDIS),1365,Cost per Earth science data product (in the form of computer files) distributed to users,Dollar per product,201-Process and Activities - Financial,0.77,0.77,Met
026-000001501,26,NASA Earth Observing System Data Information System (EOSDIS),1366,Ratio of distributed volume to archive volume,Number,214-Technology - Information and Data,2.4,2.4,Met
026-000005010,26,JSC DA Flight Operations User Applications (UA),1272,Anomaly Density.  Software errors are reported via anomaly reports (ARs).  Anomaly density is calculated by dividing the number of outstanding ARs by the number of executable lines of software code (1 AR per 5 thousand lines of code = .2).,Percent,214-Technology - Information and Data,0.2,0.2,Met
026-000005010,26,JSC DA Flight Operations User Applications (UA),1273,"Contact SR Initiator - Customers submit service requests via an electronic Support Request (SR) system.  Personnel who are assigned to assess the requests should contact the requester within 2 days to verify receipt, clarify requirements, and provide an estimated date for Control Board presentation.  This metric represents how often this occurs.  Results are calculated by dividing the number of times these conditions are met by the total number of opportunities.",Percent,213-Technology - Efficiency,97.3,98.0,Met
