Unique_Investment_Identifier,Contract_ID,IDV_PIID,Vendor_name,Contract_size,Type of Contract (USAspending),Contract_Description,Timestamp (Contract)
422-000000032,20838,GS00T99ALD0210,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,6.716128,Cost Plus Fixed Fee,RESEARCH.GOV MANAGED SERVICES AND HOSTING,2012-08-30 11:21:34
422-000001327,20840,GS10F0466N,PRICEWATERHOUSECOOPERS LLP,6.313771,Time and Materials,PROJECT & FINANCIAL MANAGEMENT SUPPORT,2012-08-30 11:43:02
422-000000001,20829,GS06F0334Z,CATAPULT TECHNOLOGY LTD,3.5,Time and Materials,SYSTEMS ENGINEERING AND TECHNICAL ASSISTANCE,2012-06-29 16:32:57
422-000000001,20830,GS23F9806H,SYSTEMS RESEARCH AND APPLICATI,6.011748000000001,Time and Materials,IT BUSINESS MANAGEMENT SERVICES,2012-08-30 11:59:40
422-000000001,20831,GS00T99ALD0202,BOOZ ALLEN HAMILTON INC,23.259341,Cost Plus Fixed Fee,IT BUSINESS SOLUTIONS AND SERVICES,2012-08-30 11:59:40
422-999991361,20824,GS35F0634R,IRONWORKS CONSULTING LIMITED LIABILITY COMPANY,19.663625,Time and Materials,"CONTENT, PORTAL, AND SEARCH SERVICES",2012-08-30 11:35:47
422-999991361,20825,GS23F9806H,SYSTEMS RESEARCH AND APPLICATI,6.011748000000001,Time and Materials,IT BUSINESS MANAGEMENT SERVICES,2012-08-30 11:35:47
422-999991361,20826,GS00T99ALD0210,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,6.716128,Cost Plus Fixed Fee,RESEARCH.GOV MANAGED SERVICES AND HOSTING,2012-08-30 11:35:47
422-999991361,20827,GS00T99ALD0202,BOOZ ALLEN HAMILTON INC,23.928741,Cost Plus Fixed Fee,IT BUSINESS SOLUTIONS AND SERVICES,2012-08-30 11:35:47
422-999991361,20828,GS06F0334Z,CATAPULT TECHNOLOGY LTD,3.5,Time and Materials,SYSTEMS ENGINEERING AND TECHNICAL ASSISTANCE,2012-06-29 16:20:56
422-000001328,20832,GS00T99ALD0202,BOOZ ALLEN HAMILTON INC,23.928741,Cost Plus Fixed Fee,IT BUSINESS SOLUTIONS AND SERVICES,2012-08-30 11:25:59
422-000001328,20833,GS06F0334Z,CATAPULT TECHNOLOGY LTD,3.5,Time and Materials,SYSTEMS ENGINEERING AND TECHNICAL ASSISTANCE,2012-06-29 16:26:39
422-000001328,20834,GS23F9806H,SYSTEMS RESEARCH AND APPLICATI,6.011748000000001,Time and Materials,IT BUSINESS MANAGEMENT SERVICES,2012-08-30 11:25:59
429-000002080,19031,GS35F4524G,OAO CORPORATION,6.848941,Labor Hours,"TASK ORDER NO. 9 FOR NRO ENTERPRISE PROJECT MANAGEMENT SYSTEM, UNDER NRC DELIVERY ORDER DR-33-07-358, MAINTENANCE AND OPERATIONS SUPPORT FOR NRC APPLICATION SYSTEMS AND ENVIRONMENT.",2012-02-22 15:32:24
429-000002080,19032,GS35F0273L,INFORELIANCE CORPORATION,0.475,Order Dependent (IDV only),Microsoft Maintenance and Operations Support Services,2011-09-14 18:47:41
429-000002080,19033,GS35F0273L,INFORELIANCE CORPORATION,0.475,Order Dependent (IDV only),Microsoft Maintenance and Operations Support Services,2012-02-22 15:32:24
429-000002080,19034,GS35F0273L,INFORELIANCE CORPORATION,0.475,Order Dependent (IDV only),Microsoft Maintenance and Operations Support Services,2011-09-14 18:47:41
429-000002080,19035,GS35F0273L,INFORELIANCE CORPORATION,0.475,Order Dependent (IDV only),Microsoft Maintenance and Operations Support Services,2011-09-14 18:47:41
429-000002080,19036,GS35F0273L,INFORELIANCE CORPORATION,0.475,Order Dependent (IDV only),Microsoft Maintenance and Operations Support Services,2011-09-14 18:47:41
429-000001100,19739,NRCHQ11C330059,CGI FEDERAL INC.,2.728133,Time and Materials,SUPPORT SERVICES FOR NRC'S FINANCIAL ACCOUNTING AND INTEGRATED MANAGEMENT INFORMATION SYSTEM (FAIMIS).  THE SCOPE OF THE ORDER INCLUDES HOSTING SERVICES; OPERATION SUPPORT SERVICES  BUSINESS OBJECTS INFOVIEW SQL ACCESS TO PRODUCTION AND TEST DATABASE AND DATA WAREHOUSE; APPLICATION MANAGEMENT SERVICES; OPERATION SUPPORT SERVICES  LICENSE FEE BILLING (LFB) AND COST ALLOCATION; AND IMPLEMENTATION/INTEGRATION SERVICES.,2012-04-23 14:09:12
429-000001100,24009,NRCHQ11C330059,CGI FEDERAL INC.,0.02,Labor Hours,"FUNCTIONAL AREA 2 (FA2) FOR MAINTENANCE, OPERATION, AND MODERNIZATION SUPPORT OF U.S. NUCLEAR REGULATORY COMMISSION APPLICATION SYSTEMS AND ENVIRONMENT",2012-04-23 14:09:12
429-000001020,18428,NRCDR0909340,DELOITTE CONSULTING LLP,0.605,Firm Fixed Price,OPERATIONS AND MAINTENANCE FOR THE BUDGET FORMULATION SYSTEM,2011-09-13 18:29:36
429-000001020,18430,NNG07DA20B,IMMIXTECHNOLOGY INCORPORATED,0.069746,Firm Fixed Price,ORACLE HYPERION SOFTWARE LICENSE RENEWAL FOR THE BUDGET FORMULATION SYSTEM,2012-02-22 15:28:29
429-000001020,22928,GS35F0265X,"IMMIXTECHNOLOGY, INC.",0.187361,Firm Fixed Price,ORACLE HYPERION PUBLIC SECTOR PLANNING AND BUDGETING LICENSES AND ONE YEAR OF MAINTENANCE SUPPORT,2012-02-22 15:28:29
429-000000010,18424,GS35F4524G,OAO CORPORATION,0.442557,Labor Hours,Maintenance & Operation of NRC Systems,2012-02-27 15:36:32
429-000000010,18425,NRC3309342,INTERNATIONAL BUSINESS MACHINES CORPORATION,3.141728,Labor Hours,IBM FILENET SUPPORT SERVICES FOR NRC'S AGENCYWIDE DOCUMENTS ACCESS AND MANAGEMENT SYSTEM (ADAMS),2012-02-27 15:36:32
429-000000010,18426,GS35F0522J,INFORMATION MANUFACTURING CORPORATION,7.629724,Time and Materials,Agencywide Documents Access and Management System (ADAMS) Document Processing Support Services,2012-02-27 15:36:32
429-000002016,19047,NNG07DA18B,FORCE 3 INCORPORATED,0.024053,Firm Fixed Price,Hardware / software for the HRMS T&L modernization project,2012-02-22 15:24:56
429-000002016,23449,GS35F0785J,FORCE 3 INC,0.48312,Labor Hours,IT DOCUMENTATION AND HELP DESK FOR HRMS,2012-02-22 15:24:56
429-000002016,23799,GS35F0662W,SEK SOLUTIONS LLC,0.10906300000000001,Firm Fixed Price,PERPETUAL SOFTWARE LICENSE FOR PEOPLESOFT WHICH IS USED BY NRC CHIEF FINANCIAL OFFICER.,2012-03-22 15:09:12
027-999991219,23495,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",17.601049,Firm Fixed Price,OPM BPA CALL,2012-02-27 10:09:23
027-999991219,23498,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",4.2523480000000005,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,23501,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.389284,Firm Fixed Price,Data Conversion.,2012-02-27 10:09:23
027-999991219,23503,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.5935010000000001,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23504,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.566289,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23506,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",1.520501,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23508,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",1.192718,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,23509,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.878893,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23510,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",1.098668,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23512,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.189461,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23513,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.42521000000000003,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23514,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.841398,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23515,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.421987,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23516,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.2211,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23518,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.24129699999999998,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23519,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.257924,Firm Fixed Price,DATA CONVERSION.,2012-02-27 10:09:23
027-999991219,23521,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.734019,Firm Fixed Price,DOE ePerformance,2012-02-27 10:09:23
027-999991219,23523,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.6110909999999999,Firm Fixed Price,CONTINUATION OF USAID IMPLEMENTATION ADN CONVERSION SERVICES.,2012-02-27 10:09:23
027-999991219,23524,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",1.4356360000000001,Firm Fixed Price,Data Conversion.,2012-02-27 10:09:23
027-999991219,23835,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",7.318881,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24083,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",3.227115,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24085,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",6.320905000000001,Firm Fixed Price,DATA CONVERSION,2012-04-30 09:18:44
027-999991219,24087,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.18346700000000002,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24089,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.170943,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24091,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",5.496274,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24093,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",2.1678919999999997,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24095,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.242598,Firm Fixed Price,FUNDING MODIFICATION,2012-04-30 09:18:44
027-999991219,24097,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.270569,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24099,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.19176600000000002,Firm Fixed Price,FUNDING MOD,2012-04-30 09:18:44
027-999991219,24101,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.570937,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24103,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.284862,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24105,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.11751099999999999,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24107,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.12628499999999998,Firm Fixed Price,DATA CONVERSION.,2012-04-30 09:18:44
027-999991219,24109,OPM1710A0001,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY, INC",0.169927,Firm Fixed Price,NAVY ASSESSMENT,2012-04-30 09:18:44
027-000000018,20949,W91QUZ06A0003,"MYTHICS, INC",6.781427000000001,Firm Fixed Price,Oracle Enterprice License Agreement,2012-02-23 16:18:39
016-000002250,20124,GS35F5067H,"CINCOM SYSTEMS, INC",4.07509,Firm Fixed Price,RECOMPETE ON AURORA DS/TEXT AND AURORA DS/SPELL MAINFRAME SOFTWARE,2012-07-30 18:41:34
016-000002250,20126,NNG07DA19B,TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY,0.8465969999999999,Firm Fixed Price,SEWP - T-rex Catalog Software - new product,2012-02-28 19:11:48
016-000002250,20128,GS35F0553P,"FOUR POINTS TECHNOLOGY, L.L.C.",0.176738,Firm Fixed Price,BMC Maintenance Renewal,2012-02-28 19:11:48
016-000002250,20131,NNG07DA29B,TECHNICA CORPORATION,0.020891999999999997,Firm Fixed Price,Renew maintenance on Juniper Network Security Appliance.,2012-02-28 19:11:48
016-000002250,20151,NNG07DA23B,MERLIN INTERNATIONAL INCORPORATED,1.349101,Firm Fixed Price,DB2 Architecture Software - CA Subsystem Analyzer - BPA SS00-07-60009,2012-02-28 19:11:48
016-000002250,23324,GS35F0164J,OPERATIONAL RESEARCH CONSULTAN,0.006458,Firm Fixed Price,"RENEW MAINTENANCE ON GOVERNMENT-OWNED SOFTWARE WITH OPERATIONAL RESEARCH CONSULTANTS, INC.",2012-02-28 19:11:49
016-000002250,23325,GS35F0131R,CARAHSOFT TECHNOLOGY CORPORATION,0.024943,Firm Fixed Price,REFER TO SS00-10-31318 WITH CARAHSOFT TECHNOLOGY CORPORATION,2012-02-28 19:11:49
016-000002250,23326,GS35F0641V,BAMBOO SOLUTIONS CORP,0.060612,Firm Fixed Price,RENEW MAINTENANCE ON VARIOUS BAMBOO SOFTWARE PRODUCTS.,2012-02-28 19:11:49
016-000002250,23327,GS35F4794H,FEDERAL TECHNOLOGY SOLUTIONS I,0.13861500000000002,Firm Fixed Price,RENEWAL OF SS00-10-31451 FOR MAINTENANCE ON WEBTRENDS SOFTWARE PRODUCTS.,2012-02-01 16:38:09
016-000002250,23328,GS35F0366M,COMPOSITION RESEARCH TECHNOLOG,0.0136,Firm Fixed Price,"RENEWAL OF SS00-10-31449 ON MAINTENANCE OF CR TECHNOLOGIES, INC. SOFTWARE PRODUCTS.",2012-02-01 16:38:09
016-000002250,23329,GS35F4543G,"DLT SOLUTIONS, INC.",0.016165000000000002,Firm Fixed Price,RED HAT LINUX BASE SOFTWARE FOR RUM PROBE SERVERS TO SUPPORT DMA APPLICATION PRODUCTION MONITORING,2012-02-01 16:38:09
016-000002250,23330,GS35F5840H,"EDAC SYSTEMS, INC.",0.224438,Firm Fixed Price,RENEW MAINTENANCE ON ARGENT SOFTWARE.,2012-02-28 19:11:49
016-000002250,23331,NNG07DA19B,TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY,0.8465969999999999,Firm Fixed Price,SEWP - T-rex Catalog Software - new product,2012-02-28 19:11:49
016-000002250,23332,GS35F5192G,"SPECTRUM SYSTEMS, INC.",0.031582,Firm Fixed Price,RENEW MAINTENANCE ON IDERA SOFTWARE.,2012-02-28 19:11:49
016-000002250,23333,NNG07DA09B,UNISYS CORPORATION,0.041658,Firm Fixed Price,MAINTENANCE RENEWAL ON ENTERASYS SOFTWARE,2012-02-28 19:11:49
016-000002250,23334,NNG07DA19B,"AFFIGENT, LLC",0.229789,Firm Fixed Price,"REQUEST FOR ADDITIONAL FUNDS - THIS AMENDMENT IS TO INCREASE THIS REQUISITION BY $234,345 TO BRING THE TOTAL AMOUNT TO $378,080.  ITEMS 1 AND 2, JAVA SE FOR MINIMUM 1000 USERS, ARE BEING REPLACED BY ITEM 4 - JAVA FOR BUSINESS PART NUMBER JFBE8-00P018H8 ENTERPRISE - PREMIUM SERVICE LICENSE.  ITEM 3 IS NOT TO BE PURCHASED ON THIS REQUISITION AS IT IS BEING PURCHASED OFF OF ANOTHER CONTRACT.  AS A RESULT OF THE REPACKAGING OF LICENSES THE PERIOD OF PERFORMANCE WILL NOW BE 1 YEAR FROM WHEN AWARD IS CREATED.THE SOLE SOURCE JUSTIFICATION DOLLAR AMOUNT IS AN ESTIMATE OF WHAT IS TO BE PURCHASED.  THE REQUISITION AMOUNT IS DIFFERENT BECAUSE THAT IS THE ACTUAL DOLLAR AMOUNT OF THE PURCHASE.",2012-02-28 19:11:49
016-000002250,23336,NNG07DA19B,"AFFIGENT, LLC",0.725855,Firm Fixed Price,MAINTENANCE ON CHECKPOINT/NOKIA FIREWALL APPLIANCES VIA SEWP.,2012-02-28 19:11:49
016-000002250,23337,NNG07DA46B,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY,0.2009,Firm Fixed Price,MAINTENANCE ON PROGRESS FUSE SOFTWARE LICENSES,2012-02-01 16:38:09
016-000002250,23338,NNG07DA36B,"PRESIDIO NETWORKED SOLUTIONS, INC.",0.031051,Firm Fixed Price,SOFTWARE MAINTENANCE FOR POWERPATH VIRTUAL ENVIRONMENT LICENSES.,2012-02-28 19:11:49
016-000002250,23340,NNG07DA43B,FEDSTORE CORPORATION,0.361319,Firm Fixed Price,S/W Maintenance and License Upgrades for syncSort Software (Establish new 5-year delivery order),2012-02-28 19:11:49
016-000002250,23349,GS35F0265X,"IMMIXTECHNOLOGY, INC.",1.048694,Firm Fixed Price,RENEWAL OF SS00-11-30019 WITH IMMIX TECHNOLOGY/COMPAREX/MVS MAINFRAME SOFTWARE (SYSTEM 93),2012-07-30 18:41:34
016-000002250,23353,GS35F0456M,"ASG FEDERAL, INC",3.1514860000000002,Firm Fixed Price,"ASG RECOMPETE MAINT:FAST ACCESS, PRE ALERT, JOURNAL MGR. & MANAGER PRODUCTS (MAINFRAME SOFTWARE)",2012-07-30 18:41:34
016-000002250,23355,GS35F0585J,"COMPUSEARCH SOFTWARE SYSTEMS, INC.",0.22407800000000003,Firm Fixed Price,FEDCONNECT TRANSACTION-BASED SUBSCRIPTION FEE AND FEDCONNECT MODULE MAINTENANCE FROM COMPUSEARCH GSA,2012-02-28 19:11:49
016-000002250,23356,GS35F4212D,OPEN SYSTEM SCIENCES OF VIRGINIA INCORPORATED,0.022225,Firm Fixed Price,RENEW MAINTENANCE SUPPORT ON CORESTREET ONLINE CERTIFICATE STATUS PROTOCOL(OCSP) RESPONDER MODEL RA2400D,2012-02-28 19:11:49
016-000002250,23357,GS35F0291M,"GLOBAL 360, INC.",2.217811,Firm Fixed Price,ESTABLISH NEW GLOBAL360 4-YEAR SW MAINTENANCE CONTRACT.,2012-02-28 19:11:49
016-000002250,23358,GS35F5086H,ENVIRONMENTAL SYSTEMS RESEARCH,0.087378,Firm Fixed Price,MAINTENANCE ON ARCGIS SOFTWARE WITH ESRI,2012-02-01 16:38:10
016-000002250,23359,GS35F0468J,LEVI RAY & SHOUP INC,0.270054,Firm Fixed Price,"LEVI, RAY&SHOUP VPS/MVS AND VMCF/VTAM",2012-02-28 19:11:49
016-000002250,23360,GS35F5322H,PROGRESSIVE TECHNOLOGY FEDERAL,0.10653800000000001,Firm Fixed Price,RENEW MAINTENANCE ON PLEXUS SOFTWARE.,2012-02-01 16:38:10
016-000002250,23361,GS35F0585J,"COMPUSEARCH SOFTWARE SYSTEMS, INC.",0.26318800000000003,Firm Fixed Price,DATA CENTER - MAINTENANCE OF PRISM WEBSITE SOFTWARE.,2012-04-30 14:29:57
016-000002250,23362,GS35F4543G,"DLT SOLUTIONS, INC.",0.034529000000000004,Firm Fixed Price,RENEWAL OF SS00-11-30014 ON MAINTENANCE OF SOLIX TECHNOLOGIES SOFTWARE PRODUCTS.,2012-02-28 19:11:49
016-000002250,23363,NNG07DA12B,INTERNATIONAL BUSINESS MACHINES CORPORATION,0.411,Firm Fixed Price,TOOL MANAGEMENT SUPPORT CONTRACT SS.  THIS CONTRACT IS FOR IBM ACCELERATED VALUE PROGRAM SERVICES.  A SOW AND ESTIMATED COST SHEET IS ATTACHED.  THESE SERVICES ARE RECOMMENDED TO BE PURCHASED FROM THE SEWP GWAC.,2012-02-01 16:38:10
016-000002250,23364,GS35F5212H,"SYBASE, INC",0.015482,Firm Fixed Price,RENEWAL OF SS00-11-30000 FOR MAINTENANCE ON SYBASE SOFTWARE PRODUCTS,2012-02-28 19:11:49
016-000002250,23366,NNG07DA50B,"COUNTERTRADE PRODUCTS, INC.",0.003982,Firm Fixed Price,RENEW MAINTENANCE ON FLUKE ELECTRONIC LAN ETHERSCOPES,2012-02-28 19:11:49
016-000002250,23367,NNG07DA12B,INTERNATIONAL BUSINESS MACHINES CORPORATION,0.025375,Firm Fixed Price,RENEW MAINTENANCE ON IBM CONTROL-M ENCLOSURES AND CONSOLES,2012-02-28 19:11:49
016-000002250,23368,NNG07DA20B,IMMIXTECHNOLOGY INCORPORATED,0.063788,Firm Fixed Price,"HARDWARE MAINTENANCE - SS00-11-30046 PACKET CAPTURE HARDWARE, SOFTWARE AND STORAGE.  ALSO REFERENCE SS00-12-30047 FOR THE OTHER HALF OF THIS ORDER.",2012-02-28 19:11:49
016-000002250,23369,SS000760009,CA INCORPORATED,45.278591999999996,Firm Fixed Price,"SS00-07-60009 CA, INC.SW",2012-02-01 16:38:10
016-000002250,23370,NNG07DA50B,"COUNTERTRADE PRODUCTS, INC.",0.818843,Firm Fixed Price,SS00-11-30020 ULTRABAC BACKUP RECOVERY SW MAINTENANCE,2012-02-28 19:11:49
016-000002250,23371,SS000760038,MICROSOFT CORPORATION,0.19166,Firm Fixed Price,SS00-07-60038 MICROSOFT EXCHANGE - SS,2012-02-01 16:38:10
016-000002250,23373,NNG07DA50B,"COUNTERTRADE PRODUCTS, INC.",0.255203,Firm Fixed Price,SOURCEFIRE INTRUSION PREVENTION SYSTEM MAINTENANCE,2012-02-28 19:11:49
016-000002250,23375,SS000760038,MICROSOFT CORPORATION,0.13547599999999999,Firm Fixed Price,SS00-07-60038 MICROSOFT SHARED HOSTING ENVIRONMENT (SHE) - SS,2012-02-01 16:38:10
016-000002250,23377,SS000760038,MICROSOFT CORPORATION,0.19166,Firm Fixed Price,SS00-07-60038 MICROSOFT SYSTEM CENTER CONFIGURATION MANAGER DEPLOYMENT (SCCM) SS,2012-02-01 16:38:10
016-000002250,23399,GS35F0242R,IDENTIX INCORPORATED (2496),0.044896,Firm Fixed Price,MAINTENANCE ON IDENTIX 3500 FINGERPRINT STATIONS,2012-02-01 16:38:11
016-000002250,23400,W91QUZ09A0001,"TKC INTEGRATION SERVICES LLC,",0.072381,Firm Fixed Price,RENEWAL OF SS00-10-31091 ON MAINTENANCE OF ORACLE SOFTWARE PRODUCTS.,2012-02-28 19:11:50
016-000002250,23401,GS35F0536T,APRISA TECHNOLOGY LIMITED LIABILITY COMPANY,0.003956,Firm Fixed Price,APC POWER SUPPLY REPAIR&MAINTENANCE,2012-02-28 19:11:50
016-000002250,23402,GS35F0170K,"EXECUTIVE INFORMATION SYSTEMS,",1.527565,Firm Fixed Price,FY 12 SAS MAINFRAME RENEWAL,2012-07-30 18:41:34
016-000002250,23403,GS35F0783M,MERLIN SOFTWARE CORP,0.0032409999999999995,Firm Fixed Price,GENERAL APP FOR ITS SMALL PURCHASES - COMBINING REFLECTION FOR SECURE IT S/W,2012-02-28 19:11:50
016-000002250,23404,GS35F4397G,FRONTRANGE SOLUTIONS USA INC,0.031005,Firm Fixed Price,HEAT MAINTENANCE,2012-02-28 19:11:50
016-000002250,23405,GS35F0340W,"BMC SOFTWARE, INC.",38.527534,Firm Fixed Price,BMC Maintenance Renewal,2012-02-01 16:38:11
016-000002250,23407,GS35F0600V,"FUJITSU AMERICA, INC.",0.08929,Firm Fixed Price,"MAINTENANCE ON 6 FUJITSU PRIMEPOWER, MODEL 450 SERVERS AND 5 FUJITSU PRIMEPOWER MODEL 650 SERVERS AND SOFTWARE.",2012-02-28 19:11:50
016-000002250,23408,GS35F0791N,NEW TECH SOLUTIONS INCORPORATED,0.039698000000000004,Firm Fixed Price,"RENEWAL OF 3344-11-00031, 3373-11-00110, 3374-11-00059 AND SS00-11-30139 ON MAINTENANCE OF DISKEEPER SOFTWARE PRODUCTS.",2012-02-28 19:11:50
016-000002250,23411,NNG07DA51B,EMTEC FEDERAL INCORPORATED,0.004531,Firm Fixed Price,RENEW MAINTENANCE ON SYMON HARDWARE AND SOFTWARE.,2012-02-28 19:11:50
016-000002250,23418,GS07F9460G,EATON CORPORATION,0.008047,Firm Fixed Price,RENEW MAINTENANCE ON ONE POWERWARE POWER SUPPLY UNIT.,2012-02-28 19:11:50
016-000002250,23420,GS35F0312U,FOUR,56.166911999999996,Firm Fixed Price,IBM SRO RECOMPETE,2012-07-30 18:41:34
016-000002250,23422,GS35F0654W,"DOCPOINT SOLUTIONS, LLC",0.028745999999999997,Firm Fixed Price,MAINTENANCE RENEWAL FOR DOCAVE 5 AND OTHER AVEPOINT PRODUCTS,2012-02-01 16:38:11
016-000002250,23423,GS07F0522M,INFOTEC SYSTEMS CORPORATION,0.057071000000000004,Firm Fixed Price,RENEW MAINTENANCE ON LENEL SOFTWARE SUPPORT.,2012-02-28 19:11:50
016-000002250,23424,NNG07DA12B,INTERNATIONAL BUSINESS MACHINES CORPORATION,1.456525,Firm Fixed Price,SS00-07-60052 WITH STERLING COMMERCE WITH A 1 YEAR SUBSCRIPTION AND SUPPORT ORDER FROM IBM ON SEWP.,2012-02-01 16:38:11
016-000002250,23425,GS24F0029N,SPIRENT FEDERAL SYSTEMS INC,0.018645,Firm Fixed Price,RENEW MAINTENANCE ON ANUE HARDWARE AND SOFTWARE ITEMS.,2012-02-28 19:11:50
016-000002250,23427,GS35F0511T,EC AMRC/BSNESS OBJCTS AMERICAS,0.020731,Firm Fixed Price,RENEW MAINTENANCE ON JUNIPER NETWORK APPLIANCES PURCHASE ORDER SS00-10-30413 WITH TECHNICA AND SS00-11-30481 WITH MERLIN INTERNATIONAL.,2012-02-28 19:11:50
016-000002250,23428,GS35F5840H,"EDAC SYSTEMS, INC.",0.307704,Firm Fixed Price,IMAGETRAC 5-LITE SCANNERS FOR WBDOC,2012-02-28 19:11:50
016-000002250,23434,W91QUZ09A0001,"TKC INTEGRATION SERVICES LLC,",0.00855,Firm Fixed Price,RENEWAL OF SS00-11-30274 - MAINTENANCE OF ORACLE SERVICE REGISTRY PROCESS LICENSES,2012-02-28 19:11:51
016-000002250,23437,W91QUZ06A0002,DLT SOLUTIONS INCORPORATED,0.07221,Firm Fixed Price,ORACLE SOA SUITE MAINTENANANCE RENEWAL,2012-02-28 19:11:51
016-000002250,23438,W91QUZ09A0003,CARAHSOFT TECHNOLOGY CORPORATION,0.011640000000000001,Firm Fixed Price,RENEW MAINTENANCE APACHE SOFTWARE FOUNDATION PRODUCT AXIS2 WEB SERVICE,2012-02-01 16:38:11
