Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2750,PM Support Activity 2,TBD,Key Deliverable,2012-04-19,2012-09-30,0.832,0.832,In-progress,1,06/29/2012,11546,164 days,,0 days
2759,"Design,  Development and implementation of eTranscripts ","This activity provides for the design, development and implementation of e Transcripts which is an application which will will allow taxpayers to request any of the following documents; a transcript of their account for a particular tax year, a form 4506, which they may fill out and return to the IRS in order to receive a photocopy of their return, or a transcript of their return for a particular tax year.  The taxpayer will also have the choice to receive both a transcript of their account and a transcript of their return for a particular tax year.  In order to receive the document, the address the IRS has on file for the taxpayer must match the address entered by the taxpayer.  Specifically, the street address, rural route number, or post office box number will be verified to ensure that the requested document is sent to the correct residence.",Usable Functionality,2011-10-01,2012-09-17,1.15,1.384,In-progress,1,08/28/2012,11559,352 days,,0 days
2760,IDRS 2012 Mid-Year Development,"Development for legislatively mandated tax law changes and customer requested modernization and enhancement (for example, coding that does not impact database fields such as adding reports or adding fields to screens)",Usable Functionality,2012-04-01,2012-09-30,1.9271040000000002,1.894637,In-progress,1,08/31/2012,11561,182 days,,0 days
2761,SNC Planning Package,Planning activities for Secure Network Communications,Key Deliverable,2011-09-01,2011-10-31,0.075,0.075,Completed - Closed,1,08/31/2012,11562,60 days,60 days,0 days
2762,Fiscal Year End Preparations,Plan for FY 2012 Fiscal Year End,Key Deliverable,2012-01-01,2012-05-31,0.05,0.05,Completed - Costs Pending,1,08/31/2012,11563,151 days,151 days,0 days
2762,Mock Tests,Execute Mock Tests,Key Deliverable,2012-06-01,2012-09-30,0.299,0.299,In-progress,1,08/31/2012,11564,121 days,,0 days
2763,Production Execution,Execute FY end activities for FY 2011,Key Deliverable,2011-09-15,2011-12-31,0.27,0.27,Completed - Closed,1,08/31/2012,11566,107 days,107 days,0 days
2764,"Analysis, Design, Development, and Operation Support",Analysis and design; code and unit testing; documentation; and operation support,Key Deliverable,2012-01-18,2012-09-30,0.624,0.624,In-progress,1,05/31/2012,11567,256 days,,0 days
2764,"Test, Test Support, and Operation Support","Program to EST for SAT/FIT testing, pre-production testing support before implementation, and operation support",Usable Functionality,2011-10-01,2012-01-17,0.216,0.216,Completed - Closed,1,05/31/2012,11568,108 days,108 days,0 days
2765,"Test, Test Support, and Operation Support","Program to EST for SAT/FIT testing, pre-production testing support before implementation, and operation support",Usable Functionality,2011-10-01,2012-01-17,1.839,1.839,Completed - Closed,1,05/31/2012,11569,108 days,108 days,0 days
2765,"Analysis, Design, Development, and Operation Support",Analysis and design; code and unit testing; documentation; and operation support,Key Deliverable,2012-01-18,2012-09-30,1.256,1.256,In-progress,1,05/31/2012,11570,256 days,,0 days
2766,"Analysis, Design, Development, and Operation Support",Analysis and design; code and unit testing; documentation; and operation support,Key Deliverable,2012-01-18,2012-09-30,1.32,1.32,In-progress,1,05/31/2012,11571,256 days,,0 days
2766,"Test, Test Support, and Operation Support","Program to EST for SAT/FIT testing, pre-production testing support before implementation, and operation support",Usable Functionality,2011-10-01,2012-01-17,0.579,0.579,Completed - Closed,1,05/31/2012,11572,108 days,108 days,0 days
2767,"Analysis, Design, Development, and Operation Support",Analysis and design; code and unit testing; documentation; and operation support,Key Deliverable,2012-01-18,2012-09-30,0.309,0.309,In-progress,1,05/31/2012,11573,256 days,,0 days
2767,"Test, Test Support, and Operation Support","Program to EST for SAT/FIT testing, pre-production testing support before implementation, and operation support",Usable Functionality,2011-10-01,2012-01-17,0.12,0.12,Completed - Closed,1,05/31/2012,11574,108 days,108 days,0 days
2768,RRP-Rel2-Phase1,"Return Review Program Release 2 - Phase 1 - ELC Milestone Planning Phases Domain Architecture, Preliminary Design, and Physical Design to incorporate high priority Pre-Refund and CI functionality.",Key Deliverable,2011-07-01,2012-03-30,5.29,5.29,Completed - Closed,1,06/29/2012,11575,273 days,273 days,0 days
2768,RRP-Rel2-Phase2,"Return Review Program Release 2 - Phase 2 - ELC Milestone Planning Phases Domain Architecture, Preliminary Design, and Physical Design to incorporate high priority Pre-Refund and CI functionality.",Key Deliverable,2012-03-31,2013-03-01,3.46,3.46,In-progress,1,06/29/2012,11576,335 days,,0 days
2769,MS 4b - Development,Development of case management user interface and external system interfaces to provide functionality for tax examiners to work identified potential underreporter cases.,Key Deliverable,2011-10-01,2012-03-31,3.149727,3.211288,Completed - Closed,1,08/31/2012,11577,182 days,182 days,0 days
2769,MS 4b - Application Components,"Perform final development and preparation of Oracle Forms, Oracle database and the Java framework for testing.",Key Deliverable,2012-04-01,2012-05-31,1.425897,1.227356,Completed - Closed,1,08/31/2012,11578,60 days,60 days,0 days
2769,MS 4b - Hub Testing and MS5 Deployment,"The CM testing regimen consists of unit testing, functional integration testing (FIT), system acceptance testing (SAT), and performance/capacity testing as part of IRDM.  The Development, Maintenance, and Enhancement (DME) milestone comprises these testing schemes performed by the Enterprise Systems Testing (EST) organization and involves the development staff to address test defects.  Also includes completing MS5 ELC activities, environment stabilization for deployment. ",Key Deliverable,2012-06-01,2013-04-30,5.407527,5.407527,In-progress,1,08/31/2012,11579,333 days,,0 days
2770,R1 FY12 Development (MS 4b),"Data Assimilation will aggregate and insert data into IPM, the data consists of IRMF, IRPCA, and IRP Monies Summary as well as the creation of IRPCA reports.",Key Deliverable,2011-10-01,2011-12-31,0.520146,0.5144270000000001,Completed - Closed,1,08/31/2012,11580,91 days,91 days,0 days
2770,R1 MS 4b - Testing ELC Review & Exits - MS5 Deployment,"The DA testing regimen consists of unit testing, functional integration testing (FIT), system acceptance testing (SAT), and performance/capacity testing as part of IRDM.  The Development, Maintenance, and Enhancement (DME) milestone comprises these testing schemes performed by the Enterprise Systems Testing (EST) organization and involves the development staff to address test defects.   The DA Team, the Enterprise Life Cycle (ELC) Project Management Office (PMO), and PMO analysts will ensure all required documentation is prepared and submitted to Process Owners and receive appropriate signatures in order to adhere to ELC requirements to exit ELC Milestone 4b (System Development). Also includes completing MS5 ELC activities, environment stabilization for deployment. ",Key Deliverable,2012-01-01,2012-11-30,1.3875899999999999,1.3875899999999999,In-progress,1,08/31/2012,11581,334 days,,0 days
2770,R2 Preparation,"The DA team will prepare for the follow-on release of IRDM in 2013 after deployment of Release 1 (R1).  Preparation includes the refinement of requirements to accommodate additional data from Business Master File (BMF) Information Returns 1099-K and 10899-B, and 1120, 1020S, and 1065 tax returns. In addition, the DA team will prepare to enhance Release 1 functionality based on legislative changes.",Key Deliverable,2012-06-01,2012-09-30,0.347517,0.347517,In-progress,1,08/31/2012,11582,121 days,,0 days
2771,R1 UWR2 MS3/4a - ELC Exit Activities and 4B Development,"The CISA Team, the Enterprise Life Cycle (ELC) Project Management Office (PMO), and PMO analysts will ensure all required documentation is prepared and submitted to Process Owners and receive appropriate signatures in order to adhere to ELC requirements to exit ELC Milestone 3/4a. Includes Reporting Repository and Feedback Development ",Key Deliverable,2011-10-01,2012-03-31,0.49082600000000004,0.425633,Completed - Closed,1,08/31/2012,11586,182 days,182 days,0 days
2771,R1 UWR2 - EST Testing and MS5 Deployment,"The CISA testing regimen consists of unit testing, functional integration testing (FIT), system acceptance testing (SAT), and performance/capacity testing as part of IRDM. The Development, Maintenance, and Enhancement (DME) milestone comprises these testing schemes performed by the Enterprise Systems Testing (EST) organization and involves the development staff to address test defects. Also includes completing MS5 ELC activities, environment stabilization for deployment. ",Key Deliverable,2012-04-01,2013-05-31,1.60334,1.60334,In-progress,1,08/31/2012,11587,425 days,,0 days
2772,HW SW Procurement,"Purchase of components of advanced analytics, COTS software and procurement of servers.",Key Deliverable,2012-04-01,2012-09-30,3.2816940000000003,3.2816940000000003,In-progress,1,08/31/2012,11588,182 days,,0 days
2773,Filing Season Updates,Tax Law updates due to legislative changes.,Usable Functionality,2011-10-01,2012-03-30,11.397325,11.397325,Completed - Closed,1,04/27/2012,11589,181 days,182 days,0 days
2774,Video Conferencing,Refresh Video Conferencing Systems.,Usable Functionality,2011-05-01,2012-09-30,5.6,5.6,In-progress,1,07/30/2012,11591,518 days,,263 days
2775,MS 5,Pilot Phase I,Key Deliverable,2011-10-03,2012-09-30,2.375,2.375,In-progress,1,07/30/2012,11592,363 days,,0 days
2777,"MeF Release 8, MS 2-3",Launch logical design activities for processing of electronically filed Form 94x through MeF.,Key Deliverable,2011-10-03,2012-03-20,10.8,0.0,In-progress,1,07/30/2012,11595,169 days,,0 days
2777,"MeF, Release 8, MS 4a",Physical design activities for processing of electronically filed Form 94x through MeF.,Key Deliverable,2012-03-21,2012-07-16,6.5,10.391,Completed - Costs Pending,1,07/30/2012,11596,132 days,94 days,23 days
2778,Acquire and Prepare Blackberry Devices,"I-Metro Managed Service will place the order with the carrier, acquire Blackberry devices, and prepare Blackberry devices for deployment",Key Deliverable,2011-09-15,2012-01-20,0.02,0.02,Completed - Closed,1,07/30/2012,11598,127 days,127 days,0 days
2778,DeployBlackberry Devices,Delivery Blackberry devices and service to users,Key Deliverable,2011-11-01,2012-03-02,0.02,0.02,Completed - Closed,1,07/30/2012,11599,122 days,122 days,0 days
2779,PR 4.0 Construction,"Includes development Construction activities and testing for wire payments, TAS/BETC adjustments, IAT outgoing and OFAC screening interface.  This milestone is complete when Functional Freeze occurs and  4.0 functionality is developed.",Usable Functionality,2011-05-16,2011-11-11,2.625898,2.625898,Completed - Closed,1,08/31/2012,11600,123 days,179 days,0 days
2779,PR 4.0 Transition,"Includes Transition and implementation activities including SA&A for wire payments, TAS/BETC adjustments, IAT outgoing, and OFAC screening interface. This activity is complete when PAM's functionality allows agencies to process these payments.",Key Deliverable,2011-09-19,2012-01-31,1.364749,1.2406709999999999,Completed - Closed,1,08/31/2012,11601,75 days,154 days,-20 days
2780,PR 5.0 Requirements,Includes requirements analysis associated with CTX payments and standard holds. This activity is complete when all requirements have been submitted and approved by FMS.,Key Deliverable,2012-04-02,2012-08-14,0.17770899999999998,0.089025,In-progress,1,08/31/2012,11602,102 days,,0 days
2780,PR 5.0 Elaboration,Includes development Elaboration activities associated with CTX payments.  This activity is complete when the first 5.0 test release commences.,Key Deliverable,2012-06-18,2012-06-29,0.383718,0.117702,Completed - Closed,1,08/31/2012,11603,25 days,11 days,0 days
2782,TD-Test & Implement,Deploy the release that implements a new 2-Factor authentication mechanism,Usable Functionality,2011-10-01,2012-03-31,1.45,1.45,Completed - Closed,1,04/27/2012,11607,182 days,182 days,0 days
2782,"TD-Requirement, Design & Develop",Define and design the release that will add a New Floating Rate Note (FRN).,Key Deliverable,2012-04-01,2012-09-30,1.451,1.451,In-progress,1,04/27/2012,11608,182 days,,0 days
2783,"DSS-Requirements, Design, and Develop",Define and develop the enhancements to modify Retail systems to support a Check-21 solution that will digitalize the redemption processing of paper savings bond.,Key Deliverable,2011-10-01,2012-03-31,2.21,2.21,Completed - Closed,1,04/27/2012,11609,182 days,182 days,0 days
2783,DSS-Test and Implement,Deploy the enhancements to modify Retail systems to support a Check 21 solution.,Usable Functionality,2012-04-01,2012-09-30,2.214,2.214,In-progress,1,04/27/2012,11610,182 days,,0 days
2784,LTD-Decommissioning Activities,Identify systems and functionality to be eliminated as a result of changes to the Legacy Treasury Direct program.,,2011-10-01,2012-03-31,0.139,0.139,Completed - Closed,1,04/27/2012,11611,182 days,182 days,0 days
2784,FY12-LTD-Decommissioning Activities,"Define and design modifications to eliminate purchases and reinvestments in Electronic Services for Treasury Bills, Notes, and Bonds.",,2012-04-01,2012-09-30,0.139,0.139,In-progress,1,04/27/2012,11612,182 days,,0 days
2785,SOD RAD 1 Construction,"During this activity, the team will develop the product and prepare for testing activities",Key Deliverable,2011-10-03,2012-02-10,0.20534000000000002,0.419695,Completed - Closed,1,08/31/2012,11614,63 days,137 days,0 days
2785,SOD RAD 1 Deploy," During this activity, the team will conduct product testing and code freeze",Key Deliverable,2012-02-01,2012-04-24,0.11087000000000001,0.11087000000000001,Completed - Closed,1,08/31/2012,11615,83 days,91 days,6 days
2785,SOD RAD 2 Define Design and Develop,"During this activity, the team will produce define and design deliverables and develop the software",Key Deliverable,2012-04-23,2012-07-24,0.469,0.469,In-progress,1,08/31/2012,11617,92 days,,-54 days
2786,CS2 Ph2 Deploy 1,During this phase the team will conduct product testing for RVT and Performance. Resolve code defects. Create test documents.,Key Deliverable,2011-10-03,2011-12-12,0.4666,0.47851400000000005,Completed - Closed,1,08/31/2012,11619,70 days,72 days,0 days
2786,CS2 Ph2 Deploy 2,During this phase the team conducts product testing for UAT and Penetration. Document & resolve code defects. Freeze code and move application to production.,Key Deliverable,2011-12-13,2012-04-14,0.5477,0.409122,Completed - Closed,1,08/31/2012,11620,123 days,175 days,3 days
2787,MTS Develop 1,"During this phase,the team will produce the technical design, create & finalize project planning artifacts, and develop iteration 1 of the application ",Key Deliverable,2011-10-03,2012-02-29,1.2396,0.871606,Completed - Closed,1,08/31/2012,11621,149 days,149 days,0 days
2787,MTS Develop 2,"During this Activity, the team will develop iteration 2 and 3 of the application ",Key Deliverable,2012-03-01,2012-06-29,0.564,0.564,Completed - Closed,1,08/31/2012,11622,120 days,121 days,0 days
2787,MTS RVT Prep,Create test documentation for Requirements Validation Testing. ,Key Deliverable,2011-12-01,2012-06-29,0.254,0.254,Completed - Closed,1,08/31/2012,11623,90 days,129 days,26 days
2787,MTS RVT,Conduct testing code deployed to FT for Requirements Validation Testing of all Iterations. Document and resolve code defects identified. Prepare for UAT,Key Deliverable,2012-04-27,2012-08-31,1.031,1.031,In-progress,1,08/31/2012,11624,126 days,,0 days
2788,ASR Phase 1A Deploy,Implement Phase 1A and conduct user acceptance and performance testing ,Key Deliverable,2011-10-03,2011-11-23,0.058,0.058,Completed - Closed,1,08/31/2012,11628,51 days,51 days,0 days
2788,ASR Phase 1B Develop,"During Phase 1B Develop, the team develops transaction based reports, prepare for requirements testing, conducts requirements testing of the application and resolves any problems discovered during testing",Key Deliverable,2011-10-03,2012-01-04,0.17110999999999998,0.340848,Completed - Closed,1,08/31/2012,11629,93 days,92 days,0 days
2788,ASR Phase 1B Deploy,"During Phase 1B Deploy, the team  prepares for and conducts user acceptance and performance testing, resolves and issues, freezes the code and deploys to the production environment ",Usable Functionality,2011-12-12,2012-04-14,0.11350999999999999,0.075435,Completed - Closed,1,08/31/2012,11630,89 days,98 days,0 days
2788,ASR Phase 2 Define and Develop,"During this phase of the project, the team will define the scope of the accountability detail reports to be developed and develop the code.",Key Deliverable,2012-01-23,2012-06-25,0.50947,0.437,Completed - Closed,1,08/31/2012,11632,154 days,202 days,-48 days
2788,ASR Phase 2 Deploy,"During this phase, the team executes requirements validation testing and user acceptance and prepares for and performs performance and penetration testing. Freeze code and migrate to production",Key Deliverable,2012-06-25,2012-12-08,0.522,0.522,In-progress,1,08/31/2012,11633,166 days,,-47 days
2788,ASR Phase 3 Design Phase 1,"During this phase, During this phase, the team designs the reports in support of the Monthly Treasury Statement (MTS)",Key Deliverable,2012-04-30,2012-07-13,0.224,0.224,In-progress,1,08/31/2012,11636,74 days,,-60 days
2788,ASR Phase 3 Develop Phase 1,"During this phase, the team develop the reports in support of the Monthly Treasury Statement (MTS)",Key Deliverable,2012-05-22,2012-09-21,0.156,0.156,In-progress,1,08/31/2012,11637,122 days,,2 days
2789,GF Validate Posting Logic,During this phase the team will Analyze account balances established in the GF Prototype to ensure the posting logic defined produced the correct results,Key Deliverable,2011-10-03,2012-06-28,0.2634,0.187,Completed - Closed,1,08/31/2012,11639,149 days,199 days,0 days
2789,GF FY 2012 Reporting Prep,"During this phase the team will draft standard operating procedures for the GF reporting entity such as internal controls, external reporting required, etc.",Key Deliverable,2012-03-01,2014-09-30,0.2294,0.2294,In-progress,1,08/31/2012,11640,119 days,,0 days
2790,GF Phase 2 Deploy,"During this phase, the team will conduct a Deployment Summary of GF Prototype ensuring that the product meets all requirements and is available for demonstrating in GF Posting",Usable Functionality,2011-10-03,2011-10-31,0.001,0.001,Completed - Closed,1,08/31/2012,11642,28 days,28 days,0 days
2791,GL Design & Development,"During this phase, the team will Design, develop, and configure the CARS Oracle GL and the GL interfaces between STAR, CARS and the CARS GL.",Key Deliverable,2011-10-03,2012-03-21,0.1347,0.076,Completed - Closed,1,08/31/2012,11643,170 days,204 days,0 days
2791,GL Testing Sub-Phase,"During this phase, the team will Conduct developer (IT), requirements validation (RVT), and user acceptance testing (UAT) of the CARS Oracle GL and GL interfaces.",Key Deliverable,2011-11-21,2012-07-01,0.479,0.349,In-progress,1,08/31/2012,11644,178 days,,7 days
2791,GL Deployment & Closeout,"During this phase, the team will Deploy the CARS Oracle GL and GL interfaces to Production, complete closeout activities, and define ARC warranty support. Actual deployment occurs on July 2, 2012.",Usable Functionality,2012-04-20,2012-09-10,0.221,0.221,In-progress,1,08/31/2012,11645,143 days,,0 days
2792,"BTS RAD 1 Definition, Design, and Construction","During this phase the team will deliver the scope, schedule, requirements, and design deliverables and develop the product solution for the first RAD",Key Deliverable,2011-10-03,2012-03-27,0.4384,0.201062,Completed - Closed,1,08/31/2012,11646,176 days,176 days,0 days
2792,BTS RAD 1 Deploy,During this phase the team will provide the deliverables to validate that the product meets the established requirements for this non-production release,Usable Functionality,2012-03-28,2012-05-29,0.1729,0.1729,Completed - Closed,1,08/31/2012,11647,62 days,62 days,0 days
2792,BTM RAD 2 Define,"During this phase the team will deliver the scope, schedule, and requirements deliverables to the developers and stakeholders for the second RAD of BTS",Key Deliverable,2012-02-16,2012-06-19,0.183,0.183,Completed - Closed,1,08/31/2012,11648,124 days,119 days,0 days
2792,BTM RAD 2 Design and Develop,During this phase the team will  produce design deliverables and develop the product ,Key Deliverable,2012-06-21,2012-10-18,0.251,0.251,In-progress,1,08/31/2012,11649,119 days,,-6 days
2793,FY12 PMO - Q1 and Q2,Manage the program activities for the first 2 quarters of FY12,,2011-10-03,2012-03-30,0.6441399999999999,0.594,Completed - Closed,1,08/31/2012,11651,179 days,179 days,0 days
2793,FY12 PMO - Q3 and Q4,Program management activities required for FY12 Q3 and Q4,,2012-04-03,2012-09-28,0.593,0.593,In-progress,1,08/31/2012,11652,178 days,,0 days
2794,PATS 4 RAD 1 Develop & Deploy,"During this phase the team will perform testing activities that include requirements validation, user acceptance, performance  & 508 testing.  All identified problems will be resolved and upon certification, the team will freeze the code & deploy the software to production",Usable Functionality,2011-10-03,2012-04-14,1.7949,2.4255419999999996,Completed - Closed,1,08/31/2012,11654,194 days,194 days,0 days
2794,"PATS 4 RAD 2 Pre-Define, Define & Design","During this phase of PATS 4 RAD 2, the team will conduct Business Analysis, Project Requirements Definition, Release Requirements Definition, and prepare Business Design Deliverables",Key Deliverable,2011-10-03,2012-03-16,0.9957600000000001,0.374581,Completed - Closed,1,08/31/2012,11656,165 days,221 days,0 days
2794,PATS 4 RAD 2 Development Phase,"During this phase, the team will develop the software, conduct unit testing and prepare for RVT and UAT Testing.",Key Deliverable,2012-03-19,2012-07-24,2.366,2.366,In-progress,1,08/31/2012,11657,127 days,,0 days
2795,Testing,Functional testing also continues.  This project timeline is concurrent with PCR3694 AS400 to Unix.,Usable Functionality,2011-09-08,2012-05-10,0.5,0.5,Completed - Closed,1,07/30/2012,11659,71 days,245 days,0 days
2795,SA&A,Security Assessment & Authroization,Key Deliverable,2011-04-28,2011-10-30,0.3,0.3,Completed - Closed,1,07/30/2012,11660,185 days,162 days,0 days
2795,Implementation,Implement Phase 3 of functionality to system.,Key Deliverable,2011-11-19,2012-05-18,0.1,0.1,Completed - Closed,1,07/30/2012,11661,181 days,181 days,0 days
2796,Development-QA-Implementation,Design and implement NACHA regulatory change.,Key Deliverable,2011-04-27,2011-10-30,0.1,0.052,Completed - Closed,1,07/30/2012,11662,186 days,171 days,0 days
2797,Development-QA-Implementation,"Design, testing and implementation of disclosure letter from daily to monthly distribution.",Key Deliverable,2011-04-27,2011-10-30,0.1,0.0,In-progress,1,07/30/2012,11663,186 days,,0 days
2798,"Corrections and Adjustments Requirements, Design and Initial Development","In this work package, the Corrections and Adjustment project will complete the project requirements and begin a series of analysis, design and development iterations to build the Corrections and Adjusments functionality in a staged approach. The project will consist of 2 RAD cycles with multiple iterations for design, development and test activities. The full scope will consist of addressing deposit side corrections and reversals, processing Debit Gateway adjustment, corrections and reversals, transmitting Adjustment/Corrections/Reversals to TRS and addressing requirements related to CashLinkII retirement. The RAD Cycle 1 will include completing the detailed requirements and associated artifacts such as use cases, user interface specifications, work flows and other item through  7 requirements iterations, completing the design, completing 7 development iterations out of 12, completing test plans for System Test, Performance Test and 508 Test, and initiating joint planning sessions with interface systems. ",Key Deliverable,2011-10-01,2012-03-31,3.933,2.5,Completed - Closed,1,08/31/2012,11664,182 days,151 days,0 days
2798,Oversight and Support of Corrections and Adjustments Scoping and Requirements,"Project management activities of the Financial Agent in support of Corrections and Adjustments RAD Cycle 1 planning, requirements, design, and development activities. This is a LOE based activity that includes project schedule creation, weekly updates to schedule, risk and issue monitoring, EVM reporting and coordination with the project team members, stakeholders and interface systems. Deliverables will also include updating project level documentation. ",Key Deliverable,2011-09-01,2011-12-31,0.086,0.086,Completed - Closed,1,08/31/2012,11668,121 days,121 days,0 days
2798,Oversight and Support of Corrections and Adjustments Final Requirements and Development,"Project management activities of the Financial Agent in support of Corrections and Adjustments RAD Cycle 1 and RAD Cycle 2 requirements, design, development and test preparation activities. This is a LOE based activity that includes project schedule creation, weekly updates to schedule, risk and issue monitoring, EVM reporting and coordination with the project team members, stakeholders and interface systems. ",Key Deliverable,2012-01-01,2012-06-30,0.131,0.131,Completed - Closed,1,08/31/2012,11669,181 days,59 days,0 days
44,functionality modifications,ATS-P functionality modifications resulting from mission changes,Usable Functionality,2011-11-20,2012-03-24,3.947,3.947,Completed - Closed,1,07/24/2012,11671,125 days,125 days,0 days
44,functionality modifications,ATS-P functionality modifications resulting from mission changes,Usable Functionality,2012-03-25,2012-07-28,3.947,3.947,In-progress,1,07/24/2012,11672,125 days,,0 days
44,initial functionality modifications,ATS-P updates to hotlist functionality,Usable Functionality,2011-07-24,2011-09-24,3.947,3.947,Completed - Closed,1,07/24/2012,11673,62 days,62 days,0 days
47,functionality modifications,ATS-N functionality modifications resulting from mission changes,Usable Functionality,2011-12-11,2012-06-23,8.88,8.88,Completed - Closed,1,07/24/2012,11674,195 days,195 days,0 days
2799,Release 1.0 Deployment,Conduct Production Readiness Review meeting; provide support for go-live event and post release support for end users.Key Deliverable: Production Readiness Review (PRR).,Key Deliverable,2011-10-01,2011-11-24,3.888,3.888,Completed - Closed,1,03/15/2012,11675,54 days,54 days,0 days
2801,Engineering Manufactoring Development (EMD),Contractor final design of special purpose circuit card.Complete AF performed weapon system testing.,,2011-10-01,2012-09-30,22.229,22.229,In-progress,1,02/29/2012,11677,365 days,,0 days
2802,Pre-Milestone B Acquisition,"System Program Office initiation of acquisition activities (engineering trade-off analysis, acquisition documentation) leading to Milestone B.",,2011-10-01,2012-09-30,16.391,16.391,In-progress,1,02/29/2012,11679,365 days,,0 days
2805,Planning End,Project Management and the development of PMAS required artifacts.,Key Deliverable,2009-12-31,2012-05-17,1.0,1.0,In-progress,1,06/21/2012,11695,851 days,,0 days
2806,INCR-CR Increment 4 Finish: Post Release & Project Closure Complete of Patch RA*5*107,"Beta Initial Operating Capability, National Release, Post-Release Support, Project Closure",Usable Functionality,2011-09-27,2012-02-21,0.184,0.184,Completed - Closed,1,06/21/2012,11696,147 days,147 days,0 days
2807,Increment 4 Finish Telepathology in the TeleReader,Provided functionality to the clinicians to remotely view and read Pathology studies.,Usable Functionality,2011-12-05,2012-06-01,1.365839,1.365839,Completed - Costs Pending,1,06/21/2012,11697,179 days,179 days,0 days
2807,Increment 3 Finish Annotations Enhancements  in the Clinical Display Application,Provide functionality to make annotations  in the Clinical Display Application.,Usable Functionality,2011-06-06,2011-12-02,0.655323,0.655323,Completed - Closed,1,06/21/2012,11698,179 days,179 days,0 days
2808,Increment 1 Finish - Installation & Testing at HI & Palo Alto,"Sites of installation and testing are Durham, NC, San Francisco, CA and Palo Alto, CA",Usable Functionality,2011-10-03,2011-12-30,0.21688600000000002,0.21688600000000002,Completed - Closed,1,06/21/2012,11699,88 days,88 days,0 days
2808,Increment 2 Finish -  Installation and Testing at Durham & San Francisco,"Sites of installation and testing are at Pacifica Islands Health Care System, HI",Usable Functionality,2011-10-03,2012-03-28,0.072295,0.072295,In-progress,1,06/21/2012,11700,177 days,,0 days
2810,INCR 1 End (Prevention of claims entries where claims received date is prior to treatment/admission date),Completion of testing and ready for national deployment so claims that have dates prior to admission or treatment dates cannot be entered.,Usable Functionality,2012-04-16,2012-08-21,0.347,0.347,In-progress,1,08/14/2012,11702,127 days,,0 days
2811,INCR 1 End - Process Payments thru IPAC system,Completion of testing and ready for national deployment to process payments through IPAC.,Usable Functionality,2011-08-29,2012-12-31,0.42408500000000005,0.42408500000000005,In-progress,1,08/14/2012,11703,158 days,,0 days
2812,Planning Finish,Submit all documentation for approval to begin the devlopment of clinical reminders that support evidence based therapy.,Key Deliverable,2011-01-03,2012-08-15,0.19312100000000001,0.19312100000000001,In-progress,1,08/14/2012,11704,452 days,,0 days
2813,Field Test Increment Finish Date,Patch Testing,Usable Functionality,2011-12-30,2011-12-30,0.5625,0.5625,Completed - Costs Pending,1,08/14/2012,11705,0 days,0 days,0 days
2813,Development Increment Finish Date,Patch Build Completed,Usable Functionality,2011-07-01,2011-12-30,0.9375,0.9375,Completed - Costs Pending,1,08/14/2012,11706,182 days,182 days,0 days
2813,National Patch Approval Date,Patch Approved for Release,Usable Functionality,2011-12-30,2011-12-30,0.1875,0.1875,Completed - Costs Pending,1,08/14/2012,11707,0 days,0 days,0 days
2814,Planning Completion,Project planning completed,Key Deliverable,2011-09-07,2012-03-30,1.8,1.8,Completed - Costs Pending,1,08/14/2012,11708,205 days,205 days,0 days
2815,Planning State Completed,Current Planned TAC Contract Award Milestone,Key Deliverable,2011-01-03,2012-05-25,0.11973199999999999,0.11973199999999999,In-progress,1,08/14/2012,11709,361 days,,0 days
2816,Planning State Completed,"Requirements, Design, and Project Management documents completed and approved.",Key Deliverable,2011-07-25,2012-01-26,0.433,0.433,Completed - Costs Pending,1,08/14/2012,11710,179 days,185 days,0 days
2278,Increment 4 Finish National Release of Watermarking of Rescinded Advanced Directives,Development of an interface for the Release of Information to enhance staff productivity.,Usable Functionality,2011-12-06,2012-06-01,0.9084620000000001,0.9084620000000001,Completed - Closed,1,08/14/2012,11711,178 days,178 days,0 days
2817,M:  Increment 1 Completed,End of first increment of the Capabilities Enhancement Project,Usable Functionality,2011-06-27,2011-11-28,1.501,1.501,Completed - Costs Pending,1,06/21/2012,11713,154 days,154 days,0 days
2818,Increment Complete Capabilities Enhancement,Completion of the Core Development team's work to enhance the stability and reliability of the MHV Platform,Usable Functionality,2011-09-15,2011-12-30,0.074001,0.074001,In-progress,1,06/21/2012,11714,106 days,,0 days
2818,Increment Completion for Deployment of first batch of 14 Extracts,End of first FY 12 Increment for delivery of the Personal Health Record,Usable Functionality,2012-01-02,2012-03-31,1.0,1.0,Completed - Costs Pending,1,06/21/2012,11716,89 days,89 days,0 days
2819,UPM: INCR 1 Finish - (Beta 2 Rollout),"During Beta2 incremental stage the project expects to:  Identify the RO's for Beta, activate the new RO's, enter new VRE CH31 subsistence allowance cases in CWINRS",Usable Functionality,2011-08-29,2012-02-27,0.582,0.582,Completed - Costs Pending,1,06/21/2012,11719,182 days,182 days,0 days
2820,UPM: Receive PMAS Readiness Executive Decision Memorandum (EDM),PMAS approval to progress project to active status.,Key Deliverable,2011-10-03,2012-04-13,1.044233,1.044233,Completed - Costs Pending,1,08/14/2012,11721,116 days,193 days,0 days
