Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Total Costs Actual,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2206,288661: Electronic Document Exchange Design,Design Project from previous contract,Key Deliverable,2011-05-04,2011-08-18,0.059,0.059,0.059,Completed - Closed,1,07/23/2012,10023,107 days,106 days,0 days
2207,288908: Implementation and Close-out,,Usable Functionality,2011-08-20,2011-10-07,0.013,0.013,0.013,Completed - Closed,1,07/23/2012,10025,48 days,48 days,0 days
2207,288908: Passport Denial Online Enhancements Phase I,Consolidated activities from previous contract,Key Deliverable,2011-07-05,2011-08-19,0.029,0.028,0.028,Completed - Closed,1,07/23/2012,10026,45 days,45 days,0 days
2208,288983: Planning/Analysis,Planning and analysis,Key Deliverable,2011-10-10,2011-11-18,0.019,0.017,0.017,Completed - Closed,1,07/23/2012,10028,23 days,39 days,0 days
2208,288983: Design,Design,Key Deliverable,2011-10-28,2011-11-18,0.032,0.031,0.031,Completed - Closed,1,07/23/2012,10029,25 days,25 days,-4 days
2208,288983: Development,Development,Key Deliverable,2011-11-10,2012-01-06,0.025,0.025,0.025,Completed - Closed,1,07/23/2012,10030,33 days,60 days,-3 days
2208,288983: Testing,Testing,Key Deliverable,2011-12-11,2012-01-20,0.023,0.023,0.023,Completed - Closed,1,07/23/2012,10031,29 days,60 days,-20 days
2208,288983: Implementation and Close-out,Implementation and Close-out,Usable Functionality,2012-01-10,2012-01-20,0.011,0.012,0.012,Completed - Closed,1,07/23/2012,10032,10 days,45 days,-35 days
2209,288984: Planning and analysis,Planning and analysis,Key Deliverable,2012-04-04,2012-05-07,0.033,0.025,,Completed - Costs Pending,1,07/23/2012,10034,33 days,58 days,0 days
2209,288984: Detailed Design,Detailed Design,Key Deliverable,2012-05-03,2012-08-19,0.096,0.105,,In-progress,1,07/23/2012,10035,106 days,,-6 days
2210,288989: Planning,Planning,Key Deliverable,2011-10-10,2011-10-25,0.007,0.002,0.002,Completed - Closed,1,07/23/2012,10038,15 days,15 days,0 days
2210,288989: Analysis,Analysis,Key Deliverable,2011-10-13,2011-11-11,0.024,0.026,0.026,Completed - Closed,1,07/23/2012,10039,29 days,32 days,-3 days
2210,288989: Design,Design,Key Deliverable,2011-10-27,2012-03-09,0.125,0.126,0.126,Completed - Closed,1,07/23/2012,10040,132 days,135 days,-1 days
2210,288989: Development,Development,Key Deliverable,2012-02-22,2012-06-04,0.071,0.08,,Completed - Costs Pending,1,07/23/2012,10041,103 days,109 days,-9 days
2210,288989: Testing,Testing,Key Deliverable,2012-03-07,2012-06-28,0.042,0.062,,In-progress,1,07/23/2012,10042,113 days,,-23 days
2211,288990: NDNH EAF Detailed Design,Detailed Design Project - Previous Contract,Key Deliverable,2011-04-27,2011-08-19,0.084,0.076,0.076,Completed - Closed,1,07/23/2012,10044,113 days,114 days,0 days
2211,288990: Development,Development,Key Deliverable,2011-08-31,2012-02-03,0.15,0.144,0.144,Completed - Closed,1,07/23/2012,10046,176 days,156 days,0 days
2211,288990: Testing,Testing,Key Deliverable,2011-10-12,2012-04-10,0.063,0.059,0.059,Completed - Closed,1,07/23/2012,10047,181 days,189 days,-33 days
2211,288990: Implementation and Close-out,Implementation and Close-out,Usable Functionality,2012-02-29,2012-07-13,0.035,0.025,,In-progress,1,07/23/2012,10048,135 days,,12 days
2212,288993: Analysis/Design,Analysis/Design,Key Deliverable,2010-12-15,2011-05-06,0.099,0.063,0.063,Completed - Closed,1,07/23/2012,10050,183 days,136 days,6 days
2212,288993: Development/Testing,Development/Testing,Usable Functionality,2011-02-03,2011-07-12,0.216,0.253,0.253,Completed - Closed,1,07/23/2012,10051,176 days,159 days,0 days
2213,289318: Requirements Analysis,Requirements Analysis,Key Deliverable,2011-08-22,2011-10-31,0.04,0.032,0.032,Completed - Closed,1,07/23/2012,10053,59 days,70 days,0 days
2213,289318: Design,Design,Key Deliverable,2011-09-08,2011-12-07,0.078,0.059,0.059,Completed - Closed,1,07/23/2012,10054,76 days,90 days,0 days
2213,289318: Development,Development,Key Deliverable,2011-09-29,2011-12-22,0.082,0.102,0.102,Completed - Closed,1,07/23/2012,10055,85 days,86 days,-2 days
2213,289318: Testing,Testing,Key Deliverable,2011-10-24,2012-02-03,0.079,0.09,0.09,Completed - Closed,1,07/23/2012,10056,77 days,100 days,2 days
2213,289318: Implementation and Closeout,Implementation and Closeout,Usable Functionality,2011-12-02,2012-03-02,0.021,0.018,0.018,Completed - Closed,1,07/23/2012,10057,87 days,91 days,0 days
2214,289341: Planning/Analysis,Planning/Analysis,Key Deliverable,2011-10-28,2012-02-27,0.06,0.046,0.046,Completed - Closed,1,07/23/2012,10059,115 days,122 days,0 days
2214,289341: Development,Development,Key Deliverable,2012-01-23,2012-06-04,0.242,0.286,,Completed - Costs Pending,1,07/23/2012,10060,133 days,141 days,0 days
2214,289341: Testing,Testing,Key Deliverable,2012-01-13,2012-08-19,0.121,0.214,,In-progress,1,07/23/2012,10061,219 days,,31 days
2217,289354: Analysis,Analysis,Key Deliverable,2011-09-06,2011-10-05,0.039,0.019,0.019,Completed - Closed,1,07/23/2012,10081,21 days,29 days,0 days
2217,289354: Design,Design,Key Deliverable,2011-09-06,2011-12-02,0.087,0.056,0.056,Completed - Closed,1,07/23/2012,10082,84 days,73 days,14 days
2217,289354: Development,Development,Key Deliverable,2011-11-04,2011-12-14,0.028,0.058,0.058,Completed - Closed,1,07/23/2012,10083,25 days,56 days,-16 days
2217,289354: Testing,Testing,Key Deliverable,2011-11-22,2012-01-13,0.022,0.039,0.039,Completed - Closed,1,07/23/2012,10084,52 days,99 days,-47 days
2217,289354: Implementation and Close-Out,Implementation and Close-Out,Usable Functionality,2011-12-06,2012-01-13,0.001,0.005,0.005,Completed - Closed,1,07/23/2012,10085,38 days,81 days,-43 days
2218,289363: Design and Development,Design and Development,Key Deliverable,2010-12-13,2011-05-06,0.204,0.206,0.206,Completed - Closed,1,07/23/2012,10087,144 days,144 days,0 days
2218,289363: Testing and Implementation,Testing and Implementation,Usable Functionality,2011-01-18,2011-06-23,0.139,0.136,0.136,Completed - Closed,1,07/23/2012,10088,181 days,156 days,0 days
2219,299161: ITAS AMS Initiation / Concept Planning,,Key Deliverable,2011-08-01,2011-08-31,0.023,0.023,0.023,Completed - Closed,1,02/24/2012,10091,30 days,30 days,0 days
2219,299161: ITAS AMS Requirements Analysis and Design,,Key Deliverable,2011-09-01,2011-09-30,0.023,0.023,,In-progress,1,02/24/2012,10092,29 days,,0 days
2219,299161: AR Initiation / Concept Planning,,Key Deliverable,2011-09-01,2011-09-15,0.012,0.012,0.012,Completed - Closed,1,02/24/2012,10123,14 days,14 days,0 days
2219,299161: AR Requirements Analysis and Design,,Key Deliverable,2011-09-16,2011-09-30,0.012,0.012,,In-progress,1,02/24/2012,10124,14 days,,0 days
2220,302401: Initiation (EPLC Phase),,Key Deliverable,2010-09-01,2011-01-14,0.05,0.05,0.05,Completed - Closed,1,02/24/2012,10137,135 days,149 days,0 days
2220,302401: Project Planning and Business Case Analysis,,Key Deliverable,2010-10-01,2011-01-26,0.025,0.025,0.025,Completed - Closed,1,02/24/2012,10139,117 days,117 days,0 days
2220,302401: Complete Stage Gate Review (ITIRB),,Key Deliverable,2010-12-01,2011-01-26,0.05,0.05,0.05,Completed - Closed,1,02/24/2012,10140,56 days,56 days,0 days
2220,302401: Complete High Level Requirements Gathering,,Key Deliverable,2011-07-01,2011-09-29,0.52,0.52,,In-progress,1,02/24/2012,10142,90 days,,0 days
2220,302401: Complete Enterprise Architecture Modeling,,Key Deliverable,2011-08-05,2011-12-20,0.078,0.04,,In-progress,1,02/24/2012,10143,137 days,,0 days
2220,302401: Complete Procurement and Award Implementation Contract,,Key Deliverable,2011-08-22,2012-07-30,0.1,0.08,,In-progress,1,02/24/2012,10146,343 days,,0 days
2221,283663: 2010-11 Enhancements planned for contract year 1 include changes related to FSMA and the Oracle DB upgrade.,Planning and Requirements,Key Deliverable,2011-06-01,2011-12-30,0.5,0.497,0.497,Completed - Closed,1,07/26/2012,10174,212 days,135 days,17 days
2221,283663: 2010-11 Enhancements planned for contract year 1 include changes related to FSMA and the Oracle DB upgrade.,"Development, Test, Implementation",Usable Functionality,2011-12-30,2012-06-30,1.0,0.757,0.757,Completed - Closed,1,07/26/2012,10175,183 days,212 days,-59 days
2221,283663: 2011 FTE Planning and Acquisition,Planning and Acquisition,,2010-10-01,2011-09-30,0.106,0.105,0.105,Completed - Closed,1,07/26/2012,10176,364 days,364 days,0 days
2221,283663: 2011-12 Enhancements,Planning and Requirements,Key Deliverable,2011-12-18,2015-10-15,0.5,0.815,,In-progress,1,07/26/2012,10178,89 days,,129 days
2221,283663: 2011-12 Enhancements ,"Development, Test, Implementation",Usable Functionality,2012-04-01,2012-10-30,1.0,2.274,,In-progress,1,07/26/2012,10179,182 days,,30 days
2222,283941: Identify requirements and impacts of modifications related to implementation of Payable Analytics and planning functions in the BIRS/OBIEE environment,Planning and Requirements,Key Deliverable,2011-09-01,2011-12-30,0.15,0.164,0.164,Completed - Closed,1,07/26/2012,10202,120 days,204 days,0 days
2222,283941: Modifiy Hyperion as needed to accomodate the impacts of implementing Payable Analytics and planning functions in BIRS/OIBEE,Development and Implementation,Usable Functionality,2011-09-30,2012-08-30,0.234,0.297,,In-progress,1,07/26/2012,10203,182 days,,178 days
2223,284598: 2011-2012 Enhance BIRS to include the capability for Payable Analytics and to make some planning functionality now in Hyperion available through BIRS,Planning and Requirements,Key Deliverable,2011-09-15,2012-03-21,0.15,0.164,0.164,Completed - Closed,1,07/26/2012,10218,182 days,188 days,-1 days
2223,284598: 2011-2012  Complete implementation of Payable Analytics and planning functions in the BIRS/OBIEE environment,Development and Implementation,Usable Functionality,2011-12-30,2012-08-31,0.243,0.282,,In-progress,1,07/26/2012,10219,213 days,,82 days
2223,284598: 2012-2013 BIRS enhancements to support FSMA and other changes,Planning and Development,Key Deliverable,2012-04-30,2012-09-30,0.15,0.11,,In-progress,1,07/26/2012,10221,153 days,,-147 days
2224,302739: DBI Global Requirements,,Key Deliverable,2011-09-30,2012-01-31,0.5,0.5,,In-progress,1,02/27/2012,10234,123 days,,0 days
2224,302739: Licenses (200 user licenses),,Usable Functionality,2011-09-30,2011-12-01,0.3,0.3,,In-progress,1,02/27/2012,10244,62 days,,0 days
2006,282483: NBS v4.4 Release Requrements,Requirements Analysis,Key Deliverable,2012-01-23,2012-04-13,0.083,0.06,0.06,Completed - Closed,1,07/26/2012,12353,81 days,156 days,0 days
2006,282483: NBS v4.4 Release Design,Preliminary Design,Key Deliverable,2012-01-25,2012-04-17,0.069,0.066,0.066,Completed - Closed,1,07/26/2012,12354,83 days,156 days,-2 days
2006,282483: NBS v4.4 Release Development,Development,Key Deliverable,2012-02-10,2012-05-31,0.33,0.201,0.201,Completed - Closed,1,07/26/2012,12355,115 days,138 days,0 days
2006,282483: NBS v4.4 Release Test,Test,Key Deliverable,2012-03-23,2012-07-18,0.4,0.433,,In-progress,1,07/26/2012,12356,150 days,,23 days
2006,282483: NBS v4.4 Release Implementation,Operational Readiness/Implementation,Key Deliverable,2012-05-18,2012-08-20,0.035,0.017,,In-progress,1,07/26/2012,12357,125 days,,0 days
2010,283432: Hardware & Software Refresh - Hardware & Software Procurement,The primary deliverable is the procurement of the NSAR Hardware & Software required to established infrastructure that supports the project product deliverable deployment to two sites.,Usable Functionality,2011-04-01,2011-10-14,2.318,2.318,2.318,Completed - Closed,1,07/23/2012,12358,196 days,196 days,0 days
2010,283432: Hardware & Software Refresh - Hardware & OS Software Installation,The primary deliverable is OS Software installation at two different locations. ,Usable Functionality,2011-10-17,2012-03-02,0.038,0.04,0.04,Completed - Closed,1,07/23/2012,12359,137 days,169 days,0 days
2010,283432: Relocate Disaster Recovery (DR) to New Site,"Conduct Pre-Hardware Installation Site Visit by ITSO and project team members, Perform Security Control Audit Review by OCISO and the NSAR Security Steward, and ITSO's deployment of the Communication Circuit. This WBS element will deliver the Installation Assessment Report, Controls Audit Review Documentation, and a deployed Communication Circuit. ",Usable Functionality,2011-09-02,2012-03-07,0.016,0.016,0.016,Completed - Closed,1,07/23/2012,12360,187 days,210 days,0 days
2010,283432: Relocate Production to New Site,"This WBS element Defines Facility Requirements, Performs Pre-Occupancy Inspection by the project team, and concludes with formal occupancy acceptance by the project team. ",Usable Functionality,2011-04-01,2011-09-02,0.011,0.011,0.011,Completed - Closed,1,07/23/2012,12361,154 days,154 days,0 days
2010,283432: Migrate NSAR Data - Legacy Data Preparation,This WBS element includes data being deployed into the new NSAR staging and production environments at both the NSAR Production and Disaster Recovery sites.,Usable Functionality,2011-08-01,2012-02-29,0.218,0.2,0.2,Completed - Closed,1,07/23/2012,12364,212 days,332 days,0 days
2010,283432: Migrate NSAR Data - Legacy Data Transfer,This WBS element includes data being deployed into the new NSAR staging and production environments at both the NSAR Production and Disaster Recovery sites.,Usable Functionality,2011-11-30,2012-07-23,0.044,0.053,,In-progress,1,07/23/2012,12365,236 days,,0 days
2010,283432: Security,"This WBS element develops and updates existing NSAR C&A documentation, includes the revision to the Business Continuity Plan and COOP Plan documentation. The outcome of this work activity is the revised OCISO accepted C&A Package, the Authority to Test and the Authority to Operate. An additional outcome is the business acceptance of the revised BCP and COOP plans.  This WBS element also encompasses the Design and Deployment of PIV Smart Card Solution which complies with the HHS Smart Card Initiative: Smart Card Reader Accessibility (Reference: Health and Human Services Memorandum from William V. Corr, April 15, 2011). This solution design is incorporated into the NSAR 6.0 Detail Design Document.",Key Deliverable,2011-11-14,2012-07-05,0.164,0.199,,In-progress,1,07/23/2012,12366,234 days,,0 days
2158,"286227: Program/Project Management, Period 1","Includes management of non-governmental activities of the MARCS program including overall management and oversight of the program and task orders therein, management of release and change management control, quality assurance, communications, financial control, and earned value management for the first period of the task order.",Key Deliverable,2011-09-08,2012-03-15,0.677,0.913,,In-progress,1,02/23/2012,12383,189 days,,0 days
2158,"286227: Integration Engineering, Period 1","Includes work completed by the technical architecture group which includes oversight of technical integration, integration engineering, maintenance of the MARCS roadmap, security engineering, enterprise architecture, management of the requirements, user experience, test, and development processes, and development of a LIMS strategy for rollout for the first period of the task order.",Key Deliverable,2011-09-08,2012-03-15,1.114,1.857,,In-progress,1,02/23/2012,12384,189 days,,0 days
2158,286227: PMTI Release Support. R1.0 Integration Test,"Includes release management activities for MARCS R1.0 including support through Integration Testing for release management, build support, stage gate reviews, integration and performance testing, and training.  ",Usable Functionality,2011-09-08,2012-01-15,0.46,0.667,,In-progress,1,02/23/2012,12388,129 days,,0 days
2159,286235: DI Startup Project Key Deliverables,"Includes Contractor Project Startup activities, the Project Initiation and Kickoff, development of the Project Management Plan Addendum, and the project schedule. ",Key Deliverable,2011-09-08,2011-11-29,0.019,0.024,,In-progress,1,02/23/2012,12393,82 days,,0 days
2159,286235: DI Quarterly Deliverables #1,"Includes the first quarterly delivery of the Integrated Data Model, Integrated Data Dictionary, MARCS Common Vocabulary, Optimization Strategy Report, and Support Operations Report, as well as analysis of Predictive Risk-based Evaluation and Dynamic Import Compliance Targeting (PREDICT), Regulatory Business Information Services (RBIS), and Automated Laboratory Management (ALM) Laboratory Information Management System (LIMS) data approach and integration support.",Key Deliverable,2011-09-08,2011-12-08,0.228,0.287,,Completed - Costs Pending,1,02/23/2012,12394,91 days,99 days,0 days
2159,286235: DI Quarterly Deliverables #2,"Includes the second quarterly delivery of the Integrated Data Model, Integrated Data Dictionary, MARCS Common Vocabulary, Optimization Strategy Report, and Support Operations Report, as well as continued analysis to develop the Predictive Risk-based Evaluation and Dynamic Import Compliance Targeting (PREDICT), Regulatory Business Information Services (RBIS), and Automated Laboratory Management (ALM) Laboratory Information Management System (LIMS) data approach and integration support.",Key Deliverable,2011-12-09,2012-03-13,0.36,0.077,,In-progress,1,02/23/2012,12395,95 days,,0 days
2160,286255: FDA ORA MARCS ARRMS 2 - Supplemental Startup Project Key Deliverables,"Includes SRA Project Startup activities, the Project Initiation and Kickoff, development of the Project Management Plan Addendum, the project schedule, the Test Plan Addendum, and the Logical Data Model and Data Dictionary. ",Key Deliverable,2011-08-26,2011-10-25,0.067,0.078,0.078,Completed - Closed,1,02/23/2012,12398,60 days,60 days,0 days
2160,286255: FDA ORA MARCS ARRMS 2 - Supplemental Agile Iterations,"Includes Sprint Execution for four sprints (Planning, Requirements, Design, Development, System Test, User Demonstration, User Testing) to complete functionality that will facilitate adding a user, establishing and maintaining user authorizations, maintaining user, role and organization data, facilitating authorization integration with MARCS components, integration with Oracle Identity Management products and reporting.  Also include production of associated documentation and Stage Gates (Planning, High Level Requirements & Design).",Usable Functionality,2011-09-19,2011-12-23,0.428,0.442,,Completed - Costs Pending,1,02/23/2012,12399,95 days,95 days,0 days
2160,286255: FDA ORA MARCS ARRMS 2 - Supplemental Test and Delivery,"Includes Regression and final System Testing, the consolidation of documentation from the Sprint package in the development of final EPLC artifacts, the development of the System Test Report, the Version Description Document (VDD) and Project Closeout.",Usable Functionality,2011-12-15,2012-02-27,0.193,0.095,,In-progress,1,02/23/2012,12400,74 days,,0 days
2161,286276: Firm Management Services (FMS) - Business Analysis,"The tasks in the Business Analysis package include a Decision Analysis and Resolution (DAR) report, FMS Concept of Operations (CONOPS) report, and an analysis of existing firm services and data exchange procedures utilized by FMS, FMLS, FACTS/OASIS, and other FDA systems. The DAR will include an analysis of search tools that could be used to replace the current RetrievalWare product used by the Firm Finder application to search for firms. The CONOPS will provide an overview of the current, interim, and future state of FDA firm operations, including collaboration with the RBIS team to define a unified view of firm services provided by FMS and FMLS in the future state architecture.  The requirements analysis of firm services and data exchange procedures will be used for planning purposes and constructing the user stories that will be assigned to each Agile sprint.",Key Deliverable,2011-09-23,2012-01-31,0.17,0.169,,In-progress,1,02/23/2012,12401,130 days,,0 days
2162,286277: Group 1:  FWM2 Completion and Startup Project Key Deliverables,"This group is to complete Contractor Project Startup activities, the Project Initiation and Kickoff, development of the Project Management Plan Addendum, and the project schedule and for finalization of completion of work started under FWM2 including responding to comments for documents submitted under FWM2 for which we received comments under FWM3.  Documents include the requirements documents for inspections, investigations, sample collections and field exams. In addition, the test report for FWM offline application for inspections.",Key Deliverable,2011-09-23,2011-11-22,0.167,0.175,,Completed - Costs Pending,1,02/23/2012,12405,60 days,60 days,0 days
2162,286277: Group 2: RAD Pilot for Egg Farm Inspections,Consists of the work necessary to get integration ready and then pilot the functionality to use intelligent questionnaires for inspections on RADs (handhelds) including the utilization of forms and populating an EIR. This is for Domestic Inspection work and will focus on the functionality needed for Deliverable 1 (inspection of Egg Farms). This includes development of a Windows based application to pilot for Egg Farms Inspections and a hybrid java / Oracle Policy Automation (OPA) application to pilot for Egg Farms inspections.,Usable Functionality,2011-09-23,2012-02-29,1.011,0.332,,In-progress,1,02/23/2012,12407,159 days,,0 days
2162,286277: Group 3: Inspections Sprints,"Consists of the work necessary to get the FWM Inspections functionality integration ready. This includes interfacing with other MARCS components like Work Assignment and Accomplishment Manager (WAAM), Authorization, Roles, and Responsibilities Management Services (ARRMS), Standardized Evidence and Reference Services (SERS), and Notification Services (NS) as well as external interfaces to Regulatory Business Information Services (RBIS), Center for Drug Evaluation and Research (CDER) Enterprise Evaluation System (EES), and Center for Devices and Radiological Health (CDRH) Mammography Program Reporting Information System (MPRIS). An Agile software development approach will be taken with a demonstration with end users at the conclusion of each sprint to show the functionality developed during the sprint. In addition a documentation package will be produced and informally delivered at the end of each sprint to the FDA for review.",Usable Functionality,2011-11-03,2012-04-30,1.034,1.886,,In-progress,1,02/23/2012,12410,179 days,,-17 days
2162,286277: Group 4: Field Exams and Sample Collections,"Consists of the work necessary to get integration ready the functionality to conduct Field Exams (Import and Domestic), and begin the work of getting integration ready the functionality for International Mail Facility (IMF) and Sample Collections online and offline.  This includes interfacing with other MARCS components like Entry Manager (EM) and WAAM. An Agile software development approach will be taken with a demonstration with end users at the conclusion of each sprint to show the functionality developed during the sprint. In addition a documentation package will be produced and informally delivered at the end of each sprint to the FDA for review.",Usable Functionality,2011-12-08,2012-04-30,0.734,0.761,,In-progress,1,02/23/2012,12413,144 days,,-22 days
2162,286277: Group 6: Gather Requirements for Barcode DAR and CONOPS for Employee Certifications and Audits,"Consists of the requirements gathering and research activities for the production of a Decision Analysis Report (DAR) on hardware and software barcode solutions. It also consists of the activities for gathering requirements for the development of a concept of operations (CONOPS) for Employee Certifications and Audits. This includes conducting requirements gathering meetings with stakeholders to collect requirements then documenting the requirements, reviewing them and preparing them for delivery. This will explore different technologies and solutions and produce recommendations. ",Key Deliverable,2011-09-23,2012-03-28,0.39,0.172,,In-progress,1,02/23/2012,12417,187 days,,0 days
2164,286295: SS Startup Project Key Deliverables,"Consists of the Contractor Project Startup activities, the Project Initiation and Kickoff, development of the QASP, development of the Project Management Plan Addendum, the project schedule, and the Software Development Plan.",Key Deliverable,2011-08-24,2012-11-18,0.241,0.243,,Completed - Costs Pending,1,02/23/2012,12420,86 days,121 days,0 days
2164,"286295: SS SERS Framework, Design & Development ","Consists of the capture of SERS requirements, design and implementation of SERS in the Oracle Application Development Framework (ADF), verification that the SERS web services will run on WebLogic 11G, integration of the web services with the Oracle Service Bus, design and development of the SERS Scan Document, Document Upload, Document Search, and Create Virtual Document pages.",Usable Functionality,2011-10-03,2012-02-15,0.428,0.429,,In-progress,1,02/23/2012,12422,135 days,,0 days
2164,"286295: SS NS Framework, Design & Development ","Consists of the capture of NS requirements, design and implementation of NS in the Oracle Application Development Framework (ADF), verification that the NS web services will run on WebLogic 11G, integration of the web services with the Oracle Service Bus, design and development of the NS Send Ad Hoc Notification, Create Triggered Event Notification, Update Triggered Event Notification, Search, Create New Scheduled Event Notification, Update Scheduled Event Notification, and View Notification Message pages.",Usable Functionality,2011-10-03,2012-02-15,0.145,0.144,,In-progress,1,02/23/2012,12425,135 days,,0 days
2164,"286295: SS DSS Framework, Design & Development ","Consists of the capture of DSS requirements, design and implementation of DSS in the Oracle Application Development Framework (ADF), verification that the DSS web services will run on WebLogic 11G, integration of the web services with the Oracle Service Bus, design and development of the DSS Manage Data Sources, Manage Queries, Manage Client Applications, Manage Query Access, Generate Usage Report  pages.",Usable Functionality,2011-10-03,2012-02-15,0.132,0.055,,In-progress,1,02/23/2012,12428,135 days,,0 days
2164,"286295: SS DLCMS Framework, Design & Development ","Consists of the capture of DLCMS requirements, design and implementation of DLCMS in the Oracle Application Development Framework (ADF), design and development of the initial DLCMS administration user interface features and initial web services.",Usable Functionality,2011-10-03,2012-02-15,0.22,0.221,,In-progress,1,02/23/2012,12431,135 days,,0 days
2164,"286295: SS PS Framework, Design & Development ","Consists of the capture of PS requirements, design and implementation of PS in the Oracle Application Development Framework (ADF), design and development of the initial PS administration and product code builder user interface, features and initial web services.",Usable Functionality,2011-10-03,2012-02-15,0.197,0.197,,In-progress,1,02/23/2012,12434,135 days,,0 days
2164,"286295: SS UWES Framework, Design & Development ","Consists of the capture of UWES requirements, design and development of the initial UWES features and initial Authorization, Roles, and Responsibilities Management Services (ARRMS) integration.",Usable Functionality,2011-10-03,2012-02-15,0.136,0.136,,In-progress,1,02/23/2012,12437,135 days,,0 days
2165,286296: WAAM 3 Project Startup Key Deliverables,"Includes Contractor and FDA startup activities, Sprint planning, and key deliverables such as the project management plan addendum and schedule.  ",Key Deliverable,2011-09-27,2011-11-10,0.244,0.225,,Completed - Costs Pending,1,02/23/2012,12440,44 days,48 days,0 days
2165,286296: WAAM 3 Recall Audit Check (RAC) Data Integration and Deployment Support,"Includes support for the Regulatory Business information Services (RBIS) team in regards to accomplishment reporting, deployment, and User Acceptance Testing (UAT) for Recall Audit Check (RAC) functionality.",Usable Functionality,2011-09-27,2012-03-14,0.076,0.071,,In-progress,1,02/23/2012,12441,169 days,,0 days
2165,286296: WAAM 3 Work Manager for Inspections,"Includes sprint iterations (design, development, and testing) activities to complete Work Manager (WM) to support Inspections functionality in the planned MARCS Release 2.2.",Usable Functionality,2011-11-09,2012-04-11,0.586,0.57,,In-progress,1,02/23/2012,12445,154 days,,0 days
2165,286296: WAAM 3 Work Distributor Requirements and Design,Requirements and design for Work Distributor (WD) to replace National Sample Distributor (NSD). This work involves gathering requirements to complete laboratory administration and laboratory selection. ,Key Deliverable,2011-11-09,2012-03-22,0.136,0.071,,In-progress,1,02/23/2012,12449,134 days,,0 days
2165,"286296: WAAM 3 Integration reqts for Laboratory Information Management System (LIMS), Laboratory Management Services (LM) , and Prior Notice Manager (PNM)","Development of requirements for Work Manager (WM) to integrate with Automated Laboratory Management (ALM) Laboratory Information Management System (LIMS), Laboratory Management Services (LM) and Prior Notice Manager (PNM). A Service Oriented Architecture (SOA) service specification will be delivered at the end of this work.",Key Deliverable,2011-11-09,2012-04-23,0.04,0.036,,In-progress,1,02/23/2012,12450,166 days,,0 days
2125,283882: Development part 1,Development Back-End,Key Deliverable,2012-01-30,2013-01-31,1.262,1.287,,In-progress,1,04/26/2012,12459,367 days,,2 days
2125,283882: Development part 2,Development ETL,Key Deliverable,2012-01-30,2013-01-31,1.263,1.287,,In-progress,1,04/26/2012,12460,367 days,,2 days
2125,283882: Development part 3,Development Front-End,Key Deliverable,2012-01-30,2013-01-31,0.631,0.635,,In-progress,1,04/26/2012,12461,367 days,,2 days
2170,287492: ALM LIMS LAP 2T Lab Assessment Requirements Validation Phase 1 ,"This section consists of the activities that involve Pilot Site information planning, the visits to the Pilot sites, information gathering activities, and preparation for Non Pilot site visits. Also includes evidentiary requirements, verification activities as well performance and capacity requirements.",Key Deliverable,2011-09-12,2011-12-31,0.164,0.254,,In-progress,1,02/24/2012,12467,110 days,,0 days
2170,287492: ALM LIMS LAP 2T Lab Assessment RTM Phase 1,This section consists of the activities that involve updating the Requirements Traceability Matrix with a focus on the Pilot Sites.,Key Deliverable,2011-10-05,2011-12-31,0.038,0.087,,Completed - Costs Pending,1,02/24/2012,12470,87 days,87 days,0 days
2170,287492: ALM LIMS LAP 2T Lab Assessment SRS Phase 1 ,This section consists of the activities that involve updating the System Requirements Specification with a focus on the Pilot Sites.,Key Deliverable,2011-10-05,2011-12-31,0.031,0.038,,In-progress,1,02/24/2012,12473,87 days,,0 days
2170,287492: ALM LIMS LAP 2T Lab Assessment BPMPF Phase 1,This section consists of the activities that involve the Business Process Model with a focus on the Pilot sites.,Key Deliverable,2011-10-13,2011-12-31,0.06,0.195,,In-progress,1,02/24/2012,12476,79 days,,0 days
2170,287492: ALM LIMS LAP 2T Lab Pilots License Purchase and System Integration ,"This section consists of the activities involving the Laboratory Pilots, such as installation and license acquisition.",Usable Functionality,2011-09-12,2012-01-30,0.068,0.042,,In-progress,1,02/24/2012,12486,140 days,,0 days
2170,287492: ALM LIMS LAP Chemistry Lab Pilots Standup Activities ,This section consists of the activities involving the kickoff meeting and the integrated baseline review.,Key Deliverable,2011-09-26,2011-12-29,0.01,0.013,,In-progress,1,02/24/2012,12495,94 days,,0 days
2170,"287492: ALM LIMS LAP Chemistry Lab Pilots Pilot Requirements, System Requirements, and Business Process Modeling","This section consists of the activities involving the Southeast Regional Laboratory (SRL) & Pacific Regional Laboratory (PRL) -Southwest (SW) site visits, as well as updating the RTM, SRS and  BPM.",Key Deliverable,2011-09-26,2012-01-11,0.194,0.238,,In-progress,1,02/24/2012,12496,107 days,,0 days
2172,287506: ALM eLEXNET Data Exchange ,This task includes working on the revamping of the eLEXNET reporting solution.,Usable Functionality,2011-07-22,2012-02-29,0.423,0.423,,In-progress,1,02/24/2012,12503,222 days,,0 days
