"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
012-000003615,1047,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","OWCP Workers' Compensation System (OWCS)",0,0,0,0,19.046,7.438,7.674,7.674,1.014,0.859,0.991,0.991,50.203,8.712,9.22,9.35,5.014,1.162,1.177,1.515,39.6,12,12,14,-1.311,0,-6.7,0
011-000002502,1052,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Crime Information Center (NCIC)",1.79,0,0,0,249.732,16.55856,23.86309,27.28744,92.102,2.93583,3.62537,4.01791,175.129,20.34921,20.50155,19.8605,56.159,3.60791,3.11467,2.92434,1663,45,45,45,43.45151,51.10468,0,0
011-000002705,1062,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","BOP SENTRY",0.686,0,0,0,9.144,0.395789,2.9,2.967,0,0,0,0,501.744,0.258005,0.287537,0.296164,52.839,5.888245,5.888245,5.888245,434,35,35,35,6.542039,9.075782,0,0
006-000552000,1080,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","BIS Commerce USXPORTS Exporter Support System (CUESS)",0.479,0.225,0.225,0.225,16.043,2.964,2.964,2.964,2.513,0.397,0.397,0.397,16.711,2.459,2.459,2.459,2.057,0.264,0.264,0.264,34,5,5,5,6.309,6.309,0,0
009-000001380,1086,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC National Center for Emerging and Zoonotic Diseases NHSN Systems",1.88,0,0,0,29.85,2.842,2.812,2.787,2.906,0,0,0,35.311,6.866,7.218,7.578,14.439,2.342,2.46,2.583,146,17,17,18,0.171,0.155,1.44,1.257
009-000004093,1087,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","Continued Implementation of HSPD-12 (formerly known as IAM@HHS)",6.104,0,0,0,53.09,0.274,0.284,0.284,6.856,0.617,0.607,0.607,115.712,20.769,22.985,22.985,6.216,0.599,0.532,0.532,75.5,7,7,7,1.793,3.942,8.761,19.261
009-000005797,1088,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASPA HHS Web Management Investment",0,0,0,0,11.19,0,0,0,0,0,0,0,123.335,26.056,25.284,24.414,27.233,4.398,4.398,4.398,231,28,28,28,10.245,9.473,50.695,46.875
009-000276109,1089,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HRSA - Bureau of Primary Health Care (BPHC) Health Center  Management Information System (BHCMIS)",5.629,0.897,0.924,0.951,54.797,8.076,8.316,8.566,5.921,0.678,0.72,0.762,64.905,10.074,9.5,9.6,5.805,0.606,0.606,0.606,97,12,12,12,-0.078,-0.873,-0.382,-4.169
009-000281361,1090,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Fraud Prevention System (FPS)",0,0,0,0,111.697,13.405,3.639,3.543,7.255,1.415,0.289,0.289,127.068,13.952,32.755,31.885,7.356,1.473,2.599,2.599,114.5,19,19,19,-7.6,13.741,-20.082,53.8
009-000281595,1092,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Risk Adjustment Data Collection",0,0,0,0,0.6,0,0,0,0,0,0,0,81.733,14.908,17.85,17.19,3.862,0.76,0.76,0.76,30,5,5,5,-1.31,1.632,-7.716,9.612
009-000281603,1093,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Shared Systems Integrated Testing",0,0,0,0,0,0,0,0,0,0,0,0,74.124,11.431,10.298,12.037,3.76,0.712,0.45,0.45,26.7,4.7,2,2,0.838,-0.557,7.413,-4.927
009-000281783,1094,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Accountable Care Organizations",9.65,0,0,0,84.182,0,0,0,7.425,0,0,0,42.488,19.639,19.728,14.784,4.783,0.76,0.76,0.76,113.5,5,5,5,-1.335,-1.315,-6.142,-6.031
005-000002376,1099,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","NRCS-Conservation Delivery Streamline Initiative (CDSI)",6.381,0.352,0.128,0,77.923,16.764,30.802,0,3.138,0,0,0,14.713,8.785,7.854,6.824,11.984,3.432,3.441,0.279,77.25,20,20,2,29.333,42.225,-42.749,9.771
024-000005072,1104,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - TECS Modernization",27.043,0,0,0,213.381,0,0,0,0,0,0,0,201.847,49.876,49.876,49.876,1.121,0.142,0.136,0.136,9,1,1,1,0.008,0.002,0,0
024-000005217,1107,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Integrated Fixed Towers",0,0,0,0,210.1,39.238,1.977,7.642,0,0,0,0,52.042,12.595,22.04,30.793,10.664,0.915,0.93,1.339,80,7,7,9,12.005,0.011,29,0
024-000005220,1109,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Remote Video Surveillance System (RVSS) Upgrade Program",0,0,0,0,193.528,87.193,43.727,53.74,0,0,0,0,31.806,19.968,27.415,45.337,8.121,1.355,1.377,1.377,61,10,10,10,41,0.016,61,0
007-000000435,1112,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM",0,0,0,0,0,0,0,0,0,0,0,0,1921.771,46.645,42.258,49.147,11.124,0.766,0.8,0.816,80.37,5,5,5,-2.201,0,-4.44,0
007-000000688,1114,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DISTRIBUTED LEARNING SYSTEM",0,0,0,0,0,0,0,0,0,0,0,0,45.743,33.861,49.011,50.381,0,3.691,2.924,2.975,0,34,17,17,-5.986,10.582,-13.75,25.59
007-000005090,1118,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Enterprise Business System",0,0,0,0,240.404,2.008,12.457,9,0,0,0,0,2075.594,105.442,59.375,60.901,165.549,22.51,14.868,15.287,250,207,112,113,-144.888,-209.315,-52.72,-70.71
007-000001372,1122,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVAL TACTICAL COMMAND SUPPORT SYSTEM",0,0,0,0,0,4.455,0,0,0,0,0,0,0,28.534,29.059,37.49,38.987,18.542,18.326,16.227,260,119,117,100,-1.855,0.089,-3.47,0.19
007-000000573,1124,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE CIVILIAN PERSONNEL DATA SYSTEM",0,0,0,0,51.597,7.1,0,0.75,0,0,0,0,372.39,46.755,42.448,51.535,18.839,2.914,2.93,3.009,128,18.27,18.12,16.2,-3.639,-10.252,-6.02,-18.43
015-000000369,1127,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Foreign Account Tax Compliance Act (FATCA)",20.766674,0,0,0,109.684247,11.372067,0.053,0.053,69.845676,12.66222,10.237995,10.226038,18.728834,22.87204,28.24,28.24,25.898119,4.919145,5.352911,5.364868,547.43,105.58,95.92,95.93,-19.028528,-1.479094,-26.855968,-3.260574
014-000000039,1130,"01 - Major IT","01 - Not Applicable","	014","Department of State","Application Services",0,0,0,0,4.583806,0,0,0,0.221527,0,0,0,42.09702,16.56186,20.03984,20.03984,2.034473,2.288,2.304,2.336,16,16,16,16,26.614176,26.614176,5.853719,-0.013682
014-000000032,1132,"01 - Major IT","01 - Not Applicable","	014","Department of State","Consular Systems Modernization",0,0,0,0,55.83914,53.5584,12.887056,32.024299,1.721818,1.510236,0.803387,1.647992,26.46906,32.6536,26.381104,26.381104,0.816182,0.920764,1.644613,0.834008,18,17,17,17,-6.65085,-6.65085,-7.500085,-7.500085
015-000000297,1161,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Do Not Pay (DNP)",0.3,0,0,0,29.184483,4.228238,4.422861,4.531683,5.020949,0,0,0,33.703555,12.051117,12.737179,13.278654,0.877264,0,0,0,163,4,4,4,-7.33,0,-41.1,0
015-000000038,1163,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","International Treasury Services (ITS.gov)",0,0,0,0,24.52122,4.203356,3.478233,3.606091,1.768563,0.644831,0.587056,0.601732,38.429225,8.718059,8.504351,8.796337,4.092731,0.924608,0.995205,1.020085,58.31,13.5,13.39,13.39,0,0,0,0
015-000000037,1165,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Invoice Processing Platform (IPP)",0,0,0,0,30.07147,0,0,0,1.792,0,0,0,98.03127,16.377829,18.102945,18.848169,3.63,0.646,0.80093,0.80093,34,6,6,6,0,0,0,0
009-000004158,1173,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)",0.279,0,0,0,77.026,8.258,9.072,7.951,6.166,0.889,0.786,0.673,77.773,15.823,18.205,15.653,7.602,1.502,1.605,1.717,102,17,17,17,-0.454,1.778,-1.686,6.375
009-000267387,1175,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Multidimensional Insurance Data Analytics System (MIDAS)",9.079,0,0,0,81.692,9.157,16.731,10.412,1.429,0.172,0.172,0.172,71.462,13.733,25.093,15.618,1.431,0.258,0.258,0.258,17.4,1.8,1.8,3,-2.173,16.761,-8.524,65.747
009-000267910,1177,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS CCIIO Health Insurance and Oversight IT Investment",0,0,0,0,46.038,3.168,3.386,3.347,0.904,0.129,0.13,0.129,84.215,7.388,7.9,7.809,2.149,0.302,0.432,0.302,19.8,5,5,5,-0.502,0.286,-4.369,2.474
009-000314838,1179,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Medicare Secondary Payer Systems",1.992,0,0,0,0,0,0,0,0,0,0,0,188.8,46.985,34.34,36.95,5.499,0.584,0.584,0.584,36,3.8,3.8,3.8,3.717,-3.901,8.476,-10.048
009-000314914,1181,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Master Data Management (MDM)",0,0,0,0,65.667,0,0,0,5.745,0,0,0,17.615,26.32,18.408,18.495,1.606,1.52,1.52,1.52,61,10,10,10,2.133,-5.779,8.297,-22.48
009-000314915,1183,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Enterprise Portal",0,0,0,0,17.759,0,0,0,1.825,0,0,0,39.859,30.03,23.871,24.253,3.428,1.46,1.46,1.46,50,7,7,7,8.813,-1.952,38.863,-7.155
009-000314916,1185,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)",0,0,0,0,48.325,0,0,0,0.999,0,0,0,179.824,29.906,15.303,0,5.377,1.52,1.52,0,36,10,10,0,-0.937,-15.683,-2.895,-48.246
009-000316503,1189,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS MACBIS (Medicaid & CHIP Business Information and Solutions)",0,0,0,0,220.486,74.235,39.34,64.046,13.139,2.907,2.907,3.101,34.27,24.744,16.861,16.012,1.489,0.969,0.969,0.775,111,25.5,25.5,25.5,17.644,27.975,20.706,87.144
009-000316811,1191,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Healthcare Web Support",0,0,0,0,91.745,20.1,20.98,16.18,2.724,0.76,0.76,0.76,247.892,54.121,58.72,43.52,10.749,2.28,2.28,2.28,104,20,20,20,-0.393,5.086,-0.506,6.55
010-999993100,1197,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Geospatial Platform and Shared Services",0,0,0,0,3.5079,0,0,0,0.25283,0,0,0,7.3361,2.6,2.6,2.6,0.10927,0,0,0,2.5,0,0,0,-0.084,0,-3.1,0
021-260306626,1207,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX115: Terminal Automation Modernization and Replacement Program (TAMR-P)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
021-782222331,1209,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.12311,-62.08363,-100,-100
021-762783225,1211,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX807: NextGen Weather (Wx) Processor (NWP)",0,0,0,0,69.595,45.1,24.3,24,12.550146,7.033,5.739,3.945,0.182,0.774,0.852,1.06,0,0.052,1.364,4.368,66.84,29.2,33.68,36.82,10,0,23.278009,0
023-000004270,1213,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","GSA Real Estate Exchange (G-REX)",0,0,0,0,18.216093,0,1.248125,1.248125,0.75,0,0,0,7.246124,1.526601,1.557133,1.557133,2.48048,0.332545,0.540024,0.540418,24.2,3.7,3.6,0,-1.50692,-0.064002,-44.8,-1.9
026-000001102,1215,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Financial Management System",0,0,0,0,0,0,0,0,0,0,0,0,0,11.972226,10.882081,10.930969,0,2.660002,2.660002,2.660002,0,0,0,0,14.632228,13.542083,0,0
021-352204052,1225,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FTAXX003: National Transit Database (NTD)",0,0,0,0,10.629621,1.15575,1.915,0,0,0,0,0,61.404496,1.008398,1,0,2.472136,0.148594,0.148594,0,18.4,0.9,0.9,0,0,3.063594,0,-9.897959
015-000000432,1269,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Order Management System II (OMS-II)",0.379702,0,0,0,60.590326,0,0,0,3.317669,0,0,0,118.021133,35,35,35,0.9785,0,0,0,30,0,0,0,0,0,0,0
015-999991100,1271,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Financial Management Line of Business (FMLOB)",12.218766,0,0,0,0,0,0,0,0.852908,0,0,0,9.06856,3.13928,3.13928,3.13928,4.473083,1.726439,2.711837,2.768786,37.71,13,20,20,-1.411211,-0.470524,-29,-8
009-000316812,1275,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Innovation Core Systems",0,0,0,0,205.671,61.97,94.145,82.401,9.333,3.283,3.283,2.75,93.411,41.312,62.762,54.934,2.938,2.188,2.188,1.833,85,36,30.1,30.1,-29.772,38.524,-21.492,31.104
009-000314820,1277,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Advanced Provider Screening",0,0,0,0,39.724,0,0,0,1.54,0,0,0,88.787,31.65,36.592,41.961,3.343,1.064,1.064,1.064,28,7,7,7,3.806,8.748,13.166,30.262
024-000007128,1279,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - PIVOT",50.647,0,0,0,27.807,31.08,30.397,26.554,3.943,0.894,0.909,0.923,0,6.057,14.789,14.689,0,0.905,0.89,0.876,22,11,22,22,0,-0.001,0,0
021-996986500,1287,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX808: NextGen R&D Portfolio",993.6,0,0,0,0,41.8,42,28.5,10.11,3.37,3.37,3.37,0,0,0,0,0,0,0,0,66,22,22,22,-2.7,45.37,-5.640276,-5.640276
018-000000092,1289,"01 - Major IT","01 - Not Applicable","	018","Department of Education","IES Sample Surveys (Consolidation)",0,0,0,0,13.26773,2.301368,5.718311,4.873004,0.436,0.03,0.03,0.03,14.71816,6.516807,7.306056,4.520475,0.451,0.12,0.12,0.12,8.9,0.9,0.9,0.9,2.359554,0,35.7,0
005-000000235,1297,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","OCFO-NFC-Payroll Services",0.15,0,0,0,15.698,0.109,0.078,0.078,0,9.775,9.454,9.615,186.123,5.303,4.963,5.268,197.826,26.592,26.053,26.499,1740,439,439,439,-0.805,-2.751,-1.89,-6.353
018-000000094,1299,"01 - Major IT","01 - Not Applicable","	018","Department of Education","NCES Administrative Data",0,0,0,0,12.532733,0.968,1.021,1.125,1.337,0.062,0.064,0.065,12.50324,3.239,3.606,3.805,0.545,0.056,0.058,0.06,37.7,1.2,1.2,1.2,4.325,4.749,0,0
018-000000091,1305,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Educational Assessment",0,0,0,0,54.243,14.986,17.470546,18.977865,0.53,0.08,0.08,0.08,34.695,9.713,14.310387,11.955416,0.185,0.05,0.05,0.05,4.7,0.7,0.7,0.7,0.035157,0,0.1,0
021-000001000,1307,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FMCSA100: Unified Registration System (URS)",0,0,0,0,23.689064,0,0,0,0,0,0,0,0.409,0.82731,0.847993,0.869193,0,0.063345,0.062707,0.078797,0,0.5,0.5,0.5,0,0,0,0
018-000000036,1323,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Debt Management and Collections System (DMCS)",0.2,0,0.2,0.2,12.076262,1.838807,1.8,1.8,3.33,1.123,0.98,0.98,261.834346,86.02693,91.399363,96.806672,2.45,0.735,0.735,0.735,68.5,12.3,12.3,12.3,-16.836263,-2.166637,-15.8,-2.2
021-488119819,1325,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FHWAX031: Fiscal Management Information System 5.0 (FMIS 5.0)",0.2,0,0,0,8.880385,1.573191,2.495361,1.960641,3.768934,0.675124,0.722975,0.722975,2.766361,1.267207,1.305224,1.34438,1.090045,0.52035,0.556868,0.556868,32.44,8.3,8.3,8.3,0,0,0,0
015-000000285,1331,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Affordable Care Act Administration",0,0,0,0,982.957765,13.102211,0,0,409.827128,0.129888,0.2911,0,335.351282,149.612247,130.316396,139.516396,73.016576,30.792188,32.191168,32.482269,3260.21,186.78,201.6,220.46,1.898534,-27.060336,0.990171,-14.252859
028-000001005,1333,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OCFO: Financial Systems",0,0.24,0,0.2,0,0.3,1,0.5,0.29,0.141,0.145,0.298,24.5523,5.67,5.846,6.008,3.9343,0.917,0.943,0.82,33.5,8.5,8.5,8.5,7.268,7.934,0,0
009-000323611,1341,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS OMHA Electronic Case Adjudication Processing Environment (Investment)",5.028,0.141,0.066,0.066,30.381,1.265,0.591,0.591,4.56,0,0.65,0.65,9.738,9.153,8.621,9.851,0.65,1.3,0.65,0.65,44.1,9.9,9.9,9.9,0,10.578,0,
028-000000045,1349,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)",1.6192,0,0,0,2.6038,0.353106,0.5,0.55,3.32125,0.56448,0.72535,0.74565,6.645203,1.869869,2.039344,2.192329,3.91675,0.56448,0.72535,0.74565,37.7,8,10,10,3.351935,3.990044,0,0
006-000402100,1357,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Census Enterprise Data Collection and Processing (CEDCAP)",0,0,0,0,253.275,0,0,0,59.413,95.648,76.09,81.419,0,0,0,0,0,0,0,0,752.9,249.8,239.2,239.2,95.648,76.09,0,0
393-000000100,1361,"01 - Major IT","01 - Not Applicable","	393","National Archives and Records Administration","Electronic Records Systems (ERS)",28.772,0,0,0,456.818406,11.498,10.3,5.7,47.676938,1.440479,1.454884,1.469433,213.72842,17.431,17.226,16.703,30.420552,0.840061,0.848461,0.856946,124.1,18.1,18.1,18.1,-1.985,0.976363,-6,3.4
393-000000150,1363,"01 - Major IT","01 - Not Applicable","	393","National Archives and Records Administration","Non-Electronic Records Systems (NERS)",3.772,0,0,0,102.08893,4.127,3.61,0.55,5.88271,0.544526,0.549972,0.555472,63.01383,7.65,6.545,6.666,5.18855,0.796625,0.804592,0.812638,24.8,2.9,2.9,2.9,-2.168,0,-14.2,0
006-000804300,1371,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Trademark Next Generation 2 (TMNG-2).",0,0,0,0,71.488,22.8302,24.95852,0,9.78,3.40464,3.991,0,0,0,0,0,0,0,0,0,55.8,19.5,22.8,0,-4.86807,28.94952,-15.7,0
023-000000013,1379,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Electronic Acquisition System Integration (EASi)",8.313378,0,0,0,8.689025,1.72644,2.577457,2.577457,0.117,0,0,0,15.822331,2.774949,3.327185,3.327185,1.746457,0.980553,1.136668,1.137497,14.2,10.5,4.2,4.2,0,3.011899,0,74.7
023-000000019,1383,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Order Management Service (OMS)",44.97898,0,0,0,11.509755,1.593479,2.6,1.4,1.4,0,0,0,4.151357,3.191736,5.334,5.084,4.82972,0.651993,1.036958,1.01652,31.6,6.2,6.3,0,5.437208,8.970958,0,0
020-000013014,1385,"01 - Major IT","01 - Not Applicable","	020","Environmental Protection Agency",e-Manifest,1.253,0,0.2,0.2,11.056,7.05,3,3,2.512,0.65,2.25,1.6,0,8.392,0.75,0.75,0,0,0.25,0.25,15.6,4,4,5,-1.739,-3.511,-9.8,-35.2
007-000000582,1395,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DISTRIBUTION STANDARD SYSTEM",0,0,0,0,0,0,0,0,0,0,0,0,278.072,20.402,26.655,27.161,345.538,21.262,21.262,21.709,186,195,195,195,-1.153,4.832,-2.69,11.22
007-000007173,1429,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Integrated Personnel and Pay System - Army",0,0,0,0,153.811,189.614,367.068,343.072,0,2.371,5.449,5.563,11.991,44.607,71.981,11.925,4.528,6.508,0,0,29,61,31,31,9.953,171.304,4.27,62.7
007-000100033,1435,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Department of Defense Healthcare Management System Modernization",0,0,0,0,865.622,378.579,608.717,290.213,12.919,7.642,7.974,8.806,135.828,131.484,221.501,323.975,0,0,0,0,69,41,41,47,-227.998,0,-30.57,0
007-000101162,1445,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE AGENCIES INITIATIVE",381.165,23.544,20.384,27.944,0,0,0,0,0,0,0,0,108.927,51.684,49.402,72.464,0,4.081,4.101,4.155,0,23,23,23,-8.446,-3.428,-9.62,-4.43
009-000325870,1453,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Open Payments",0,0,0,0,19.712,0,0,0,0.401,0,0,0,53.279,16.514,17.909,13.736,2.645,1.52,1.52,1.52,21,10,10,10,-5.773,7.969,-24.249,69.538
009-000318789,1459,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Integrated Data Management",0,0,0,0,53.869,5.351,0.545,0.545,2.625,0.327,0.094,0.094,34.005,6.919,3.785,3.785,1.2,0.423,0.656,0.656,25.5,5,5,5,1.698,-6.242,14.997,-55.132
015-999990047,1461,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Data Services",0,0,0,0,13.174099,7.088767,6.681041,6.319873,0.862436,0.757981,1.036448,1.026583,16.269022,13.386613,14.808089,15.914487,0.769452,1.019129,1.721544,1.711753,16.25,62.49,59.83,58.89,0,0,0,0
429-000002600,1467,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",0,0,0,0,0,0.595037,0.66,0.275,0,0.013596,0,0,0,3.914702,5.242,5.6,0,0.351796,0.3521,0.354,0,2.15,2,2,0,0,0,0
429-000002500,1469,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Financial Services",0,0,0,0,0,1.853669,2.767,0,0,0.183546,0,0.177,0,6.895359,7.97,8.601,0,1.045192,1.58445,1.2213,0,7.23,9,7.9,0,0,0,0
429-000003600,1471,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Incident Response",0,0,0,0,0,0.01193,0.925,0.23,0,0,0,0,0,2.772719,3.372,3.407,0,0.417853,0.91985,0.552,0,2.39,5,3,0,0,0,0
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",0,0,0,0,0,0,0,0.29,0,0,0,0,0,8.80994,8.24,7.758,0,0.722089,1.10989,0.9165,0,4.13,6,5,0,0,0,0
009-000281769,1491,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Electronic Submission of Medical Documentation",0,0,0,0,8.126,1.485,0.997,0,2.04,0.303,0.175,0,65.232,9.692,12.009,13.034,8.557,1.977,2.105,2.28,60,15,15,14,-1.78,0.049,-11.682,0.322
027-999990129,1497,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","USA Staffing and USA Hire",1.686,0.023,0.023,0.023,11.073,0.22,0.22,0.22,11.507,1.294,1.349,1.406,134.531,34.715,37.293,38.557,87.306,12.085,12.047,12.804,631.3,88.2,98.8,99.5,0,5.821,0,12.9
015-000200053,1499,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Web Applications",9.046316,2.603832,0.995774,0.9958,48.404984,23.434495,8.961957,8.9622,19.341052,14.703728,15.141704,15.042,0,2.831394,2.81875,2.87465,0,0.231201,0.114487,0.214191,119.08,91.62,92.64,92.64,-16.76035,0.250672,-27.673327,0.902282
014-000000003,1511,"01 - Major IT","01 - Not Applicable","	014","Department of State","Budget System Modernization (BSM)",0,0,0,0,2.421825,9.614445,3.6936,0,0.145868,0.227485,0.153279,0,1.674925,3.984025,3.2464,3.2464,0.100882,0.094265,0.134721,0.292,1.75,2.25,2,2,3.2372,3.2372,,
011-000002913,1513,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","BOP BOPNet",0,0,0,0,39.952,3.453,45.593255,2.247752,0,0,0,0,481.699,17.078107,17.932013,18.828614,210.856,45.180531,45.180531,45.180531,1804,335,335,335,65.711638,108.705799,0,0
027-999991218,1529,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management",USAJOBS,4.99,0.689,0.789,0.769,18.744,2.757,3.157,3.074,11.328,1.411,1.616,1.574,52.991,8.887,8.687,8.851,9.538,1.768,1.728,1.761,115,17,17,17,0,0,0,0
009-000340290,1531,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HHS Financial Business Intelligence System (FBIS) Investment",0,0,0,0,23.192,8.904,3.144,0,0.558,0.192,0,0,25.986,6.499,7.073,7.283,0.232,0,0.4,0.4,3,0,2,2,-0.005,3.914,-0.032,58.392
018-000000123,1535,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Participation Management (PM)",0,0,0,0.533127,0.480555,0.401297,0.4,0.4,0.42,0.14,0.14,0.14,6.175162,2.013864,2.124062,2.132505,0.42,0.14,0.14,0.14,9,2,2,2,-2.246839,-1.220938,-45.5,-30.3
016-000002238,1537,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Customer Engagement Tools",0,0,0,0,19.731,4.248,0,0,13,3.066,3.54,3.167,0.637,0,0,0,0.235,0.705,0.066,0.068,115,26,23,20,2.21,3.606,38,0
202-000001162,1549,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)",0,0,0,0,0,0,0,0,0,0,0,0,66.193,4.224,7.227,8.897,24.485,4.227,3.989,4.107,53,8.3,8.3,8.3,8.451,11.216,0,0
